Orthogroup	Mus_musculus	Sus_scrofa
OG0000091	NP_987074.1, NP_996752.2, NP_996751.1, NP_997428.1, NP_001160309.1, NP_001160636.1, NP_001160637.1, NP_001160310.1, NP_001160632.1, NP_001160633.1, NP_001160213.1, NP_997430.2, NP_001161045.1, NP_001160223.1, NP_001160187.1, NP_001160185.1, NP_001160638.1, NP_001160620.1, NP_001160621.1, NP_001160313.1, NP_001160308.1, NP_001160312.1, NP_001160618.1, NP_001160619.1, NP_001160624.1, NP_001160625.1, NP_001160215.1, NP_001160228.1, NP_001160183.1, NP_001160197.1, NP_001160188.1, NP_001160180.1, NP_001160631.1, NP_001160630.1, NP_001160230.1, NP_001160186.1, NP_001160209.1, NP_001160184.1, NP_001160198.1, NP_001160639.1, NP_001160195.1, NP_001160221.1, NP_001160217.1, NP_001160212.1, NP_001160222.1, NP_001160225.1, NP_001160321.1, NP_001160316.1, NP_109661.1, NP_001160226.1, NP_001160319.1, NP_001116154.1, NP_001160220.1, NP_001160208.1, NP_001160229.1, NP_001160179.1, NP_001160196.1, NP_001160219.1, NP_001160227.1, NP_001160211.1, NP_001160210.1, NP_001160224.1, NP_001160322.1, NP_001160231.1, NP_001160320.1, NP_001161010.1, NP_001160216.1, NP_001160622.1, NP_001160635.1, NP_001160634.1, NP_001160214.1, NP_001160623.1, NP_001160218.1, NP_001160640.1, NP_001160311.1, NP_001160626.1, NP_001160641.1, NP_997429.2, NP_997502.2	XP_003481961.1, XP_003481962.1, XP_003127527.1, XP_005664925.2
OG0000092	NP_666861.2, NP_666406.2, NP_666743.1, NP_997449.1, NP_666742.2	XP_020937104.1
OG0000093	XP_017176645.1	XP_020941598.1
OG0000095	NP_032657.1	XP_020949547.1
OG0000095	NP_038631.1	NP_999221.1
OG0000095	NP_038630.1, XP_006530815.1	XP_003355856.1
OG0000095	XP_036019391.1	NP_001001266.1, XP_013843991.2
OG0000096	NP_035589.1	XP_003353495.1
OG0000098	NP_001372143.1	XP_020940795.1, XP_020940798.1, XP_020940801.1, XP_020940800.1
OG0000099	XP_006535434.1, NP_001166930.1, NP_001166931.1, XP_006530146.1, NP_001002898.1	XP_020933181.1, XP_020933183.1
OG0000099	NP_001277948.1, XP_036015585.1	XP_020932980.1, NP_001011508.1
OG0000100	NP_001407900.1, NP_001153489.1, NP_032168.1, NP_001153488.1	XP_020953149.1
OG0000100	NP_034442.1, XP_006504616.1	XP_003481037.1
OG0000101	NP_001334416.1	XP_013842975.1
OG0000101	NP_063921.1, NP_001300646.1, NP_001300645.1	XP_020935324.1, XP_020935323.1
OG0000102	NP_690024.1, NP_705826.1	XP_003129119.1, NP_001231053.1, XP_013853463.2, XP_020957063.1, XP_003357000.2
OG0000103	NP_001013807.2, NP_038805.2, NP_081858.2, NP_598827.1, XP_030102973.1, NP_598833.1, XP_006516528.1, NP_001298061.1, NP_085114.1, NP_084177.2	NP_001038035.1, NP_001038034.1
OG0000104	NP_001276422.1, NP_001276421.1, NP_061204.3, NP_001342332.1, XP_006501782.1, NP_663520.2, NP_001076781.1	XP_020945969.1
OG0000104	XP_036021572.1, NP_001411600.1, NP_083785.3, XP_011247895.1, NP_001034735.2, NP_919317.2, XP_011247687.1	XP_005663763.3, XP_005663765.3
OG0000105	XP_036011259.1	XP_020918329.1, XP_020918323.1, XP_020918326.1, XP_020918310.1, XP_020918316.1, XP_020918321.1, XP_020918318.1, XP_020918325.1, XP_020918332.1, XP_020918335.1, XP_020918299.1, XP_020918313.1, XP_020918319.1, XP_020918336.1, XP_020918322.1, XP_020918308.1, XP_020918320.1, XP_020918324.1, XP_020918330.1, XP_020918301.1, XP_020918309.1, XP_020918333.1, XP_020918302.1, XP_020918312.1, XP_020918300.1, XP_020918327.1, XP_020918314.1, XP_020918304.1, XP_020918305.1, XP_020918331.1, XP_020918303.1, XP_020918311.1, XP_020918334.1, XP_020918307.1, XP_020918315.1
OG0000106	NP_075017.2	XP_003134933.1
OG0000106	NP_058034.1	NP_001006592.1
OG0000106	NP_001371255.1	XP_005670706.1, NP_998956.1
OG0000106	XP_017176539.1	XP_005661989.2
OG0000107	NP_667076.1, NP_001011785.1, NP_001011534.1	XP_020938708.1, XP_020941127.1, XP_020938707.1, XP_003480749.2, XP_020937672.1, XP_020937673.1, XP_020937111.1, XP_020937110.1, XP_020940700.1, XP_020937676.1
OG0000107	NP_666646.1, NP_666645.1, XP_006499612.1, NP_666644.1	XP_020940701.1, XP_020940702.1
OG0000108	NP_001408428.1, NP_001408427.1, NP_001153191.1, NP_035021.1, NP_001408425.1, NP_001408424.1, NP_001408426.1, NP_001408423.1, NP_001153189.1, NP_001153190.1, NP_001408431.1, NP_001408429.1, NP_001408430.1	XP_020930254.1, NP_001230722.1
OG0000110	NP_001300856.1, NP_031519.1, NP_001300854.1, NP_001300855.1	XP_005669254.1
OG0000110	NP_033844.1, XP_017169720.1, NP_001278060.1, NP_001278061.1	XP_013843394.1, NP_001231387.1
OG0000110	XP_006532975.1, NP_660119.1, NP_001191181.1	XP_020921972.1
OG0000111	NP_001243902.1, XP_017177923.1, NP_034219.3, NP_001001559.2, NP_031913.1, NP_958811.2	XP_020937408.1, XP_020937407.1, XP_003359505.2
OG0000113	XP_006528649.1, NP_001346208.1, NP_001346206.1, NP_001025149.2, NP_001346207.1, NP_079631.2, NP_001352047.1, NP_001352046.1, NP_808587.1	XP_020935603.1, XP_003360440.1, XP_013846419.1, XP_005657953.1, XP_020935581.1
OG0000114	NP_658906.1	XP_001928677.1
OG0000114	NP_031802.2	XP_020931001.1
OG0000114	NP_031803.3, NP_081286.1	XP_001928787.2, XP_003133674.2
OG0000114	NP_001076042.1	XP_020931295.1
OG0000115	NP_001342439.1	XP_020946634.1, NP_001153898.1
OG0000115	NP_001291503.1	NP_001138692.1
OG0000115	NP_031503.1	XP_020921704.1
OG0000115	NP_001123880.1	NP_001153899.1
OG0000116	XP_006526183.1	XP_005661779.2
OG0000116	NP_001263326.1, NP_064296.1	NP_001072141.1
OG0000117	NP_001011767.1, NP_001011752.1, NP_001011520.2, NP_997601.1, NP_666829.2, NP_666831.2, NP_667062.2	XP_005653031.1, XP_003124427.2, XP_003124263.1, XP_003124420.2
OG0000118	NP_034582.1, XP_011239527.1	XP_020934700.1, XP_020934703.1, XP_020934702.1, XP_020934698.1, XP_005673358.1, XP_020934699.1, XP_020934704.1, XP_020934701.1, XP_013841228.1, XP_020934697.1
OG0000119	NP_001159900.1, NP_001159903.1, NP_001159899.1, XP_006506892.1, NP_001159901.1, NP_001159904.1, NP_598595.1, NP_001159902.1	XP_005671057.1, XP_020929555.1, XP_001929089.1, XP_020929551.1, XP_020929556.1, XP_013838717.1, XP_020929554.1, XP_020929553.1, XP_005671058.1, XP_005671056.1, XP_013838718.1
OG0000120	NP_032912.2	XP_003124331.1
OG0000121	NP_001351185.1, NP_766341.4, XP_006509689.1, NP_001239552.1	XP_020933838.1, XP_020933335.1
OG0000122	NP_001277560.1	XP_020952890.1
OG0000122	NP_001276655.1	XP_020946773.1, NP_001193288.1
OG0000123	NP_666458.1	XP_020923328.1, XP_020923329.1, XP_020923330.1
OG0000124	NP_033319.1	XP_020936177.1, XP_020936616.1
OG0000125	NP_001152846.2	XP_003131481.2
OG0000125	NP_082259.2, NP_038598.1, NP_034789.2	NP_001231824.1, XP_003131478.3, XP_005653958.1, XP_003358093.2
OG0000126	NP_001171329.1, XP_006511421.1, NP_001164355.1, NP_001344616.1	XP_020919596.1
OG0000127	NP_001366512.1, NP_083219.2, XP_011238551.1, NP_001366516.1, NP_001366514.1, NP_001366511.1, NP_001366515.1, NP_001366513.1	XP_020957348.1, XP_013834428.1, XP_013834434.1, XP_020957350.1, XP_020957351.1, XP_013834430.1, XP_013834426.1, XP_013834425.1
OG0000128	NP_598830.2	XP_020954076.1
OG0000128	XP_006516679.1, NP_001164109.1, NP_033224.3	XP_020953970.1, NP_999509.1
OG0000128	XP_006516709.1	XP_020954079.1
OG0000128	NP_795990.2, XP_006516756.1	XP_020954067.1
OG0000129	NP_032207.3, NP_001230021.1, NP_032208.2, XP_006510877.1, NP_001116132.1	XP_003128840.1, NP_999554.2
OG0000130	NP_038646.2, NP_038645.2	XP_003129579.1, XP_020918036.1
OG0000130	NP_667333.2, NP_038644.2	XP_020918025.1
OG0000131	NP_666465.1, XP_017167724.1, NP_083186.2, NP_001347676.1, NP_667243.2, NP_001011862.1, NP_666664.1, NP_666811.1, NP_666807.1, NP_666813.2, NP_666809.1, NP_001011749.1, NP_666663.2	XP_020917979.1, XP_020958303.1, XP_020917980.1
OG0000132	NP_001345712.1, NP_001345711.1, XP_006512619.1, NP_034567.2	XP_020928093.1, XP_020928059.1, XP_020928078.1, XP_005659224.1, XP_020928086.1, XP_020928038.1, XP_020928064.1, XP_020928048.1, XP_020928069.1, XP_020928080.1, XP_020928100.1, XP_020928034.1, XP_020928044.1, XP_020928051.1
OG0000133	NP_001116240.1, NP_848816.3, XP_006534956.1	XP_020945959.1, XP_020945962.1, XP_020945960.1, XP_020945955.1, XP_005663754.1, XP_020945956.1, XP_020945958.1, XP_020945953.1, XP_005663756.1, XP_005663755.1, XP_020945961.1, XP_020945954.1, XP_013852855.1
OG0000134	NP_001359349.1	XP_020948074.1
OG0000135	NP_001231621.1, NP_776293.1, NP_001231622.1, XP_030109815.1	XP_020945063.1, XP_020945043.1, XP_020945062.1, XP_020945038.1, XP_020945052.1, XP_020945053.1, XP_020945049.1, XP_020945064.1, XP_020945059.1, XP_020945050.1, XP_020945042.1, XP_020945048.1, XP_020945057.1, XP_020945056.1, XP_020945066.1, XP_020945037.1, XP_020945060.1, XP_020945040.1, XP_020945058.1, XP_020945039.1, XP_020945067.1, XP_020945051.1, XP_020945045.1, XP_020945061.1, XP_020945041.1, XP_020945055.1, XP_020945065.1, XP_020945047.1, XP_020945044.1, XP_020945054.1
OG0000136	XP_006537959.1, NP_001342645.1, NP_775602.1	XP_001925841.1, XP_020945008.1, XP_013843524.1, XP_005655418.1
OG0000138	NP_001001805.2	XP_003129604.2
OG0000138	NP_667325.1	XP_020918056.1
OG0000139	NP_001243445.1, NP_001243447.1, NP_848876.2, NP_001243448.1, NP_001243449.1, XP_006533583.1, NP_001243446.1	XP_020939052.1, XP_020939053.1, XP_005661221.1, XP_003123645.1, XP_005661222.1, XP_005661224.1, XP_005661225.1
OG0000140	NP_663433.2	XP_003132324.1
OG0000141	NP_666680.2, NP_997110.1, NP_997136.1, NP_997456.1, NP_001011790.1, NP_997457.1, NP_001011805.1, NP_001011741.1, NP_666681.1, NP_996558.1, NP_666682.1, XP_006533423.1, NP_666678.1, NP_666684.1, NP_667277.1, NP_666679.1, NP_667276.1	XP_020939077.1
OG0000142	NP_082497.2, XP_006530603.1, NP_001350385.1	XP_020949561.1, XP_020949564.1, XP_020949562.1
OG0000145	NP_001349352.1, NP_001161998.1, XP_006526881.1, NP_001161997.1, NP_659041.3	NP_001090907.1, XP_013838963.2
OG0000146	XP_006538334.1, NP_082502.2, NP_001343492.1, NP_945195.1, XP_017175942.1, NP_001343491.1	XP_013852064.1
OG0000147	NP_038921.2, NP_035166.1, NP_035389.1, NP_035390.1	NP_001272901.1, XP_020941264.1, NP_001138319.1, XP_005662486.1, XP_013851450.1
OG0000149	NP_001407721.1	XP_020948935.1
OG0000149	NP_848492.1	NP_001165012.1
OG0000149	NP_659149.1	NP_999414.1, XP_020944376.1
OG0000151	NP_001159500.1, XP_006533299.1	XP_020923069.1
OG0000151	NP_766384.2, XP_006533298.1, NP_853523.2	XP_020923070.1
OG0000152	NP_001158259.1, NP_035598.2, NP_001296311.1	XP_005663482.1
OG0000153	NP_666767.2, NP_001011849.1	XP_020936947.1, XP_020937336.1, XP_020946883.1, XP_020947428.1
OG0000153	NP_667139.1	XP_020947414.1, XP_020937460.1
OG0000153	NP_666436.1, NP_997030.1	XP_003355491.2, XP_020937459.1, XP_013843743.1
OG0000157	NP_031932.1	XP_020933437.1
OG0000157	NP_034236.2	NP_001090887.1, XP_005654459.1
OG0000158	NP_001177187.1	XP_003125783.1
OG0000159	NP_001011808.1, NP_667205.2, NP_997433.2, NP_667206.1	XP_020924542.1, XP_003132771.2
OG0000160	XP_036018061.1, XP_006522569.1, NP_080870.1, NP_080331.1	XP_003122846.1
OG0000161	NP_001032931.1, XP_017177330.1, NP_001240839.2, NP_001398767.1, NP_001188318.1, NP_075649.3, XP_006506533.1, NP_001348989.1, XP_006506599.1, NP_075944.1, NP_075982.2, NP_444326.2, NP_083607.3	XP_003125054.1
OG0000162	NP_001103793.1, NP_057868.2, NP_001239506.1, XP_036021782.1, NP_032489.1, XP_017176906.1, NP_032490.1, NP_001276534.1, NP_034778.2, NP_001276533.1, NP_001095090.1, XP_011239535.1, NP_034781.2, NP_032485.2, XP_036021779.1, NP_001368891.1, XP_036008319.1, XP_017176905.1	NP_999503.1, XP_020946832.1
OG0000163	NP_031635.2	XP_003129860.4
OG0000163	NP_033937.2	NP_999327.1
OG0000165	XP_011245218.1, NP_001347376.1, NP_848837.3	XP_020919856.1
OG0000166	XP_006529814.1, NP_001342001.1, NP_001342002.1, NP_598586.1, NP_001342000.1, NP_001342003.1	XP_013850459.1, XP_013850466.1, XP_013850460.1, XP_013850457.1, XP_020940257.1, XP_020940256.1, XP_013850467.1, XP_013850461.1, XP_013850465.1, XP_020940254.1, XP_013850463.1, XP_013850456.1, XP_020940253.1
OG0000167	NP_775584.1, NP_001157175.1, XP_006507744.1	XP_020942175.1, XP_005662147.1, XP_020942174.1
OG0000168	XP_036018075.1, NP_001041523.1, NP_001349847.1, XP_017170209.1, NP_001041522.1, NP_075861.1	XP_005668697.1
OG0000170	XP_006507275.1, NP_473425.2	NP_001095943.1
OG0000170	NP_001292545.1, XP_030097891.1, NP_031613.2	XP_005661167.1
OG0000171	NP_035425.2, NP_001394371.1	NP_999528.1
OG0000172	NP_001171266.1	XP_001927312.2
OG0000172	NP_001155294.1	XP_020942296.1
OG0000172	NP_001278136.1, NP_001278137.1, XP_030107754.1, NP_001278135.1, NP_001278138.1, NP_001278134.1, NP_080722.1, NP_001278139.1	XP_020933305.1
OG0000173	NP_001346369.1	XP_005659450.1, XP_003353338.1, XP_005659448.1, XP_020947067.1, XP_003353339.1
OG0000174	NP_149410.1, NP_001034683.1, NP_001018089.1, NP_001257355.1, NP_001241654.1, NP_079777.1	XP_013852573.1, XP_013852574.1, XP_020946456.1, XP_013852570.1
OG0000175	NP_001276671.1, NP_848840.3, NP_001349977.1, NP_001276672.1, XP_036017803.1, NP_001349978.1, NP_001349976.1, NP_001276673.1	XP_020940934.1, XP_020940923.1, XP_020940924.1, XP_020940925.1, XP_020940922.1, XP_020940931.1, XP_020940932.1, XP_020940929.1, XP_020940926.1, XP_020940921.1, XP_020940930.1, XP_020940928.1, XP_020940920.1, XP_020940933.1, XP_020940927.1
OG0000176	NP_083826.1	XP_020938662.1
OG0000176	NP_666047.1	XP_013849756.2
OG0000177	NP_084211.2, XP_006508395.1, NP_001347697.1	XP_013839286.1, XP_020929269.1, XP_020929275.1, XP_020929271.1, XP_005671597.1, XP_005671601.1, XP_005671598.1, XP_013839290.1, XP_020929274.1, XP_005671594.1, XP_020929270.1, XP_005671593.1, XP_005671600.1, XP_005671599.1, XP_005671595.1, XP_020929272.1, XP_005671592.1, XP_013839291.1
OG0000178	NP_001139424.1	XP_020926905.1, XP_020926908.1, XP_020926910.1, XP_020926907.1, XP_020926906.1, XP_020926909.1
OG0000179	NP_038837.1	XP_020950070.1
OG0000179	NP_034129.1, XP_006539571.1, XP_011248733.1, NP_034130.1, NP_031839.2, XP_036008976.1, NP_001074617.1, NP_031840.1	NP_999578.1, XP_020950071.1
OG0000180	XP_006508948.1, NP_081619.3, NP_081232.2, XP_006508930.1	NP_001123444.1
OG0000181	NP_667086.2, XP_006510429.1, NP_667017.2, NP_667079.1, NP_667081.2, NP_667082.2, NP_997436.2, NP_666448.2, NP_997435.2, NP_666689.2	XP_005667531.1, XP_013834976.2, XP_020958355.1
OG0000182	XP_006537898.1, NP_001009949.3	NP_001245337.1, XP_020956363.1
OG0000183	NP_001342345.1	XP_003122874.3
OG0000184	XP_036010907.1, NP_001346889.1, NP_780746.2, NP_001346888.1	NP_001182302.1, XP_005669952.1
OG0000185	NP_080357.4, NP_001005385.1, NP_001004359.1	XP_013846428.1, XP_005657934.1, XP_013846429.1, XP_020935584.1, XP_020935591.1, XP_020935589.1, XP_020935585.1, XP_020935590.1, XP_013846427.1, XP_020935588.1, XP_020935586.1, XP_020935587.1
OG0000187	NP_667248.1, NP_666701.1, NP_996779.1, NP_666702.1, NP_666389.1	XP_020931401.1, XP_013840123.2, XP_020931740.1, XP_020930401.1, XP_003133840.4, XP_003133848.4, XP_020937957.1, XP_020931918.1, XP_005672426.3, XP_020931452.1, XP_020938014.1
OG0000188	NP_032246.2, NP_001188320.1	XP_020918037.1, NP_001138313.1
OG0000188	NP_032245.1	NP_999612.1
OG0000189	NP_001345904.1, NP_033059.2, NP_001345903.1, NP_001239018.1	NP_001231025.1, XP_013841909.1
OG0000190	NP_898964.2, XP_036015183.1, NP_001345621.1, NP_001403338.1	XP_005663861.1, XP_005663862.1, XP_020947178.1, XP_020947181.1, XP_020947182.1, XP_020947180.1, XP_020947183.1, XP_020947177.1, XP_020947179.1
OG0000191	XP_006512824.1, NP_001074677.1, NP_001240285.1, NP_001240284.1	XP_020929068.1, XP_020929064.1, XP_020929059.1, XP_020929065.1, XP_020929053.1, XP_020929050.1
OG0000192	NP_705726.3, NP_444395.2, NP_444339.1, XP_006506868.1, NP_001276637.1, NP_001276635.1, NP_081838.1, NP_001264131.1, XP_006506425.1	XP_003126541.1
OG0000193	NP_937804.1, NP_001091692.1, XP_006528671.1	XP_003135308.1, XP_005657942.1, XP_020935598.1, XP_020935595.1, XP_005657940.1, XP_020935597.1, XP_005657941.1, XP_005657947.1, XP_020935596.1, XP_005657945.1, XP_013846426.1, XP_020935599.1
OG0000194	NP_081063.1	XP_020935633.1, XP_020935632.1, XP_020935287.1, XP_020935289.1, XP_020935290.1
OG0000195	NP_001399659.1, NP_001160017.1, NP_001399658.1, NP_001160007.1, NP_001399660.1, NP_001399669.1, NP_001160008.1, NP_001034445.1, NP_057869.2, NP_001020598.1, NP_001159948.1, NP_001399662.1, NP_001399661.1, NP_001399700.1, NP_001399701.1, NP_001399699.1, NP_001399702.1, NP_001399695.1, NP_001160016.1, NP_001399696.1, NP_001399697.1, NP_001160015.1, NP_001399698.1, NP_001399873.1, NP_001399874.1, NP_001399872.1	NP_001172084.1
OG0000196	NP_666779.1	XP_003122828.1, XP_020937798.1, XP_020940706.1
OG0000196	NP_001011758.2	XP_003354411.2, XP_003122826.1, XP_020941128.1, XP_013849774.1, XP_003124210.2
OG0000197	NP_001035966.1	XP_013841760.1, XP_005673830.1, XP_005673829.1, XP_005673828.1, XP_013841757.1, XP_005667658.1
OG0000199	NP_001171005.1	XP_020954615.1, XP_020954613.1, XP_003128519.1, XP_020954612.1, XP_020955707.1, XP_003356709.1, XP_020955706.1, XP_020954614.1, XP_013852515.2
OG0000199	NP_001087235.1, NP_001087234.1, NP_058665.2, XP_006540234.1, NP_001087233.1	XP_020950567.1, XP_020950568.1, XP_003127452.1, XP_003127453.1
OG0000200	NP_034390.1, NP_034389.2, XP_030108281.1	NP_001121946.1, XP_020945972.1
OG0000201	NP_001028606.2, XP_011247678.1	XP_020937961.1, XP_020922488.1, XP_020922489.1, XP_020937960.1, XP_020922815.1, XP_020922818.1
OG0000202	NP_001028601.1, NP_694737.1, NP_694750.3, NP_001171022.1	XP_013844751.1
OG0000203	NP_001349915.1, NP_001349916.1, NP_766250.2, XP_011237393.1	XP_020930495.1
OG0000204	NP_001278282.1, NP_081808.2, NP_001278281.1, XP_006508342.1	XP_013854732.1
OG0000205	XP_036014730.1, NP_001347520.1, NP_001347521.1, NP_001347522.1, NP_081184.3	XP_003131019.2
OG0000206	NP_001412671.1, NP_666164.1, NP_001412670.1, XP_006518068.1	XP_020927112.1, XP_013836879.1, XP_005669368.1, XP_005669367.1, XP_005669369.1, XP_003132124.1, XP_020927111.1
OG0000207	XP_006496044.1, NP_001343974.1, NP_666362.1	XP_020930244.1, NP_001177173.1
OG0000208	NP_001028967.2, XP_011246164.1	XP_020936098.1, XP_005673892.1, XP_020936099.1, XP_020936100.1
OG0000209	NP_001171910.2, NP_001074794.1, NP_001095004.1, NP_001095056.2, NP_001171909.1, NP_001104766.1, XP_006540489.1, NP_780459.1, NP_001186235.1	XP_005664701.1, NP_001032227.1
OG0000210	NP_035445.1, NP_001390015.1, NP_001390014.1, NP_033143.1, NP_001344422.1, NP_035444.1, NP_001366198.1, NP_001366197.1, NP_001344420.1	XP_005661152.2, XP_013849956.1, NP_001038017.1
OG0000211	NP_075891.1	XP_013854702.1, XP_020951792.1
OG0000211	NP_742116.1, NP_001405859.1	NP_001231401.1
OG0000212	NP_001011770.2	XP_020940723.1
OG0000213	NP_032933.1, XP_036009546.1	XP_020934178.1, XP_020951645.1, XP_020951644.1
OG0000214	XP_006509847.1	XP_020939168.1
OG0000214	NP_001342461.1	XP_020952252.1
OG0000214	XP_006517391.1	XP_020940166.1
OG0000215	NP_035698.1	XP_020922089.1
OG0000216	NP_001346769.1	XP_005662979.1, NP_001231394.1
OG0000216	NP_001346768.1	NP_001231395.1
OG0000217	NP_001161698.1, NP_062742.4, NP_001161700.1, NP_001161697.1, NP_001161701.1, XP_006528647.1, NP_001161702.1, NP_001161699.1	XP_003360450.1, XP_005657955.1, XP_003135315.1
OG0000218	NP_001345968.1, NP_001158156.1, NP_001158155.1	XP_005673683.1
OG0000219	NP_031834.1	NP_001123442.1
OG0000220	NP_666891.1	XP_003122737.2
OG0000220	NP_666890.1	XP_020940306.1, XP_020938049.1, XP_020937993.1, XP_003122776.2
OG0000221	NP_667106.1, NP_667107.2, NP_001001810.2	XP_020930715.1, XP_003124248.2, XP_020941132.1, XP_020941131.1, XP_003124225.2
OG0000222	NP_035246.1, NP_001304284.1, NP_001404025.1, NP_001404026.1	NP_001231429.1, XP_020949042.1
OG0000223	XP_017173677.1, NP_666344.1, NP_795976.1, NP_001013842.2, XP_006527242.1, XP_017173565.1, NP_766364.1, XP_006526877.1, NP_659034.1	XP_020938564.1, XP_020938566.1
OG0000224	NP_001263696.1, NP_001344157.1, NP_653113.4	XP_013844997.1, XP_003357427.1, XP_020918868.1, XP_020918866.1, XP_013845001.1, XP_005656722.1, XP_020918864.1, XP_005656710.1, XP_013844999.1, XP_013844998.1, XP_005656709.1, XP_020918867.1, XP_020918865.1, XP_013844996.1, XP_005656712.1
OG0000225	XP_006528292.1, NP_001095055.1, NP_001075140.1, XP_011246174.1, NP_082787.1, XP_006528725.1, NP_001091449.1, NP_001013782.1, NP_001028971.1, NP_001343325.1, XP_006528276.1, NP_001188324.1, NP_001268466.1, XP_006529023.1, NP_001186240.1	XP_020937581.1, XP_020937582.1, XP_020937486.1, XP_020937113.1, XP_020937583.1
OG0000226	XP_011246047.1, NP_001007579.1	XP_013846416.1, XP_005657911.1, XP_003135298.1, XP_020935791.1, XP_020935489.1, XP_005657912.1, XP_003135296.1, XP_020935790.1
OG0000227	NP_001034479.1	NP_999536.1, XP_005673006.1
OG0000228	NP_659545.2, NP_958812.3, NP_964005.2, NP_038729.1, NP_964007.2, NP_001365304.1, NP_964006.2, NP_964003.2, NP_964004.1	XP_013840056.1, NP_001265679.1
OG0000230	NP_001409925.1, NP_001409927.1, NP_001409924.1, NP_001409926.1, NP_001348574.1, NP_057886.1	NP_001116598.1, XP_020941208.1
OG0000232	NP_001355702.1	XP_020931403.1
OG0000232	NP_001392830.1, NP_001392832.1, NP_001028501.1, NP_001392834.1, NP_001392835.1, NP_001392831.1, NP_001392833.1, NP_001277313.1, NP_001392838.1, NP_001277314.1, NP_001392837.1, NP_001392844.1, NP_001392839.1	XP_020936292.1
OG0000234	XP_054875530.1, XP_054875529.1, NP_001264109.1, NP_001264108.1, NP_001264112.1, NP_001264111.1, XP_011240141.1, NP_001264110.1, XP_054875531.1, NP_083276.2, XP_017167845.1, NP_001034249.2, NP_001229969.1, NP_001229968.1	XP_020917990.1, XP_020917988.1, XP_020917987.1, XP_020917986.1, XP_020917989.1, XP_020917985.1, XP_020917982.1, XP_020917984.1, XP_020917983.1, XP_003482569.4
OG0000236	NP_001348055.1, NP_001077436.1, NP_038713.1, NP_001348056.1, XP_006525809.1, NP_001348058.1, NP_001348057.1	XP_020949090.1
OG0000237	NP_001239148.1	XP_005662419.1
OG0000238	NP_001078946.1, NP_666430.2	XP_020948781.1
OG0000240	XP_017168881.1, NP_667012.2, NP_667014.2, NP_667015.2	XP_020958350.1, XP_020958348.1, XP_003130059.1, XP_020958354.1
OG0000241	NP_666669.1, NP_001355141.1, NP_666964.1, NP_666672.2	XP_020937092.1, XP_020938712.1, XP_020938044.1, XP_020938033.1, XP_020938711.1, XP_003124218.1
