Orthogroup	Mus_musculus	Ictidomys_tridecemlineatus
OG0000095	NP_038630.1, XP_006530815.1	XP_005318257.1, XP_005318258.1
OG0000096	NP_035589.1	XP_005323057.1, XP_013213016.1
OG0000096	NP_683744.2, NP_001369781.1, XP_036014126.1, NP_035584.1, XP_006516684.1, NP_001157590.1, NP_033280.1, NP_001230121.1, XP_011242601.1, NP_001157589.1	XP_021577205.1, XP_005335225.1, XP_005342091.1
OG0000098	NP_001372110.1	XP_013216888.1, XP_021586686.2
OG0000099	XP_006535434.1, NP_001166930.1, NP_001166931.1, XP_006530146.1, NP_001002898.1	XP_040131356.1, XP_040131136.1, XP_040131134.1
OG0000099	XP_006535548.1, NP_001075156.1, XP_006530155.1, NP_001070147.1	XP_005342780.2
OG0000099	NP_001277948.1, XP_036015585.1	XP_005320610.2
OG0000100	NP_032168.1	XP_040143706.1
OG0000100	NP_001153488.1	XP_040143705.1
OG0000101	NP_001334416.1	XP_013220236.1
OG0000101	NP_063921.1, NP_001300646.1, NP_001300645.1	XP_005340748.1, XP_040139417.1, XP_005340749.1
OG0000102	NP_690024.1, NP_705826.1	XP_040148272.1
OG0000103	NP_081858.2, NP_598827.1, XP_030102973.1, NP_598833.1	XP_005320375.1
OG0000103	XP_006516528.1, NP_001298061.1, NP_085114.1, NP_084177.2	XP_005320377.1, XP_005320379.1, XP_005320378.1
OG0000104	XP_036021572.1, NP_001411600.1, NP_083785.3, XP_011247895.1, NP_001034735.2, NP_919317.2, XP_011247687.1	XP_040145143.1
OG0000105	XP_036011259.1	XP_021590157.1, XP_021590155.1, XP_021590159.1, XP_040141046.1, XP_040141047.1, XP_021590154.1, XP_021590160.1
OG0000106	NP_075017.2	XP_021577903.2
OG0000106	NP_058034.1	XP_040133154.1, XP_040133157.1, XP_040133158.1, XP_040133159.1, XP_005323910.1, XP_040133156.1
OG0000106	NP_001371255.1	XP_013215938.3
OG0000106	XP_017176539.1	XP_005328552.2
OG0000107	NP_667076.1, NP_001011785.1, NP_001011534.1	XP_005331737.1
OG0000107	NP_666646.1, NP_666645.1, XP_006499612.1, NP_666644.1	XP_013216748.1, XP_013216747.1, XP_013216746.1
OG0000108	NP_001408428.1, NP_001408427.1, NP_001153191.1, NP_035021.1, NP_001408425.1, NP_001408424.1, NP_001408426.1, NP_001408423.1, NP_001153189.1, NP_001153190.1, NP_001408431.1, NP_001408429.1, NP_001408430.1	XP_013220342.1, XP_005339688.1
OG0000109	NP_062348.1, XP_006537567.1	XP_005326324.1
OG0000109	NP_062347.2	XP_021582691.1
OG0000109	NP_062346.1	XP_005326325.1
OG0000110	NP_001300856.1, NP_031519.1, NP_001300854.1, NP_001300855.1	XP_040125245.1, XP_021586993.1
OG0000110	NP_033844.1, XP_017169720.1, NP_001278060.1, NP_001278061.1	XP_040125246.1, XP_021587004.1
OG0000110	XP_006532975.1, NP_660119.1, NP_001191181.1	XP_040126469.1, XP_040125244.1
OG0000111	NP_001243902.1, XP_017177923.1, NP_034219.3, NP_001001559.2, NP_031913.1, NP_958811.2	XP_005340441.1, XP_005340443.1, XP_013221755.1
OG0000113	XP_006528649.1, NP_001346208.1, NP_001346206.1, NP_001025149.2, NP_001346207.1, NP_079631.2, NP_001352047.1, NP_001352046.1, NP_808587.1	XP_005328910.1, XP_040139681.1, XP_040139680.1, XP_021580913.1, XP_021580912.1, XP_021580914.1, XP_005323467.1, XP_021577138.1
OG0000114	NP_658906.1	XP_013221764.1, XP_005342106.1
OG0000114	NP_031802.2	XP_013221763.1
OG0000114	NP_001076042.1	XP_021577318.1, XP_021577316.1
OG0000115	NP_031504.1, NP_001342439.1	XP_005324954.1
OG0000115	NP_001291503.1	XP_040124598.1
OG0000115	NP_001123880.1	XP_005341336.2
OG0000116	XP_006526183.1	XP_005327333.1, XP_040127782.1
OG0000116	NP_001075130.1, NP_001263325.1	XP_040139652.1, XP_040138649.1
OG0000117	NP_001011767.1, NP_001011752.1, NP_001011520.2, NP_997601.1, NP_666829.2, NP_666831.2, NP_667062.2	XP_005342766.1, XP_005334194.1, XP_005334197.1, XP_005334196.1, XP_013217766.1, XP_013217765.1, XP_005342893.3, XP_040129251.1, XP_013221201.2
OG0000118	NP_034582.1, XP_011239527.1	XP_040147723.1, XP_040147721.1, XP_040147720.1, XP_040147726.1, XP_040147724.1, XP_040147722.1, XP_040147727.1, XP_013211422.1, XP_040147725.1, XP_005319199.1
OG0000119	NP_001159900.1, NP_001159903.1, NP_001159899.1, XP_006506892.1, NP_001159901.1, NP_001159904.1, NP_598595.1, NP_001159902.1	XP_005334458.1, XP_005334459.1, XP_040127708.1, XP_040127710.1, XP_040127707.1, XP_040127706.1
OG0000120	NP_032912.2	XP_040134537.1
OG0000121	NP_001351185.1, NP_766341.4, XP_006509689.1, NP_001239552.1	XP_013215795.1
OG0000122	NP_001277560.1	XP_005330655.1
OG0000122	NP_001276655.1	XP_005338407.1
OG0000123	NP_666458.1	XP_005337464.2, XP_005337344.1, XP_005337442.1, XP_005337346.1
OG0000123	XP_030101874.1, NP_667132.1, NP_667134.2, NP_001166157.1, NP_001153247.1, NP_667218.1, NP_667219.1	XP_005337345.2, XP_040126472.1, XP_005337440.3, XP_005342518.1
OG0000124	NP_033319.1	XP_040142828.1
OG0000125	NP_001152846.2	XP_005321900.1
OG0000125	NP_082259.2, NP_038598.1, NP_034789.2	XP_005321898.1
OG0000126	NP_001171329.1, XP_006511421.1, NP_001164355.1, NP_001344616.1	XP_005342962.3
OG0000127	NP_001366512.1, NP_083219.2, XP_011238551.1, NP_001366516.1, NP_001366514.1, NP_001366511.1, NP_001366515.1, NP_001366513.1	XP_040148941.1, XP_005340848.1
OG0000128	XP_006516709.1	XP_005337092.1
OG0000128	NP_795990.2, XP_006516756.1	XP_005337090.1
OG0000129	NP_032207.3, NP_001230021.1, NP_032208.2, XP_006510877.1, NP_001116132.1	XP_005318618.1
OG0000129	NP_001407122.1, NP_001407123.1, NP_001275546.1, NP_001407124.1, NP_001407119.1, NP_001407120.1, NP_034486.2, NP_001407121.1, NP_001070821.1	XP_005318621.1, XP_021577504.1, XP_005318620.1, XP_005318619.1, XP_040138713.1
OG0000130	NP_038646.2	XP_005342576.1
OG0000130	NP_038645.2	XP_005342577.1
OG0000130	NP_667333.2, NP_038644.2	XP_005342584.1, XP_005342585.2
OG0000131	NP_666465.1, XP_017167724.1, NP_083186.2, NP_001347676.1, NP_667243.2, NP_001011862.1, NP_666664.1, NP_666811.1, NP_666807.1, NP_666813.2, NP_666809.1, NP_001011749.1, NP_666663.2	XP_005342523.1, XP_005342525.1, XP_005342524.1
OG0000132	NP_001345712.1, NP_001345711.1, XP_006512619.1, NP_034567.2	XP_040139331.1, XP_040139338.1, XP_040139337.1, XP_040139335.1, XP_040139330.1, XP_040139329.1, XP_040139336.1, XP_021588609.1, XP_040139334.1, XP_021588610.1, XP_013218100.1, XP_040139332.1
OG0000133	NP_001116240.1, NP_848816.3, XP_006534956.1	XP_013215191.1, XP_013215190.1, XP_040144905.1, XP_021583713.1
OG0000134	NP_001359349.1	XP_013219711.1
OG0000135	NP_001231621.1, NP_776293.1, NP_001231622.1, XP_030109815.1	XP_021586730.1
OG0000136	XP_006537959.1, NP_001342645.1, NP_775602.1	XP_021580553.1, XP_040149975.1, XP_005322988.1, XP_040149974.1, XP_040149976.1
OG0000137	NP_666408.1	XP_005326680.1
OG0000138	NP_667321.1	XP_005323362.1
OG0000138	NP_667322.1	XP_005323162.1
OG0000139	NP_001243445.1, NP_001243447.1, NP_848876.2, NP_001243448.1, NP_001243449.1, XP_006533583.1, NP_001243446.1	XP_013217775.1
OG0000140	NP_663433.2	XP_005317220.1
OG0000141	NP_666680.2, NP_997110.1, NP_997136.1, NP_997456.1, NP_001011790.1, NP_997457.1	XP_013220938.1
OG0000141	NP_001011805.1, NP_001011741.1, NP_666681.1, NP_996558.1, NP_666682.1, XP_006533423.1, NP_666678.1, NP_666684.1, NP_667277.1, NP_666679.1, NP_667276.1	XP_005340930.1, XP_005340929.1, XP_005340928.1, XP_005340948.1, XP_005342644.1, XP_005340926.1, XP_005339387.1
OG0000142	NP_082497.2, XP_006530603.1, NP_001350385.1	XP_005318275.1
OG0000143	NP_001336620.1, NP_001336621.1, NP_001076431.1, NP_001336619.1, NP_001076430.1, NP_038698.1, NP_001336622.1, NP_001336624.1, NP_001336623.1	XP_021576075.1
OG0000145	NP_001349352.1, NP_001161998.1, XP_006526881.1, NP_001161997.1, NP_659041.3	XP_040129752.1, XP_021591552.1, XP_040129751.1, XP_040129750.1, XP_005339253.1, XP_013220153.1
OG0000146	XP_006538334.1, NP_082502.2, NP_001343492.1, NP_945195.1, XP_017175942.1, NP_001343491.1	XP_040149796.1, XP_040149799.1, XP_021584342.1, XP_021584343.1, XP_040149797.1, XP_040149798.1, XP_013215551.1, XP_040149800.1
OG0000147	NP_033069.1, NP_033068.1	XP_040127260.1, XP_005329464.1, XP_040127259.1
OG0000147	NP_038921.2, NP_035166.1, NP_035389.1, NP_035390.1	XP_040127126.1
OG0000148	NP_666532.2, NP_666879.2, NP_997016.2, NP_666641.2, NP_001170979.1, NP_666878.2, XP_017171513.1, NP_001011738.1	XP_005341481.1, XP_005341482.1
OG0000149	NP_001407721.1	XP_021590883.2
OG0000149	NP_848492.1	XP_005339432.1
OG0000149	NP_659149.1	XP_005334975.1
OG0000149	NP_038762.1	XP_013220247.1
OG0000150	NP_001258974.1, NP_766347.1, NP_001157228.1, NP_598721.1, XP_006530948.1, NP_937814.1, NP_663578.1, NP_932116.2, XP_006531445.1, NP_001073334.2	XP_005318334.1, XP_005318333.1, XP_040135320.1, XP_021576708.1, XP_005318341.1, XP_005318337.1, XP_040134958.1, XP_021576703.2, XP_005318332.3
OG0000151	NP_766384.2, XP_006533298.1, NP_853523.2	XP_005342911.2
OG0000153	NP_666767.2, NP_001011849.1	XP_005342499.1, XP_005342300.1, XP_005342302.2, XP_005342292.1, XP_005342500.1, XP_013221872.3
OG0000153	NP_666436.1, NP_997030.1	XP_005342301.1, XP_013221603.1
OG0000157	NP_031932.1	XP_021582078.1, XP_005325458.1
OG0000157	NP_034236.2	XP_005341320.1
OG0000159	NP_667205.2, NP_997433.2	XP_013218996.1
OG0000159	NP_667206.1	XP_005336827.1, XP_005336828.1
OG0000159	NP_667202.1, NP_667203.2, NP_001011736.1, NP_997434.2, NP_001005524.2, NP_666697.2	XP_013218998.1
OG0000160	XP_006522569.1, NP_080870.1	XP_040148147.1, XP_040133880.1
OG0000161	NP_001032931.1, XP_017177330.1, NP_001240839.2, NP_001398767.1, NP_001188318.1	XP_040127058.1, XP_040127059.1, XP_013212610.2
OG0000161	NP_075649.3, XP_006506533.1, NP_001348989.1, XP_006506599.1, NP_075944.1, NP_075982.2, NP_444326.2, NP_083607.3	XP_021580039.1, XP_021580040.1, XP_005322247.1, XP_021580041.1, XP_005322223.1, XP_005322222.3, XP_021580033.1, XP_005322246.2
OG0000162	NP_001103793.1, NP_057868.2, NP_001239506.1, XP_036021782.1, NP_032489.1, XP_017176906.1, NP_032490.1, NP_001276534.1, NP_034778.2, NP_001276533.1, NP_001095090.1, XP_011239535.1, NP_034781.2, NP_032485.2, XP_036021779.1, NP_001368891.1, XP_036008319.1, XP_017176905.1	XP_021577193.1
OG0000163	NP_031635.2	XP_013215684.1
OG0000163	NP_033937.2	XP_021584638.2
OG0000164	XP_036011335.1	XP_040146081.1
OG0000165	XP_011245218.1, NP_001347376.1, NP_848837.3	XP_005334350.1
OG0000166	XP_006529814.1, NP_001342001.1, NP_001342002.1, NP_598586.1, NP_001342000.1, NP_001342003.1	XP_013214438.1, XP_021582555.1, XP_005326179.1, XP_021582554.1
OG0000167	NP_775584.1, NP_001157175.1, XP_006507744.1	XP_040132570.1, XP_040132572.1, XP_040132568.1, XP_040132566.1, XP_040132571.1, XP_005323781.1, XP_040132565.1, XP_021581113.1, XP_040132569.1, XP_040132574.1, XP_040132567.1, XP_040132573.1
OG0000168	XP_036018075.1, NP_001041523.1, NP_001349847.1, XP_017170209.1, NP_001041522.1, NP_075861.1	XP_005336035.1
OG0000170	XP_006507275.1, NP_473425.2	XP_005326831.1
OG0000170	NP_001029126.1, NP_001276373.1	XP_040140643.1
OG0000170	NP_001292545.1, XP_030097891.1, NP_031613.2	XP_040140644.1
OG0000171	XP_036010305.1	XP_040137995.1
OG0000172	NP_001171266.1	XP_021580544.1
OG0000172	NP_001155294.1	XP_021579599.1
OG0000172	NP_001278136.1, NP_001278137.1, XP_030107754.1, NP_001278135.1, NP_001278138.1, NP_001278134.1, NP_080722.1, NP_001278139.1	XP_021582117.1
OG0000173	NP_001346369.1	XP_021590310.1, XP_013219273.1, XP_013219274.1, XP_040139164.1, XP_021590309.1, XP_040139166.1, XP_040139165.1
OG0000174	NP_149410.1, NP_001034683.1, NP_001018089.1, NP_001257355.1, NP_001241654.1, NP_079777.1	XP_040143514.1, XP_005331299.1, XP_005331298.1
OG0000175	NP_001276671.1, NP_848840.3, NP_001349977.1, NP_001276672.1, XP_036017803.1, NP_001349978.1, NP_001349976.1, NP_001276673.1	XP_040140415.1, XP_040140414.1, XP_040140417.1, XP_040140416.1, XP_005340208.1
OG0000176	NP_083826.1	XP_005331618.1
OG0000176	NP_001013784.2, NP_001161379.1	XP_005331614.2
OG0000176	NP_666047.1	XP_021586296.1
OG0000177	NP_084211.2, XP_006508395.1, NP_001347697.1	XP_005320807.1, XP_040128037.1
OG0000178	NP_001139424.1	XP_005331038.1
OG0000179	NP_038837.1	XP_040135815.1
OG0000179	NP_034129.1, XP_006539571.1, XP_011248733.1, NP_034130.1, NP_031839.2, XP_036008976.1, NP_001074617.1, NP_031840.1	XP_013218874.2, XP_021589705.1, XP_005336557.1
OG0000180	XP_006508948.1, NP_081619.3, NP_081232.2, XP_006508930.1	XP_005332179.1
OG0000180	NP_573501.1, XP_017168078.1, NP_570973.1	XP_013216865.1
OG0000180	XP_011240341.1, NP_570974.1, NP_081248.4, XP_006508933.1, NP_001032889.3, NP_001274140.1, NP_570975.1	XP_040146475.1, XP_005332181.1, XP_040146477.1, XP_040146476.1
OG0000181	NP_667086.2, XP_006510429.1, NP_667017.2, NP_667079.1, NP_667081.2, NP_667082.2, NP_997436.2, NP_666448.2, NP_997435.2, NP_666689.2	XP_005339568.1, XP_021575222.1, XP_005339569.1, XP_005339619.1, XP_005339571.1
OG0000182	XP_006537898.1, NP_001009949.3	XP_040131343.1, XP_040142003.1
OG0000183	NP_001342345.1	XP_005330057.1
OG0000184	XP_036010907.1, NP_001346889.1, NP_780746.2, NP_001346888.1	XP_021583955.1
OG0000185	NP_080357.4, NP_001005385.1, NP_001004359.1	XP_013220832.1
OG0000187	NP_667248.1, NP_666701.1, NP_996779.1, NP_666702.1, NP_666389.1	XP_005339721.1, XP_040124079.1, XP_005339720.1, XP_021575331.1
OG0000188	NP_032246.2, NP_001188320.1	XP_005342915.1
OG0000188	NP_032245.1	XP_005342579.1
OG0000189	NP_035382.1, XP_036017757.1, NP_001160095.1, NP_001412882.1, NP_001412883.1	XP_021581958.1, XP_021581959.1
OG0000190	NP_898964.2, XP_036015183.1, NP_001345621.1, NP_001403338.1	XP_040134271.1, XP_040134273.1, XP_040134286.1, XP_040134279.1
OG0000191	XP_006512824.1, NP_001074677.1, NP_001240285.1, NP_001240284.1	XP_021590313.1, XP_021590312.1, XP_005337482.1
OG0000192	NP_705726.3, NP_444395.2, NP_444339.1, XP_006506868.1, NP_001276637.1, NP_001276635.1, NP_081838.1, NP_001264131.1, XP_006506425.1	XP_040137795.1, XP_040136928.1, XP_005342362.1
OG0000193	NP_937804.1, NP_001091692.1, XP_006528671.1	XP_021576154.1
OG0000194	NP_081063.1	XP_013219821.1
OG0000195	NP_001399659.1, NP_001160017.1, NP_001399658.1, NP_001160007.1, NP_001399660.1, NP_001399669.1, NP_001160008.1, NP_001034445.1, NP_057869.2, NP_001020598.1, NP_001159948.1, NP_001399662.1, NP_001399661.1, NP_001399700.1, NP_001399701.1, NP_001399699.1, NP_001399702.1, NP_001399695.1, NP_001160016.1, NP_001399696.1, NP_001399697.1, NP_001160015.1, NP_001399698.1, NP_001399873.1, NP_001399874.1, NP_001399872.1	XP_005318853.1
OG0000196	NP_666779.1	XP_005331660.1
OG0000196	NP_001011758.2	XP_005331744.1, XP_013216745.1
OG0000197	NP_001035966.1	XP_021589327.1, XP_040139633.1, XP_040139635.1, XP_040139636.1, XP_040139637.1, XP_040139638.1, XP_040139632.1, XP_005340595.1
OG0000199	NP_001171005.1, NP_001087235.1, NP_001087234.1, NP_058665.2, XP_006540234.1, NP_001087233.1	XP_005342313.1, XP_005342312.1
OG0000200	NP_705792.2	XP_040145130.1, XP_040144903.1
OG0000201	NP_001028606.2, XP_011247678.1	XP_040124601.1
OG0000202	NP_694737.1	XP_005329390.1
OG0000202	NP_694750.3, NP_001171022.1	XP_005329392.1
OG0000203	NP_001349915.1, NP_001349916.1, NP_766250.2, XP_011237393.1	XP_005315882.1
OG0000204	NP_001278282.1, NP_081808.2, NP_001278281.1, XP_006508342.1	XP_005323205.1
OG0000205	XP_036014730.1, NP_001347520.1, NP_001347521.1, NP_001347522.1, NP_081184.3	XP_040137841.1
OG0000206	NP_001412671.1, NP_666164.1, NP_001412670.1, XP_006518068.1	XP_021587352.1, XP_040145804.1, XP_021587365.2, XP_021587336.1, XP_040145810.1, XP_021587348.1, XP_040145805.1, XP_040145807.1, XP_040145809.1, XP_040145806.1, XP_021587359.1, XP_005317336.1, XP_040145808.1, XP_021587354.1, XP_040145803.1
OG0000207	XP_006496044.1, NP_001343974.1, NP_666362.1	XP_040150725.1, XP_021588798.1, XP_040150724.1, XP_021588797.1, XP_040150723.1
OG0000208	NP_001028967.2, XP_011246164.1	XP_021580925.1
OG0000209	NP_001171910.2, NP_001074794.1, NP_001095004.1, NP_001095056.2, NP_001171909.1, NP_001104766.1, XP_006540489.1, NP_780459.1, NP_001186235.1	XP_021589781.1, XP_021589780.2, XP_005336676.1, XP_021589768.1, XP_005336673.1, XP_005336657.1, XP_005336659.1, XP_005336669.1, XP_005336662.1, XP_005336668.1, XP_005336664.1, XP_005336654.1, XP_013218979.1, XP_005336652.1, XP_005336649.1, XP_005336648.1
OG0000209	NP_033312.2, XP_006540226.1, XP_006540331.1	XP_040135613.1
OG0000210	NP_035445.1	XP_013214768.1
OG0000211	NP_075891.1	XP_005337172.1
OG0000211	NP_001344749.1, NP_742116.1, NP_001405859.1	XP_040131103.1, XP_005329926.1
OG0000212	NP_001011770.2	XP_005334199.1
OG0000213	NP_032933.1, XP_036009546.1	XP_040149859.1
OG0000214	XP_006509847.1	XP_013217241.1
OG0000214	NP_001342461.1	XP_013214412.1
OG0000214	XP_006517391.1	XP_021580443.1
OG0000215	NP_001257573.1, NP_001257571.1, NP_001257829.1, NP_001257827.1, NP_001257830.1, NP_001257828.1, NP_001171006.1, XP_017169235.1, NP_001160108.1, NP_001160109.1, NP_001160111.1, NP_001160113.1, NP_001160110.1, NP_001160106.1, NP_062357.3, NP_035698.1	XP_021586868.1
OG0000216	NP_001346769.1	XP_040149736.1
OG0000216	NP_001346768.1	XP_021580664.1
OG0000217	NP_001161698.1, NP_062742.4, NP_001161700.1, NP_001161697.1, NP_001161701.1, XP_006528647.1, NP_001161702.1, NP_001161699.1	XP_005323463.1, XP_005323459.1, XP_005323460.1, XP_005323461.1
OG0000218	NP_001345968.1, NP_001158156.1, NP_001158155.1	XP_040136758.1, XP_040136747.1, XP_040136773.1, XP_040136762.1, XP_040136752.1, XP_040136766.1, XP_040136750.1
OG0000219	NP_031834.1	XP_040124298.1
OG0000220	NP_001011853.1, NP_667020.1	XP_005331607.1
OG0000220	NP_666890.1	XP_005331608.1
OG0000221	NP_667106.1, NP_667107.2, NP_001001810.2	XP_005341588.1, XP_005330005.1, XP_013216048.1
OG0000222	NP_035246.1, NP_001304284.1, NP_001404025.1, NP_001404026.1	XP_040134803.1, XP_040134800.1, XP_005336489.1, XP_040134802.1, XP_005336488.1, XP_040134801.1, XP_005336487.1, XP_040134799.1
OG0000223	XP_017173677.1, NP_666344.1, NP_795976.1, NP_001013842.2, XP_006527242.1, XP_017173565.1, NP_766364.1, XP_006526877.1, NP_659034.1	XP_005341504.1, XP_013216719.1
OG0000224	NP_001263696.1, NP_001344157.1, NP_653113.4	XP_021585519.1
OG0000225	XP_006528292.1, NP_001095055.1, NP_001075140.1, XP_011246174.1, NP_082787.1, XP_006528725.1, NP_001091449.1, NP_001013782.1, NP_001028971.1, NP_001343325.1, XP_006528276.1, NP_001188324.1, NP_001268466.1, XP_006529023.1, NP_001186240.1	XP_005335582.1
OG0000226	XP_011246047.1, NP_001007579.1	XP_013220831.1, XP_005340753.1
OG0000227	NP_001034479.1	XP_040132100.1, XP_040132101.1, XP_005327161.1, XP_021583275.1, XP_021583276.1, XP_040132098.1, XP_040132102.1, XP_040132099.1, XP_005327163.1
OG0000228	NP_659545.2, NP_958812.3	XP_040123974.1
OG0000228	NP_964007.2	XP_005326463.1
OG0000228	NP_001365304.1, NP_964006.2, NP_964003.2, NP_964004.1	XP_040123976.1, XP_040123975.1
OG0000230	NP_001409925.1, NP_001409927.1, NP_001409924.1, NP_001409926.1, NP_001348574.1, NP_057886.1	XP_005327412.1, XP_021583451.1, XP_040127207.1
OG0000232	NP_001355702.1	XP_021577325.2
OG0000232	NP_001392830.1, NP_001392832.1, NP_001028501.1, NP_001392834.1, NP_001392835.1, NP_001392831.1, NP_001392833.1, NP_001277313.1, NP_001392838.1, NP_001277314.1, NP_001392837.1, NP_001392844.1, NP_001392839.1	XP_013218277.1
OG0000234	XP_054875530.1, XP_054875529.1, NP_001264109.1, NP_001264108.1, NP_001264112.1, NP_001264111.1, XP_011240141.1, NP_001264110.1, XP_054875531.1, NP_083276.2, XP_017167845.1, NP_001034249.2, NP_001229969.1, NP_001229968.1	XP_005341184.1, XP_005342880.2, XP_040139682.1, XP_013221762.1
OG0000235	NP_080562.2	XP_005330929.1
OG0000236	NP_001348055.1, NP_001077436.1, NP_038713.1, NP_001348056.1, XP_006525809.1, NP_001348058.1, NP_001348057.1	XP_013213031.1
OG0000237	NP_001239148.1	XP_005336436.1
OG0000238	NP_001078946.1, NP_666430.2	XP_005342569.1
OG0000239	NP_667034.1, NP_001011816.1, NP_001011535.1	XP_005341602.1, XP_005341587.1
OG0000240	XP_017168881.1, NP_667012.2, NP_667014.2, NP_667015.2	XP_005328466.1, XP_005339567.1, XP_005339614.1
OG0000241	NP_666669.1, NP_001355141.1, NP_666964.1, NP_666672.2	XP_013216074.1, XP_005330000.1, XP_013216047.1, XP_005341585.1
OG0000242	XP_036018664.1	XP_040142851.1
OG0000242	XP_036018662.1	XP_040147628.1
OG0000243	XP_006527017.1, NP_001030320.1, NP_001030318.1, NP_001030317.1, NP_001030319.1, NP_001030316.1	XP_040139732.1
OG0000244	NP_660252.1, XP_006513501.1	XP_040146639.1, XP_040146640.1, XP_040146642.1, XP_040146643.1
OG0000244	NP_001019645.1, XP_006517013.1	XP_021575817.1, XP_021575818.1
OG0000245	NP_038549.1	XP_005342385.1
OG0000245	NP_032068.2, NP_032065.1, NP_032067.2, NP_032066.2, XP_030106054.1, NP_796290.2	XP_040135784.1, XP_005342378.1
OG0000246	NP_035676.1	XP_005330864.1
OG0000247	NP_001363905.1, NP_001363904.1, NP_001363901.1, XP_036021351.1, NP_598458.1, NP_001363903.1, NP_001363906.1, NP_001363908.1, NP_001363902.1, NP_001363900.1, NP_001363907.1	XP_005319984.1, XP_005319983.1
OG0000248	NP_001403529.1, NP_001403530.1, NP_001403526.1, NP_001289143.1, NP_001289142.1, NP_001289145.1, NP_001403523.1, XP_030104798.1, NP_001403520.1, NP_058035.1, NP_001403521.1, NP_001345428.1, NP_001403522.1, NP_001403527.1, NP_001403518.1, NP_001403524.1, NP_001345429.1, NP_001289144.1	XP_013218356.1
OG0000249	NP_444473.1, NP_001034086.1, NP_001398766.1, NP_001096623.1, NP_035775.1, NP_035776.1, NP_001003405.1, NP_001034085.1, NP_033456.1	XP_005326657.1
OG0000249	NP_075822.3	XP_040147273.1, XP_005342214.1
OG0000251	NP_001273924.1, NP_082241.1, XP_006535602.1, NP_001127857.1, NP_001273923.1, NP_001273925.1, NP_001344073.1, NP_001127858.1	XP_040126007.1, XP_021586835.1, XP_040126008.1, XP_040126005.1, XP_040126006.1
