Orthogroup	Homo_sapiens	Ictidomys_tridecemlineatus
OG0000100	NP_001269468.1	XP_040143703.1, XP_005339292.1, XP_040143704.1, XP_040143707.1, XP_040143706.1, XP_040143705.1
OG0000101	NP_001382108.1, NP_001382109.1, NP_001351158.1, NP_001351154.1, NP_001351156.1, NP_001382110.1, NP_001382107.1, NP_001351169.1, NP_001351161.1, NP_001351159.1, NP_001382106.1, NP_001351155.1, NP_001351157.1	XP_013220236.1
OG0000101	NP_062543.1, NP_001027565.1	XP_005340749.1
OG0000102	NP_001067.2, XP_054184520.1, NP_001068.1, NP_001065.2, NP_001066.1, XP_016864074.1, XP_016863792.1, NP_444267.1, XP_011529852.1, NP_001064.1, NP_066962.2	XP_040148272.1
OG0000103	NP_001240837.1, NP_001345.1, NP_001344.2, NP_001809.4	XP_005320375.1, XP_005320377.1, XP_005320379.1, XP_005320378.1
OG0000104	NP_940862.2	XP_040145143.1
OG0000105	NP_077021.1	XP_021590157.1, XP_021590155.1, XP_021590159.1, XP_040141046.1, XP_040141047.1, XP_021590154.1, XP_021590160.1
OG0000106	XP_011513765.1, NP_067046.1	XP_021577903.2
OG0000106	NP_001311387.1, NP_001311388.1, NP_037424.2	XP_040133154.1, XP_040133157.1, XP_040133158.1, XP_040133159.1, XP_005323910.1, XP_040133156.1
OG0000106	NP_000423.2	XP_013215938.3
OG0000106	NP_612412.2, XP_016868282.1	XP_005328552.2
OG0000107	NP_001005323.1	XP_013216748.1, XP_013216747.1, XP_013216746.1
OG0000108	NP_001336235.1, NP_001336233.1, NP_001336234.1, NP_001336237.1, NP_001336243.1, NP_001336242.1, NP_001336240.1, NP_001336244.1, NP_001336239.1, NP_001336241.1, NP_001336238.1, NP_001336236.1	XP_013220342.1, XP_005339688.1
OG0000110	XP_011522164.2, NP_001172.1, NP_550434.1, NP_001188281.1, NP_550435.1, NP_550436.1	XP_040125245.1, XP_021586993.1
OG0000110	XP_011522163.1, NP_001662.1, NP_001184145.1	XP_040125246.1, XP_021587004.1
OG0000110	XP_011521915.1	XP_040126469.1, XP_040125244.1
OG0000111	NP_001243791.1, NP_001243782.1, NP_001229255.1, NP_001229261.1, NP_001243796.1, NP_001229256.1, NP_001229260.1, NP_001229257.1, NP_001229259.1, NP_001229258.1, NP_001243790.1, NP_001243789.1, NP_001243792.1, NP_001243783.1, NP_001243788.1, NP_001243823.2, NP_001243786.1, NP_001243784.1, NP_001243781.1, NP_001243798.1, NP_001243801.1, NP_001243803.1, NP_001243800.1, NP_001243802.1, NP_958804.2	XP_005340441.1, XP_005340443.1, XP_013221755.1
OG0000113	NP_001012997.1, NP_001006934.1, NP_116315.1, NP_001354719.1	XP_005328910.1, XP_040139681.1, XP_040139680.1, XP_021580913.1, XP_021580912.1, XP_021580914.1, XP_005323467.1, XP_021577138.1
OG0000114	NP_005201.2, XP_016858891.1	XP_013221764.1, XP_005342106.1
OG0000114	NP_008822.2	XP_013221763.1
OG0000114	NP_066269.1, XP_054188132.1	XP_021577318.1, XP_021577316.1
OG0000115	NP_001399855.1, NP_001399857.1, NP_001399860.1, NP_001650.1, NP_001399859.1, NP_001399843.1, NP_001399845.1, XP_024304740.1, NP_001399849.1, NP_001399844.1, NP_001399847.1	XP_005324954.1
OG0000115	NP_001019397.1, NP_001019399.1, NP_001649.1	XP_005341336.2
OG0000116	NP_871622.1, XP_047273646.1	XP_005327333.1, XP_040127782.1
OG0000116	NP_003329.1	XP_005334386.1
OG0000117	NP_001001918.1	XP_005342766.1, XP_005334194.1, XP_005334197.1, XP_005334196.1, XP_013217766.1, XP_013217765.1, XP_005342893.3, XP_040129251.1, XP_013221201.2
OG0000118	NP_001371270.1, NP_001371264.1, NP_705895.1, NP_001371266.1, NP_001371272.1, NP_001371269.1, NP_001371274.1, NP_001371267.1, NP_001371268.1, NP_001371265.1, NP_001371271.1, NP_109377.1, NP_001371273.1, NP_001371275.1	XP_040147723.1, XP_040147721.1, XP_040147720.1, XP_040147726.1, XP_040147724.1, XP_040147722.1, XP_040147727.1, XP_013211422.1, XP_040147725.1, XP_005319199.1
OG0000119	NP_001091678.1, NP_001091674.1, NP_001091676.1, NP_001091677.1, NP_001091675.1, NP_004957.1	XP_005334458.1, XP_005334459.1, XP_040127708.1, XP_040127710.1, XP_040127707.1, XP_040127706.1
OG0000120	NP_000526.2, NP_001393797.1, NP_001393795.1, NP_001393811.1, NP_001393807.1, NP_001308944.1, NP_001393806.1, NP_001393808.1, NP_001393810.1, NP_001393809.1, NP_001393803.1, NP_001393814.1, NP_001393840.1, NP_001393815.1, NP_001393813.1, NP_001393802.1, NP_001393798.1, NP_001393830.1, NP_001393831.1, NP_001393835.1, NP_001308939.1, NP_001393836.1, NP_001393829.1, NP_001308935.1, NP_001393799.1, NP_001393837.1, NP_001393832.1, NP_001393801.1, NP_001393800.1, NP_001308943.1, XP_047276438.1, NP_001393805.1, NP_001393817.1, NP_001393816.1, NP_001308938.1, NP_001393804.1, NP_001308936.1, NP_001308937.1, NP_001393812.1, NP_001393838.1, NP_001308942.1, NP_001393833.1, NP_001393834.1, NP_001308940.1, NP_001308941.1, NP_001393839.1, NP_001308932.1, NP_001393823.1, NP_001393826.1, NP_001393825.1, NP_001393824.1, NP_001393822.1, NP_001393821.1, NP_001393820.1, NP_001393819.1, NP_001308934.1, NP_001308933.1, NP_001393818.1, NP_001393827.1, NP_001393828.1	XP_040134537.1
OG0000121	NP_001341405.1, NP_001341414.1, NP_001341421.1, NP_001341406.1, NP_060841.5, NP_001341409.1, NP_001341425.1, NP_001341424.1, NP_001341416.1, XP_006716423.1, NP_001341428.1, NP_001341420.1, NP_001341404.1, NP_001341427.1, NP_001341419.1, NP_001341418.1, NP_001341426.1, NP_001123990.1, NP_001341417.1, NP_001341412.1, NP_001341413.1, NP_001341410.1, NP_001341423.1	XP_013215795.1
OG0000122	NP_055179.1	XP_005330655.1
OG0000123	NP_003545.1, NP_003544.2	XP_005337464.2, XP_005337344.1, XP_005337442.1, XP_005337346.1
OG0000124	NP_001307679.1, XP_047298063.1	XP_040142828.1
OG0000124	NP_001269557.1, NP_001356008.1	XP_013218452.2
OG0000124	XP_005274571.1, NP_033667.2, NP_001660.2	XP_005335592.1
OG0000124	NP_001011719.1	XP_013218443.1
OG0000125	NP_002269.3	XP_005321900.1
OG0000125	NP_002268.2, NP_002270.1, NP_004129.2	XP_005321898.1
OG0000126	NP_077019.2	XP_005342962.3
OG0000126	XP_011541257.1, NP_001129958.1, NP_001157869.1, NP_001193560.1	XP_040139693.1
OG0000126	NP_001139634.1	XP_040141015.1
OG0000127	NP_001129729.1	XP_040148941.1, XP_005340848.1
OG0000128	XP_006715012.1, NP_001273052.1, NP_005826.1, NP_001273054.1	XP_005337092.1
OG0000128	NP_005486.1, XP_024302062.1, NP_001273050.1	XP_005337090.1
OG0000129	XP_054184397.1, NP_714543.1, XP_047274640.1, NP_000837.3, NP_000838.3	XP_005318618.1
OG0000130	NP_149419.2	XP_005342576.1
OG0000130	NP_001004750.1	XP_005342584.1, XP_005342585.2
OG0000131	NP_001004489.1, NP_001004490.1, NP_001372982.1	XP_005342523.1, XP_005342525.1, XP_005342524.1
OG0000132	XP_024302185.1, NP_006725.3	XP_040139331.1, XP_040139338.1, XP_040139337.1, XP_040139335.1, XP_040139330.1, XP_040139329.1, XP_040139336.1, XP_021588609.1, XP_040139334.1, XP_021588610.1, XP_013218100.1, XP_040139332.1
OG0000133	NP_001127951.1, XP_011539991.1, NP_060573.2	XP_013215191.1, XP_013215190.1, XP_040144905.1, XP_021583713.1
OG0000134	NP_001372675.1, NP_001372672.1, NP_001372676.1, NP_001372695.1, NP_001372692.1, NP_001372694.1, NP_001372697.1, NP_001372699.1, NP_001372698.1, NP_001372696.1, NP_001372693.1, XP_011519219.1, NP_001372673.1, NP_001372674.1, NP_001372681.1, NP_001372685.1, NP_001372686.1, NP_001372683.1, NP_001372684.1, NP_001372682.1, NP_001129206.1, NP_001372679.1, NP_001372708.1, NP_001372709.1, NP_001372704.1, NP_001372702.1, NP_001372706.1, NP_001372723.1, NP_001372718.1, NP_001372720.1, NP_001372730.1, NP_001372716.1, NP_001372717.1, NP_001372671.1, NP_001372670.1, NP_001372719.1, NP_001372722.1, NP_001372721.1, NP_001372724.1, NP_001372727.1, NP_001372728.1, NP_001035009.1, NP_001372725.1, NP_001372726.1, NP_001372729.1, NP_001372705.1, NP_001372669.1, NP_001372703.1, NP_001372668.1, NP_001372707.1, NP_001372680.1	XP_013219711.1
OG0000135	NP_001339760.1, NP_001339761.1, NP_001339764.1, NP_001339769.1, NP_001339778.1, NP_001339768.1, NP_001339766.1, NP_001339773.1, NP_001339777.1, NP_001339776.1, NP_001339762.1, NP_001339770.1, NP_001339767.1, NP_001339755.1, NP_001339775.1, NP_001339772.1, NP_001339771.1, NP_001339774.1, NP_001339763.1, NP_001339758.1, NP_001339765.1, NP_001339759.1, NP_001339756.1, NP_001339757.1, NP_001339779.1	XP_021586730.1
OG0000136	XP_016869437.1, NP_001364927.1, NP_001364918.1, NP_671722.1, NP_001364926.1	XP_021580553.1, XP_040149975.1, XP_005322988.1, XP_040149974.1, XP_040149976.1
OG0000137	NP_001005480.2	XP_005326680.1
OG0000138	NP_001005329.1, NP_001004748.1	XP_005323163.1
OG0000139	XP_005270393.1, NP_079112.1	XP_013217775.1
OG0000140	NP_001336469.1, NP_001336468.1, NP_001336465.1, NP_001336464.1, NP_001336462.1, NP_001336463.1, NP_001336467.1, NP_001336466.1, NP_001336458.1, NP_001336459.1, NP_001336460.1, NP_001336457.1	XP_005317220.1
OG0000141	NP_001001657.1	XP_013220938.1, XP_005340930.1, XP_005340929.1, XP_005340928.1, XP_005340948.1, XP_005342644.1, XP_005340926.1, XP_005339387.1, XP_005340927.1
OG0000142	NP_001341014.1, NP_001341028.1, NP_001341019.1, NP_001341013.1, NP_001341018.1, NP_001341011.1, NP_001341009.1, NP_001341015.1, NP_001341016.1, NP_001341017.1, NP_001341030.1, NP_001341031.1, NP_001341010.1, NP_001341020.1, NP_001341007.1, NP_001341021.1, NP_001341008.1, NP_001341025.1, NP_001341026.1, NP_001341023.1, NP_079222.1, NP_001341032.1, NP_001341024.1, NP_001341029.1, NP_001341012.1, XP_047290624.1, NP_001341027.1	XP_005318275.1
OG0000143	NP_001387567.1, NP_001387565.1, NP_001336384.1, NP_001365178.1, NP_001336392.1, NP_001387564.1, NP_001387569.1, NP_001336393.1, NP_001336391.1, NP_001336386.1, NP_001336388.1, NP_001387563.1, NP_001387570.1, NP_001387566.1, NP_001387575.1, NP_001387576.1, NP_001387573.1, NP_001336383.1, NP_001336389.1, NP_001336387.1, NP_001336385.1, NP_001387568.1, NP_001336390.1, NP_001336394.1, NP_001387572.1	XP_021576075.1
OG0000143	NP_003082.1, NP_937859.1, NP_001387693.1, NP_001387694.1	XP_040128839.1
OG0000144	NP_001269936.2, NP_001374249.1, NP_001339382.2, NP_001374250.1, NP_001269937.2, NP_001269935.2, NP_001339391.2, NP_001374248.1, NP_001339379.2, NP_001374244.1, NP_001374247.1, NP_001269932.2, NP_001374245.1, NP_001339390.2, NP_001339389.2, NP_001269933.2, NP_001374246.1, NP_001374241.1, NP_001269934.2, NP_001374243.1, NP_001374242.1, NP_001269924.2, NP_001269926.2, NP_001269928.2, NP_001269927.2, NP_001269930.2, NP_001269929.2, NP_001339384.2, NP_001339392.2, NP_001339393.2, NP_001374230.1, NP_001374228.1, NP_001374229.1, NP_001374227.1, NP_001374231.1, NP_001374234.1, NP_001269931.2, NP_001374233.1, NP_001374232.1, NP_001339383.2, NP_001339381.2, NP_001076799.2, NP_001339388.2, NP_001374238.1, NP_001374239.1, NP_001374240.1, NP_001374237.1, NP_001374235.1, NP_003425.3, NP_001374236.1, NP_001374226.1, NP_001339387.2, NP_001339386.2, NP_001339385.2, NP_001339380.2	XP_040130281.1
OG0000145	NP_671512.1, XP_005269732.1	XP_040129752.1, XP_021591552.1, XP_040129751.1, XP_040129750.1, XP_005339253.1, XP_013220153.1
OG0000146	NP_976324.2, NP_001364891.1, NP_001364893.1, NP_001364889.1, NP_001364890.1, NP_001364892.1, XP_011515331.1	XP_040149796.1, XP_040149799.1, XP_021584342.1, XP_021584343.1, XP_040149797.1, XP_040149798.1, XP_013215551.1, XP_040149800.1
OG0000147	NP_002900.2, NP_006498.1	XP_040127260.1, XP_005329464.1, XP_040127259.1
OG0000147	XP_005264192.1, NP_001008388.1, NP_620355.1, NP_620354.1, NP_002571.1	XP_040127126.1
OG0000148	NP_001005503.2, NP_001372962.1	XP_013221192.1
OG0000149	NP_001243143.1	XP_021590883.2
OG0000149	NP_000693.1	XP_005339432.1
OG0000149	NP_001153705.1, NP_000692.2	XP_005334975.1
OG0000149	NP_653300.2	XP_013220247.1
OG0000150	NP_001352334.1, NP_001352335.1	XP_005318334.1, XP_005318333.1, XP_040135320.1, XP_021576708.1, XP_005318341.1, XP_005318337.1, XP_040134958.1, XP_021576703.2, XP_005318332.3
OG0000151	XP_005257979.1, NP_653283.3, NP_001374091.1, NP_001374088.1, NP_001098058.1, NP_001374090.1, NP_001374087.1, NP_001362937.1, NP_001098059.1, NP_689483.3, NP_001374092.1, NP_001098057.1, NP_001362939.1, NP_001362940.1, NP_001374089.1, XP_047292998.1, NP_001362936.1, NP_001362938.1, NP_001098060.1	XP_005342911.2
OG0000153	NP_001005183.1	XP_005342301.1, XP_013221603.1
OG0000156	NP_862828.1	XP_021590844.1
OG0000156	NP_001240727.1, NP_001304044.1, XP_011525378.1, NP_001304050.1, NP_061025.5, NP_001304047.1, NP_001304048.1, NP_001304049.1, NP_001304046.1, NP_001304045.1, NP_001304043.1, NP_001240729.1, NP_001073375.1, NP_001240728.1, NP_001240730.1, NP_001073376.1, NP_001304042.1	XP_005342432.2, XP_021577096.1, XP_021577098.1, XP_040135846.1, XP_040135848.1, XP_021577099.1
OG0000157	NP_001949.1	XP_021582078.1, XP_005325458.1
OG0000157	NP_001393.1	XP_040136953.1, XP_005341320.1
OG0000158	NP_057004.1	XP_021582934.1
OG0000160	NP_000991.1	XP_005316364.1, XP_040148147.1, XP_040133880.1
OG0000161	NP_003951.3	XP_040127058.1, XP_040127059.1, XP_013212610.2, XP_021580039.1, XP_021580040.1, XP_005322247.1, XP_021580041.1, XP_005322223.1, XP_005322222.3, XP_021580033.1, XP_005322246.2
OG0000163	NP_001129582.1, NP_004338.3, NP_001129584.1, NP_001129581.1, XP_011541321.1, NP_150649.1, NP_001216.1	XP_013215684.1
OG0000163	NP_150635.1, NP_150636.1, NP_001244047.1, NP_150634.1, XP_016873882.2, NP_001244048.1, NP_001214.1	XP_021584638.2
OG0000164	NP_001191790.1, NP_001191791.1, NP_001191786.1, NP_001191787.1, NP_005639.1, NP_001191789.1	XP_005335890.1
OG0000164	NP_001191793.1, NP_001191792.1	XP_040146081.1
OG0000165	NP_001374341.1, NP_001137239.1, NP_001374334.1, NP_877432.1, NP_001374340.1, NP_001137241.1, NP_001137243.1, NP_001137242.1, NP_001137240.1, NP_001137238.1, XP_016871352.1	XP_005334350.1
OG0000166	NP_001364214.1, NP_149988.1, NP_001364215.1, NP_001364213.1, NP_001364212.1, NP_001303897.1, NP_001364216.1, NP_001364217.1, NP_001303898.1	XP_013214438.1, XP_021582555.1, XP_005326179.1, XP_021582554.1
OG0000167	NP_775746.1	XP_040132570.1, XP_040132572.1, XP_040132568.1, XP_040132566.1, XP_040132571.1, XP_005323781.1, XP_040132565.1, XP_021581113.1, XP_040132569.1, XP_040132574.1, XP_040132567.1, XP_040132573.1
OG0000168	NP_001030335.1, NP_000990.1	XP_005336035.1
OG0000170	NP_000719.1, NP_001029125.1, NP_001365879.1	XP_005326831.1, XP_040140643.1
OG0000170	NP_001029124.1	XP_040140644.1
OG0000172	NP_001273602.1, NP_003693.2	XP_021580544.1
OG0000172	XP_047274590.1, NP_036551.3	XP_021579599.1
OG0000172	XP_011526786.1, NP_001034556.1, NP_005864.1	XP_021582117.1
OG0000173	XP_016866663.1, NP_001028736.1	XP_021590310.1, XP_013219273.1, XP_013219274.1, XP_040139164.1, XP_021590309.1, XP_040139166.1, XP_040139165.1
OG0000174	NP_848515.1, NP_055172.1, NP_848517.1, NP_848516.1, NP_848130.1, NP_848520.1, NP_848521.1, NP_848518.1, NP_848522.1, NP_115952.1	XP_040143514.1, XP_005331299.1, XP_005331298.1
OG0000175	XP_011518540.1, NP_065980.1, NP_001245348.1	XP_040140415.1, XP_040140414.1, XP_040140417.1, XP_040140416.1, XP_005340208.1
OG0000176	XP_016872576.1, NP_964011.2	XP_021586296.1
OG0000177	NP_001257693.1	XP_005320807.1, XP_040128037.1
OG0000178	XP_047304053.1, NP_001362392.1, NP_001374596.1, NP_001362386.1, NP_001362391.1, NP_001362389.1, NP_001374593.1, NP_001362385.1, NP_001374594.1, NP_001362384.1, NP_001374600.1, NP_001374601.1, NP_001374598.1, NP_001374602.1, NP_005569.1, NP_001374603.1, NP_001374599.1, NP_001362387.1, NP_001161143.1, NP_001362394.1, NP_001362388.1, NP_001362393.1, NP_001374592.1, NP_001362390.1, NP_001374595.1, NP_001374597.1, NP_001374608.1, NP_001374611.1, NP_001374609.1, NP_001374612.1, NP_001374607.1, NP_001374606.1, NP_001374610.1, NP_001161144.1	XP_005331038.1
OG0000179	NP_000758.1	XP_013218874.2, XP_021589705.1, XP_005336557.1
OG0000180	NP_066978.1, NP_055072.3	XP_005332179.1, XP_013216865.1, XP_040146475.1, XP_005332181.1, XP_040146477.1, XP_040146476.1
OG0000182	NP_001029344.4, NP_219480.1	XP_040131343.1, XP_040142003.1
OG0000183	NP_001333240.1, NP_001192048.1, NP_001333241.1, NP_001333243.1, NP_001333244.1, NP_001333247.1, NP_001333246.1, NP_001333245.1, NP_001333242.1	XP_005330057.1
OG0000184	NP_001363071.1, NP_001337029.1, NP_001363072.1, NP_001363053.1, NP_001363050.1, NP_001363044.1, NP_001363079.1, NP_001363046.1, NP_001073881.2, NP_001363043.1, NP_001363056.1, NP_001363086.1, NP_001363047.1, NP_001363045.1, NP_001363049.1, NP_001363042.1, NP_001363055.1, NP_001363052.1, NP_001337028.1, NP_001363054.1, NP_001363051.1, NP_001363081.1, NP_001363041.1, NP_001363048.1, NP_001363057.1, XP_047303797.1	XP_021583955.1
OG0000185	NP_001092880.1, NP_001092881.1, NP_001171656.1, NP_055525.3	XP_013220832.1
OG0000188	NP_000509.1, NP_000510.1	XP_005342915.1
OG0000188	NP_000550.2, NP_000175.1	XP_005342579.1
OG0000189	NP_002130.2	XP_021581958.1, XP_021581959.1
OG0000190	NP_443138.2	XP_040134271.1, XP_040134273.1, XP_040134286.1, XP_040134279.1
OG0000191	NP_001373968.1, NP_001373975.1, NP_001373971.1, NP_001373973.1, XP_011533890.1, NP_001373974.1, NP_001373969.1, NP_001373976.1, NP_705840.2, NP_001373970.1, NP_001373972.1	XP_021590313.1, XP_021590312.1, XP_005337482.1
OG0000193	NP_001136000.1, NP_085142.1, NP_001136001.1, NP_001135997.1, NP_001337198.1, NP_001136002.1, NP_001135999.1, NP_001135998.1, NP_001135996.1, NP_001337197.1, NP_001337199.1	XP_021576154.1
OG0000194	NP_001311204.1, NP_001311203.1, NP_001165379.1, NP_001013867.1, XP_005274755.1, NP_001311209.1, NP_001311206.1, NP_001311207.1, NP_835225.2, NP_001165378.1, NP_001311208.1, NP_001311205.1, NP_001165380.1	XP_013219821.1
OG0000195	NP_001306009.1, NP_665906.1, NP_001306011.1, NP_001306007.1, NP_001306008.1, NP_001306010.1, NP_665908.1	XP_005318853.1
OG0000196	NP_001013376.2, NP_001005213.1	XP_005331744.1, XP_013216745.1
OG0000197	NP_001164580.1, NP_001164582.1, NP_001164581.1, NP_775969.1, XP_006724704.1	XP_021589327.1, XP_040139633.1, XP_040139635.1, XP_040139636.1, XP_040139637.1, XP_040139638.1, XP_040139632.1
OG0000197	NP_690002.2	XP_005340595.1
OG0000198	NP_003408.1, XP_047295680.1	XP_021576775.1, XP_021576763.1
OG0000198	XP_047294210.1, NP_001007249.1	XP_021585719.1
OG0000199	NP_001018657.1, NP_001277123.1, NP_001018654.1, NP_001018656.1, NP_612382.1, NP_001277119.1, NP_001277122.1, NP_001277118.1, NP_001277120.1, NP_001277117.1, NP_001018655.1, NP_001277121.1	XP_005342313.1, XP_005342312.1
OG0000200	NP_001127958.1	XP_040145130.1, XP_040144903.1
OG0000200	NP_002044.2, NP_060754.2	XP_005339172.2
OG0000201	NP_001308279.1, NP_443120.2, NP_001006608.2, XP_011523143.1, NP_055649.4, XP_054184565.1, NP_955372.2, NP_001290184.1	XP_040124601.1
OG0000202	XP_011529985.1, NP_689833.1, NP_001244954.1	XP_005329390.1
OG0000202	NP_001401833.1	XP_005329392.1
OG0000202	NP_001382999.1	XP_005329388.1, XP_013217385.1
OG0000203	NP_001363254.1, NP_001363255.1, NP_001363256.1, NP_001341291.1, NP_001363257.1, NP_001341281.1, NP_001363260.1, NP_001363261.1, NP_001341282.1, NP_001363236.1, NP_001341283.1, NP_001363245.1, NP_001363243.1, NP_001006637.1, NP_001363238.1, NP_001363244.1, NP_001158101.1, NP_001363239.1, NP_001363241.1, NP_001341290.1, NP_001363240.1, NP_001363237.1, NP_001363235.1, XP_047301797.1, NP_001271167.1, NP_001341284.1, NP_001363258.1, NP_001341279.1, NP_001341280.1, NP_001271163.1, NP_001363242.1, NP_001363251.1, NP_078935.2, NP_001363250.1, NP_001363252.1, NP_001363253.1, NP_001363249.1, NP_001363248.1, NP_001271162.1, NP_001363247.1, NP_001363246.1, NP_001341289.1, NP_001271164.1, NP_001341285.1, NP_001363259.1, NP_001341287.1	XP_005315882.1
OG0000204	NP_001265415.1, NP_001265414.1, NP_001380366.1, XP_047282679.1, NP_001380371.1, NP_001380369.1, NP_001380368.1, NP_001380367.1, NP_001380370.1	XP_005323205.1
OG0000205	NP_001274268.1, NP_001073138.1, NP_001274267.1, NP_112187.2, XP_047286649.1, NP_001274266.1	XP_040137841.1
OG0000206	NP_443185.1, NP_001304738.1	XP_040145809.1
OG0000206	XP_011531634.1	XP_040145806.1
OG0000206	NP_001304740.1	XP_021587359.1
OG0000206	NP_001304737.1	XP_021587354.1
OG0000207	NP_001091669.1, NP_001248381.1, NP_001376374.1, NP_001248384.1, NP_001248383.1, NP_005270.2, XP_047299924.1, NP_001248382.1	XP_040150725.1, XP_021588798.1, XP_040150724.1, XP_021588797.1, XP_040150723.1
OG0000208	NP_001004308.2, NP_001382291.1	XP_021580925.1
OG0000209	NP_003158.2	XP_021589781.1, XP_021589780.2, XP_005336676.1, XP_021589768.1, XP_005336673.1, XP_005336657.1, XP_005336659.1, XP_005336669.1, XP_005336662.1, XP_005336668.1, XP_005336664.1, XP_005336654.1, XP_013218979.1, XP_005336652.1, XP_005336649.1, XP_005336648.1
OG0000211	NP_001289978.1	XP_005337173.1
OG0000211	NP_001138416.1	XP_005337172.1
OG0000211	NP_006088.2	XP_040131103.1, XP_005329926.1
OG0000213	NP_066953.1	XP_040149859.1
OG0000213	XP_047295760.1, XP_047283958.1, NP_001137504.2, NP_001157733.1, NP_001157734.2, NP_001129261.2, NP_001355057.1, NP_001116540.1, NP_001137355.1	XP_005319306.1
OG0000214	NP_001009998.1, NP_116016.1, XP_006722728.1	XP_013217241.1
OG0000214	NP_001381290.1, NP_001381294.1, NP_001381295.1, NP_001381296.1, NP_001381293.1, XP_016856386.1	XP_013214412.1
OG0000214	NP_001387270.1, NP_001381279.1	XP_021580443.1
OG0000215	NP_005773.3	XP_021586868.1
OG0000216	NP_001035718.1, NP_001035719.1	XP_040149736.1
OG0000216	NP_001035720.1	XP_013212983.1
OG0000216	NP_001035715.1	XP_021580664.1
OG0000217	NP_001135898.1, NP_001135903.1, NP_001135901.1, NP_001135904.1, NP_001135896.1, NP_001135891.1, NP_036418.1, NP_001135900.1, NP_001135893.1, NP_001135895.1, NP_001135902.1, NP_001135894.1, NP_001135892.1, NP_001135897.1, NP_001135890.1, NP_001135899.1	XP_005323463.1, XP_005323459.1, XP_005323460.1, XP_005323461.1
