Orthogroup	Homo_sapiens	Sarcophilus_harrisii
OG0000120	NP_000526.2, NP_001393797.1, NP_001393795.1, NP_001393811.1, NP_001393807.1, NP_001308944.1, NP_001393806.1, NP_001393808.1, NP_001393810.1, NP_001393809.1, NP_001393803.1, NP_001393814.1, NP_001393840.1, NP_001393815.1, NP_001393813.1, NP_001393802.1, NP_001393798.1, NP_001393830.1, NP_001393831.1, NP_001393835.1, NP_001308939.1, NP_001393836.1, NP_001393829.1, NP_001308935.1, NP_001393799.1, NP_001393837.1, NP_001393832.1, NP_001393801.1, NP_001393800.1, NP_001308943.1, XP_047276438.1, NP_001393805.1, NP_001393817.1, NP_001393816.1, NP_001308938.1, NP_001393804.1, NP_001308936.1, NP_001308937.1, NP_001393812.1, NP_001393838.1, NP_001308942.1, NP_001393833.1, NP_001393834.1, NP_001308940.1, NP_001308941.1, NP_001393839.1, NP_001308932.1, NP_001393823.1, NP_001393826.1, NP_001393825.1, NP_001393824.1, NP_001393822.1, NP_001393821.1, NP_001393820.1, NP_001393819.1, NP_001308934.1, NP_001308933.1, NP_001393818.1, NP_001393827.1, NP_001393828.1	XP_012398224.1
OG0000121	NP_001341405.1, NP_001341414.1, NP_001341421.1, NP_001341406.1, NP_060841.5, NP_001341409.1, NP_001341425.1, NP_001341424.1, NP_001341416.1, XP_006716423.1, NP_001341428.1, NP_001341420.1, NP_001341404.1, NP_001341427.1, NP_001341419.1, NP_001341418.1, NP_001341426.1, NP_001123990.1, NP_001341417.1, NP_001341412.1, NP_001341413.1, NP_001341410.1, NP_001341423.1	XP_031806672.1, XP_031806668.1, XP_031806670.1, XP_031806673.1, XP_031806671.1, XP_031806669.1, XP_031806674.1
OG0000122	NP_055179.1	XP_031819649.1
OG0000122	NP_001276674.1	XP_012398126.2
OG0000123	NP_003545.1, NP_003544.2	XP_003758421.3, XP_031805104.1, XP_003758419.2
OG0000124	NP_001307679.1, XP_047298063.1	XP_023356116.1
OG0000124	NP_001269557.1, NP_001356008.1	XP_012401572.1, XP_031814902.1, XP_031814901.1
OG0000124	NP_001188468.1, NP_004033.2, NP_001188467.1, XP_011543824.1	XP_003765650.2
OG0000124	XP_005274571.1, NP_033667.2, NP_001660.2	XP_012401570.1
OG0000124	NP_001011719.1	XP_003765651.2
OG0000125	NP_002269.3	XP_012403745.2
OG0000125	NP_001372943.1, XP_003403930.1	XP_012403748.1, XP_003768285.1, XP_003768278.1, XP_012403749.2
OG0000127	NP_001129729.1	XP_031798637.1, XP_012407463.1, XP_031798639.1, XP_031798638.1
OG0000128	NP_001091956.1, NP_006623.2, XP_016866688.2, NP_005065.2, XP_006715012.1, NP_001273052.1, NP_005826.1, NP_001273054.1, NP_005486.1, XP_024302062.1, NP_001273050.1	XP_031818477.1
OG0000130	NP_001005567.2, NP_001382181.1, NP_149419.2, NP_149420.4	XP_003764886.1, XP_012402225.2
OG0000130	NP_001004750.1	XP_003766416.1, XP_012400883.1
OG0000131	NP_001004489.1, NP_001004490.1, NP_001372982.1	XP_003757913.1, XP_023350403.1, XP_003757914.1, XP_003759019.1, XP_003759243.2, XP_031805123.1
OG0000132	XP_024302185.1, NP_006725.3	XP_003769562.3
OG0000133	NP_001127951.1, XP_011539991.1, NP_060573.2	XP_031825207.1, XP_031825209.1, XP_031825208.1, XP_031825210.1, XP_031825206.1
OG0000134	NP_001372689.1, NP_001372690.1, NP_001372687.1, NP_001372688.1, NP_001372677.1, NP_001372678.1, NP_001372691.1, NP_001372675.1, NP_001372672.1, NP_001372676.1, NP_001372695.1, NP_001372692.1, NP_001372694.1, NP_001372697.1, NP_001372699.1, NP_001372698.1, NP_001372696.1, NP_001372693.1, XP_011519219.1, NP_001372673.1, NP_001372674.1, NP_001372681.1, NP_001372685.1, NP_001372686.1, NP_001372683.1, NP_001372684.1, NP_001372682.1, NP_001129206.1, NP_001372679.1, NP_001372708.1, NP_001372709.1, NP_001372704.1, NP_001372702.1, NP_001372706.1, NP_001372723.1, NP_001372718.1, NP_001372720.1, NP_001372730.1, NP_001372716.1, NP_001372717.1, NP_001372671.1, NP_001372670.1, NP_001372719.1, NP_001372722.1, NP_001372721.1, NP_001372724.1, NP_001372727.1, NP_001372728.1, NP_001035009.1, NP_001372725.1, NP_001372726.1, NP_001372729.1, NP_001372705.1, NP_001372669.1, NP_001372703.1, NP_001372668.1, NP_001372707.1, NP_001372680.1	XP_012406199.1
OG0000135	NP_001339760.1, NP_001339761.1, NP_001339764.1, NP_001339769.1, NP_001339778.1, NP_001339768.1, NP_001339766.1, NP_001339773.1, NP_001339777.1, NP_001339776.1, NP_001339762.1, NP_001339770.1, NP_001339767.1, NP_001339755.1, NP_001339775.1, NP_001339772.1, NP_001339771.1, NP_001339774.1, NP_001339763.1, NP_001339758.1, NP_001339765.1, NP_001339759.1, NP_001339756.1, NP_001339757.1, NP_001339779.1	XP_031802264.1
OG0000136	XP_016869437.1, NP_001364927.1, NP_001364918.1, NP_671722.1, NP_001364926.1	XP_031802238.1, XP_023351771.1, XP_023351772.1, XP_023351769.1, XP_023351770.1
OG0000137	NP_036497.1, NP_001004135.1, NP_001001659.1, NP_001005480.2	XP_003772721.1, XP_031795158.1, XP_003771745.1
OG0000138	NP_001004749.1	XP_003764817.2
OG0000138	NP_001005329.1, NP_001004748.1	XP_012400865.1, XP_003764819.1, XP_003764815.1
OG0000139	XP_005270393.1, NP_079112.1	XP_031824297.1, XP_031824298.1, XP_031824296.1
OG0000140	NP_001336438.1, NP_001336437.1, NP_001276027.1, NP_001336417.1, NP_001336419.1, NP_001336451.1, NP_001336453.1, NP_001276029.1, NP_001336446.1, NP_001336447.1, NP_001336444.1, NP_001336443.1, NP_001336439.1, NP_001336441.1, NP_001336445.1, NP_001336440.1, NP_001336433.1, NP_001336435.1, NP_001336436.1, NP_001336432.1, NP_001336456.1, NP_001336449.1, NP_001336448.1, NP_001336454.1, NP_001336442.1, NP_001276024.1, NP_001336422.1, NP_001336421.1, NP_001336469.1, NP_001336468.1, NP_001336465.1, NP_001336464.1, NP_001336462.1, NP_001336463.1, NP_001336467.1, NP_001336466.1, NP_001336458.1, NP_001336459.1, NP_001336460.1, NP_001336457.1, NP_001336428.1, NP_060241.2, NP_001336430.1, NP_001336423.1, NP_001336424.1, NP_001336426.1, NP_001336425.1, NP_001336431.1, NP_001276025.1, NP_001336429.1, NP_001336427.1, NP_001336418.1, NP_001336450.1, NP_001276028.1	XP_031809161.1
OG0000141	NP_001001657.1	XP_003768910.2
OG0000142	NP_001341014.1, NP_001341028.1, NP_001341019.1, NP_001341013.1, NP_001341018.1, NP_001341011.1, NP_001341009.1, NP_001341015.1, NP_001341016.1, NP_001341017.1, NP_001341030.1, NP_001341031.1, NP_001341010.1, NP_001341020.1, NP_001341007.1, NP_001341021.1, NP_001341008.1, NP_001341025.1, NP_001341026.1, NP_001341023.1, NP_079222.1, NP_001341032.1, NP_001341024.1, NP_001341029.1, NP_001341012.1, XP_047290624.1, NP_001341027.1	XP_012409297.1, XP_012409299.1, XP_031810413.1, XP_012409296.1, XP_031810414.1, XP_031810416.1, XP_031810415.1, XP_023349993.1
OG0000143	NP_001365186.1, NP_001365185.1, NP_001387696.1	XP_031810460.1, XP_031810461.1
OG0000143	NP_003082.1, NP_937859.1	XP_003757352.1
OG0000145	NP_671512.1, XP_005269732.1	XP_031812834.1, XP_031812833.1, XP_031812832.1, XP_031812831.1, XP_031812829.1, XP_031812830.1
OG0000146	NP_976324.2, NP_001364891.1, NP_001364893.1, NP_001364889.1, NP_001364890.1, NP_001364892.1, XP_011515331.1	XP_023352157.1, XP_031802841.1, XP_031802843.1, XP_003760295.1, XP_031802842.1, XP_031802845.1, XP_031802844.1
OG0000147	NP_002900.2, NP_006498.1, XP_005264192.1, NP_001008388.1, NP_620355.1, NP_620354.1, NP_002571.1	XP_031805537.1, XP_031805539.1, XP_031805536.1, XP_012396338.3, XP_031805534.1, XP_031805059.1, XP_012396336.1
OG0000148	NP_001005503.2, NP_001372962.1	XP_012399621.1, XP_003755833.1
OG0000149	NP_000693.1	XP_003767906.1
OG0000149	NP_001153706.1, NP_001153705.1, NP_000692.2	XP_031823223.1
OG0000149	NP_653300.2	XP_031822713.1, XP_031822717.1, XP_031822714.1
OG0000150	NP_001352334.1, NP_001352335.1	XP_003758442.1, XP_023350800.1, XP_031805099.1, XP_003758443.1
OG0000151	XP_016880066.1, NP_001123292.1	XP_012405227.2
OG0000151	NP_659412.3, XP_005257979.1, NP_653283.3, NP_001374091.1, NP_001374088.1, NP_001098058.1, NP_001374090.1, NP_001374087.1, NP_001362937.1, NP_001098059.1, NP_689483.3, NP_001374092.1, NP_001098057.1, NP_001362939.1, NP_001362940.1, NP_001374089.1, XP_047292998.1, NP_001362936.1, NP_001362938.1, NP_001098060.1	XP_031823447.1, XP_031823446.1, XP_003770041.1
OG0000153	NP_001005518.1, NP_001005183.1	XP_012406423.1, XP_023360058.1, XP_012405907.1, XP_003770946.1
OG0000157	NP_001949.1	XP_031807643.1, XP_031807644.1
OG0000157	NP_001393.1	XP_031820484.1, XP_003769255.1
OG0000159	NP_473447.1	XP_003766412.1, XP_003766858.1
OG0000160	NP_000991.1	XP_023358024.1
OG0000161	NP_003951.3	XP_003759113.1
OG0000163	NP_001177945.2	XP_012402413.1, XP_012402416.1
OG0000163	NP_001129582.1, NP_004338.3, NP_001129584.1, NP_001129581.1, XP_011541321.1, NP_150649.1, NP_001216.1	XP_012402414.1
OG0000163	NP_150637.1, NP_150635.1, NP_150636.1, NP_001244047.1, NP_150634.1, XP_016873882.2, NP_001244048.1, NP_001214.1	XP_003766617.1
OG0000164	NP_001191786.1, NP_001191787.1, NP_005639.1, NP_001191789.1	XP_031802108.1
OG0000164	XP_011515883.1, NP_001191793.1, NP_001191792.1	XP_003759749.1
OG0000165	NP_001374341.1, NP_001137239.1, NP_001374334.1, NP_877432.1, NP_001374340.1, NP_001137241.1, NP_001137243.1, NP_001137242.1, NP_001137240.1, NP_001137238.1, XP_016871352.1	XP_031795620.1, XP_031795619.1, XP_031795621.1, XP_031795617.1
OG0000166	NP_001364214.1, NP_149988.1, NP_001364215.1, NP_001364213.1, NP_001364212.1, NP_001303897.1, NP_001364216.1, NP_001364217.1, NP_001303898.1	XP_012396468.1, XP_023351503.1, XP_031824634.1, XP_031824649.1, XP_023351504.1
OG0000167	NP_775746.1	XP_031798267.1, XP_031798272.1, XP_031798263.1, XP_031798266.1
OG0000168	NP_001030335.1	XP_031821604.1
OG0000170	NP_000719.1, NP_001029125.1, NP_001365879.1, NP_001029124.1	XP_003773616.1
OG0000171	NP_001007.2	XP_003769499.1
OG0000172	NP_001273602.1, NP_003693.2, NP_733466.1	XP_031802261.1
OG0000172	XP_047274590.1, NP_036551.3	XP_031793454.1
OG0000172	XP_011526786.1, NP_001034556.1, NP_005864.1	XP_012409550.1, XP_023350190.1
OG0000174	NP_848515.1, NP_055172.1, NP_848517.1, NP_848516.1, NP_848130.1, NP_848520.1, NP_848521.1, NP_848518.1, NP_848522.1, NP_115952.1	XP_012405557.1
OG0000175	XP_011518540.1, NP_065980.1, NP_001245348.1	XP_003773749.1
OG0000176	XP_016872576.1, NP_964011.2	XP_023362209.1, XP_031797709.1, XP_031797711.1, XP_023362208.1
OG0000177	NP_001257693.1	XP_031811873.1, XP_031811875.1, XP_031811871.1, XP_031811870.1, XP_031811872.1, XP_031811876.1, XP_031811868.1, XP_031811869.1, XP_031811867.1
OG0000178	NP_001374604.1, NP_001374605.1, XP_047304053.1, NP_001362392.1, NP_001374596.1, NP_001362386.1, NP_001362391.1, NP_001362389.1, NP_001374593.1, NP_001362385.1, NP_001374594.1, NP_001362384.1, NP_001374600.1, NP_001374601.1, NP_001374598.1, NP_001374602.1, NP_005569.1, NP_001374603.1, NP_001374599.1, NP_001362387.1, NP_001161143.1, NP_001362394.1, NP_001362388.1, NP_001362393.1, NP_001374592.1, NP_001362390.1, NP_001374595.1, NP_001374597.1, NP_001374608.1, NP_001374611.1, NP_001374609.1, NP_001374612.1, NP_001374607.1, NP_001374606.1, NP_001374610.1, NP_001161144.1	XP_031813300.1, XP_031813299.1, XP_031813294.1, XP_031813298.1, XP_031813297.1, XP_031813296.1, XP_031813295.1
OG0000179	NP_000758.1	XP_023355787.2, XP_012401166.1
OG0000180	NP_066978.1, NP_055072.3	XP_012397749.1
OG0000182	NP_001029344.4, NP_219480.1	XP_031792735.1
OG0000183	NP_001333285.1, NP_001333284.1, NP_001333269.1, NP_001333267.1, NP_001333283.1, NP_001333282.1, NP_001333271.1, NP_001333277.1, NP_001333278.1, NP_001192050.1, NP_001333279.1, NP_001333273.1, NP_001333275.1, NP_001333281.1, NP_055556.2, NP_001333280.1, NP_001136145.1, NP_001333249.1, NP_001333248.1, NP_001333252.1, NP_001333253.1, NP_001333250.1, NP_001333251.1, NP_001333263.1, NP_001333266.1, NP_001333264.1, NP_001333265.1, NP_001333262.1, NP_001333254.1, NP_001333256.1, NP_001333258.1, NP_001333261.1, NP_001333260.1, NP_001333255.1, NP_001333257.1, NP_001333259.1, NP_001192049.1, NP_001333240.1, NP_001192048.1, NP_001333241.1, NP_001333243.1, NP_001333244.1, NP_001333247.1, NP_001333246.1, NP_001333245.1, NP_001333242.1	XP_031798882.1
OG0000184	NP_001363071.1, NP_001337029.1, NP_001363072.1, NP_001363053.1, NP_001363050.1, NP_001363044.1, NP_001363079.1, NP_001363046.1, NP_001073881.2, NP_001363043.1, NP_001363056.1, NP_001363086.1, NP_001363047.1, NP_001363045.1, NP_001363049.1, NP_001363042.1, NP_001363055.1, NP_001363052.1, NP_001337028.1, NP_001363054.1, NP_001363051.1, NP_001363081.1, NP_001363041.1, NP_001363048.1, NP_001363057.1, XP_047303797.1	XP_031813724.1, XP_031800734.1
OG0000188	NP_000509.1, NP_000510.1	XP_003764834.1
OG0000188	NP_000550.2, NP_000175.1	XP_003766999.1
OG0000189	NP_055284.3, NP_001156008.1, NP_062556.2, NP_002130.2	XP_003774897.1, XP_031797813.1
OG0000190	NP_443138.2	XP_031796825.1, XP_031796827.1, XP_031796826.1
OG0000191	NP_001373968.1, NP_001373975.1, NP_001373971.1, NP_001373973.1, XP_011533890.1, NP_001373974.1, NP_001373969.1, NP_001373976.1, NP_705840.2, NP_001373970.1, NP_001373972.1	XP_003769420.1, XP_023358945.1
OG0000192	NP_005118.2, NP_001004419.1, NP_001124183.1	XP_031794046.1
OG0000194	NP_001311204.1, NP_001311203.1, NP_001165379.1, NP_001013867.1, XP_005274755.1, NP_001311209.1, NP_001311206.1, NP_001311207.1, NP_835225.2, NP_001165378.1, NP_001311208.1, NP_001311205.1, NP_001165380.1	XP_031801027.1, XP_031801026.1, XP_031801025.1
OG0000195	NP_665909.1, NP_001306006.1, NP_665912.1, NP_001306009.1, NP_665906.1, NP_001306011.1, NP_001306007.1, NP_001306008.1, NP_001306010.1, NP_665908.1, NP_665910.1, NP_002122.1	XP_031820905.1, XP_031820904.1
OG0000196	NP_001013376.2, NP_001005213.1	XP_003773971.1, XP_003773970.1, XP_031798784.1, XP_003773962.1
OG0000197	NP_001164580.1, NP_001164582.1, NP_001164581.1, NP_775969.1, XP_006724704.1, NP_690002.2	XP_012406752.1
OG0000199	NP_001018657.1, NP_001277123.1, NP_001018654.1, NP_001018656.1, NP_612382.1, NP_001277119.1, NP_001277122.1, NP_001277118.1, NP_001277120.1, NP_001277117.1, NP_001018655.1, NP_001277121.1	XP_031817627.1
OG0000200	NP_004111.2, NP_001127958.1, NP_002044.2, NP_060754.2	XP_003767289.1, XP_023357403.1
OG0000201	NP_001308279.1, NP_443120.2, NP_001006608.2, XP_011523143.1, NP_055649.4, XP_054184565.1, NP_955372.2, NP_001290184.1	XP_031821831.1, XP_031821832.1
OG0000203	NP_001363254.1, NP_001363255.1, NP_001363256.1, NP_001341291.1, NP_001363257.1, NP_001341281.1, NP_001363260.1, NP_001363261.1, NP_001341282.1, NP_001363236.1, NP_001341283.1, NP_001363245.1, NP_001363243.1, NP_001006637.1, NP_001363238.1, NP_001363244.1, NP_001158101.1, NP_001363239.1, NP_001363241.1, NP_001341290.1, NP_001363240.1, NP_001363237.1, NP_001363235.1, XP_047301797.1, NP_001271167.1, NP_001341284.1, NP_001363258.1, NP_001341279.1, NP_001341280.1, NP_001271163.1, NP_001363242.1, NP_001363251.1, NP_078935.2, NP_001363250.1, NP_001363252.1, NP_001363253.1, NP_001363249.1, NP_001363248.1, NP_001271162.1, NP_001363247.1, NP_001363246.1, NP_001341289.1, NP_001271164.1, NP_001341285.1, NP_001363259.1, NP_001341287.1	XP_031815893.1
OG0000204	NP_001380383.1, NP_001265421.1, NP_054761.1, NP_001380379.1, NP_001380382.1, NP_001380376.1, NP_001380378.1, NP_001265423.1, NP_001380377.1, NP_001265422.1, NP_001380375.1, NP_001265415.1, NP_001265414.1, NP_001380366.1, XP_047282679.1, NP_001380371.1, NP_001380369.1, NP_001380368.1, NP_001380367.1, NP_001380370.1, NP_001265420.1, NP_001265419.1, NP_001265416.1, NP_001265417.1, NP_001265418.1, NP_001380380.1, NP_001380381.1, NP_001380385.1, NP_001380384.1, NP_001380386.1, NP_001380387.1	XP_003764754.2
OG0000205	NP_001274268.1, NP_001073138.1, NP_001274267.1, NP_112187.2, XP_047286649.1, NP_001274266.1	XP_031817807.1, XP_003764619.2
OG0000206	NP_001382576.1, NP_001382575.1, NP_443185.1, NP_001304738.1, XP_011531634.1, NP_001304740.1, NP_001304739.1, NP_001304737.1, NP_001382574.1	XP_031796238.1
OG0000207	NP_001091669.1, NP_001248381.1, NP_001376374.1, NP_001248384.1, NP_001248383.1, NP_005270.2, XP_047299924.1, NP_001248382.1	XP_023356432.1
OG0000209	NP_003158.2	XP_031817713.1, XP_003766638.1, XP_031820011.1, XP_031817715.1
OG0000210	NP_001120852.1, NP_001372596.1, NP_001372601.1, NP_001372598.1, NP_001372599.1, NP_001372595.1, NP_110381.2, NP_001171477.2, NP_000322.3, NP_954630.2, NP_001372600.1	XP_031797477.1, XP_003773620.1
OG0000211	NP_001289978.1	XP_031802452.1
OG0000211	NP_291024.1, NP_001138416.1, NP_001138417.1	XP_031802454.1
OG0000211	NP_006088.2	XP_003757016.1, XP_031809824.1
OG0000213	NP_066953.1, XP_047295760.1, XP_047283958.1, NP_001137504.2, NP_001157733.1, NP_001157734.2, NP_001129261.2, NP_001355057.1, NP_001116540.1, NP_001137355.1	XP_031807358.1
OG0000214	NP_001009998.1, NP_116016.1, XP_006722728.1	XP_031804062.1
OG0000214	NP_001387270.1, NP_001381279.1	XP_031822954.1
OG0000215	NP_005773.3	XP_031821510.1
OG0000216	NP_001035718.1, NP_001035719.1, NP_001035720.1	XP_023352194.1
OG0000216	NP_001035717.1, XP_047278259.1, NP_114430.2, NP_001035714.1, NP_001035715.1	XP_023352195.1
OG0000219	NP_061820.1	XP_031796426.1
OG0000220	NP_001004706.1, NP_001004711.1, NP_001004705.1	XP_003774257.2, XP_003774496.2, XP_003774038.2
OG0000221	NP_001004700.2	XP_003774682.2
OG0000224	NP_001258604.1, XP_016866378.1, NP_001342386.1, NP_001306167.1	XP_031793038.1
OG0000225	NP_001182010.1	XP_031814870.1
OG0000227	NP_008997.1, XP_016883104.1, NP_861520.1, NP_001268373.1, NP_861521.1, NP_001268374.1	XP_031807424.1, XP_023350330.1, XP_003757771.1, XP_012395227.1
OG0000228	NP_001063.2	XP_031824146.1, XP_031824138.1, XP_031824140.1
OG0000228	NP_995584.1, NP_061966.1, NP_061951.1, NP_009051.1, NP_000454.1, NP_066307.1, NP_061948.1, NP_061950.2, NP_061949.3	XP_031824141.1
OG0000229	XP_011516977.2, NP_001239547.1, NP_055396.1, NP_001275916.1, XP_016870143.1, NP_001280122.1, NP_001280118.1, NP_055397.1	XP_012396288.1, XP_031810838.1, XP_031805196.1, XP_003759164.2
OG0000230	NP_001245288.1, NP_001245286.1, NP_001245287.1, NP_602293.1, NP_002140.2, XP_005246217.1	XP_003757917.1, XP_031807160.1
OG0000230	NP_002134.2, XP_005270849.1	XP_031818166.1, XP_003765484.1, XP_031818165.1
OG0000231	NP_001171672.1, NP_001372988.1, NP_115896.1	XP_003770432.1, XP_031824289.1, XP_023359666.1, XP_031824288.1
OG0000231	NP_733843.1, XP_011542461.1, NP_001017434.1	XP_031824290.1, XP_003768735.1
OG0000232	NP_001382345.1, NP_001362831.1, NP_001362832.1, NP_001362833.1, NP_001362830.1, NP_001362829.1, NP_056135.2, NP_001354422.1	XP_031815699.1
OG0000232	NP_001340852.1	XP_031800528.1
OG0000233	NP_005245.2, NP_001307839.1, XP_047288292.1, NP_057738.1, NP_002032.2, NP_057739.1, NP_852092.1	XP_031811050.1
OG0000235	NP_002023.2, NP_803431.1	XP_031797437.1
OG0000236	NP_001230155.2, NP_001335140.1, NP_001230161.1, NP_001335142.1, NP_001317534.1, NP_001230163.1, NP_001230165.1, NP_001230164.1, NP_001335143.1, NP_001335145.1, NP_001077431.1, NP_001230157.1, NP_001356499.1, NP_001356498.1, NP_001356507.1, NP_001356505.1, NP_001356510.1, NP_001356515.1, NP_001356504.1, NP_001335146.1, NP_001335147.1, NP_001230156.1, NP_001356496.1, NP_001356497.1, NP_001317533.1, NP_001356503.1, NP_001356502.1, NP_001356501.1, NP_001356500.1, NP_003190.1, NP_001293136.1, NP_001356511.1, NP_001335148.1, NP_001356512.1, NP_001230159.1, NP_001356513.1, NP_001356514.1, NP_001335149.1	XP_012396942.1
OG0000237	NP_001092047.1	XP_003765707.1
OG0000238	NP_001245214.1, NP_001372904.1, NP_001005494.1	XP_003772216.1, XP_003772238.1
OG0000241	NP_001004701.2	XP_003773837.1, XP_003773829.1
OG0000242	NP_001272983.1, NP_001272982.1	XP_023354544.2, XP_031805026.1
OG0000242	XP_047295750.1	XP_031804881.1, XP_012396109.2, XP_031804878.1
OG0000243	NP_001353072.1, NP_001353071.1, NP_001353083.1, NP_001353077.1, NP_001353081.1, NP_001353079.1, NP_001353080.1, NP_001353075.1, NP_996830.3, NP_996829.3, NP_996828.3, NP_079247.5, NP_996827.3, NP_066003.3, NP_001353070.1, NP_001353076.1, NP_001353078.1, NP_001007472.2, NP_001353074.1	XP_031799527.1
OG0000244	NP_660156.1, XP_047294230.1	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1
OG0000244	NP_060064.2	XP_031824763.1, XP_003759540.1
OG0000245	XP_011524989.1, NP_002021.3, NP_001180235.1, NP_002020.1, XP_006723183.1, NP_001453.1, NP_001005738.1	XP_012402288.3, XP_031819144.1, XP_012402718.2, XP_012408108.2
OG0000246	XP_047281638.1, NP_001310572.1, NP_001310574.1, NP_001310582.1, NP_001310573.1, NP_001310579.1, NP_001310580.1, NP_001310601.1, NP_001310576.1, NP_001310577.1, NP_001310578.1, NP_001310570.1, NP_001310602.1, NP_001310587.1, NP_001310589.1, NP_001310593.1, NP_001310590.1, NP_001310594.1, NP_001310586.1, NP_001310592.1, NP_001310571.1, NP_001310583.1, NP_001310588.1, NP_001310600.1, NP_001310584.1, NP_001310575.1, NP_001310567.1, NP_001310581.1, NP_001310585.1, NP_001310591.1, NP_001310595.1, NP_001167567.1, NP_001310603.1, NP_001310607.1, NP_001310604.1, NP_001167564.1, NP_001167565.1, NP_001310606.1, NP_001121600.1, NP_001310605.1, NP_001167566.1, NP_110378.3	XP_031795615.1
OG0000248	NP_001307195.1, NP_001003703.1, NP_001003697.1, NP_001676.2, NP_001307196.1, NP_001003701.1, NP_001003696.1	XP_012399824.1, XP_012399823.1
OG0000249	XP_047279558.1, NP_001184026.3, NP_001290343.1, NP_002760.1	XP_031795097.1
OG0000251	XP_005247403.1, NP_055188.1	XP_031813504.1
OG0000252	NP_001362761.1, XP_047301705.1, NP_001362766.1, NP_001362765.1, NP_001362767.1, NP_001362764.1, NP_001362762.1, NP_001362763.1, NP_001070737.1, NP_003378.3, NP_001362768.1	XP_012400297.1
OG0000254	NP_001020366.1, NP_001020365.1, NP_001257.4, XP_005255831.1	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1
OG0000255	NP_006344.1, NP_005508.1	XP_031818382.1
OG0000258	NP_066124.1, NP_001393672.1, NP_001393688.1, NP_001393689.1, NP_001393691.1, NP_001393690.1, NP_001393693.1, NP_001393699.1, NP_001342145.1, NP_001393696.1, NP_001393695.1, NP_001393694.1, NP_001393697.1, NP_001393692.1, NP_065681.1, NP_001393673.1, NP_001393702.1, NP_001393700.1, NP_001393707.1, NP_001393713.1, NP_001393705.1, NP_001393706.1, NP_001393704.1, NP_001393703.1, NP_001393701.1, NP_001393698.1, NP_001393722.1, NP_001393721.1, NP_001393723.1, NP_001393708.1, NP_001393709.1, NP_001393718.1, NP_001393717.1, NP_001393720.1, NP_001393719.1, NP_001393715.1, NP_001393712.1, NP_001393711.1, NP_001393716.1, NP_001393714.1, NP_001393710.1	XP_031812239.1
