Orthogroup	Homo_sapiens	Urocitellus_parryii
OG0000120	NP_000526.2, NP_001393797.1, NP_001393795.1, NP_001393811.1, NP_001393807.1, NP_001308944.1, NP_001393806.1, NP_001393808.1, NP_001393810.1, NP_001393809.1, NP_001393803.1, NP_001393814.1, NP_001393840.1, NP_001393815.1, NP_001393813.1, NP_001393802.1, NP_001393798.1, NP_001393830.1, NP_001393831.1, NP_001393835.1, NP_001308939.1, NP_001393836.1, NP_001393829.1, NP_001308935.1, NP_001393799.1, NP_001393837.1, NP_001393832.1, NP_001393801.1, NP_001393800.1, NP_001308943.1, XP_047276438.1, NP_001393805.1, NP_001393817.1, NP_001393816.1, NP_001308938.1, NP_001393804.1, NP_001308936.1, NP_001308937.1, NP_001393812.1, NP_001393838.1, NP_001308942.1, NP_001393833.1, NP_001393834.1, NP_001308940.1, NP_001308941.1, NP_001393839.1, NP_001308932.1, NP_001393823.1, NP_001393826.1, NP_001393825.1, NP_001393824.1, NP_001393822.1, NP_001393821.1, NP_001393820.1, NP_001393819.1, NP_001308934.1, NP_001308933.1, NP_001393818.1, NP_001393827.1, NP_001393828.1	XP_026259957.1
OG0000121	NP_001341405.1, NP_001341414.1, NP_001341421.1, NP_001341406.1, NP_060841.5, NP_001341409.1, NP_001341425.1, NP_001341424.1, NP_001341416.1, XP_006716423.1, NP_001341428.1, NP_001341420.1, NP_001341404.1, NP_001341427.1, NP_001341419.1, NP_001341418.1, NP_001341426.1, NP_001123990.1, NP_001341417.1, NP_001341412.1, NP_001341413.1, NP_001341410.1, NP_001341423.1	XP_026251634.1
OG0000122	NP_055179.1	XP_026247074.1
OG0000123	NP_003545.1, NP_003544.2	XP_026249709.1, XP_026249706.1
OG0000124	NP_001307679.1, XP_047298063.1	XP_026266929.1
OG0000124	NP_001269557.1, NP_001356008.1	XP_026237609.1
OG0000124	XP_005274571.1, NP_033667.2, NP_001660.2	XP_026237284.1
OG0000124	NP_001011719.1	XP_026235843.1
OG0000125	NP_002269.3	XP_026242669.1
OG0000125	NP_002268.2, NP_002270.1, NP_004129.2	XP_026242724.1, XP_026242670.1, XP_026242718.1
OG0000125	NP_001372943.1, XP_003403930.1	XP_026242611.1
OG0000126	XP_011541257.1, NP_001129958.1, NP_001157869.1, NP_001193560.1	XP_026257293.1, XP_026237995.1, XP_026257295.1
OG0000126	NP_001139634.1	XP_026238454.1
OG0000127	NP_001129729.1	XP_026258986.1
OG0000128	XP_006715012.1, NP_001273052.1, NP_005826.1, NP_001273054.1	XP_026263488.1
OG0000128	NP_005486.1, XP_024302062.1, NP_001273050.1	XP_026263508.1
OG0000130	NP_149419.2	XP_026256846.1
OG0000130	NP_001004750.1	XP_026256705.1
OG0000131	NP_001004489.1, NP_001004490.1, NP_001372982.1	XP_026236795.1, XP_026236791.1, XP_026236793.1
OG0000132	XP_024302185.1, NP_006725.3	XP_026253416.1, XP_026253412.1, XP_026253414.1, XP_026253415.1, XP_026253413.1, XP_026253410.1, XP_026253411.1
OG0000133	NP_001127951.1, XP_011539991.1, NP_060573.2	XP_026265758.1, XP_026265757.1
OG0000134	NP_001372675.1, NP_001372672.1, NP_001372676.1, NP_001372695.1, NP_001372692.1, NP_001372694.1, NP_001372697.1, NP_001372699.1, NP_001372698.1, NP_001372696.1, NP_001372693.1, XP_011519219.1, NP_001372673.1, NP_001372674.1, NP_001372681.1, NP_001372685.1, NP_001372686.1, NP_001372683.1, NP_001372684.1, NP_001372682.1, NP_001129206.1, NP_001372679.1, NP_001372708.1, NP_001372709.1, NP_001372704.1, NP_001372702.1, NP_001372706.1, NP_001372723.1, NP_001372718.1, NP_001372720.1, NP_001372730.1, NP_001372716.1, NP_001372717.1, NP_001372671.1, NP_001372670.1, NP_001372719.1, NP_001372722.1, NP_001372721.1, NP_001372724.1, NP_001372727.1, NP_001372728.1, NP_001035009.1, NP_001372725.1, NP_001372726.1, NP_001372729.1, NP_001372705.1, NP_001372669.1, NP_001372703.1, NP_001372668.1, NP_001372707.1, NP_001372680.1	XP_026259066.1
OG0000135	NP_001339760.1, NP_001339761.1, NP_001339764.1, NP_001339769.1, NP_001339778.1, NP_001339768.1, NP_001339766.1, NP_001339773.1, NP_001339777.1, NP_001339776.1, NP_001339762.1, NP_001339770.1, NP_001339767.1, NP_001339755.1, NP_001339775.1, NP_001339772.1, NP_001339771.1, NP_001339774.1, NP_001339763.1, NP_001339758.1, NP_001339765.1, NP_001339759.1, NP_001339756.1, NP_001339757.1, NP_001339779.1	XP_026250197.1
OG0000136	XP_016869437.1, NP_001364927.1, NP_001364918.1, NP_671722.1, NP_001364926.1	XP_026264277.1, XP_026264276.1, XP_026264275.1
OG0000137	NP_036497.1	XP_026265173.1
OG0000137	NP_001001659.1	XP_026265174.1
OG0000137	NP_001005480.2	XP_026265175.1
OG0000138	NP_001005329.1, NP_001004748.1	XP_026256847.1
OG0000139	XP_005270393.1, NP_079112.1	XP_026236254.1, XP_026236259.1, XP_026236250.1, XP_026236256.1, XP_026236258.1, XP_026236255.1, XP_026236249.1, XP_026236251.1, XP_026236257.1, XP_026236253.1
OG0000140	NP_001336454.1, NP_001336442.1, NP_001276024.1, NP_001336422.1, NP_001336421.1	XP_026257802.1
OG0000141	NP_001001657.1	XP_026268094.1, XP_026237419.1, XP_026238596.1, XP_026237467.1, XP_026237468.1, XP_026237463.1, XP_026237466.1, XP_026237469.1, XP_026238377.1, XP_026237464.1
OG0000142	NP_001341014.1, NP_001341028.1, NP_001341019.1, NP_001341013.1, NP_001341018.1, NP_001341011.1, NP_001341009.1, NP_001341015.1, NP_001341016.1, NP_001341017.1, NP_001341030.1, NP_001341031.1, NP_001341010.1, NP_001341020.1, NP_001341007.1, NP_001341021.1, NP_001341008.1, NP_001341025.1, NP_001341026.1, NP_001341023.1, NP_079222.1, NP_001341032.1, NP_001341024.1, NP_001341029.1, NP_001341012.1, XP_047290624.1, NP_001341027.1	XP_026251487.1
OG0000143	NP_003082.1, NP_937859.1, NP_001387693.1, NP_001387694.1	XP_026267021.1
OG0000144	NP_001269936.2, NP_001374249.1, NP_001339382.2, NP_001374250.1, NP_001269937.2, NP_001269935.2, NP_001339391.2, NP_001374248.1, NP_001339379.2, NP_001374244.1, NP_001374247.1, NP_001269932.2, NP_001374245.1, NP_001339390.2, NP_001339389.2, NP_001269933.2, NP_001374246.1, NP_001374241.1, NP_001269934.2, NP_001374243.1, NP_001374242.1, NP_001269924.2, NP_001269926.2, NP_001269928.2, NP_001269927.2, NP_001269930.2, NP_001269929.2, NP_001339384.2, NP_001339392.2, NP_001339393.2, NP_001374230.1, NP_001374228.1, NP_001374229.1, NP_001374227.1, NP_001374231.1, NP_001374234.1, NP_001269931.2, NP_001374233.1, NP_001374232.1, NP_001339383.2, NP_001339381.2, NP_001076799.2, NP_001339388.2, NP_001374238.1, NP_001374239.1, NP_001374240.1, NP_001374237.1, NP_001374235.1, NP_003425.3, NP_001374236.1, NP_001374226.1, NP_001339387.2, NP_001339386.2, NP_001339385.2, NP_001339380.2	XP_026256477.1
OG0000145	NP_671512.1, XP_005269732.1	XP_026264744.1, XP_026264745.1, XP_026264742.1, XP_026264743.1
OG0000146	NP_976324.2, NP_001364891.1, NP_001364893.1, NP_001364889.1, NP_001364890.1, NP_001364892.1, XP_011515331.1	XP_026238756.1, XP_026238746.1, XP_026238765.1, XP_026238772.1
OG0000147	NP_002900.2, NP_006498.1	XP_026251870.1
OG0000147	XP_005264192.1, NP_001008388.1, NP_620355.1, NP_620354.1, NP_002571.1	XP_026251867.1
OG0000148	NP_001005503.2, NP_001372962.1	XP_026267806.1
OG0000149	NP_001243143.1	XP_026259522.1
OG0000149	NP_000693.1	XP_026263723.1
OG0000149	NP_001153705.1, NP_000692.2	XP_026249891.1
OG0000149	NP_653300.2	XP_026263726.1
OG0000150	NP_001352334.1, NP_001352335.1	XP_026238430.1, XP_026237897.1, XP_026237898.1, XP_026237900.1, XP_026237899.1, XP_026237901.1, XP_026237903.1, XP_026238356.1, XP_026248438.1, XP_026269077.1, XP_026237896.1
OG0000151	NP_659412.3	XP_026249932.1
OG0000153	NP_001005183.1	XP_026238093.1, XP_026237755.1
OG0000156	NP_862828.1	XP_026259518.1
OG0000156	NP_001240727.1, NP_001304044.1, XP_011525378.1, NP_001304050.1, NP_061025.5, NP_001304047.1, NP_001304048.1, NP_001304049.1, NP_001304046.1, NP_001304045.1, NP_001304043.1, NP_001240729.1, NP_001073375.1, NP_001240728.1, NP_001240730.1, NP_001073376.1, NP_001304042.1	XP_026238050.1
OG0000157	NP_001949.1	XP_026269250.1
OG0000157	NP_001393.1	XP_026249807.1
OG0000158	NP_057004.1	XP_026240664.1
OG0000158	NP_001021.1	XP_026268724.1
OG0000160	NP_000991.1	XP_026268037.1
OG0000161	NP_003951.3	XP_026267513.1, XP_026238663.1, XP_026267512.1
OG0000163	NP_001129582.1, NP_004338.3, NP_001129584.1, NP_001129581.1, XP_011541321.1, NP_150649.1, NP_001216.1	XP_026248253.1
OG0000163	NP_150635.1, NP_150636.1, NP_001244047.1, NP_150634.1, XP_016873882.2, NP_001244048.1, NP_001214.1	XP_026248265.1
OG0000164	NP_001191787.1	XP_026253089.1
OG0000164	NP_005639.1	XP_026253091.1
OG0000164	XP_011515883.1, NP_001191793.1, NP_001191792.1	XP_026253092.1
OG0000165	NP_001374341.1, NP_001137239.1, NP_001374334.1, NP_877432.1, NP_001374340.1, NP_001137241.1, NP_001137243.1, NP_001137242.1, NP_001137240.1, NP_001137238.1, XP_016871352.1	XP_026258117.1, XP_026258109.1, XP_026258115.1, XP_026258113.1, XP_026258116.1, XP_026258114.1, XP_026258111.1, XP_026258110.1, XP_026258108.1, XP_026258112.1, XP_026258107.1
OG0000166	NP_001364214.1, NP_149988.1, NP_001364215.1, NP_001364213.1, NP_001364212.1, NP_001303897.1, NP_001364216.1, NP_001364217.1, NP_001303898.1	XP_026250823.1, XP_026250824.1
OG0000167	NP_775746.1	XP_026258272.1, XP_026258273.1
OG0000168	NP_000990.1	XP_026267488.1
OG0000170	NP_000719.1, NP_001029125.1, NP_001365879.1	XP_026254811.1, XP_026254785.1
OG0000170	NP_001029124.1	XP_026254784.1
OG0000172	NP_001273602.1, NP_003693.2	XP_026250205.1
OG0000172	XP_047274590.1, NP_036551.3	XP_026255734.1
OG0000172	XP_011526786.1, NP_001034556.1, NP_005864.1	XP_026269299.1
OG0000173	XP_016866663.1, NP_001028736.1	XP_026250864.1, XP_026250861.1, XP_026250862.1, XP_026250863.1
OG0000174	NP_848515.1, NP_055172.1, NP_848517.1, NP_848516.1, NP_848130.1, NP_848520.1, NP_848521.1, NP_848518.1, NP_848522.1, NP_115952.1	XP_026235980.1, XP_026235982.1, XP_026235981.1
OG0000175	XP_011518540.1, NP_065980.1, NP_001245348.1	XP_026260198.1
OG0000176	XP_016872576.1, NP_964011.2	XP_026262355.1
OG0000177	NP_001257693.1	XP_026240024.1, XP_026240023.1
OG0000178	XP_047304053.1, NP_001362392.1, NP_001374596.1, NP_001362386.1, NP_001362391.1, NP_001362389.1, NP_001374593.1, NP_001362385.1, NP_001374594.1, NP_001362384.1, NP_001374600.1, NP_001374601.1, NP_001374598.1, NP_001374602.1, NP_005569.1, NP_001374603.1, NP_001374599.1, NP_001362387.1, NP_001161143.1, NP_001362394.1, NP_001362388.1, NP_001362393.1, NP_001374592.1, NP_001362390.1, NP_001374595.1, NP_001374597.1, NP_001374608.1, NP_001374611.1, NP_001374609.1, NP_001374612.1, NP_001374607.1, NP_001374606.1, NP_001374610.1, NP_001161144.1	XP_026245161.1
OG0000179	NP_000758.1	XP_026236812.1
OG0000180	NP_066978.1, NP_055072.3	XP_026267620.1, XP_026270750.1, XP_026270742.1, XP_026270714.1
OG0000182	NP_001029344.4, NP_219480.1	XP_026270826.1, XP_026270821.1
OG0000183	NP_001333240.1, NP_001192048.1, NP_001333241.1, NP_001333243.1, NP_001333244.1, NP_001333247.1, NP_001333246.1, NP_001333245.1, NP_001333242.1	XP_026254865.1
OG0000184	NP_001363071.1, NP_001337029.1, NP_001363072.1, NP_001363053.1, NP_001363050.1, NP_001363044.1, NP_001363079.1, NP_001363046.1, NP_001073881.2, NP_001363043.1, NP_001363056.1, NP_001363086.1, NP_001363047.1, NP_001363045.1, NP_001363049.1, NP_001363042.1, NP_001363055.1, NP_001363052.1, NP_001337028.1, NP_001363054.1, NP_001363051.1, NP_001363081.1, NP_001363041.1, NP_001363048.1, NP_001363057.1, XP_047303797.1	XP_026240862.1
OG0000185	NP_001092880.1, NP_001092881.1, NP_001171656.1, NP_055525.3	XP_026235921.1, XP_026235918.1, XP_026235917.1, XP_026235922.1, XP_026235920.1, XP_026235923.1, XP_026235919.1
OG0000188	NP_000509.1, NP_000510.1	XP_026256750.1, XP_026256706.1
OG0000188	NP_000550.2, NP_000175.1	XP_026256763.1
OG0000189	NP_055284.3	XP_026270818.1
OG0000190	NP_443138.2	XP_026265954.1
OG0000191	NP_001373968.1, NP_001373975.1, NP_001373971.1, NP_001373973.1, XP_011533890.1, NP_001373974.1, NP_001373969.1, NP_001373976.1, NP_705840.2, NP_001373970.1, NP_001373972.1	XP_026250850.1, XP_026250848.1, XP_026250851.1, XP_026250849.1, XP_026250846.1, XP_026250852.1
OG0000193	NP_001136000.1, NP_085142.1, NP_001136001.1, NP_001135997.1, NP_001337198.1, NP_001136002.1, NP_001135999.1, NP_001135998.1, NP_001135996.1, NP_001337197.1, NP_001337199.1	XP_026235764.1
OG0000194	NP_001311204.1, NP_001311203.1, NP_001165379.1, NP_001013867.1, XP_005274755.1, NP_001311209.1, NP_001311206.1, NP_001311207.1, NP_835225.2, NP_001165378.1, NP_001311208.1, NP_001311205.1, NP_001165380.1	XP_026236657.1, XP_026236659.1, XP_026236656.1, XP_026236660.1, XP_026236658.1
OG0000195	NP_001306009.1, NP_665906.1, NP_001306011.1, NP_001306007.1, NP_001306008.1, NP_001306010.1, NP_665908.1	XP_026239254.1
OG0000196	NP_001013376.2, NP_001005213.1	XP_026236211.1, XP_026236238.1
OG0000197	NP_001164580.1, NP_001164582.1, NP_001164581.1, NP_775969.1, XP_006724704.1	XP_026268139.1
OG0000197	NP_690002.2	XP_026247348.1
OG0000198	NP_003408.1, XP_047295680.1	XP_026237449.1, XP_026237448.1
OG0000198	NP_006626.3, NP_009067.2	XP_026237461.1
OG0000198	XP_047294210.1, NP_001007249.1	XP_026247067.1
OG0000199	NP_001018657.1, NP_001277123.1, NP_001018654.1, NP_001018656.1, NP_612382.1, NP_001277119.1, NP_001277122.1, NP_001277118.1, NP_001277120.1, NP_001277117.1, NP_001018655.1, NP_001277121.1	XP_026236945.1, XP_026236944.1, XP_026236943.1, XP_026236942.1
OG0000200	NP_001127958.1	XP_026237293.1
OG0000200	NP_002044.2, NP_060754.2	XP_026259116.1
OG0000201	NP_001308279.1, NP_443120.2	XP_026264052.1
OG0000202	XP_011529985.1, NP_689833.1, NP_001244954.1	XP_026251635.1
OG0000202	NP_001401833.1	XP_026251591.1
OG0000202	NP_001382999.1	XP_026251589.1, XP_026258353.1
OG0000203	NP_001363254.1, NP_001363255.1, NP_001363256.1, NP_001341291.1, NP_001363257.1, NP_001341281.1, NP_001363260.1, NP_001363261.1, NP_001341282.1, NP_001363236.1, NP_001341283.1, NP_001363245.1, NP_001363243.1, NP_001006637.1, NP_001363238.1, NP_001363244.1, NP_001158101.1, NP_001363239.1, NP_001363241.1, NP_001341290.1, NP_001363240.1, NP_001363237.1, NP_001363235.1, XP_047301797.1, NP_001271167.1, NP_001341284.1, NP_001363258.1, NP_001341279.1, NP_001341280.1, NP_001271163.1, NP_001363242.1, NP_001363251.1, NP_078935.2, NP_001363250.1, NP_001363252.1, NP_001363253.1, NP_001363249.1, NP_001363248.1, NP_001271162.1, NP_001363247.1, NP_001363246.1, NP_001341289.1, NP_001271164.1, NP_001341285.1, NP_001363259.1, NP_001341287.1	XP_026244830.1
OG0000204	NP_001265415.1, NP_001265414.1, NP_001380366.1, XP_047282679.1, NP_001380371.1, NP_001380369.1, NP_001380368.1, NP_001380367.1, NP_001380370.1	XP_026256807.1
OG0000205	NP_001274268.1, NP_001073138.1, NP_001274267.1, NP_112187.2, XP_047286649.1, NP_001274266.1	XP_026249445.1, XP_026249446.1, XP_026249447.1, XP_026249444.1, XP_026249443.1
OG0000206	NP_001382576.1, NP_001382575.1, NP_443185.1, NP_001304738.1, XP_011531634.1, NP_001304740.1, NP_001304739.1	XP_026262288.1
OG0000206	NP_001382574.1	XP_026262279.1
OG0000207	NP_001091669.1, NP_001248381.1, NP_001376374.1, NP_001248384.1, NP_001248383.1, NP_005270.2, XP_047299924.1, NP_001248382.1	XP_026250373.1, XP_026250374.1, XP_026250372.1
OG0000208	NP_001004308.2, NP_001382291.1	XP_026252554.1
OG0000209	NP_003158.2	XP_026237644.1, XP_026238172.1, XP_026238245.1, XP_026238270.1
OG0000211	NP_001289978.1	XP_026250304.1
OG0000211	NP_001138416.1	XP_026250307.1
OG0000211	NP_006088.2	XP_026239111.1, XP_026239110.1
OG0000213	XP_047295760.1, XP_047283958.1, NP_001137504.2, NP_001157733.1, NP_001157734.2, NP_001129261.2, NP_001355057.1, NP_001116540.1, NP_001137355.1	XP_026255250.1
OG0000214	NP_001009998.1, NP_116016.1, XP_006722728.1	XP_026245568.1
OG0000214	NP_663768.1	XP_026237800.1
OG0000214	NP_001387270.1, NP_001381279.1	XP_026250337.1
OG0000215	NP_005773.3	XP_026266594.1
OG0000216	NP_001035715.1	XP_026240715.1
OG0000217	NP_001135898.1, NP_001135903.1, NP_001135901.1, NP_001135904.1, NP_001135896.1, NP_001135891.1, NP_036418.1, NP_001135900.1, NP_001135893.1, NP_001135895.1, NP_001135902.1, NP_001135894.1, NP_001135892.1, NP_001135897.1, NP_001135890.1, NP_001135899.1	XP_026258660.1, XP_026258659.1
OG0000218	XP_011529119.1, NP_001229423.1, NP_001229418.1, NP_001363989.1, NP_001374635.1, NP_001363990.1, NP_001308110.1, NP_001229422.1, NP_001229419.1, NP_001308111.1, NP_001308115.1, NP_001229420.1, NP_001229426.1, NP_001308117.1, NP_001229425.1, NP_001363992.1, NP_001093154.1, NP_001308112.1, NP_001308107.1, NP_054857.2, NP_001363991.1, NP_001308109.1, NP_001308116.1, NP_001229424.1, NP_001229421.1, NP_001308108.1	XP_026263177.1
OG0000219	NP_061820.1	XP_026247803.1, XP_026256016.1
OG0000220	NP_001004711.1	XP_026267412.1
OG0000221	NP_001004700.2	XP_026235035.1, XP_026235400.1, XP_026235034.1
OG0000222	NP_001278240.1, NP_036400.2, NP_001026866.1	XP_026267330.1, XP_026267333.1, XP_026267334.1, XP_026267331.1, XP_026267332.1
OG0000223	NP_001129978.2	XP_026238071.1, XP_026238018.1
OG0000223	NP_955384.3, XP_047282873.1, NP_001380987.1, NP_001380988.1, NP_543142.2, XP_016872648.1	XP_026238212.1, XP_026238374.1, XP_026238017.1
OG0000224	NP_001258604.1, XP_016866378.1, NP_001342386.1, NP_001306167.1	XP_026253016.1, XP_026253021.1, XP_026253020.1, XP_026253019.1, XP_026253022.1, XP_026253017.1, XP_026253014.1, XP_026253018.1, XP_026253015.1
OG0000225	NP_001182010.1	XP_026270364.1
OG0000226	NP_061880.2, NP_001171697.1, NP_001009584.1, XP_011529278.1	XP_026235766.1, XP_026235767.1
OG0000227	NP_008997.1, XP_016883104.1, NP_861520.1, NP_001268373.1, NP_861521.1, NP_001268374.1	XP_026239017.1, XP_026239015.1, XP_026239019.1, XP_026239021.1, XP_026239018.1, XP_026239014.1, XP_026239016.1
OG0000228	NP_001063.2	XP_026251805.1
OG0000228	NP_061966.1, NP_061951.1, NP_009051.1	XP_026251807.1
OG0000228	NP_000454.1	XP_026251806.1
OG0000229	NP_055396.1, NP_001275916.1, XP_016870143.1, NP_001280122.1, NP_001280118.1, NP_055397.1	XP_026251381.1
OG0000230	NP_001245288.1, NP_001245286.1, NP_001245287.1, NP_602293.1, NP_002140.2, XP_005246217.1	XP_026251067.1, XP_026250921.1, XP_026250988.1, XP_026250847.1
OG0000230	XP_005270849.1	XP_026262630.1
OG0000231	NP_001171672.1, NP_001372988.1, NP_115896.1	XP_026270331.1
OG0000231	NP_733843.1, XP_011542461.1, NP_001017434.1	XP_026254007.1, XP_026254006.1
OG0000232	NP_001362833.1, NP_001362830.1, NP_001362829.1, NP_056135.2, NP_001354422.1	XP_026244843.1
OG0000232	NP_001340852.1	XP_026268124.1
OG0000233	XP_047288292.1	XP_026246449.1
OG0000236	NP_001230155.2, NP_001335140.1, NP_001230161.1, NP_001335142.1, NP_001317534.1, NP_001230163.1, NP_001230165.1, NP_001230164.1, NP_001335143.1, NP_001335145.1, NP_001077431.1, NP_001230157.1, NP_001356499.1, NP_001356498.1, NP_001356507.1, NP_001356505.1, NP_001356510.1, NP_001356515.1, NP_001356504.1, NP_001335146.1, NP_001335147.1, NP_001230156.1	XP_026265741.1
OG0000238	NP_001245214.1	XP_026254256.1
OG0000238	NP_001372904.1, NP_001005494.1	XP_026254268.1, XP_026254239.1
OG0000241	NP_001004701.2	XP_026235032.1, XP_026237433.1, XP_026237432.1, XP_026237112.1
OG0000242	NP_001272983.1, NP_001272982.1	XP_026238591.1, XP_026238497.1
OG0000242	XP_016870876.1	XP_026238579.1, XP_026235614.1, XP_026237959.1, XP_026238235.1
OG0000242	XP_047295750.1	XP_026238643.1
OG0000243	NP_001353076.1, NP_001353078.1, NP_001007472.2, NP_001353074.1	XP_026245000.1
OG0000244	NP_660156.1, XP_047294230.1	XP_026270469.1
OG0000244	NP_060064.2	XP_026238521.1
OG0000245	XP_011524989.1, NP_002021.3	XP_026237822.1
OG0000245	XP_006723183.1, NP_001453.1, NP_001005738.1	XP_026238690.1
OG0000246	XP_047281638.1, NP_001310572.1, NP_001310574.1, NP_001310582.1, NP_001310573.1, NP_001310579.1, NP_001310580.1, NP_001310601.1, NP_001310576.1, NP_001310577.1, NP_001310578.1, NP_001310570.1, NP_001310602.1, NP_001310587.1, NP_001310589.1, NP_001310593.1, NP_001310590.1, NP_001310594.1, NP_001310586.1, NP_001310592.1, NP_001310571.1, NP_001310583.1, NP_001310588.1, NP_001310600.1, NP_001310584.1, NP_001310575.1, NP_001310567.1, NP_001310581.1, NP_001310585.1, NP_001310591.1, NP_001310595.1, NP_001167567.1, NP_001310603.1, NP_001310607.1, NP_001310604.1, NP_001167564.1, NP_001167565.1, NP_001310606.1, NP_001121600.1, NP_001310605.1, NP_001167566.1, NP_110378.3	XP_026258095.1
OG0000247	NP_001304826.1, NP_001304825.1, NP_777581.1, XP_047305699.1	XP_026243042.1
OG0000248	NP_001307195.1, NP_001003703.1, NP_001003697.1, NP_001676.2, NP_001307196.1, NP_001003701.1, NP_001003696.1	XP_026267515.1
OG0000249	XP_047279558.1, NP_001184026.3, NP_001290343.1, NP_002760.1	XP_026268498.1
OG0000251	XP_005247403.1, NP_055188.1	XP_026250757.1
OG0000252	NP_001362761.1, XP_047301705.1, NP_001362766.1, NP_001362765.1, NP_001362767.1, NP_001362764.1, NP_001362762.1, NP_001362763.1, NP_001070737.1, NP_003378.3, NP_001362768.1	XP_026261410.1
OG0000254	NP_001020366.1, NP_001020365.1, NP_001257.4, XP_005255831.1	XP_026248072.1
OG0000256	NP_002248.1	XP_026262141.1
OG0000256	NP_001639.1, NP_001243009.1, NP_005542.1	XP_026262107.1
OG0000258	NP_066124.1, NP_001393672.1, NP_001393688.1, NP_001393689.1, NP_001393691.1, NP_001393690.1, NP_001393693.1, NP_001393699.1, NP_001342145.1, NP_001393696.1, NP_001393695.1, NP_001393694.1, NP_001393697.1, NP_001393692.1, NP_065681.1, NP_001393673.1, NP_001393702.1, NP_001393700.1, NP_001393707.1, NP_001393713.1, NP_001393705.1, NP_001393706.1, NP_001393704.1, NP_001393703.1, NP_001393701.1, NP_001393698.1, NP_001393722.1, NP_001393721.1, NP_001393723.1, NP_001393708.1, NP_001393709.1, NP_001393718.1, NP_001393717.1, NP_001393720.1, NP_001393719.1, NP_001393715.1, NP_001393712.1, NP_001393711.1, NP_001393716.1, NP_001393714.1, NP_001393710.1	XP_026255332.1
