Orthogroup	Homo_sapiens	Sus_scrofa
OG0000100	NP_001269468.1	XP_020953151.1, XP_020953150.1, XP_020953153.1, XP_020953154.1, XP_020953149.1, XP_020953152.1
OG0000100	NP_005264.2	XP_020941908.1, XP_003481037.1
OG0000101	NP_001382119.1	XP_013842975.1
OG0000101	NP_062543.1, NP_001027565.1	XP_020935324.1
OG0000102	NP_001067.2, XP_054184520.1, NP_001068.1, NP_001065.2, NP_001066.1, XP_016864074.1, XP_016863792.1, NP_444267.1, XP_011529852.1, NP_001064.1, NP_066962.2	NP_001231053.1, XP_013853463.2, XP_020957063.1, XP_003357000.2
OG0000103	NP_001240837.1, NP_001345.1, NP_001344.2, NP_001809.4	NP_001038035.1, NP_001038034.1
OG0000103	NP_001382901.1, XP_047281112.1	NP_001033715.2, XP_020919727.1
OG0000104	NP_443173.2, NP_997281.2	XP_020945969.1
OG0000104	NP_940862.2	XP_005663763.3, XP_005663765.3
OG0000105	NP_077021.1	XP_020918329.1, XP_020918323.1, XP_020918326.1, XP_020918310.1, XP_020918316.1, XP_020918321.1, XP_020918318.1, XP_020918325.1, XP_020918332.1, XP_020918335.1, XP_020918299.1, XP_020918313.1, XP_020918319.1, XP_020918336.1, XP_020918322.1, XP_020918308.1, XP_020918320.1, XP_020918324.1, XP_020918330.1, XP_020918301.1, XP_020918309.1, XP_020918333.1, XP_020918302.1, XP_020918312.1, XP_020918300.1, XP_020918327.1, XP_020918314.1, XP_020918304.1, XP_020918305.1, XP_020918331.1, XP_020918303.1, XP_020918311.1, XP_020918334.1, XP_020918307.1, XP_020918315.1
OG0000106	XP_011513765.1, NP_067046.1	XP_003134933.1
OG0000106	NP_001311387.1, NP_001311388.1, NP_037424.2	NP_001006592.1
OG0000106	NP_000423.2	XP_005670706.1, NP_998956.1
OG0000106	NP_612412.2	XP_005661989.2
OG0000107	NP_001005323.1	XP_020940701.1, XP_020940702.1
OG0000108	NP_001008492.1, NP_001307960.1, NP_001307964.1, NP_001307963.1, NP_001307959.1, NP_001307962.1, NP_001307961.1, NP_001336231.1, NP_001336218.1, NP_001008491.1, NP_001269902.1, NP_001336217.1, NP_006146.1, NP_004395.1, NP_001336219.1, NP_001336220.1, NP_001336216.1, XP_024308688.1, NP_001269901.1, NP_001307958.1, NP_001336235.1, NP_001336233.1, NP_001336234.1, NP_001336237.1, NP_001336243.1, NP_001336242.1, NP_001336240.1, NP_001336244.1, NP_001336239.1, NP_001336241.1, NP_001336238.1, NP_001336236.1	XP_020930254.1, NP_001230722.1
OG0000109	NP_063950.2	XP_020921609.1
OG0000110	XP_011522164.2, NP_001172.1, NP_550434.1, NP_001188281.1, NP_550435.1, NP_550436.1	XP_005669254.1
OG0000110	XP_011522163.1, NP_001662.1, NP_001184145.1	XP_013843394.1, NP_001231387.1
OG0000110	XP_011521915.1	XP_020921972.1
OG0000111	NP_001243791.1, NP_001243782.1, NP_001229255.1, NP_001229261.1, NP_001243796.1, NP_001229256.1, NP_001229260.1, NP_001229257.1, NP_001229259.1, NP_001229258.1, NP_001243790.1, NP_001243789.1, NP_001243792.1, NP_001243783.1, NP_001243788.1, NP_001243823.2, NP_001243786.1, NP_001243784.1, NP_001243781.1, NP_001243798.1, NP_001243801.1, NP_001243803.1, NP_001243800.1, NP_001243802.1, NP_958804.2	XP_020937408.1, XP_020937407.1, XP_003359505.2
OG0000113	NP_001012997.1, NP_001006934.1, NP_116315.1, NP_001354719.1	XP_003360440.1, XP_013846419.1, XP_005657953.1, XP_020935581.1
OG0000114	NP_005201.2, XP_016858891.1	XP_001928677.1
OG0000114	NP_008822.2	XP_020931001.1
OG0000114	NP_066269.1, XP_054188132.1	XP_020931295.1
OG0000115	NP_001399849.1, NP_001399844.1, NP_001399847.1	XP_020946634.1, NP_001153898.1
OG0000115	NP_001019399.1, NP_001649.1	NP_001153899.1
OG0000116	NP_871622.1, XP_047273646.1	XP_005661779.2
OG0000116	NP_057067.1	XP_003134909.1
OG0000116	NP_003329.1	NP_001072142.1
OG0000117	NP_001001918.1	XP_005653031.1, XP_003124427.2, XP_003124263.1, XP_003124420.2
OG0000118	NP_001371270.1, NP_001371264.1, NP_705895.1, NP_001371266.1, NP_001371272.1, NP_001371269.1, NP_001371274.1, NP_001371267.1, NP_001371268.1, NP_001371265.1, NP_001371271.1, NP_109377.1, NP_001371273.1, NP_001371275.1	XP_020934700.1, XP_020934703.1, XP_020934702.1, XP_020934698.1, XP_005673358.1, XP_020934699.1, XP_020934704.1, XP_020934701.1, XP_013841228.1, XP_020934697.1
OG0000119	NP_001091678.1, NP_001091674.1, NP_001091676.1, NP_001091677.1, NP_001091675.1, NP_004957.1	XP_005671057.1, XP_020929555.1, XP_001929089.1, XP_020929551.1, XP_020929556.1, XP_013838717.1, XP_020929554.1, XP_020929553.1, XP_005671058.1, XP_005671056.1, XP_013838718.1
OG0000120	NP_000526.2, NP_001393797.1, NP_001393795.1, NP_001393811.1, NP_001393807.1, NP_001308944.1, NP_001393806.1, NP_001393808.1, NP_001393810.1, NP_001393809.1, NP_001393803.1, NP_001393814.1, NP_001393840.1, NP_001393815.1, NP_001393813.1, NP_001393802.1, NP_001393798.1, NP_001393830.1, NP_001393831.1, NP_001393835.1, NP_001308939.1, NP_001393836.1, NP_001393829.1, NP_001308935.1, NP_001393799.1, NP_001393837.1, NP_001393832.1, NP_001393801.1, NP_001393800.1, NP_001308943.1, XP_047276438.1, NP_001393805.1, NP_001393817.1, NP_001393816.1, NP_001308938.1, NP_001393804.1, NP_001308936.1, NP_001308937.1, NP_001393812.1, NP_001393838.1, NP_001308942.1, NP_001393833.1, NP_001393834.1, NP_001308940.1, NP_001308941.1, NP_001393839.1, NP_001308932.1, NP_001393823.1, NP_001393826.1, NP_001393825.1, NP_001393824.1, NP_001393822.1, NP_001393821.1, NP_001393820.1, NP_001393819.1, NP_001308934.1, NP_001308933.1, NP_001393818.1, NP_001393827.1, NP_001393828.1	XP_003124331.1
OG0000121	NP_001341405.1, NP_001341414.1, NP_001341421.1, NP_001341406.1, NP_060841.5, NP_001341409.1, NP_001341425.1, NP_001341424.1, NP_001341416.1, XP_006716423.1, NP_001341428.1, NP_001341420.1, NP_001341404.1, NP_001341427.1, NP_001341419.1, NP_001341418.1, NP_001341426.1, NP_001123990.1, NP_001341417.1, NP_001341412.1, NP_001341413.1, NP_001341410.1, NP_001341423.1	XP_020933838.1, XP_020933335.1
OG0000122	NP_055179.1	XP_020952890.1
OG0000123	NP_003545.1, NP_003544.2	XP_020923328.1, XP_020923329.1, XP_020923330.1
OG0000124	NP_001307679.1, XP_047298063.1	XP_020936177.1, XP_020936616.1
OG0000124	NP_001269557.1, NP_001356008.1	XP_020935144.1, NP_001231049.1
OG0000124	NP_001188468.1, NP_004033.2, NP_001188467.1, XP_011543824.1	XP_020936605.1, XP_020935838.1
OG0000124	XP_005274571.1, NP_033667.2, NP_001660.2	XP_020935449.1
OG0000125	NP_002269.3	XP_003131481.2
OG0000125	NP_002268.2, NP_002270.1, NP_004129.2	NP_001231824.1, XP_003131478.3, XP_005653958.1, XP_003358093.2
OG0000126	NP_077019.2	XP_020919596.1
OG0000126	XP_011541257.1, NP_001129958.1, NP_001157869.1, NP_001193560.1	XP_005667275.2, XP_020919598.1
OG0000126	NP_001139634.1	XP_020918285.1
OG0000127	NP_001129729.1	XP_020957348.1, XP_013834428.1, XP_013834434.1, XP_020957350.1, XP_020957351.1, XP_013834430.1, XP_013834426.1, XP_013834425.1
OG0000128	NP_001091956.1, NP_006623.2	XP_020954076.1
OG0000128	XP_016866688.2, NP_005065.2	XP_020953970.1, NP_999509.1
OG0000128	XP_006715012.1, NP_001273052.1, NP_005826.1, NP_001273054.1	XP_020954079.1
OG0000128	NP_005486.1, XP_024302062.1, NP_001273050.1	XP_020954067.1
OG0000129	XP_054184397.1, NP_714543.1, XP_047274640.1, NP_000837.3, NP_000838.3	XP_003128840.1, NP_999554.2
OG0000130	NP_001005567.2, NP_001382181.1	XP_003360678.2
OG0000130	NP_149419.2, NP_149420.4	XP_003129579.1, XP_020918036.1
OG0000130	NP_001004750.1	XP_020918025.1
OG0000131	NP_001004489.1, NP_001004490.1, NP_001372982.1	XP_020917979.1, XP_020958303.1, XP_020917980.1
OG0000132	XP_024302185.1, NP_006725.3	XP_020928093.1, XP_020928059.1, XP_020928078.1, XP_005659224.1, XP_020928086.1, XP_020928038.1, XP_020928064.1, XP_020928048.1, XP_020928069.1, XP_020928080.1, XP_020928100.1, XP_020928034.1, XP_020928044.1, XP_020928051.1
OG0000133	NP_001127951.1, XP_011539991.1, NP_060573.2	XP_020945959.1, XP_020945962.1, XP_020945960.1, XP_020945955.1, XP_005663754.1, XP_020945956.1, XP_020945958.1, XP_020945953.1, XP_005663756.1, XP_005663755.1, XP_020945961.1, XP_020945954.1, XP_013852855.1
OG0000134	NP_001372681.1, NP_001372685.1, NP_001372686.1, NP_001372683.1, NP_001372684.1, NP_001372682.1, NP_001129206.1, NP_001372679.1, NP_001372708.1, NP_001372709.1, NP_001372704.1, NP_001372702.1, NP_001372706.1, NP_001372723.1, NP_001372718.1, NP_001372720.1, NP_001372730.1, NP_001372716.1, NP_001372717.1, NP_001372671.1, NP_001372670.1, NP_001372719.1, NP_001372722.1, NP_001372721.1, NP_001372724.1, NP_001372727.1, NP_001372728.1, NP_001035009.1, NP_001372725.1, NP_001372726.1, NP_001372729.1, NP_001372705.1, NP_001372669.1, NP_001372703.1, NP_001372668.1, NP_001372707.1, NP_001372680.1	XP_020948074.1
OG0000135	NP_001339760.1, NP_001339761.1, NP_001339764.1, NP_001339769.1, NP_001339778.1, NP_001339768.1, NP_001339766.1, NP_001339773.1, NP_001339777.1, NP_001339776.1, NP_001339762.1, NP_001339770.1, NP_001339767.1, NP_001339755.1, NP_001339775.1, NP_001339772.1, NP_001339771.1, NP_001339774.1, NP_001339763.1, NP_001339758.1, NP_001339765.1, NP_001339759.1, NP_001339756.1, NP_001339757.1, NP_001339779.1	XP_020945063.1, XP_020945043.1, XP_020945062.1, XP_020945038.1, XP_020945052.1, XP_020945053.1, XP_020945049.1, XP_020945064.1, XP_020945059.1, XP_020945050.1, XP_020945042.1, XP_020945048.1, XP_020945057.1, XP_020945056.1, XP_020945066.1, XP_020945037.1, XP_020945060.1, XP_020945040.1, XP_020945058.1, XP_020945039.1, XP_020945067.1, XP_020945051.1, XP_020945045.1, XP_020945061.1, XP_020945041.1, XP_020945055.1, XP_020945065.1, XP_020945047.1, XP_020945044.1, XP_020945054.1
OG0000136	XP_016869437.1, NP_001364927.1, NP_001364918.1, NP_671722.1, NP_001364926.1	XP_001925841.1, XP_020945008.1, XP_013843524.1, XP_005655418.1
OG0000138	NP_001004749.1	XP_003129604.2
OG0000138	NP_001005329.1, NP_001004748.1	XP_020918054.1, XP_003482591.1
OG0000139	XP_005270393.1, NP_079112.1	XP_020939052.1, XP_020939053.1, XP_005661221.1, XP_003123645.1, XP_005661222.1, XP_005661224.1, XP_005661225.1
OG0000140	NP_001336428.1, NP_060241.2, NP_001336430.1, NP_001336423.1, NP_001336424.1, NP_001336426.1, NP_001336425.1, NP_001336431.1, NP_001276025.1, NP_001336429.1, NP_001336427.1, NP_001336418.1, NP_001336450.1, NP_001276028.1	XP_003132324.1
OG0000141	NP_001001657.1	XP_020939077.1
OG0000142	NP_001341014.1, NP_001341028.1, NP_001341019.1, NP_001341013.1, NP_001341018.1, NP_001341011.1, NP_001341009.1, NP_001341015.1, NP_001341016.1, NP_001341017.1, NP_001341030.1, NP_001341031.1, NP_001341010.1, NP_001341020.1, NP_001341007.1, NP_001341021.1, NP_001341008.1, NP_001341025.1, NP_001341026.1, NP_001341023.1, NP_079222.1, NP_001341032.1, NP_001341024.1, NP_001341029.1, NP_001341012.1, XP_047290624.1, NP_001341027.1	XP_020949561.1, XP_020949564.1, XP_020949562.1
OG0000143	NP_001365186.1, NP_001365185.1, NP_001387696.1	NP_001230628.1, XP_020937831.1
OG0000144	NP_001269936.2, NP_001374249.1, NP_001339382.2, NP_001374250.1, NP_001269937.2, NP_001269935.2, NP_001339391.2, NP_001374248.1, NP_001339379.2, NP_001374244.1, NP_001374247.1, NP_001269932.2, NP_001374245.1, NP_001339390.2, NP_001339389.2, NP_001269933.2, NP_001374246.1, NP_001374241.1, NP_001269934.2, NP_001374243.1, NP_001374242.1, NP_001269924.2, NP_001269926.2, NP_001269928.2, NP_001269927.2, NP_001269930.2, NP_001269929.2, NP_001339384.2, NP_001339392.2, NP_001339393.2, NP_001374230.1, NP_001374228.1, NP_001374229.1, NP_001374227.1, NP_001374231.1, NP_001374234.1, NP_001269931.2, NP_001374233.1, NP_001374232.1, NP_001339383.2, NP_001339381.2, NP_001076799.2, NP_001339388.2, NP_001374238.1, NP_001374239.1, NP_001374240.1, NP_001374237.1, NP_001374235.1, NP_003425.3, NP_001374236.1, NP_001374226.1, NP_001339387.2, NP_001339386.2, NP_001339385.2, NP_001339380.2	XP_005672777.1
OG0000145	NP_671512.1, XP_005269732.1	NP_001090907.1, XP_013838963.2
OG0000146	NP_976324.2, NP_001364891.1, NP_001364893.1, NP_001364889.1, NP_001364890.1, NP_001364892.1, XP_011515331.1	XP_013852064.1
OG0000147	XP_005264192.1, NP_001008388.1, NP_620355.1, NP_620354.1, NP_002571.1	NP_001272901.1, XP_020941264.1, NP_001138319.1, XP_005662486.1, XP_013851450.1
OG0000148	NP_001005503.2, NP_001372962.1	XP_020954984.1, XP_013853130.2, XP_005666347.3, XP_001924820.2, XP_001928096.3
OG0000149	NP_001243143.1	XP_020948935.1
OG0000149	NP_000693.1	NP_001165012.1
OG0000149	NP_001153706.1, NP_001153705.1, NP_000692.2	NP_999414.1, XP_020944376.1
OG0000151	XP_016880066.1, NP_001123292.1	XP_020923069.1
OG0000151	XP_005257979.1, NP_653283.3, NP_001374091.1, NP_001374088.1, NP_001098058.1, NP_001374090.1, NP_001374087.1, NP_001362937.1, NP_001098059.1, NP_689483.3, NP_001374092.1, NP_001098057.1, NP_001362939.1, NP_001362940.1, NP_001374089.1, XP_047292998.1, NP_001362936.1, NP_001362938.1, NP_001098060.1	XP_020923070.1
OG0000153	NP_001005518.1	XP_020947414.1, XP_020937460.1
OG0000153	NP_001005183.1	XP_003355491.2, XP_020937459.1, XP_013843743.1
OG0000156	NP_862828.1	XP_020950146.1
OG0000156	NP_001240727.1, NP_001304044.1, XP_011525378.1, NP_001304050.1, NP_061025.5, NP_001304047.1, NP_001304048.1, NP_001304049.1, NP_001304046.1, NP_001304045.1, NP_001304043.1, NP_001240729.1, NP_001073375.1, NP_001240728.1, NP_001240730.1, NP_001073376.1, NP_001304042.1	XP_020952928.1
OG0000157	NP_001949.1	XP_020933437.1
OG0000157	NP_001393.1	NP_001090887.1, XP_005654459.1
OG0000158	NP_057004.1	XP_003480386.1
OG0000158	NP_001021.1	XP_003125783.1
OG0000160	NP_000991.1	XP_003122846.1, XP_005673920.1, XP_005662165.1
OG0000161	NP_003951.3	XP_003125054.1
OG0000163	NP_001129582.1, NP_004338.3, NP_001129584.1, NP_001129581.1, XP_011541321.1, NP_150649.1, NP_001216.1	XP_003129860.4
OG0000163	NP_150635.1, NP_150636.1, NP_001244047.1, NP_150634.1, XP_016873882.2, NP_001244048.1, NP_001214.1	NP_999327.1
OG0000164	NP_001191787.1	XP_001927356.3
OG0000164	NP_005639.1	XP_003355080.1
OG0000165	NP_001374341.1, NP_001137239.1, NP_001374334.1, NP_877432.1, NP_001374340.1, NP_001137241.1, NP_001137243.1, NP_001137242.1, NP_001137240.1, NP_001137238.1, XP_016871352.1	XP_020919856.1
OG0000166	NP_001364214.1, NP_149988.1, NP_001364215.1, NP_001364213.1, NP_001364212.1, NP_001303897.1, NP_001364216.1, NP_001364217.1, NP_001303898.1	XP_013850459.1, XP_013850466.1, XP_013850460.1, XP_013850457.1, XP_020940257.1, XP_020940256.1, XP_013850467.1, XP_013850461.1, XP_013850465.1, XP_020940254.1, XP_013850463.1, XP_013850456.1, XP_020940253.1
OG0000167	NP_775746.1	XP_020942175.1, XP_005662147.1, XP_020942174.1
OG0000168	NP_001030335.1	XP_005668697.1
OG0000170	NP_000719.1, NP_001029125.1, NP_001365879.1	NP_001095943.1
OG0000170	NP_001029124.1	XP_005661167.1
OG0000171	NP_001007.2	NP_999528.1
OG0000172	NP_001273602.1, NP_003693.2, NP_733466.1	XP_001927312.2
OG0000172	XP_047274590.1	XP_020942296.1
OG0000172	XP_011526786.1, NP_001034556.1, NP_005864.1	XP_020933305.1
OG0000173	XP_016866663.1, NP_001028736.1	XP_005659450.1, XP_003353338.1, XP_005659448.1, XP_020947067.1, XP_003353339.1
OG0000174	NP_848515.1, NP_055172.1, NP_848517.1, NP_848516.1, NP_848130.1, NP_848520.1, NP_848521.1, NP_848518.1, NP_848522.1, NP_115952.1	XP_013852573.1, XP_013852574.1, XP_020946456.1, XP_013852570.1
OG0000175	XP_011518540.1, NP_065980.1, NP_001245348.1	XP_020940934.1, XP_020940923.1, XP_020940924.1, XP_020940925.1, XP_020940922.1, XP_020940931.1, XP_020940932.1, XP_020940929.1, XP_020940926.1, XP_020940921.1, XP_020940930.1, XP_020940928.1, XP_020940920.1, XP_020940933.1, XP_020940927.1
OG0000176	XP_016872576.1, NP_964011.2	XP_013849756.2
OG0000177	NP_001257693.1	XP_013839286.1, XP_020929269.1, XP_020929275.1, XP_020929271.1, XP_005671597.1, XP_005671601.1, XP_005671598.1, XP_013839290.1, XP_020929274.1, XP_005671594.1, XP_020929270.1, XP_005671593.1, XP_005671600.1, XP_005671599.1, XP_005671595.1, XP_020929272.1, XP_005671592.1, XP_013839291.1
OG0000178	XP_047304053.1	XP_020926905.1, XP_020926908.1, XP_020926910.1, XP_020926907.1, XP_020926906.1, XP_020926909.1
OG0000179	NP_000758.1	NP_999578.1, XP_020950071.1
OG0000180	NP_066978.1, NP_055072.3	NP_001123444.1
OG0000182	NP_001029344.4, NP_219480.1	NP_001245337.1, XP_020956363.1
OG0000183	NP_001333240.1, NP_001192048.1, NP_001333241.1, NP_001333243.1, NP_001333244.1, NP_001333247.1, NP_001333246.1, NP_001333245.1, NP_001333242.1	XP_003122874.3
OG0000184	NP_001363071.1, NP_001337029.1, NP_001363072.1, NP_001363053.1, NP_001363050.1, NP_001363044.1, NP_001363079.1, NP_001363046.1, NP_001073881.2, NP_001363043.1, NP_001363056.1, NP_001363086.1, NP_001363047.1, NP_001363045.1, NP_001363049.1, NP_001363042.1, NP_001363055.1, NP_001363052.1, NP_001337028.1, NP_001363054.1, NP_001363051.1, NP_001363081.1, NP_001363041.1, NP_001363048.1, NP_001363057.1, XP_047303797.1	NP_001182302.1, XP_005669952.1
OG0000185	NP_001092880.1, NP_001092881.1, NP_001171656.1, NP_055525.3	XP_013846428.1, XP_005657934.1, XP_013846429.1, XP_020935584.1, XP_020935591.1, XP_020935589.1, XP_020935585.1, XP_020935590.1, XP_013846427.1, XP_020935588.1, XP_020935586.1, XP_020935587.1
OG0000188	NP_000509.1, NP_000510.1	XP_020918037.1, NP_001138313.1
OG0000188	NP_005321.1, NP_000550.2, NP_000175.1	NP_999612.1
OG0000190	NP_443138.2	XP_005663861.1, XP_005663862.1, XP_020947178.1, XP_020947181.1, XP_020947182.1, XP_020947180.1, XP_020947183.1, XP_020947177.1, XP_020947179.1
OG0000191	NP_001373968.1, NP_001373975.1, NP_001373971.1, NP_001373973.1, XP_011533890.1, NP_001373974.1, NP_001373969.1, NP_001373976.1, NP_705840.2, NP_001373970.1, NP_001373972.1	XP_020929068.1, XP_020929064.1, XP_020929059.1, XP_020929065.1, XP_020929053.1, XP_020929050.1
OG0000192	NP_005118.2	NP_001243293.1
OG0000193	NP_001136000.1, NP_085142.1, NP_001136001.1, NP_001135997.1, NP_001337198.1, NP_001136002.1, NP_001135999.1, NP_001135998.1, NP_001135996.1, NP_001337197.1, NP_001337199.1	XP_003135308.1, XP_005657942.1, XP_020935598.1, XP_020935595.1, XP_005657940.1, XP_020935597.1, XP_005657941.1, XP_005657947.1, XP_020935596.1, XP_005657945.1, XP_013846426.1, XP_020935599.1
OG0000194	NP_001311204.1, NP_001311203.1, NP_001165379.1, NP_001013867.1, XP_005274755.1, NP_001311209.1, NP_001311206.1, NP_001311207.1, NP_835225.2, NP_001165378.1, NP_001311208.1, NP_001311205.1, NP_001165380.1	XP_020935633.1, XP_020935632.1, XP_020935287.1, XP_020935289.1, XP_020935290.1
OG0000195	NP_001306009.1, NP_665906.1, NP_001306011.1, NP_001306007.1, NP_001306008.1, NP_001306010.1, NP_665908.1	NP_001172084.1
OG0000196	NP_001013376.2, NP_001005213.1	XP_003354411.2, XP_003122826.1, XP_020941128.1, XP_013849774.1, XP_003124210.2
OG0000197	NP_001164580.1, NP_001164582.1, NP_001164581.1, NP_775969.1, XP_006724704.1	XP_013841760.1, XP_005673830.1, XP_005673829.1, XP_005673828.1, XP_013841757.1
OG0000197	NP_690002.2	XP_005667658.1
OG0000198	NP_003408.1, XP_047295680.1	XP_020952953.1
OG0000198	NP_009067.2	XP_020952998.1, XP_020952971.1
OG0000198	XP_047294210.1, NP_001007249.1	XP_020952811.1
OG0000198	NP_001264022.1, NP_001264019.1, NP_001384301.1, NP_001264020.1, XP_047294267.1, NP_001264021.1	XP_020952997.1
OG0000199	NP_001018657.1, NP_001277123.1, NP_001018654.1, NP_001018656.1, NP_612382.1, NP_001277119.1, NP_001277122.1, NP_001277118.1, NP_001277120.1, NP_001277117.1, NP_001018655.1, NP_001277121.1	XP_020950567.1, XP_020950568.1, XP_003127452.1, XP_003127453.1
OG0000200	NP_004111.2	NP_001121946.1, XP_020945972.1
OG0000200	NP_002044.2, NP_060754.2	XP_020944162.1, NP_001121945.1
OG0000201	NP_001308279.1, NP_443120.2, NP_001006608.2, XP_011523143.1, NP_055649.4, XP_054184565.1, NP_955372.2, NP_001290184.1	XP_020937961.1, XP_020922488.1, XP_020922489.1, XP_020937960.1, XP_020922815.1, XP_020922818.1
OG0000202	XP_011529985.1, NP_689833.1, NP_001244954.1, NP_001401833.1	XP_013844751.1
OG0000202	NP_001382999.1	XP_003129043.2, XP_020956184.1, XP_020956457.1, XP_020956187.1
OG0000203	NP_001363254.1, NP_001363255.1, NP_001363256.1, NP_001341291.1, NP_001363257.1, NP_001341281.1, NP_001363260.1, NP_001363261.1, NP_001341282.1, NP_001363236.1, NP_001341283.1, NP_001363245.1, NP_001363243.1, NP_001006637.1, NP_001363238.1, NP_001363244.1, NP_001158101.1, NP_001363239.1, NP_001363241.1, NP_001341290.1, NP_001363240.1, NP_001363237.1, NP_001363235.1, XP_047301797.1, NP_001271167.1, NP_001341284.1, NP_001363258.1, NP_001341279.1, NP_001341280.1, NP_001271163.1, NP_001363242.1, NP_001363251.1, NP_078935.2, NP_001363250.1, NP_001363252.1, NP_001363253.1, NP_001363249.1, NP_001363248.1, NP_001271162.1, NP_001363247.1, NP_001363246.1, NP_001341289.1, NP_001271164.1, NP_001341285.1, NP_001363259.1, NP_001341287.1	XP_020930495.1
OG0000204	NP_001265415.1, NP_001265414.1, NP_001380366.1, XP_047282679.1, NP_001380371.1, NP_001380369.1, NP_001380368.1, NP_001380367.1, NP_001380370.1	XP_013854732.1
OG0000205	NP_001274268.1, NP_001073138.1, NP_001274267.1, NP_112187.2, XP_047286649.1, NP_001274266.1	XP_003131019.2
OG0000206	NP_443185.1, NP_001304738.1, XP_011531634.1	XP_005669368.1
OG0000206	NP_001304740.1	XP_005669367.1
OG0000206	NP_001382574.1	XP_003132124.1
OG0000207	NP_001091669.1, NP_001248381.1, NP_001376374.1, NP_001248384.1, NP_001248383.1, NP_005270.2, XP_047299924.1, NP_001248382.1	XP_020930244.1, NP_001177173.1
OG0000208	NP_001004308.2, NP_001382291.1	XP_020936098.1, XP_005673892.1, XP_020936099.1, XP_020936100.1
OG0000209	NP_003158.2	XP_005664701.1, NP_001032227.1
OG0000210	NP_001120852.1, NP_001372596.1, NP_001372601.1, NP_001372598.1, NP_001372599.1, NP_001372595.1, NP_110381.2, NP_001171477.2, NP_000322.3, NP_954630.2, NP_001372600.1	XP_005661152.2, XP_013849956.1, NP_001038017.1
