Orthogroup	Homo_sapiens	Myotis_lucifugus
OG0000120	NP_000526.2, NP_001393797.1, NP_001393795.1, NP_001393811.1, NP_001393807.1, NP_001308944.1, NP_001393806.1, NP_001393808.1, NP_001393810.1, NP_001393809.1, NP_001393803.1, NP_001393814.1, NP_001393840.1, NP_001393815.1, NP_001393813.1, NP_001393802.1, NP_001393798.1, NP_001393830.1, NP_001393831.1, NP_001393835.1, NP_001308939.1, NP_001393836.1, NP_001393829.1, NP_001308935.1, NP_001393799.1, NP_001393837.1, NP_001393832.1, NP_001393801.1, NP_001393800.1, NP_001308943.1, XP_047276438.1, NP_001393805.1, NP_001393817.1, NP_001393816.1, NP_001308938.1, NP_001393804.1, NP_001308936.1, NP_001308937.1, NP_001393812.1, NP_001393838.1, NP_001308942.1, NP_001393833.1, NP_001393834.1, NP_001308940.1, NP_001308941.1, NP_001393839.1, NP_001308932.1, NP_001393823.1, NP_001393826.1, NP_001393825.1, NP_001393824.1, NP_001393822.1, NP_001393821.1, NP_001393820.1, NP_001393819.1, NP_001308934.1, NP_001308933.1, NP_001393818.1, NP_001393827.1, NP_001393828.1	XP_023617223.1
OG0000121	NP_001341405.1, NP_001341414.1, NP_001341421.1, NP_001341406.1, NP_060841.5, NP_001341409.1, NP_001341425.1, NP_001341424.1, NP_001341416.1, XP_006716423.1, NP_001341428.1, NP_001341420.1, NP_001341404.1, NP_001341427.1, NP_001341419.1, NP_001341418.1, NP_001341426.1, NP_001123990.1, NP_001341417.1, NP_001341412.1, NP_001341413.1, NP_001341410.1, NP_001341423.1	XP_023616611.1, XP_023616613.1, XP_023616612.1
OG0000122	NP_055179.1	XP_023618125.1
OG0000123	NP_003545.1, NP_003544.2	XP_006105194.1, XP_014302819.2, XP_006105188.1, XP_006105189.1
OG0000124	NP_001188468.1, NP_004033.2, NP_001188467.1, XP_011543824.1	XP_023612765.1
OG0000125	NP_002269.3	XP_006095004.1
OG0000125	NP_002268.2, NP_002270.1, NP_004129.2	XP_006095005.1, XP_006095008.1, XP_006095006.1
OG0000125	NP_001372943.1, XP_003403930.1	XP_006095007.1
OG0000126	NP_077019.2	XP_023601914.1
OG0000127	NP_001129729.1	XP_023616213.1, XP_014317970.1, XP_014317972.1, XP_014317969.1, XP_014317968.1, XP_014317973.1, XP_023616215.1, XP_023616214.1, XP_023616212.1, XP_023616216.1, XP_006096648.1
OG0000128	XP_016866688.2, NP_005065.2	XP_023602430.1
OG0000128	XP_006715012.1, NP_001273052.1, NP_005826.1, NP_001273054.1, NP_005486.1, XP_024302062.1, NP_001273050.1	XP_023602433.1
OG0000130	NP_001005567.2, NP_001382181.1	XP_006094606.1
OG0000130	NP_149419.2	XP_006094605.1
OG0000130	NP_149420.4	XP_006094688.1
OG0000130	NP_001004750.1	XP_006094607.1
OG0000131	NP_001004489.1, NP_001004490.1, NP_001372982.1	XP_006089739.1, XP_006108842.1
OG0000132	XP_024302185.1, NP_006725.3	XP_006084467.1
OG0000133	NP_001127951.1, XP_011539991.1, NP_060573.2	XP_023613398.1, XP_023613397.1, XP_023613396.1, XP_023613395.1, XP_023613394.1, XP_023613399.1, XP_014315061.1
OG0000134	NP_001372681.1, NP_001372685.1, NP_001372686.1, NP_001372683.1, NP_001372684.1, NP_001372682.1, NP_001129206.1, NP_001372679.1, NP_001372708.1, NP_001372709.1, NP_001372704.1, NP_001372702.1, NP_001372706.1, NP_001372723.1, NP_001372718.1, NP_001372720.1, NP_001372730.1, NP_001372716.1, NP_001372717.1, NP_001372671.1, NP_001372670.1, NP_001372719.1, NP_001372722.1, NP_001372721.1, NP_001372724.1, NP_001372727.1, NP_001372728.1, NP_001035009.1, NP_001372725.1, NP_001372726.1, NP_001372729.1, NP_001372705.1, NP_001372669.1, NP_001372703.1, NP_001372668.1, NP_001372707.1, NP_001372680.1	XP_006084217.2
OG0000135	NP_001339760.1, NP_001339761.1, NP_001339764.1, NP_001339769.1, NP_001339778.1, NP_001339768.1, NP_001339766.1, NP_001339773.1, NP_001339777.1, NP_001339776.1, NP_001339762.1, NP_001339770.1, NP_001339767.1, NP_001339755.1, NP_001339775.1, NP_001339772.1, NP_001339771.1, NP_001339774.1, NP_001339763.1, NP_001339758.1, NP_001339765.1, NP_001339759.1, NP_001339756.1, NP_001339757.1, NP_001339779.1	XP_023607667.1
OG0000136	XP_016869437.1, NP_001364927.1, NP_001364918.1, NP_671722.1, NP_001364926.1	XP_023606748.1
OG0000137	NP_036497.1	XP_006094818.1
OG0000137	NP_001004135.1	XP_006094802.1
OG0000137	NP_001005480.2	XP_006094801.1
OG0000138	NP_001004749.1	XP_006094594.1
OG0000138	NP_001005329.1, NP_001004748.1	XP_006094595.1
OG0000140	NP_001336428.1, NP_060241.2, NP_001336430.1, NP_001336423.1, NP_001336424.1, NP_001336426.1, NP_001336425.1, NP_001336431.1, NP_001276025.1, NP_001336429.1, NP_001336427.1, NP_001336418.1, NP_001336450.1, NP_001276028.1	XP_023620778.1
OG0000142	NP_001341014.1, NP_001341028.1, NP_001341019.1, NP_001341013.1, NP_001341018.1, NP_001341011.1, NP_001341009.1, NP_001341015.1, NP_001341016.1, NP_001341017.1, NP_001341030.1, NP_001341031.1, NP_001341010.1, NP_001341020.1, NP_001341007.1, NP_001341021.1, NP_001341008.1, NP_001341025.1, NP_001341026.1, NP_001341023.1, NP_079222.1, NP_001341032.1, NP_001341024.1, NP_001341029.1, NP_001341012.1, XP_047290624.1, NP_001341027.1	XP_006106709.1, XP_006106710.1, XP_023603199.1, XP_006106708.1
OG0000143	NP_001365186.1, NP_001365185.1, NP_001387696.1	XP_023603862.1
OG0000145	NP_671512.1, XP_005269732.1	XP_006096700.1
OG0000146	NP_976324.2, NP_001364891.1, NP_001364893.1, NP_001364889.1, NP_001364890.1, NP_001364892.1, XP_011515331.1	XP_006105955.1, XP_023602559.1
OG0000147	XP_005264192.1, NP_001008388.1, NP_620355.1, NP_620354.1, NP_002571.1	XP_023617290.1, XP_023603880.1, XP_023603879.1
OG0000148	NP_001005503.2, NP_001372962.1	XP_014310265.1, XP_023608613.1
OG0000149	NP_001243143.1	XP_023600635.1
OG0000149	NP_000693.1	XP_023616468.1, XP_014306422.2
OG0000149	NP_001153706.1, NP_001153705.1, NP_000692.2	XP_023617009.1
OG0000149	NP_653300.2	XP_006096963.1
OG0000151	XP_016880066.1, NP_001123292.1	XP_006101983.2
OG0000151	NP_659412.3	XP_023599168.1, XP_023599167.1, XP_023605154.1
OG0000151	XP_005257979.1, NP_653283.3, NP_001374091.1, NP_001374088.1, NP_001098058.1, NP_001374090.1, NP_001374087.1, NP_001362937.1, NP_001098059.1, NP_689483.3, NP_001374092.1, NP_001098057.1, NP_001362939.1, NP_001362940.1, NP_001374089.1, XP_047292998.1, NP_001362936.1, NP_001362938.1, NP_001098060.1	XP_023599174.1
OG0000156	NP_001240727.1, NP_001304044.1, XP_011525378.1, NP_001304050.1, NP_061025.5, NP_001304047.1, NP_001304048.1, NP_001304049.1, NP_001304046.1, NP_001304045.1, NP_001304043.1, NP_001240729.1, NP_001073375.1, NP_001240728.1, NP_001240730.1, NP_001073376.1, NP_001304042.1	XP_023620743.1, XP_014322360.1, XP_006101540.1, XP_023620742.1, XP_006101539.1
OG0000157	NP_001393.1	XP_006089394.1
OG0000158	NP_057004.1	XP_014315308.1
OG0000158	NP_001021.1	XP_006102438.1, XP_006087316.1
OG0000159	NP_473447.1	XP_014316276.1, XP_014306719.1
OG0000160	NP_000991.1	XP_006083152.1, XP_014314477.1, XP_006096272.1, XP_006102266.1
OG0000161	NP_003951.3	XP_006096519.1, XP_006096831.1, XP_023616394.1, XP_014318152.1
OG0000163	NP_001177945.2	XP_014322276.1
OG0000163	NP_150637.1, NP_150635.1, NP_150636.1, NP_001244047.1, NP_150634.1, XP_016873882.2, NP_001244048.1, NP_001214.1	XP_023620683.1
OG0000164	XP_011515883.1, NP_001191793.1, NP_001191792.1	XP_006086410.1
OG0000165	NP_001374341.1, NP_001137239.1, NP_001374334.1, NP_877432.1, NP_001374340.1, NP_001137241.1, NP_001137243.1, NP_001137242.1, NP_001137240.1, NP_001137238.1, XP_016871352.1	XP_014309436.1, XP_023607965.1
OG0000166	NP_001364214.1, NP_149988.1, NP_001364215.1, NP_001364213.1, NP_001364212.1, NP_001303897.1, NP_001364216.1, NP_001364217.1, NP_001303898.1	XP_023605334.1, XP_023605345.1, XP_023605352.1, XP_014321285.2, XP_023605338.1
OG0000167	NP_775746.1	XP_006103113.1, XP_023600145.1
OG0000168	NP_000990.1	XP_006106539.1, XP_023603063.1
OG0000170	NP_000719.1, NP_001029125.1, NP_001365879.1	XP_014312153.1
OG0000171	NP_001007.2	XP_006100015.1
OG0000172	NP_001273602.1, NP_003693.2	XP_023606738.1
OG0000172	XP_047274590.1	XP_023613986.1
OG0000173	XP_016866663.1, NP_001028736.1	XP_006084433.1, XP_014307292.1, XP_023605848.1, XP_023605849.1
OG0000174	NP_848515.1, NP_055172.1, NP_848517.1, NP_848516.1, NP_848130.1, NP_848520.1, NP_848521.1, NP_848518.1, NP_848522.1, NP_115952.1	XP_006095354.1, XP_006095356.1, XP_023615091.1, XP_006095355.1, XP_023615090.1, XP_006095357.1
OG0000175	XP_011518540.1, NP_065980.1, NP_001245348.1	XP_023619605.1
OG0000176	XP_016872576.1, NP_964011.2	XP_023612290.1, XP_006091903.1, XP_014313981.1, XP_023612322.1, XP_023612323.1, XP_023612324.1, XP_006091904.1
OG0000177	NP_001257693.1	XP_023605077.1
OG0000178	XP_047304053.1	XP_023606331.1, XP_014307712.1, XP_014307710.1
OG0000179	NP_000758.1	XP_014323474.1
OG0000180	NP_066978.1, NP_055072.3	XP_014322759.1
OG0000182	NP_001029344.4, NP_219480.1	XP_023616097.1, XP_006096564.1, XP_023616096.1, XP_006096563.1, XP_014304507.1, XP_023607362.1
OG0000183	NP_001333240.1, NP_001192048.1, NP_001333241.1, NP_001333243.1, NP_001333244.1, NP_001333247.1, NP_001333246.1, NP_001333245.1, NP_001333242.1	XP_006092049.1
OG0000184	NP_001363071.1, NP_001337029.1, NP_001363072.1, NP_001363053.1, NP_001363050.1, NP_001363044.1, NP_001363079.1, NP_001363046.1, NP_001073881.2, NP_001363043.1, NP_001363056.1, NP_001363086.1, NP_001363047.1, NP_001363045.1, NP_001363049.1, NP_001363042.1, NP_001363055.1, NP_001363052.1, NP_001337028.1, NP_001363054.1, NP_001363051.1, NP_001363081.1, NP_001363041.1, NP_001363048.1, NP_001363057.1, XP_047303797.1	XP_023605358.1
OG0000188	NP_000509.1, NP_000510.1	XP_006094601.1, XP_006094602.1
OG0000188	NP_005321.1	XP_023614550.1
OG0000188	NP_000550.2, NP_000175.1	XP_006094603.1
OG0000189	NP_001156008.1, NP_062556.2	XP_006096666.1
OG0000189	NP_002130.2	XP_006082100.1
OG0000191	NP_001373968.1, NP_001373975.1, NP_001373971.1, NP_001373973.1, XP_011533890.1, NP_001373974.1, NP_001373969.1, NP_001373976.1, NP_705840.2, NP_001373970.1, NP_001373972.1	XP_006084436.1, XP_023605915.1, XP_023605911.1, XP_014307298.1, XP_023605912.1, XP_023605913.1, XP_014307296.1, XP_023605914.1
OG0000192	NP_005118.2	XP_014307155.1
OG0000192	NP_001124183.1	XP_006084392.1
OG0000193	NP_001136000.1, NP_085142.1, NP_001136001.1, NP_001135997.1, NP_001337198.1, NP_001136002.1, NP_001135999.1, NP_001135998.1, NP_001135996.1, NP_001337197.1, NP_001337199.1	XP_023606229.1
OG0000195	NP_001306009.1, NP_665906.1, NP_001306011.1, NP_001306007.1, NP_001306008.1, NP_001306010.1, NP_665908.1	XP_014303636.1
OG0000197	NP_001164580.1, NP_001164582.1, NP_001164581.1, NP_775969.1, XP_006724704.1	XP_023606210.1
OG0000197	NP_690002.2	XP_006085012.1
OG0000198	NP_003408.1, XP_047295680.1	XP_023604023.1, XP_006107573.2
OG0000200	NP_001127958.1	XP_006108946.1, XP_006093214.1
OG0000200	NP_002044.2, NP_060754.2	XP_006093986.1, XP_023614014.1, XP_023614007.1, XP_023614008.1
OG0000201	NP_001308279.1, NP_443120.2	XP_023600980.1, XP_014317184.1, XP_014306768.2, XP_023604974.1, XP_023604079.1, XP_023599176.1
OG0000202	NP_001382999.1	XP_014311692.1
OG0000203	NP_001363254.1, NP_001363255.1, NP_001363256.1, NP_001341291.1, NP_001363257.1, NP_001341281.1, NP_001363260.1, NP_001363261.1, NP_001341282.1, NP_001363236.1, NP_001341283.1, NP_001363245.1, NP_001363243.1, NP_001006637.1, NP_001363238.1, NP_001363244.1, NP_001158101.1, NP_001363239.1, NP_001363241.1, NP_001341290.1, NP_001363240.1, NP_001363237.1, NP_001363235.1, XP_047301797.1, NP_001271167.1, NP_001341284.1, NP_001363258.1, NP_001341279.1, NP_001341280.1, NP_001271163.1, NP_001363242.1, NP_001363251.1, NP_078935.2, NP_001363250.1, NP_001363252.1, NP_001363253.1, NP_001363249.1, NP_001363248.1, NP_001271162.1, NP_001363247.1, NP_001363246.1, NP_001341289.1, NP_001271164.1, NP_001341285.1, NP_001363259.1, NP_001341287.1	XP_023608201.1
OG0000204	NP_001265415.1, NP_001265414.1, NP_001380366.1, XP_047282679.1, NP_001380371.1, NP_001380369.1, NP_001380368.1, NP_001380367.1, NP_001380370.1	XP_023614516.1
OG0000204	NP_001265420.1	XP_006081220.1
OG0000205	NP_001274268.1, NP_001073138.1, NP_001274267.1, NP_112187.2, XP_047286649.1, NP_001274266.1	XP_023604415.1, XP_023604423.1, XP_014304630.1, XP_014304620.1, XP_006083603.1, XP_023604417.1, XP_014304613.1, XP_006083601.1, XP_014304616.1
OG0000206	NP_001382576.1, NP_001382575.1, NP_443185.1, NP_001304738.1, XP_011531634.1, NP_001304740.1, NP_001304739.1, NP_001304737.1, NP_001382574.1	XP_023608679.1
OG0000207	NP_001091669.1, NP_001248381.1, NP_001376374.1, NP_001248384.1, NP_001248383.1, NP_005270.2, XP_047299924.1, NP_001248382.1	XP_006082497.1, XP_023616343.1, XP_023616339.1, XP_014317501.1
OG0000208	NP_001004308.2, NP_001382291.1	XP_006082277.1
OG0000209	NP_003158.2	XP_014304126.1, XP_006108464.1, XP_006109090.3
OG0000210	NP_001120852.1, NP_001372596.1, NP_001372601.1, NP_001372598.1, NP_001372599.1, NP_001372595.1, NP_110381.2, NP_001171477.2, NP_000322.3, NP_954630.2, NP_001372600.1	XP_006093876.1, XP_023613944.1, XP_006093877.1, XP_006109512.1, XP_006093878.1
OG0000211	NP_001289978.1	XP_023609990.1
OG0000211	NP_006088.2	XP_023610226.1
OG0000213	NP_066953.1	XP_014304133.1
OG0000214	NP_001009998.1, NP_116016.1, XP_006722728.1	XP_023619763.1
OG0000214	NP_001381290.1, NP_001381294.1, NP_001381295.1, NP_001381296.1, NP_001381293.1, XP_016856386.1	XP_023608571.1
OG0000214	NP_001387270.1, NP_001381279.1	XP_006081311.1
OG0000215	NP_005773.3	XP_014305463.1
OG0000216	NP_001035719.1	XP_006101920.1
OG0000216	NP_001035717.1, XP_047278259.1, NP_114430.2, NP_001035714.1, NP_001035715.1	XP_006101919.1
OG0000217	NP_001135898.1, NP_001135903.1, NP_001135901.1, NP_001135904.1, NP_001135896.1, NP_001135891.1, NP_036418.1, NP_001135900.1, NP_001135893.1, NP_001135895.1, NP_001135902.1, NP_001135894.1, NP_001135892.1, NP_001135897.1, NP_001135890.1, NP_001135899.1	XP_006082351.1, XP_023614600.1, XP_014315334.1
OG0000219	NP_061820.1	XP_023609613.1, XP_006100117.1, XP_006088847.1, XP_006103342.1, XP_006084673.1, XP_014318289.1
OG0000220	NP_001004706.1	XP_006091888.1, XP_014313954.1
OG0000222	NP_001278240.1, NP_036400.2, NP_001026866.1	XP_006096788.1
OG0000223	NP_955384.3, XP_047282873.1, NP_001380987.1, NP_001380988.1, NP_543142.2, XP_016872648.1	XP_006106940.1, XP_023604562.1
OG0000224	NP_001258604.1, XP_016866378.1, NP_001342386.1, NP_001306167.1	XP_014318297.1, XP_023616483.1, XP_006096986.1, XP_023616485.1, XP_023616484.1, XP_006096983.1, XP_014318296.1, XP_014318294.1, XP_006096984.1, XP_006096982.1, XP_014318298.1, XP_014318299.1
OG0000225	NP_001182010.1	XP_006088681.1, XP_006088680.1, XP_014301983.1, XP_023601213.1, XP_014301979.1
OG0000226	NP_061880.2, NP_001171697.1, NP_001009584.1, XP_011529278.1	XP_006084733.1, XP_014307626.1, XP_006084734.1, XP_014307627.1
OG0000227	NP_008997.1, XP_016883104.1, NP_861520.1, NP_001268373.1, NP_861521.1, NP_001268374.1	XP_006091479.1, XP_023612020.1, XP_006091480.1
OG0000228	NP_000454.1	XP_006082737.1
OG0000228	NP_066307.1, NP_061948.1, NP_061950.2, NP_061949.3	XP_023618420.1, XP_023618427.1
OG0000230	NP_002134.2, XP_005270849.1	XP_023614298.1
OG0000232	NP_001382345.1, NP_001362831.1, NP_001362832.1, NP_001362833.1, NP_001362830.1, NP_001362829.1, NP_056135.2, NP_001354422.1	XP_023607072.1
OG0000232	NP_001340852.1	XP_023619478.1
OG0000233	NP_057738.1	XP_006092839.1
OG0000233	NP_002032.2, NP_057739.1, NP_852092.1	XP_023607433.1
OG0000235	NP_803431.1	XP_006109711.1
OG0000236	NP_001230155.2, NP_001335140.1, NP_001230161.1, NP_001335142.1, NP_001317534.1, NP_001230163.1, NP_001230165.1, NP_001230164.1, NP_001335143.1, NP_001335145.1, NP_001077431.1, NP_001230157.1, NP_001356499.1, NP_001356498.1, NP_001356507.1, NP_001356505.1, NP_001356510.1, NP_001356515.1, NP_001356504.1, NP_001335146.1, NP_001335147.1, NP_001230156.1	XP_006087167.1
OG0000237	NP_001092047.1	XP_006107980.1, XP_014305431.1, XP_014305433.1
OG0000238	NP_001372904.1, NP_001005494.1	XP_006093749.1
OG0000241	NP_001004701.2	XP_014313960.1
OG0000242	NP_001272983.1, NP_001272982.1	XP_023604760.1
OG0000243	NP_001353076.1, NP_001353078.1, NP_001007472.2, NP_001353074.1	XP_023608121.1
OG0000244	NP_660156.1, XP_047294230.1	XP_023620417.1
OG0000244	NP_060064.2	XP_023600059.1
OG0000245	XP_006723183.1, NP_001453.1, NP_001005738.1	XP_023603089.1, XP_006109305.1, XP_023603083.1, XP_014306075.1, XP_006106564.1
OG0000246	NP_001167567.1, NP_001310603.1, NP_001310607.1, NP_001310604.1, NP_001167564.1, NP_001167565.1, NP_001310606.1, NP_001121600.1, NP_001310605.1, NP_001167566.1, NP_110378.3	XP_023607966.1
OG0000247	NP_001304826.1, NP_001304825.1, NP_777581.1, XP_047305699.1	XP_006088559.1
OG0000248	NP_001307195.1, NP_001003703.1, NP_001003697.1, NP_001676.2, NP_001307196.1, NP_001003701.1, NP_001003696.1	XP_006096013.1, XP_006096014.1
OG0000249	XP_047279558.1, NP_001184026.3, NP_001290343.1, NP_002760.1	XP_006094796.1, XP_006094795.1
OG0000250	NP_001157923.1, NP_001157921.1, NP_001157920.1, NP_001408830.1, NP_001384320.1, NP_001384325.1, NP_001157922.1, NP_001157919.1, NP_001384316.1, NP_001410467.1, NP_001157924.1, NP_001410461.1, NP_001410455.1, NP_001384309.1, XP_047299144.1, NP_001410460.1, NP_001384311.1, NP_001410459.1, NP_001408953.1, NP_001410468.1, NP_001410457.1, NP_001410458.1, NP_060558.3, NP_001306911.1, XP_011519021.1, NP_001345347.1	XP_006085373.1, XP_014312864.1
OG0000251	XP_005247403.1, NP_055188.1	XP_014311454.1, XP_023609669.1
OG0000252	NP_001362761.1, XP_047301705.1, NP_001362766.1, NP_001362765.1, NP_001362767.1, NP_001362764.1, NP_001362762.1, NP_001362763.1, NP_001070737.1, NP_003378.3, NP_001362768.1	XP_014323427.1
OG0000254	NP_001020366.1, NP_001020365.1, NP_001257.4, XP_005255831.1	XP_014302875.1, XP_006105262.1
OG0000255	NP_006344.1	XP_023619953.1
OG0000257	NP_001004684.1	XP_006089760.1, XP_006107835.1
OG0000258	NP_066124.1, NP_001393672.1, NP_001393688.1, NP_001393689.1, NP_001393691.1, NP_001393690.1, NP_001393693.1, NP_001393699.1, NP_001342145.1, NP_001393696.1, NP_001393695.1, NP_001393694.1, NP_001393697.1, NP_001393692.1, NP_065681.1, NP_001393673.1, NP_001393702.1, NP_001393700.1, NP_001393707.1, NP_001393713.1, NP_001393705.1, NP_001393706.1, NP_001393704.1, NP_001393703.1, NP_001393701.1, NP_001393698.1, NP_001393722.1, NP_001393721.1, NP_001393723.1, NP_001393708.1, NP_001393709.1, NP_001393718.1, NP_001393717.1, NP_001393720.1, NP_001393719.1, NP_001393715.1, NP_001393712.1, NP_001393711.1, NP_001393716.1, NP_001393714.1, NP_001393710.1	XP_023620470.1
OG0000259	NP_001004064.1, NP_001005205.2	XP_006091986.1
OG0000260	NP_001001952.1	XP_006091992.1
OG0000262	NP_001004760.3	XP_006094687.1
OG0000263	NP_001380350.1, NP_001380349.1, NP_001316642.1, NP_001380351.1, NP_001316647.1, NP_001316645.1, NP_001316646.1, NP_001316641.1, NP_001316643.1, NP_001380352.1, NP_001380348.1, NP_001380346.1, NP_001316648.1, NP_001380344.1, NP_001380345.1, NP_775780.1, NP_001380347.1, NP_001316644.1	XP_023609691.1
OG0000264	NP_001371603.1, NP_001371601.1, NP_001076.2, NP_001371602.1	XP_014306126.2
OG0000265	NP_001139488.1, NP_001337491.1, NP_001337493.1, NP_001337492.1, NP_001337496.1, NP_001337497.1, XP_006715313.1, NP_001337490.1, NP_001139489.1, NP_001337495.1, NP_001337494.1, NP_001337499.1, NP_001139492.1, NP_001139491.1, NP_001139490.1, NP_542171.2, NP_001337498.1, NP_001381467.1, NP_001381468.1, NP_001381469.1, NP_001381470.1, NP_001381471.1, NP_001381472.1, NP_001381473.1, NP_001381474.1	XP_014321480.1
OG0000266	XP_005247979.1, NP_001074924.1, NP_055694.3	XP_006096378.2
OG0000268	NP_853643.1	XP_014304495.1, XP_014304494.1, XP_006107101.1, XP_023603568.1
OG0000270	NP_001137475.1, NP_115928.1, NP_001137482.1, NP_001137476.1, NP_001137478.1, NP_001137477.1, XP_005262399.1, NP_001137481.1, NP_001137480.1	XP_023608747.1, XP_023608746.1
OG0000272	NP_002977.1	XP_006102116.1
OG0000272	NP_002973.1	XP_006102115.1
OG0000272	NP_005399.1	XP_006102124.1
OG0000272	NP_005614.2	XP_006102118.1
OG0000273	NP_073731.1, NP_001278759.1, NP_000768.1, NP_059488.2, NP_000756.3, NP_001243426.2	XP_023617704.1, XP_006081115.1, XP_006081114.1
OG0000274	NP_001001437.2, NP_066286.1, NP_002974.1	XP_006101970.1
OG0000274	XP_054184407.1, NP_996890.1, NP_001278400.1, NP_002975.1	XP_006101969.1, XP_014301789.1
OG0000275	NP_000998.1	XP_006082927.1, XP_023619985.1
OG0000278	NP_001304131.1, NP_001304136.1, XP_047273258.1, NP_001304130.1, NP_001304139.1, NP_001304140.1, NP_001304129.1, NP_001304135.1, NP_001304137.1, NP_001304134.1, NP_001304132.1, NP_001304133.1, NP_057547.5, NP_001304138.1, NP_001304128.1	XP_006086568.1, XP_006086567.1
OG0000280	NP_001033791.1, NP_001362564.1, NP_001362563.1, NP_001362562.1, NP_064625.1, XP_047273348.1	XP_006100233.2
OG0000281	XP_011539104.1, NP_872323.1, NP_001158301.1	XP_023608455.1, XP_006087273.1
OG0000282	NP_542408.1	XP_006095671.1
OG0000285	NP_941964.2, NP_941969.2, NP_941963.2, NP_941965.2, NP_941967.3, NP_941966.1, NP_859016.1	XP_014320883.1, XP_023619316.1
OG0000286	NP_001003443.2, XP_047282882.1	XP_006094630.1
OG0000287	NP_001004724.1	XP_006087529.1
OG0000287	NP_001004723.1, NP_001005241.2, NP_001352318.2, XP_054185007.1, NP_001382400.1	XP_006087525.1, XP_023608605.1
OG0000289	XP_011540898.1, NP_001354882.1	XP_014315333.1
OG0000290	NP_001119578.1, XP_011535601.1, NP_003973.3, NP_001119577.1	XP_023619424.1
OG0000291	NP_001275914.1	XP_023614847.1, XP_023604395.1, XP_023604127.1
OG0000291	XP_024306297.1, NP_525022.2	XP_023614804.1
OG0000291	NP_525023.2	XP_014316518.1
OG0000292	NP_001317720.1, NP_001317716.1, NP_055803.2, NP_001317719.1, NP_001276051.1, NP_001317721.1, NP_001317713.1, NP_001317718.1, NP_001317717.1, NP_001106188.1, NP_001106189.1, NP_001317722.1, NP_001317912.1, NP_001317603.1, NP_001106191.1, NP_001276053.1, NP_001106190.1, NP_001317911.1, NP_001317715.1	XP_023604237.1
OG0000292	NP_001317601.1, XP_011511944.1	XP_023609435.1
OG0000294	NP_001357154.1	XP_006087684.1
OG0000294	NP_001265484.1, XP_005246301.1, NP_001265483.1, NP_872619.1, NP_006348.1	XP_023600181.1
OG0000295	NP_065166.2	XP_014313620.1
OG0000295	NP_065698.1, XP_047277952.1, NP_001304759.1, NP_001349980.1, NP_001349979.1	XP_006086407.1
