Orthogroup	Echinops_telfairi	Myotis_lucifugus
OG0000270	XP_004713418.1	XP_023608747.1, XP_023608746.1
OG0000272	XP_030743938.1, XP_030743939.1	XP_006102116.1
OG0000272	XP_004707017.1, XP_004707401.1	XP_006102115.1
OG0000273	XP_045140312.1, XP_012860906.1	XP_023617704.1, XP_006081115.1, XP_006081114.1
OG0000274	XP_004707033.1	XP_006101970.1
OG0000274	XP_004707034.1	XP_006101969.1, XP_014301789.1
OG0000275	XP_012861120.1	XP_014323369.1, XP_023599658.1, XP_014323370.1
OG0000278	XP_004696714.1	XP_006086568.1, XP_006086567.1
OG0000280	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1	XP_006100233.2
OG0000281	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1	XP_023608455.1, XP_006087273.1
OG0000282	XP_012860079.2	XP_014308597.1, XP_006082431.1
OG0000286	XP_004717108.1, XP_004717107.1, XP_004717106.1	XP_006094630.1
OG0000287	XP_004698901.1	XP_006087529.1
OG0000287	XP_012859205.1	XP_006087525.1, XP_023608605.1
OG0000288	XP_004708529.1	XP_014313944.2
OG0000289	XP_012862752.1	XP_014315333.1
OG0000290	XP_045143807.1, XP_045143808.1	XP_023619424.1
OG0000291	XP_045155422.1	XP_023614847.1, XP_023604395.1, XP_023604127.1
OG0000291	XP_045155421.1	XP_014316518.1
OG0000292	XP_045139939.1	XP_023604237.1
OG0000294	XP_030743531.2	XP_006087684.1
OG0000294	XP_004701525.1	XP_023600181.1
OG0000295	XP_012864186.1, XP_045151430.1	XP_014313620.1
OG0000295	XP_045141048.1	XP_006086407.1
OG0000296	XP_045153427.1	XP_006083068.1, XP_006083069.1
OG0000297	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1	XP_023605598.1, XP_023605597.1, XP_006084403.1, XP_006084401.1, XP_006084299.1
OG0000298	XP_045144106.1, XP_004697962.1	XP_023610122.1, XP_006089454.1, XP_023610124.1, XP_014311930.1, XP_023610123.1
OG0000299	XP_045146948.1, XP_045146945.1, XP_004711589.1, XP_045146946.1, XP_045146947.1, XP_004711588.1	XP_006089674.1
OG0000300	XP_004708442.1, XP_004708443.1, XP_004708547.1	XP_006092139.1, XP_006092140.1, XP_006092136.1, XP_006092137.1, XP_006092138.1
OG0000301	XP_012864009.1, XP_012864010.1	XP_014316180.1, XP_014316181.1
OG0000301	XP_004717526.1	XP_014316182.1
OG0000304	XP_045145760.1	XP_023617733.1
OG0000305	XP_045142484.1	XP_006095592.1
OG0000306	XP_004699612.1	XP_023619876.1
OG0000308	XP_004706369.1	XP_023609375.1, XP_006088516.1, XP_023609373.1, XP_023609374.1
OG0000308	XP_004717692.1	XP_006082891.1
OG0000309	XP_012859090.1	XP_023619594.1, XP_006100261.1, XP_023619593.1, XP_023619591.1, XP_006100260.1, XP_023619595.1, XP_014321082.1, XP_023619592.1
OG0000310	XP_004702866.1	XP_023606482.1
OG0000311	XP_030740322.2, XP_004708212.1	XP_006085486.1
OG0000312	XP_045153123.1	XP_006108184.3
OG0000313	XP_004711516.1	XP_006095746.1
OG0000314	XP_045150916.1, XP_004708649.1	XP_023615823.1
OG0000315	XP_012861971.2, XP_012864082.2	XP_023614229.1, XP_023612713.1
OG0000316	XP_045141413.1, XP_045141412.1, XP_004717644.2	XP_006087833.1
OG0000316	XP_004717647.2	XP_006087712.1
OG0000319	XP_004698673.1	XP_014320574.1, XP_006099639.1, XP_023619006.1, XP_023619007.1, XP_014320575.1
OG0000320	XP_045150579.1, XP_004702113.2	XP_023614900.1, XP_023614899.1, XP_006095133.1
OG0000321	XP_045148562.1	XP_006107351.1, XP_023603784.1, XP_014313627.1
OG0000321	XP_045154514.1	XP_023612665.1
OG0000322	XP_004698816.3	XP_006108243.1
OG0000322	XP_004712675.1	XP_006088486.1
OG0000323	XP_004705077.1	XP_023614268.1
OG0000323	XP_004696385.1	XP_006096880.1, XP_006085581.1
OG0000324	XP_004705385.1	XP_023616790.1, XP_023616791.1
OG0000325	XP_004716238.1, XP_045149401.1	XP_023605161.1, XP_006102795.1, XP_014323574.1
OG0000326	XP_004705625.1, XP_045141816.1	XP_006088264.1
OG0000327	XP_004707505.1	XP_006100875.1, XP_014321718.1, XP_023620156.1, XP_023620157.1
OG0000328	XP_004713324.1, XP_045144518.1	XP_023600221.1, XP_014301052.1, XP_006103215.1
OG0000329	XP_045142641.1	XP_006097949.1, XP_014319084.1
OG0000329	XP_004699239.1	XP_023612835.1, XP_006092598.1, XP_006092599.1
OG0000330	XP_045150572.1	XP_023615111.1
OG0000331	XP_004704985.1, XP_045143332.1	XP_006087314.1
OG0000331	XP_012861945.2	XP_014311192.1
OG0000332	XP_045144623.1	XP_006088772.1
OG0000333	XP_045153367.1	XP_023602710.1
OG0000334	XP_004716840.1	XP_023601568.1, XP_006104614.1
OG0000334	XP_045146284.1	XP_006104615.1
OG0000335	XP_004701257.1	XP_023603981.1
OG0000336	XP_045150973.1, XP_004708679.1	XP_014307799.1, XP_023606408.1, XP_014307801.1, XP_014307800.1, XP_014307802.1
OG0000337	XP_004700030.1, XP_045153994.1	XP_014304037.1, XP_006106650.1, XP_014304044.1, XP_014304043.1, XP_023603146.1, XP_014304036.1, XP_014304035.1, XP_006106648.1, XP_014308611.1, XP_014308612.1, XP_014308610.1, XP_023607167.1, XP_006085849.1, XP_014308615.1, XP_014304033.1, XP_014304039.1, XP_006093060.1, XP_023607166.1, XP_014308614.1, XP_006108620.2, XP_023607135.1, XP_023603151.1, XP_014308613.1, XP_014308617.1, XP_023607170.1, XP_014308616.1, XP_023607169.1, XP_014304041.1
OG0000339	XP_004699228.1	XP_023612828.1
OG0000339	XP_045153339.1, XP_004715213.1	XP_006107030.1
OG0000340	XP_045148372.1, XP_045148371.1, XP_004710383.1, XP_045148373.1	XP_023616340.1
OG0000341	XP_045143010.1	XP_006083628.1
OG0000343	XP_045155630.1	XP_023614824.1
OG0000344	XP_004712667.1	XP_006105693.1
OG0000344	XP_004712655.3	XP_006091194.1
OG0000345	XP_045141257.1, XP_045141731.1	XP_014305768.1
OG0000347	XP_004716445.2	XP_006089702.1
OG0000347	XP_045154096.1, XP_045154095.1, XP_004699846.1	XP_006109363.3
OG0000348	XP_045152137.1	XP_023610000.1, XP_014311764.1, XP_023609999.1, XP_014311765.1, XP_014311766.1
OG0000349	XP_004707315.1	XP_006092244.1
OG0000349	XP_004704213.2	XP_006107755.1
OG0000350	XP_030743956.1	XP_014316535.1, XP_006095017.1
OG0000350	XP_012861246.1	XP_006095016.1, XP_014316533.1
OG0000351	XP_004697732.1	XP_023606682.1
OG0000352	XP_004709132.2	XP_014305285.1
OG0000353	XP_045143303.1	XP_014314751.1
OG0000354	XP_045139633.1, XP_004716313.1	XP_006097623.1
OG0000355	XP_045140562.1	XP_023615968.1, XP_006096384.1, XP_006096386.1, XP_023615969.1, XP_006096385.1
OG0000356	XP_045146509.1, XP_045146511.1, XP_045146510.1, XP_004711235.1	XP_014307622.1, XP_014307624.1, XP_006084732.1
OG0000357	XP_045146532.1	XP_006084725.1
OG0000359	XP_045148754.1, XP_045148755.1, XP_004711769.1	XP_006104659.1
OG0000359	XP_004711771.1	XP_006104657.1, XP_006104658.1
OG0000360	XP_004706067.1	XP_014303560.2
OG0000360	XP_012860898.1	XP_023601824.1
OG0000360	XP_045140728.1	XP_023601825.1
OG0000361	XP_045147035.1, XP_004708571.1, XP_004708569.1, XP_004708576.2, XP_004708573.2, XP_004708575.1, XP_004708572.1, XP_004708449.1, XP_004708450.1	XP_006092122.1, XP_014313941.1
OG0000362	XP_004698461.1, XP_045141295.1, XP_045141296.1	XP_006084552.1
OG0000363	XP_004699690.1, XP_004699691.1, XP_004699689.3	XP_006096177.1
OG0000364	XP_045149720.1, XP_045149721.1, XP_004704908.1	XP_014320383.1, XP_014320382.1, XP_006099441.1
OG0000365	XP_004699626.1	XP_006107952.1, XP_014306059.2
OG0000366	XP_004698982.1, XP_004698983.1	XP_023599432.1, XP_006102276.1, XP_014323115.1, XP_006102277.1, XP_006108649.1, XP_014323078.1, XP_023599440.1
OG0000367	XP_045155928.1, XP_004709270.1	XP_006108461.3
OG0000368	XP_045152505.1, XP_045152503.1, XP_004712607.1, XP_045152504.1	XP_006091144.1
OG0000370	XP_045152628.1	XP_023605041.1, XP_014311907.1
OG0000371	XP_004703983.2	XP_023599400.1
OG0000372	XP_045145855.1	XP_006089092.1
OG0000373	XP_004708719.2	XP_023599457.1, XP_014323137.1
OG0000374	XP_004698026.1	XP_006089569.1, XP_006089567.1, XP_006089568.1
OG0000375	XP_004714888.1, XP_045149970.1, XP_045149971.1	XP_006085555.1, XP_023606942.1
OG0000376	XP_004696957.1	XP_023619297.1, XP_023619295.1, XP_006099970.1, XP_006099969.1, XP_023619296.1
OG0000379	XP_012863887.1	XP_006094619.1
OG0000381	XP_004711643.1	XP_023613911.1
OG0000381	XP_012863347.1, XP_012862278.1	XP_014323083.1, XP_006093870.1, XP_014302772.1
OG0000382	XP_012861252.1	XP_006108130.1
OG0000384	XP_012864001.1	XP_006094600.1, XP_006094680.1
OG0000385	XP_045148245.1	XP_006098768.1, XP_006101484.1, XP_023604498.1, XP_023604497.1
OG0000386	XP_045141075.1	XP_014323271.1
OG0000387	XP_045141992.1, XP_045150101.1, XP_045155307.1, XP_045152601.1, XP_045146927.1, XP_045146925.1, XP_012859590.2, XP_045155896.1, XP_045147829.1, XP_045147929.1, XP_012860248.1	XP_006084089.1
OG0000388	XP_004712835.1, XP_045139530.1	XP_006106965.1
OG0000390	XP_045147819.1, XP_045147817.1, XP_030741998.1, XP_045147818.1	XP_023610464.1, XP_023610460.1, XP_014312265.1, XP_023610462.1, XP_006089883.1, XP_023610463.1, XP_023610461.1
OG0000391	XP_004699106.1, XP_045143691.1	XP_006087007.1, XP_023608251.1
OG0000392	XP_012861978.1, XP_004710853.1	XP_006098635.1
OG0000392	XP_004698853.1	XP_023619844.1
OG0000393	XP_045155285.1	XP_006099009.1, XP_014319997.1, XP_006099010.1
OG0000394	XP_004700440.1	XP_014307074.2
OG0000395	XP_045144881.1	XP_006085466.1
OG0000396	XP_045146974.1	XP_006091677.1, XP_023612149.1, XP_023612150.1, XP_006091675.1, XP_023612152.1, XP_023612151.1, XP_006091673.1, XP_006091674.1
OG0000397	XP_004704363.2	XP_023608225.1
OG0000398	XP_045145417.1, XP_045142204.1, XP_045151680.1, XP_045155313.1, XP_030742015.2	XP_023619689.1
OG0000399	XP_004713829.1	XP_006084357.1
OG0000400	XP_004711455.1	XP_014313713.1, XP_023612113.1, XP_023612115.1, XP_023612112.1, XP_023612114.1, XP_014313714.1, XP_006091603.1, XP_023612116.1, XP_014313712.1
OG0000401	XP_012860439.1	XP_006083286.1
OG0000402	XP_045153955.1	XP_006083250.1
OG0000402	XP_045154872.1	XP_023601131.1
OG0000402	XP_004703823.1	XP_023601100.1
OG0000405	XP_004716727.1, XP_045152935.1	XP_006082947.1, XP_023620135.1
OG0000407	XP_004707097.1	XP_014316176.2
OG0000407	XP_012861238.1, XP_012861363.1, XP_012861089.1, XP_045145872.1, XP_004706641.1	XP_023599972.1
OG0000408	XP_004716989.2, XP_004716969.1, XP_004717890.1, XP_004716990.1, XP_004716965.1, XP_004716966.1, XP_004716967.1, XP_004716968.1	XP_006101374.1
OG0000409	XP_004717173.1	XP_006094633.1
OG0000410	XP_012861315.1	XP_014302820.1
OG0000410	XP_004706920.2	XP_006107915.3, XP_014302818.1
OG0000410	XP_004706922.1, XP_004707346.1, XP_030744043.1, XP_004706921.1	XP_006106674.1, XP_006106677.1, XP_006106676.1, XP_006106675.1, XP_006107914.1
OG0000411	XP_004711109.1, XP_004711110.2, XP_004711111.2	XP_014310731.1
OG0000412	XP_004716026.1	XP_023619410.1
OG0000413	XP_004705701.1	XP_006106089.1, XP_014303555.1, XP_006106087.1
OG0000414	XP_045148031.1	XP_006093991.1
OG0000415	XP_045154662.1	XP_006102946.1
OG0000415	XP_045149320.1, XP_045143060.1, XP_030740192.1, XP_045149901.1	XP_006087989.2
OG0000416	XP_012863146.1	XP_023604903.1
OG0000417	XP_045150667.1, XP_045154823.1, XP_045140303.1, XP_045152471.1, XP_045139554.1, XP_045146197.1, XP_045142474.1, XP_012864198.1, XP_004703049.1, XP_045144560.1, XP_045141194.1	XP_006088102.1, XP_014310822.1
OG0000418	XP_004711007.2, XP_045152532.1, XP_045152531.1	XP_023609056.1
OG0000419	XP_012861393.1, XP_030741143.2, XP_045144867.1	XP_006090572.2
OG0000421	XP_045142871.1, XP_045142872.1, XP_004696106.1, XP_045142870.1	XP_014317484.1, XP_014317483.1, XP_023615671.1
OG0000422	XP_004711934.1	XP_006098865.1
OG0000423	XP_045151155.1	XP_023610210.1
OG0000425	XP_045147494.1	XP_023618419.1
OG0000426	XP_004701599.1	XP_023616221.1
OG0000427	XP_045146160.1, XP_045152921.1	XP_006083036.1
OG0000428	XP_004707626.1	XP_006109511.1, XP_006108444.1, XP_006097131.1, XP_006097076.1, XP_023616605.1, XP_023616607.1, XP_023616608.1
OG0000431	XP_045141420.1	XP_014301212.1
OG0000432	XP_004709160.1	XP_014305634.1, XP_023604523.1, XP_014305636.1
OG0000432	XP_004713822.1	XP_023605841.1, XP_023605840.1, XP_023605843.1, XP_014307213.1, XP_023605842.1
OG0000433	XP_045150825.1	XP_006108732.1, XP_006105636.1, XP_006107020.1, XP_014305234.1, XP_014305524.1, XP_006108279.1, XP_023602019.1, XP_006107571.1, XP_006106592.1, XP_006105637.1, XP_014303189.1, XP_006107018.1, XP_023603117.1, XP_014305270.2, XP_023603118.1, XP_014303989.1
OG0000434	XP_045145631.1	XP_023619721.1
OG0000434	XP_045145630.1	XP_023604922.1, XP_023603257.1, XP_023603002.1, XP_023602985.1, XP_023603001.1, XP_023602986.1, XP_023619735.1
OG0000435	XP_004699507.1, XP_045147700.1, XP_004699508.2	XP_014310029.1
OG0000436	XP_004711262.1, XP_012859201.1	XP_006087869.1, XP_006084738.2
OG0000436	XP_012859970.1	XP_006089341.1
OG0000436	XP_012860332.1	XP_023617317.1
OG0000437	XP_045148798.1	XP_014303624.1, XP_014303626.1
OG0000438	XP_045140639.1	XP_023609911.1
OG0000438	XP_030744930.1	XP_006107437.1
OG0000439	XP_004709879.1, XP_045150196.1	XP_023600324.1
OG0000440	XP_045143961.1, XP_004699053.1	XP_006083093.1, XP_006096080.1
OG0000441	XP_045155907.1	XP_006105293.1, XP_023602070.1, XP_006105292.1, XP_006105294.1, XP_006105289.1
OG0000442	XP_045148210.1	XP_006105211.1
OG0000443	XP_045149159.1	XP_023605707.1
OG0000445	XP_004716049.1	XP_006099321.3
OG0000446	XP_004717006.1	XP_023617474.1, XP_006097992.1
OG0000446	XP_045154525.1	XP_014314932.1
OG0000447	XP_045142548.1, XP_045142547.1, XP_004707684.1	XP_023611696.1
OG0000448	XP_004715404.4	XP_006099353.1, XP_006099355.1
OG0000449	XP_045140113.1, XP_012860330.1	XP_014322200.1
OG0000450	XP_045143433.1, XP_045143437.1, XP_045143436.1, XP_004712305.1, XP_045143434.1	XP_023613113.1, XP_006092902.1, XP_023613114.1, XP_014314757.1, XP_014314759.1
OG0000451	XP_045154623.1, XP_045154618.1, XP_045154617.1, XP_004703816.1, XP_045154628.1	XP_014300994.1, XP_014300999.1, XP_023600944.1, XP_023600928.1, XP_023600950.1, XP_014300983.1, XP_023600915.1
OG0000452	XP_004716583.1	XP_006103322.1
OG0000454	XP_045148050.1, XP_004699254.1	XP_023612791.1
OG0000455	XP_045139676.1, XP_004714931.1	XP_014318734.1
OG0000456	XP_045150610.1	XP_023610945.1
OG0000457	XP_045151726.1, XP_045141292.1, XP_004703234.1, XP_012859552.2	XP_006093675.1
OG0000458	XP_045153751.1	XP_006109377.3, XP_023605306.1
OG0000458	XP_030743526.1	XP_023616636.1
OG0000459	XP_045143677.1	XP_006106652.1, XP_014310202.1, XP_023608649.1, XP_006106656.1, XP_023608648.1, XP_023604552.1, XP_006108198.1, XP_023608601.1, XP_014310199.1, XP_006087501.1, XP_014310200.1, XP_006087502.1, XP_006108440.2, XP_023608645.1, XP_006087494.1, XP_023608646.1
OG0000460	XP_004714060.2	XP_006094798.1
OG0000461	XP_004715033.2	XP_014313932.1
OG0000462	XP_004698896.2, XP_004698895.2, XP_004698898.1, XP_004698899.1	XP_006087530.1, XP_006108852.1
OG0000463	XP_012863783.1, XP_045150672.1	XP_023617585.1, XP_023620669.1
OG0000464	XP_045148268.1, XP_004715809.1	XP_023600475.1
OG0000465	XP_045149614.1	XP_023615625.1
OG0000467	XP_004714211.1	XP_014322643.1
OG0000469	XP_004707205.1	XP_006095048.1, XP_006095015.1, XP_006095047.1
OG0000470	XP_004707037.1	XP_023600978.1, XP_023600977.1, XP_006104017.1, XP_014301795.1, XP_014301794.1, XP_014301793.1
OG0000471	XP_045152529.1	XP_023609090.1, XP_006088136.1, XP_023609091.1
OG0000472	XP_045154508.1, XP_045143329.1, XP_004697514.1	XP_014322751.2
OG0000472	XP_045151429.1	XP_023612007.1
OG0000473	XP_004697439.1	XP_023604153.1
OG0000475	XP_030743808.1	XP_006098200.1
OG0000476	XP_004708404.1	XP_006092032.2
OG0000477	XP_004713621.1	XP_006101681.1
OG0000477	XP_004713626.1	XP_006101676.1
OG0000478	XP_045142392.1	XP_023613306.1
OG0000479	XP_012863522.1	XP_023618156.1, XP_014319727.1, XP_023618154.1, XP_023618153.1, XP_023618157.1, XP_023618152.1, XP_006098681.1, XP_006098679.1, XP_006098678.1, XP_023618155.1
OG0000482	XP_045147945.1	XP_023612784.1
OG0000482	XP_012863268.3	XP_014306143.2
OG0000483	XP_004707284.1, XP_045155675.1	XP_014303600.1
OG0000484	XP_045149635.1	XP_006090212.1
OG0000485	XP_004707878.1	XP_023609311.1
OG0000485	XP_045154435.1, XP_004707880.1, XP_045144135.1, XP_004707879.1	XP_014310932.1
OG0000486	XP_004707349.1, XP_004706923.1	XP_006106679.1, XP_006106683.1, XP_006106680.1, XP_006109556.1, XP_006106682.1
OG0000487	XP_004707441.1	XP_006095673.1, XP_023615359.1
OG0000487	XP_004707442.1	XP_014317150.1, XP_006095672.1
OG0000488	XP_045152114.1, XP_004703081.1	XP_023608415.1, XP_014309913.1, XP_006087219.1
OG0000489	XP_045144870.1	XP_006100041.1
OG0000490	XP_045154852.1	XP_006097378.2
OG0000491	XP_004710858.1	XP_023618066.1
OG0000492	XP_004709575.1	XP_023602312.1
OG0000492	XP_045142233.1	XP_006104787.1
OG0000493	XP_004712942.1	XP_006105546.1, XP_006105545.1
OG0000494	XP_004704584.1	XP_023608307.1
OG0000495	XP_004705642.1	XP_006109176.1
OG0000496	XP_004705961.2	XP_023615660.1
OG0000497	XP_004699940.1	XP_006089945.1
OG0000498	XP_045154372.1, XP_045154373.1, XP_045154374.1, XP_004714791.1	XP_014316690.2, XP_014316694.2
OG0000499	XP_045143852.1, XP_045143854.1, XP_004699036.1, XP_045143853.1	XP_023619192.1
OG0000500	XP_004698817.1	XP_006104768.1
OG0000501	XP_004707571.1	XP_023602071.1, XP_006105283.1, XP_023602072.1
OG0000502	XP_004700618.1	XP_006093719.1
OG0000503	XP_045143675.1	XP_023613562.1
OG0000504	XP_004702747.1, XP_045144742.1	XP_006085088.1, XP_006085087.1, XP_006085086.1, XP_006085085.1
OG0000506	XP_045152970.1	XP_023603721.1, XP_023603732.1
OG0000507	XP_045143353.1	XP_023613633.1
OG0000508	XP_004698247.1	XP_006089419.1, XP_014311887.1
OG0000510	XP_004696978.1	XP_023620810.1
OG0000511	XP_004697382.1, XP_004697381.1, XP_004697383.1	XP_023600967.1, XP_023604762.1
OG0000512	XP_045154069.1	XP_006091305.1
OG0000513	XP_045146525.1, XP_004711234.1	XP_014307619.1
OG0000515	XP_045152798.1, XP_045152799.1	XP_014303740.1, XP_006106322.1
OG0000517	XP_004700350.1, XP_045146952.1	XP_006098562.1, XP_006098558.1, XP_006098560.1
OG0000519	XP_045148333.1	XP_023602867.1, XP_023602870.1, XP_014303777.1, XP_023604733.1, XP_014306595.1
OG0000520	XP_004710370.1	XP_006096764.1
OG0000521	XP_004705476.1	XP_006104581.2
OG0000522	XP_045155035.1	XP_014302982.1, XP_023602143.1, XP_006105360.1, XP_014302983.1, XP_023602141.1, XP_023602142.1
OG0000523	XP_004699794.1	XP_006106058.1
OG0000524	XP_045144592.1	XP_023606561.1
OG0000524	XP_045149226.1	XP_006109878.1
OG0000525	XP_004709182.1	XP_006106823.1
OG0000525	XP_004713023.1	XP_006103918.1
OG0000526	XP_004699693.1	XP_006096167.1
OG0000527	XP_004712135.1	XP_006083826.1
OG0000528	XP_004704601.1, XP_045149774.1	XP_006091293.1, XP_006091294.1
OG0000529	XP_045140452.1	XP_023609179.1
OG0000530	XP_045140687.1, XP_004696995.1	XP_014322740.1
OG0000531	XP_004706766.1	XP_006089019.1, XP_023609762.1
OG0000532	XP_045143937.1, XP_045143936.1	XP_006087038.1
OG0000533	XP_045143894.1, XP_004698857.1	XP_006103177.2
OG0000534	XP_004709234.1, XP_045155482.1	XP_006092475.1, XP_023612698.1
OG0000535	XP_045141762.1, XP_045141761.1, XP_045141760.1	XP_023602841.1, XP_006083449.1, XP_006083444.1, XP_006083445.1, XP_014303049.1
OG0000536	XP_012859369.1	XP_006083433.1, XP_014302953.1
OG0000537	XP_004699978.1	XP_006103925.1, XP_006108931.3
OG0000537	XP_004699977.1	XP_023600852.1
OG0000538	XP_004711605.1	XP_006089664.1
OG0000538	XP_045151830.1	XP_023615724.1
OG0000540	XP_004701909.1	XP_006082738.2
OG0000540	XP_004702392.2	XP_014311995.2, XP_023600299.1
OG0000541	XP_045151955.1	XP_014305950.2
OG0000542	XP_004702737.1	XP_023606509.1, XP_006085073.1
OG0000544	XP_004707610.1	XP_006097128.1
OG0000544	XP_045147316.1	XP_006090017.1
OG0000545	XP_004710169.2	XP_006092739.1
OG0000545	XP_045143820.1, XP_045143475.1, XP_004712804.1	XP_006082242.1
OG0000547	XP_004713785.2	XP_006102547.1
OG0000547	XP_004713644.1	XP_023599597.1
OG0000548	XP_004703888.1	XP_023608186.1, XP_023608184.1, XP_014309633.1, XP_023608187.1, XP_023608185.1, XP_014309635.1
OG0000551	XP_045149108.1	XP_014316185.1, XP_014316188.1, XP_014316189.1
OG0000552	XP_004700040.1	XP_023611271.1, XP_006090702.1
OG0000553	XP_004711499.1, XP_045143219.1	XP_023608047.1
OG0000554	XP_004698616.1, XP_045142030.1, XP_045142028.1	XP_023607739.1, XP_023607735.1, XP_023607737.1, XP_006086400.1, XP_023607736.1, XP_023607738.1, XP_023607734.1, XP_014309215.1, XP_006086395.1
OG0000555	XP_045141824.1, XP_004697534.1	XP_023601038.1
OG0000557	XP_045140439.1, XP_004713143.1	XP_014317422.1
OG0000558	XP_004712553.1, XP_004712549.1	XP_023602424.1
OG0000560	XP_004700637.1	XP_023613811.1
OG0000560	XP_004707230.1, XP_045155757.1	XP_006092450.1
OG0000561	XP_045145182.1	XP_006098847.1
OG0000562	XP_004716456.1, XP_004716472.1	XP_006089724.1, XP_006089725.1
OG0000563	XP_004717103.1	XP_006094626.1
OG0000564	XP_045149279.1, XP_045149280.1, XP_004712953.1	XP_006105559.2
OG0000565	XP_004717105.1	XP_006094713.1
OG0000565	XP_004717163.1	XP_006094710.1
OG0000566	XP_045150264.1, XP_012862776.1	XP_023599701.1
OG0000567	XP_004712596.1	XP_023609501.1, XP_014311250.2, XP_014303325.1
OG0000568	XP_004710413.1, XP_045141532.1, XP_012861368.1	XP_006105378.1
OG0000569	XP_004710170.1, XP_045139458.1	XP_023620471.1
OG0000569	XP_004715838.1	XP_014319786.1
