Orthogroup	Echinops_telfairi	Microcebus_murinus
OG0000189	XP_004716487.1	XP_020142173.1
OG0000190	XP_004700763.1	XP_012642612.1, XP_012642614.1, XP_012642619.1, XP_012642622.1, XP_012642618.1, XP_012642611.1, XP_012642610.1, XP_012642613.1, XP_012642617.1, XP_012642615.1, XP_012642616.1, XP_012642620.1
OG0000191	XP_004702068.1	XP_012608665.1, XP_012608667.1, XP_012608664.1, XP_012608663.1
OG0000192	XP_045146436.1	XP_012602522.1, XP_012595429.1
OG0000193	XP_045146734.1, XP_045146733.1, XP_045146735.1, XP_045146736.1	XP_012643388.1, XP_012643386.1, XP_012643390.1, XP_012643389.1, XP_012643394.1, XP_012643393.1, XP_012643395.1, XP_012643391.1, XP_012643392.1
OG0000195	XP_012863924.2	XP_012602234.1
OG0000196	XP_004715008.1	XP_012602096.1
OG0000196	XP_004714956.2	XP_012602138.2
OG0000197	XP_004711661.1	XP_012635092.1
OG0000198	XP_045148239.1	XP_012643511.1, XP_012606855.2
OG0000198	XP_045148276.1	XP_020138855.1
OG0000199	XP_004715690.1	XP_012626306.1, XP_012626304.1, XP_012626305.1, XP_012626303.1
OG0000200	XP_004699644.1	XP_012604691.1
OG0000200	XP_004699331.1	XP_012604690.1
OG0000201	XP_045155407.1	XP_012642289.2, XP_020136682.1, XP_020136690.1, XP_012642195.2
OG0000203	XP_004703894.1	XP_012600215.2
OG0000205	XP_012863033.1	XP_012592757.1, XP_020145980.1, XP_012592755.1
OG0000206	XP_004704090.1	XP_012641784.1, XP_012641779.1, XP_012641773.1, XP_012641790.1, XP_012641800.1
OG0000207	XP_004701621.1	XP_012594347.1, XP_012594348.1, XP_012594346.1, XP_012594349.1, XP_012594345.1
OG0000208	XP_004710162.1	XP_020140442.1, XP_020140443.1, XP_020140439.1, XP_012605083.1, XP_012605099.1, XP_012605108.1, XP_012605118.1, XP_012605074.1, XP_020140440.1, XP_012605090.1, XP_020140441.1
OG0000209	XP_012863468.1, XP_012863470.1	XP_012617021.1
OG0000210	XP_004711639.1, XP_004711637.2, XP_004711638.1	XP_012636099.1, XP_012636091.1, XP_020142143.1, XP_012636060.1
OG0000211	XP_004702940.1	XP_012601548.1, XP_012601550.1, XP_012601552.1
OG0000211	XP_004698023.1	XP_012610211.1
OG0000212	XP_045140889.1	XP_012638967.2
OG0000212	XP_004697251.1, XP_004697250.2, XP_012860526.1	XP_012609978.1
OG0000213	XP_004708119.1, XP_004715363.2, XP_045152929.1	XP_012610372.1, XP_012618844.1
OG0000214	XP_045155180.1	XP_020139364.1
OG0000214	XP_045141138.1	XP_012639821.1
OG0000215	XP_045155743.1	XP_012644878.1
OG0000217	XP_045146586.1, XP_045146584.1, XP_045146585.1, XP_045146583.1, XP_004714188.1	XP_012643354.1, XP_012643356.1, XP_012643353.1, XP_012607634.1
OG0000219	XP_004701509.1	XP_012641344.1, XP_012641345.1, XP_012641343.1
OG0000221	XP_030741677.1, XP_012861565.1, XP_004708437.1, XP_004708438.2, XP_004708440.1	XP_012643314.1
OG0000222	XP_045148545.1, XP_004710388.1	XP_012630034.1, XP_012630035.1, XP_012630032.1, XP_012630033.1, XP_012630036.1, XP_012630039.1, XP_020138945.1, XP_012630037.1
OG0000223	XP_045153127.1	XP_012633630.1
OG0000224	XP_004699881.1	XP_020139931.1
OG0000226	XP_045146536.1, XP_004711258.1, XP_004711259.1	XP_012622879.1, XP_012622878.1, XP_012622880.1
OG0000227	XP_045151206.1, XP_045151207.1, XP_045151208.1	XP_012636251.1, XP_012636256.1, XP_012636235.1, XP_012636266.1
OG0000228	XP_045150280.1	XP_020143704.1
OG0000230	XP_004696084.1	XP_012634431.1
OG0000230	XP_004705056.1	XP_012620826.1
OG0000231	XP_004717469.3	XP_012597534.1
OG0000231	XP_004697263.2	XP_020140932.1, XP_020140933.1, XP_020140931.1
OG0000232	XP_045153763.1	XP_012594561.1
OG0000233	XP_004709482.1	XP_012618946.1
OG0000234	XP_004717186.3, XP_004717187.3	XP_012641963.2, XP_012641964.2
OG0000236	XP_004703056.1	XP_012600890.1
OG0000238	XP_004700648.1	XP_012610428.1
OG0000238	XP_004700642.1, XP_004700902.1	XP_012610400.1
OG0000238	XP_004700900.1, XP_004700898.1, XP_004700901.1	XP_012610438.1
OG0000241	XP_004708533.1, XP_030741665.1	XP_012643313.1, XP_012643316.1, XP_012643297.1
OG0000242	XP_030742153.2	XP_012635035.1
OG0000244	XP_004714344.1	XP_012624841.1
OG0000244	XP_045141878.1, XP_045141871.1	XP_012629265.1, XP_012629263.1, XP_012629262.1, XP_012629266.1, XP_012629261.1
OG0000245	XP_004718110.1	XP_012641009.1
OG0000245	XP_004710517.1	XP_012641011.1, XP_012641014.1, XP_012641012.1, XP_012641013.1
OG0000246	XP_004702333.2, XP_045145799.1	XP_012644463.1
OG0000248	XP_004713142.1, XP_004712142.1	XP_012619900.1, XP_012619899.1, XP_012619904.1, XP_012619901.1, XP_012619902.1
OG0000249	XP_004714011.1	XP_012623524.1
OG0000249	XP_004714013.1, XP_004714014.1	XP_012623655.1
OG0000251	XP_004704148.1	XP_012634727.1, XP_012634725.1, XP_012634724.1, XP_012634723.1, XP_012634720.1, XP_012634721.1, XP_012634726.1
OG0000252	XP_004701760.1	XP_012608839.1, XP_012608841.1, XP_020143963.1, XP_012608844.1, XP_020143964.1, XP_012608842.1, XP_020143962.1, XP_012608837.1, XP_012608845.1, XP_012608838.1, XP_012608843.1, XP_012608840.1
OG0000253	XP_045142539.1, XP_045139880.1	XP_012611352.1
OG0000254	XP_012860652.1	XP_012628082.1, XP_020138151.1, XP_012611401.1, XP_020138152.1
OG0000255	XP_045142012.1	XP_012638692.1, XP_012606045.1
OG0000256	XP_004710512.1	XP_012609650.1, XP_012609644.1, XP_012609690.1
OG0000257	XP_045146872.1, XP_004716465.1	XP_012599622.1
OG0000257	XP_004716491.1	XP_012599602.2, XP_012599619.1
OG0000257	XP_030741696.1	XP_012599621.1
OG0000258	XP_012863806.1	XP_012634397.1
OG0000259	XP_004717914.1	XP_012602105.1, XP_012602108.1, XP_012602104.1, XP_012602176.1
OG0000259	XP_004708577.1	XP_012602166.1
OG0000260	XP_004708441.1	XP_012602134.1
OG0000261	XP_004708430.1, XP_004708432.1	XP_012643293.1, XP_012643291.1
OG0000262	XP_004717557.1, XP_004717564.1, XP_004717562.1, XP_004717552.3	XP_012641928.1, XP_012641930.1
OG0000263	XP_045153990.1, XP_004706756.1, XP_045153989.1	XP_012628017.1, XP_012628022.1, XP_012628018.1, XP_012628020.1, XP_012628021.1, XP_012628019.1, XP_012628023.1, XP_012628024.1
OG0000264	XP_004698837.1	XP_020141699.1, XP_020141698.1
OG0000265	XP_004710841.1	XP_012628546.1
OG0000266	XP_012861602.1	XP_012638333.1, XP_012638330.1, XP_020141356.1, XP_012638331.1, XP_012638332.1
OG0000267	XP_045145499.1	XP_020138750.1, XP_020138672.1
OG0000268	XP_004713175.1, XP_004711378.1, XP_004713162.1	XP_012636319.1
OG0000270	XP_004713418.1	XP_012637871.1, XP_012637882.1, XP_012637877.1, XP_012637890.1
OG0000272	XP_030743938.1, XP_030743939.1	XP_012646534.2
OG0000272	XP_004707017.1, XP_004707401.1	XP_012598546.1
OG0000273	XP_045140312.1, XP_012860906.1	XP_020137160.1, XP_012614512.1, XP_012614506.1, XP_012614508.1, XP_012614513.1
OG0000274	XP_004707033.1	XP_012638783.1
OG0000274	XP_004707034.1	XP_012639019.1
OG0000275	XP_012863543.2	XP_020137900.1, XP_012636393.1
OG0000275	XP_012859316.2, XP_012860780.1	XP_012593983.1, XP_012635057.2
OG0000275	XP_012861120.1	XP_020142937.1
OG0000277	XP_045147049.1	XP_012594072.2
OG0000278	XP_004696714.1	XP_012604518.1, XP_012604519.1, XP_012604517.1, XP_012604516.2, XP_020137716.1
OG0000279	XP_004705599.1	XP_012614898.1, XP_012614896.1, XP_012614894.1, XP_012614900.1, XP_012614893.1, XP_012614901.1, XP_012614897.1, XP_012614899.1
OG0000280	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1	XP_012617558.1, XP_012617559.1
OG0000281	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1	XP_012631308.1, XP_020145560.1, XP_012631305.1, XP_012631311.1, XP_020145557.1, XP_020145558.1, XP_012631306.1, XP_012631310.1, XP_012631304.1
OG0000282	XP_045152787.1, XP_004706475.1	XP_020138645.1, XP_012628234.1
OG0000286	XP_004717108.1, XP_004717107.1, XP_004717106.1	XP_012642041.1, XP_012641915.2
OG0000287	XP_004698901.1	XP_012608042.2
OG0000288	XP_004708541.1	XP_012643275.1
OG0000289	XP_045139512.1	XP_012603474.1
OG0000289	XP_012862752.1	XP_012603480.1, XP_012603482.1, XP_012603477.1, XP_012603479.1, XP_012603478.1, XP_012603481.1
OG0000290	XP_045143807.1, XP_045143808.1	XP_012608173.1
OG0000291	XP_045155422.1	XP_012602865.1
OG0000291	XP_045155421.1	XP_012602861.1
OG0000291	XP_030743984.2	XP_012602856.1
OG0000292	XP_045139939.1	XP_020140949.1
OG0000293	XP_004717226.1, XP_045146368.1, XP_045146369.1	XP_012624965.1, XP_012624963.1, XP_012624964.1
OG0000294	XP_030743531.2	XP_012600777.1, XP_012600776.1
OG0000294	XP_004701525.1	XP_012641271.2
OG0000295	XP_045151430.1	XP_012636412.1
OG0000295	XP_045141048.1	XP_012590810.1, XP_012590807.1, XP_012590809.1, XP_012590811.1, XP_012590808.1
OG0000296	XP_045153427.1	XP_012611066.1
OG0000297	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1	NP_001296856.1, XP_012610975.1, XP_012610980.1, NP_001296860.1, NP_001296858.1, NP_001296854.1, NP_001296861.1
OG0000298	XP_045144106.1, XP_004697962.1	XP_012612383.2, XP_020137242.1, XP_012610453.1, XP_012610450.1, XP_012610451.1, XP_012610452.1
OG0000299	XP_045146948.1, XP_045146945.1, XP_004711589.1, XP_045146946.1, XP_045146947.1, XP_004711588.1	XP_012611259.1, XP_012611258.1, XP_012611260.1
OG0000300	XP_004708442.1, XP_004708443.1, XP_004708547.1	XP_012602163.1, XP_012602130.2, XP_012602148.1, XP_012602159.1, XP_012602161.1
OG0000301	XP_012864009.1, XP_012864010.1	XP_012641939.2
OG0000301	XP_004717526.1	XP_012641936.1
OG0000301	XP_004717546.2, XP_012864013.2	XP_012641938.2
OG0000304	XP_045145760.1	XP_020139677.1
OG0000305	XP_045142484.1	XP_012596067.1
OG0000306	XP_004699612.1	XP_012606999.1
OG0000307	XP_045154607.1, XP_045149778.1, XP_030743176.2	XP_012625355.1
OG0000308	XP_004706369.1	XP_012598511.1, XP_012598508.1, XP_012598510.1
OG0000308	XP_004717692.1	XP_020137097.1
OG0000309	XP_012859090.1	XP_012634036.1, XP_012634038.1, XP_012634039.1, XP_012634037.1
OG0000311	XP_004708212.1	XP_012633035.1, XP_012633036.1, XP_012633037.1, XP_012633034.1
OG0000312	XP_045153123.1	XP_020142004.1
OG0000314	XP_045150916.1, XP_004708649.1	XP_012608488.1
OG0000314	XP_045146715.1, XP_004717828.1	XP_020140641.1
OG0000315	XP_012861971.2, XP_012864082.2	XP_012595136.1, XP_020140523.1, XP_012642647.1, XP_012642648.1
OG0000316	XP_045141501.1, XP_045141413.1, XP_045141412.1, XP_004717644.2	XP_012603267.1
OG0000316	XP_004717647.2	XP_012613613.1
OG0000318	XP_045151004.1	XP_012620955.1
OG0000318	XP_004706583.1, XP_004712992.1	XP_012636124.2, XP_012630788.2
OG0000319	XP_004698673.1	XP_012641090.1, XP_012641089.1, XP_012641091.1, XP_012641088.1, XP_012641092.1, XP_012608514.1, XP_012597729.1
OG0000320	XP_045150579.1, XP_004702113.2	XP_012632927.1
OG0000321	XP_045148562.1	XP_012609781.1
OG0000321	XP_045154514.1	XP_012606327.1
OG0000322	XP_004699810.1, XP_045148732.1, XP_004698816.3	XP_012629406.2
OG0000322	XP_004712675.1	XP_012596666.1
OG0000323	XP_004705077.1	XP_012620891.1
OG0000323	XP_004696385.1	XP_012629319.1, XP_012629318.1, XP_020142720.1
OG0000324	XP_004705385.1	XP_012606319.1
OG0000324	XP_045144063.1, XP_045144062.1, XP_004700256.1, XP_045144074.1	XP_012594074.1, XP_012594075.1
OG0000325	XP_004716238.1, XP_045149401.1	XP_012634801.1, XP_012634802.1, XP_012634800.1
OG0000326	XP_004705625.1, XP_045141816.1	XP_012619564.1, XP_012619560.1, XP_012619562.1, XP_012619563.1, XP_012619561.1, XP_012619565.1
OG0000327	XP_004707505.1	XP_012621311.1, XP_012621309.1, XP_012621312.1, XP_012621308.1, XP_012621302.1, XP_012621304.1, XP_012621310.1, XP_012621306.1, XP_012621307.1, XP_012621305.1
OG0000328	XP_004713324.1, XP_045144518.1	XP_012627619.1, XP_012627618.1, XP_012627620.1
OG0000329	XP_045142641.1	XP_012637879.1, XP_012637878.1
OG0000329	XP_004699239.1	XP_012633968.1
OG0000330	XP_045150572.1	XP_012606419.1, XP_012606421.1, XP_012606418.1, XP_012606420.1
OG0000331	XP_004704985.1, XP_045143332.1	XP_012591284.1
OG0000331	XP_012861945.2	XP_012640183.1
OG0000332	XP_045144623.1	XP_020145270.1, XP_020145268.1, XP_020145269.1, XP_012623598.1
OG0000333	XP_045153367.1	XP_020135910.1, XP_020135912.1, XP_020135911.1, XP_020135913.1
OG0000334	XP_004716840.1	XP_012646017.1, XP_012646016.1, XP_012646019.1, XP_012646015.1, XP_012646018.1
OG0000334	XP_045146284.1	XP_012646014.1
OG0000335	XP_004701257.1	XP_012632007.1
OG0000336	XP_045150973.1, XP_004708679.1	XP_020142057.1, XP_020142058.1, XP_012592410.1, XP_012592411.1
OG0000337	XP_004700030.1, XP_045153994.1	XP_012623906.1
OG0000339	XP_004699228.1	XP_012633954.1, XP_012633953.1
OG0000339	XP_004715213.1	XP_012626726.1
OG0000340	XP_004698883.1	XP_012601844.1
OG0000340	XP_045148372.1, XP_045148371.1, XP_004710383.1, XP_045148373.1	XP_012630040.1
OG0000341	XP_045143010.1	XP_012638108.1
OG0000342	XP_045152180.1, XP_004703108.1, XP_004717460.1	XP_012638645.1
OG0000343	XP_045155630.1	XP_012602903.1, XP_012602907.1, XP_012602904.1, XP_012602905.1, XP_012602906.1
OG0000344	XP_004712667.1	XP_012627719.1, XP_012627700.1, XP_020145189.1, XP_012627717.1, XP_012627721.1
OG0000344	XP_004712655.3	XP_012627253.1, XP_012627252.1, XP_020145055.1, XP_012627251.1, XP_012627255.1, XP_020145053.1, XP_012627254.1, XP_020145054.1, XP_012627256.1
OG0000345	XP_045141257.1, XP_045141731.1	XP_012607550.1
OG0000347	XP_004716445.2	XP_012639451.1
OG0000347	XP_045154096.1, XP_045154095.1, XP_004699846.1	XP_012599904.1
OG0000348	XP_045152137.1	XP_012601669.1, XP_012601670.1, XP_012601671.1
OG0000349	XP_004707315.1	XP_012606495.1
OG0000349	XP_004704213.2	XP_012626519.1, XP_012626518.1, XP_012626520.1
OG0000351	XP_004697732.1	XP_012641752.1
OG0000353	XP_004712308.1	XP_012635872.1
OG0000353	XP_045143487.1	XP_012635874.1
OG0000354	XP_045139633.1, XP_004716313.1	XP_012600037.1
OG0000355	XP_045140562.1	XP_012641474.1, XP_012641471.1, XP_012641470.1, XP_012641469.1, XP_012641475.1, XP_012641472.1
OG0000356	XP_045146509.1, XP_045146511.1, XP_045146510.1, XP_004711235.1	XP_012622881.1, XP_012622883.1, XP_012622882.1, XP_012622884.1
OG0000357	XP_045146532.1	XP_012643398.1, XP_020140625.1, XP_020140626.1, XP_012643396.1
OG0000359	XP_045148754.1, XP_045148755.1, XP_004711769.1	XP_012596594.1, XP_012596593.1
OG0000359	XP_004711771.1	XP_012596592.2
OG0000360	XP_004706067.1	XP_012619586.1
OG0000360	XP_012860898.1	XP_012619582.1
OG0000362	XP_004698461.1, XP_045141295.1, XP_045141296.1	XP_020142979.1
OG0000363	XP_004699690.1, XP_004699691.1, XP_004699689.3	XP_012640603.1, XP_012640601.2, XP_012640600.2
OG0000364	XP_045149720.1, XP_045149721.1, XP_004704908.1	XP_012598123.1, XP_020138300.1, XP_012598124.1, XP_012598125.1
OG0000365	XP_004699626.1	XP_012646444.2
OG0000366	XP_004698982.1, XP_004698983.1	XP_012607759.1, XP_012607755.1, XP_012607761.2, XP_012607748.2, XP_012607757.1, XP_012608014.1, XP_012607756.1
OG0000367	XP_045155928.1, XP_004709270.1	XP_012632714.1, XP_012632712.1, XP_012632713.1
OG0000368	XP_045152505.1, XP_045152503.1, XP_004712607.1, XP_045152504.1	XP_012624245.1, XP_012624244.1, XP_012624243.1, XP_012624246.1, XP_012624248.1, XP_012624242.1, XP_012624247.1, XP_012624241.1
OG0000369	XP_004697283.1	XP_012603729.1, XP_012613560.1
OG0000370	XP_045152628.1	XP_020138759.1, XP_012603894.2, XP_020142256.1
OG0000371	XP_004703983.2	XP_012600743.1
OG0000371	XP_045142300.1	XP_012591432.1
OG0000372	XP_045145855.1	XP_020140238.1
OG0000373	XP_004708719.2	XP_012625733.1, XP_012625732.1
OG0000374	XP_004698026.1	XP_012610204.1, XP_012610200.1, XP_012610206.1, XP_012610205.1, XP_012610209.1, XP_012610201.1, XP_012610202.1, XP_012610210.1, XP_012610203.1, XP_012610208.1
OG0000375	XP_004714888.1, XP_045149970.1, XP_045149971.1	XP_012634103.1, XP_020146074.1, XP_012634102.1, XP_012634101.1
OG0000376	XP_004696957.1	XP_012634532.1, XP_012634531.1, XP_012634530.1
OG0000379	XP_012863887.1	XP_020142182.1
OG0000381	XP_004711643.1	XP_012636079.1
OG0000382	XP_012861252.1	XP_012621211.1, XP_012621214.1, XP_012621213.1, XP_012621210.1, XP_012621212.1
OG0000383	XP_004697285.1, XP_004696923.1, XP_004697284.1	XP_012613558.1, XP_012613557.1
OG0000384	XP_012864001.1	XP_012641871.2, XP_012641870.1
OG0000385	XP_045148245.1	XP_020139177.1
OG0000386	XP_045141075.1	XP_012629239.1
OG0000387	XP_045141992.1, XP_045150101.1, XP_045155307.1, XP_045152601.1, XP_045146927.1, XP_045146925.1, XP_012859590.2, XP_045155896.1, XP_045147829.1, XP_045147929.1, XP_012860248.1	XP_012645932.1, XP_012622981.1, XP_012626867.1, XP_020143518.1, XP_020143515.1, XP_020143517.1, XP_020143516.1
OG0000388	XP_004712835.1, XP_045139530.1	XP_012629054.1, XP_012629052.1, XP_012629053.1
OG0000390	XP_045147819.1, XP_045147817.1, XP_030741998.1, XP_045147818.1	XP_020144416.1, XP_020144415.1
OG0000391	XP_004699106.1, XP_045143691.1	XP_012598253.1, XP_012598228.1, XP_012598259.1, XP_012598244.1, XP_012598266.1, XP_012598233.1, XP_012598221.1, XP_012598217.1
OG0000392	XP_012861978.1, XP_004710853.1	XP_020142591.1
OG0000392	XP_004698853.1	XP_012601764.1
OG0000393	XP_045155285.1	XP_012645166.1
OG0000394	XP_004700440.1	XP_012630759.1, XP_012630753.1, XP_012630760.1, XP_012630755.1, XP_012630758.1, XP_012630761.1, XP_012630756.1, XP_012630754.1, XP_012630757.1
OG0000395	XP_045144881.1	XP_012602242.1
OG0000396	XP_045146974.1	XP_012641473.1, XP_012641450.1, XP_012641412.1, XP_012641440.1, XP_012641463.1, XP_012641518.1, XP_012641437.1, XP_020142120.1, XP_012641404.1, XP_012641458.1, XP_012641499.1, XP_012641389.1, XP_012641431.1, XP_012641509.1, XP_012641395.1, XP_012641489.1, XP_012641482.1, XP_012641420.1, XP_012641483.1, XP_012641497.1, XP_012641496.1
OG0000397	XP_004704363.2	XP_012607369.1
OG0000398	XP_045146779.1, XP_045146992.1, XP_045154118.1, XP_045140475.1	XP_020136986.1
OG0000399	XP_004713829.1	XP_012631282.1, XP_012631281.1
OG0000400	XP_004711455.1	XP_020143324.1
OG0000401	XP_012860439.1	XP_012600681.1
OG0000402	XP_045153955.1	XP_020144001.1
OG0000402	XP_045154872.1	XP_012616630.1
OG0000402	XP_004703823.1	XP_012612496.2
OG0000405	XP_004716727.1, XP_045152935.1	XP_012591663.1, XP_012591662.1, XP_012591661.1, XP_012591660.1
OG0000407	XP_004707097.1	XP_012645279.1
OG0000407	XP_012861238.1, XP_012861363.1, XP_012861089.1, XP_045145872.1, XP_004706641.1	XP_012635303.2
OG0000409	XP_004717173.1	XP_012642042.1
OG0000410	XP_012861315.1	XP_012634751.1
OG0000410	XP_004706920.2	XP_012634753.2
OG0000410	XP_004706922.1, XP_004707346.1, XP_030744043.1, XP_004706921.1	XP_012634781.2, XP_012634068.1
OG0000411	XP_004711112.1, XP_004711109.1, XP_004711110.2, XP_004711111.2	XP_012618636.1
OG0000412	XP_004716026.1	XP_020144838.1
OG0000413	XP_004705701.1	XP_012619609.1, XP_012619608.1
OG0000414	XP_045148031.1	XP_012602993.1
OG0000415	XP_045149320.1, XP_045143060.1, XP_030740192.1, XP_045149901.1	XP_012613490.1
OG0000416	XP_012863146.1	XP_012639894.1
OG0000417	XP_045150667.1, XP_045154823.1, XP_045140303.1, XP_045152471.1, XP_045139554.1, XP_045146197.1, XP_045142474.1, XP_012864198.1, XP_004703049.1, XP_045144560.1, XP_045141194.1	XP_012592202.1
OG0000418	XP_004711007.2, XP_045152532.1, XP_045152531.1	XP_012592173.1
OG0000419	XP_012861393.1, XP_030741143.2, XP_045144867.1	XP_012617525.1, XP_012617524.1, XP_012617526.1, XP_020145556.1, XP_020145333.1, XP_012644541.1, XP_012644545.1, XP_020145332.1, XP_012644540.1, XP_012644546.1, XP_012617530.1, XP_012617531.1, XP_012617528.1, XP_012617534.1, XP_012617529.1, XP_012617533.1
OG0000420	XP_004697289.1	XP_012613556.2
OG0000421	XP_045142871.1, XP_045142872.1, XP_004696106.1, XP_045142870.1	XP_012633312.1, XP_012610901.1
OG0000422	XP_004711934.1	XP_020144122.1, XP_012605219.1, XP_012605217.1, XP_012605218.1, XP_012605221.1, XP_012605215.1, XP_020144123.1, XP_020144121.1, XP_020144120.1, XP_012605220.1, XP_012605214.1
OG0000423	XP_045151155.1	XP_012610307.1
OG0000425	XP_045147494.1	XP_020136360.1
OG0000426	XP_004701599.1	XP_020143852.1
OG0000427	XP_045146160.1, XP_045152921.1	XP_020140653.1, XP_020140669.1, XP_012591630.1, XP_012591633.1
OG0000428	XP_004707626.1	XP_012640487.1, XP_012640499.1
OG0000431	XP_045141420.1	XP_012619779.1
OG0000432	XP_004709160.1	XP_012644906.1
OG0000432	XP_004713822.1	XP_012609207.1, XP_012609203.1, XP_012609205.1, XP_012609206.1, XP_012609208.1, XP_012609204.1
OG0000433	XP_045150825.1	XP_020142544.1
OG0000434	XP_045145631.1	XP_020139380.1
OG0000434	XP_045145630.1	XP_020139500.1, XP_020139381.1
OG0000435	XP_004699507.1, XP_045147700.1, XP_004699508.2	XP_012631552.1
OG0000436	XP_004711262.1, XP_012859201.1	XP_012622874.1
OG0000436	XP_012859970.1, XP_012860332.1	XP_012625195.1
OG0000437	XP_045148798.1	XP_012616832.1
OG0000438	XP_045140639.1	XP_012637031.2
OG0000438	XP_030744930.1	XP_020144728.1
OG0000439	XP_004709879.1, XP_045150196.1	XP_012593757.1, XP_012593759.1, XP_012593758.1, XP_012593755.1, XP_012593756.1, XP_012593753.1, XP_012593754.1
OG0000440	XP_045143961.1, XP_004699053.1	XP_012633119.1
OG0000441	XP_045155907.1	XP_012642285.1, XP_012642284.1, XP_012642286.1
OG0000442	XP_045148201.1, XP_045148200.1, XP_045148203.1	XP_020142927.1, XP_012612488.1, XP_012612483.1, XP_012612489.1
OG0000443	XP_045149159.1	XP_012630744.1
OG0000444	XP_012862996.1	XP_012641580.1
