Orthogroup	Echinops_telfairi	Sus_scrofa
OG0000139	XP_045140394.1, XP_004697266.1, XP_045140393.1, XP_045140391.1, XP_045140390.1	XP_020939052.1, XP_020939053.1, XP_005661221.1, XP_003123645.1, XP_005661222.1, XP_005661224.1, XP_005661225.1
OG0000141	XP_004697229.2, XP_045140736.1, XP_004696895.1	XP_020939077.1
OG0000142	XP_045149687.1, XP_004704707.1, XP_045149686.1	XP_020949561.1, XP_020949564.1, XP_020949562.1
OG0000144	XP_045151259.1	XP_005672777.1
OG0000145	XP_045147525.1, XP_004701145.1, XP_045147526.1	NP_001090907.1, XP_013838963.2
OG0000146	XP_045142054.1, XP_045142060.1, XP_004697533.1	XP_013852064.1
OG0000147	XP_004713907.1, XP_004713908.1	NP_001272901.1, XP_020941264.1, NP_001138319.1, XP_005662486.1, XP_013851450.1
OG0000148	XP_004698922.1, XP_004698923.1	XP_020954984.1, XP_013853130.2, XP_005666347.3, XP_001924820.2, XP_001928096.3
OG0000149	XP_045148631.1	XP_020948935.1, NP_001165224.1
OG0000149	XP_004716558.1	NP_001165012.1
OG0000149	XP_004714919.1	NP_999414.1, XP_020944376.1
OG0000151	XP_004707023.1	XP_020923069.1
OG0000151	XP_004707410.1	XP_020923070.1
OG0000152	XP_004717756.1	XP_005663482.1
OG0000153	XP_012864129.2, XP_030743188.1	XP_020936947.1, XP_020937336.1, XP_020946883.1, XP_020947428.1
OG0000153	XP_004717894.2	XP_020947414.1, XP_020937460.1
OG0000153	XP_012864119.1	XP_003355491.2, XP_020937459.1, XP_013843743.1
OG0000156	XP_045148508.1	XP_020952928.1
OG0000157	XP_004716095.1	XP_020933437.1
OG0000157	XP_045150192.1	NP_001090887.1
OG0000158	XP_045150894.1	XP_003480386.1
OG0000158	XP_004709912.1	XP_020958334.1
OG0000158	XP_012862011.1	XP_003125783.1
OG0000158	XP_012860252.2	XP_013848343.2
OG0000159	XP_004706567.1, XP_004706504.1	XP_020924542.1, XP_003132771.2
OG0000160	XP_045142155.1, XP_045147901.1, XP_045144829.1, XP_045144830.1, XP_045140890.1, XP_045140887.1	XP_003122846.1
OG0000160	XP_004711708.1	XP_005673920.1, XP_005662165.1
OG0000161	XP_045142585.1	XP_003125054.1
OG0000162	XP_012864056.1	NP_999503.1, XP_020946832.1
OG0000163	XP_045153720.1	XP_003129860.4
OG0000163	XP_045153718.1, XP_045153719.1	NP_999327.1
OG0000164	XP_004706358.1, XP_045144983.1	XP_001927356.3
OG0000165	XP_045146037.1, XP_045146036.1	XP_020919856.1
OG0000166	XP_045141312.1, XP_045141315.1, XP_045141314.1	XP_013850459.1, XP_013850466.1, XP_013850460.1, XP_013850457.1, XP_020940257.1, XP_020940256.1, XP_013850467.1, XP_013850461.1, XP_013850465.1, XP_020940254.1, XP_013850463.1, XP_013850456.1, XP_020940253.1
OG0000167	XP_045140340.1, XP_004705793.1	XP_020942175.1, XP_005662147.1, XP_020942174.1
OG0000168	XP_045155493.1, XP_004703884.1	XP_020922347.1
OG0000168	XP_045140898.1, XP_045143942.1, XP_045149167.1, XP_045145032.1, XP_045141604.1, XP_045147501.1	XP_005668697.1
OG0000170	XP_045146994.1, XP_045146995.1, XP_004711621.2, XP_004711675.1	NP_998907.1, XP_020940714.1, NP_998911.1, XP_005661168.1, NP_998912.1, XP_020935842.1, XP_020935894.1, NP_001095943.1
OG0000171	XP_030742688.1	NP_999528.1
OG0000172	XP_045142243.1	XP_001927312.2
OG0000172	XP_004701997.1	XP_020942296.1
OG0000172	XP_004716083.1	XP_020933305.1
OG0000173	XP_004702250.1	XP_005659450.1, XP_003353338.1, XP_005659448.1, XP_020947067.1, XP_003353339.1
OG0000174	XP_030743023.1	XP_013852573.1, XP_013852574.1, XP_020946456.1, XP_013852570.1
OG0000175	XP_045147084.1, XP_045147082.1, XP_045147085.1, XP_004708362.1, XP_045147083.1	XP_020940934.1, XP_020940923.1, XP_020940924.1, XP_020940925.1, XP_020940922.1, XP_020940931.1, XP_020940932.1, XP_020940929.1, XP_020940926.1, XP_020940921.1, XP_020940930.1, XP_020940928.1, XP_020940920.1, XP_020940933.1, XP_020940927.1
OG0000176	XP_045152988.1	XP_013849756.2
OG0000177	XP_004701304.1	XP_013839286.1, XP_020929269.1, XP_020929275.1, XP_020929271.1, XP_005671597.1, XP_005671601.1, XP_005671598.1, XP_013839290.1, XP_020929274.1, XP_005671594.1, XP_020929270.1, XP_005671593.1, XP_005671600.1, XP_005671599.1, XP_005671595.1, XP_020929272.1, XP_005671592.1, XP_013839291.1
OG0000178	XP_045152345.1	XP_020926905.1, XP_020926908.1, XP_020926910.1, XP_020926907.1, XP_020926906.1, XP_020926909.1
OG0000179	XP_004710567.1	XP_020950070.1
OG0000179	XP_004710401.1, XP_004710400.1	NP_999578.1, XP_020950071.1
OG0000180	XP_045146325.1, XP_045146327.1	NP_001123444.1
OG0000182	XP_045152535.1, XP_045152534.1	NP_001245337.1, XP_020956363.1
OG0000183	XP_004714362.1	XP_003122874.3
OG0000184	XP_004712167.1, XP_045143405.1	NP_001182302.1, XP_005669952.1
OG0000188	XP_004717519.1	XP_020918037.1, NP_001138313.1
OG0000188	XP_004717090.1, XP_004717089.1	NP_999612.1
OG0000189	XP_004713449.2, XP_012862326.2	NP_001231025.1, XP_013841909.1
OG0000190	XP_004700763.1	XP_005663861.1, XP_005663862.1, XP_020947178.1, XP_020947181.1, XP_020947182.1, XP_020947180.1, XP_020947183.1, XP_020947177.1, XP_020947179.1
OG0000191	XP_004702068.1	XP_020929068.1, XP_020929064.1, XP_020929059.1, XP_020929065.1, XP_020929053.1, XP_020929050.1
OG0000192	XP_045146436.1	XP_003126541.1
OG0000193	XP_045146734.1, XP_045146733.1, XP_045146735.1, XP_045146736.1	XP_003135308.1, XP_005657942.1, XP_020935598.1, XP_020935595.1, XP_005657940.1, XP_020935597.1, XP_005657941.1, XP_005657947.1, XP_020935596.1, XP_005657945.1, XP_013846426.1, XP_020935599.1
OG0000195	XP_012863924.2	NP_001172084.1
OG0000196	XP_004715008.1	XP_020940703.1
OG0000196	XP_004714956.2	XP_003354411.2, XP_003122826.1, XP_020941128.1, XP_013849774.1, XP_003124210.2
OG0000197	XP_004711661.1	XP_005667658.1
OG0000198	XP_045148239.1	XP_020952953.1
OG0000199	XP_004715690.1	XP_020950567.1, XP_020950568.1, XP_003127452.1, XP_003127453.1
OG0000200	XP_004699644.1	NP_001121946.1, XP_020945972.1
OG0000200	XP_004699331.1	XP_020944162.1, NP_001121945.1
OG0000201	XP_045155407.1	XP_020937961.1, XP_020922488.1, XP_020922489.1, XP_020937960.1, XP_020922815.1, XP_020922818.1
OG0000203	XP_004703894.1	XP_020930495.1
OG0000205	XP_012863033.1	XP_003131019.2
OG0000206	XP_004704090.1	XP_020927112.1, XP_013836879.1, XP_005669368.1, XP_005669367.1, XP_005669369.1, XP_003132124.1, XP_020927111.1
OG0000207	XP_004701621.1	XP_020930244.1, NP_001177173.1
OG0000208	XP_004710162.1	XP_020936098.1, XP_005673892.1, XP_020936099.1, XP_020936100.1
OG0000209	XP_012863468.1, XP_012863470.1	XP_005664701.1, NP_001032227.1
OG0000210	XP_004711639.1, XP_004711637.2, XP_004711638.1	XP_005661152.2, XP_013849956.1, NP_001038017.1
OG0000211	XP_004702940.1	NP_001038037.3, XP_003127889.1, XP_013854702.1, XP_020951792.1
OG0000211	XP_004698023.1	NP_001231401.1
OG0000212	XP_012860591.1, XP_004697268.1	XP_020940723.1
OG0000212	XP_004697252.1	XP_003123652.1
OG0000212	XP_004697255.3, XP_004697259.3	XP_020940720.1
OG0000212	XP_004697260.1, XP_004697261.1	XP_020940721.1
OG0000213	XP_004715363.2	XP_020951645.1, XP_020951644.1
OG0000214	XP_045155180.1	XP_020939168.1
OG0000214	XP_045147834.1	XP_020952252.1
OG0000214	XP_045141138.1	XP_020940166.1
OG0000215	XP_045155743.1	XP_020922089.1
OG0000217	XP_045146586.1, XP_045146584.1, XP_045146585.1, XP_045146583.1, XP_004714188.1	XP_003360450.1, XP_005657955.1, XP_003135315.1
OG0000221	XP_030741677.1, XP_012861565.1, XP_004708437.1, XP_004708438.2, XP_004708440.1	XP_020930715.1, XP_003124248.2, XP_020941132.1, XP_020941131.1, XP_003124225.2
OG0000222	XP_045148545.1, XP_004710388.1	NP_001231429.1, XP_020949042.1
OG0000223	XP_045153282.1	XP_003480734.2, XP_003122663.4, XP_003480736.2
OG0000223	XP_012862931.2, XP_045153237.1	XP_020938564.1, XP_020938566.1
OG0000224	XP_004699881.1	XP_013844997.1, XP_003357427.1, XP_020918868.1, XP_020918866.1, XP_013845001.1, XP_005656722.1, XP_020918864.1, XP_005656710.1, XP_013844999.1, XP_013844998.1, XP_005656709.1, XP_020918867.1, XP_020918865.1, XP_013844996.1, XP_005656712.1
OG0000226	XP_045146536.1, XP_004711258.1, XP_004711259.1	XP_013846416.1, XP_005657911.1, XP_003135298.1, XP_020935791.1, XP_020935489.1, XP_005657912.1, XP_003135296.1, XP_020935790.1
OG0000227	XP_045151206.1, XP_045151207.1, XP_045151208.1	NP_999536.1, XP_005673006.1
OG0000228	XP_045150280.1	XP_013840056.1, NP_001265679.1
OG0000230	XP_004696084.1	NP_001116598.1, XP_020941208.1
OG0000230	XP_004705056.1	NP_001116597.1
OG0000231	XP_004717469.3	XP_003482189.1, XP_020955452.1
OG0000231	XP_004697263.2	XP_020939046.1
OG0000232	XP_045153763.1	XP_020936292.1
OG0000233	XP_004709482.1	XP_013848461.2
OG0000234	XP_004717186.3, XP_004717187.3	XP_020917990.1, XP_020917988.1, XP_020917987.1, XP_020917986.1, XP_020917989.1, XP_020917985.1, XP_020917982.1, XP_020917984.1, XP_020917983.1, XP_003482569.4
OG0000236	XP_004703056.1	XP_020949090.1
OG0000237	XP_012860584.1	XP_005662419.1
OG0000238	XP_004700648.1	XP_020948781.1
OG0000238	XP_004700642.1, XP_004700902.1	XP_020937338.1, XP_013853069.1
OG0000238	XP_004700900.1, XP_004700898.1, XP_004700901.1	XP_020946891.1
OG0000239	XP_004708538.1, XP_045147038.1, XP_004708537.1	XP_020937350.1, XP_003124234.2
OG0000241	XP_004708533.1, XP_030741665.1	XP_020937092.1, XP_020938712.1, XP_020938044.1, XP_020938033.1, XP_020938711.1, XP_003124218.1
OG0000244	XP_004714344.1	XP_020939836.1
OG0000244	XP_045141878.1, XP_045141871.1	NP_001072150.1, XP_020927869.1
OG0000246	XP_004702333.2, XP_045145799.1	XP_020919855.1
OG0000248	XP_004713142.1, XP_004712142.1	XP_020927103.1, XP_020927108.1, XP_020927104.1, XP_020927107.1, XP_020927102.1, XP_020927106.1
OG0000249	XP_004714011.1	NP_001193367.1
OG0000249	XP_004714013.1, XP_004714014.1	NP_001156363.1, XP_020934119.1
OG0000251	XP_004704148.1	XP_020925451.1, XP_020925449.1, XP_020925452.1, XP_020925450.1, XP_013845581.2, XP_020925453.1
OG0000252	XP_004701760.1	XP_020930644.1, XP_013846045.2, XP_020930643.1, XP_020930642.1
OG0000254	XP_012860652.1	NP_001302695.1, XP_020949216.1, NP_999411.2
OG0000256	XP_004710512.1	NP_001001911.1
OG0000257	XP_004716491.1	XP_013834554.2, XP_003482562.1
OG0000257	XP_030741696.1	XP_020917972.1
OG0000258	XP_012863806.1	XP_020928491.1
OG0000259	XP_004717914.1	XP_001926303.3
OG0000260	XP_004708441.1	XP_020937348.1
OG0000261	XP_004708430.1, XP_004708432.1	XP_003124255.2, XP_020938710.1, XP_020941129.1, XP_003124228.2, XP_020938031.1, XP_003124226.2
OG0000262	XP_004717557.1, XP_004717564.1, XP_004717562.1, XP_004717552.3	XP_003129569.2, XP_020918034.1
OG0000263	XP_045153990.1, XP_004706756.1, XP_045153989.1	XP_020919404.1, XP_020919407.1, XP_020919406.1, XP_020919408.1, XP_020919405.1
OG0000264	XP_004698837.1	XP_020955331.1, XP_013833854.1, XP_020955329.1, XP_020955330.1, XP_001928857.4, XP_001928879.1, XP_013833856.2, NP_998952.1
OG0000265	XP_004710841.1	XP_020954418.1
OG0000266	XP_012861602.1	XP_003132536.2, XP_020925281.1, XP_020925280.1, XP_020925279.1
OG0000267	XP_045145499.1	XP_020928772.1
OG0000270	XP_004713418.1	XP_013841932.1, XP_020935398.1, XP_013841931.1, XP_020935399.1
OG0000272	XP_030743938.1, XP_030743939.1	NP_001243703.1
OG0000272	XP_004707017.1, XP_004707401.1	NP_999379.1
OG0000273	XP_045140312.1, XP_012860906.1	XP_020941822.1, XP_020941821.1, XP_020941206.1, NP_001182438.1, NP_001128296.1, NP_999588.1
OG0000274	XP_004707033.1	NP_001009579.1
OG0000274	XP_004707034.1	NP_998944.1
OG0000275	XP_012863543.2	NP_001191212.1
OG0000276	XP_004696922.1	XP_003354206.1
OG0000276	XP_004696921.2	XP_020955486.1, XP_001928439.1, XP_001928254.3, XP_001928234.2, XP_020937569.1, XP_001928379.1, XP_001928368.1, XP_001928468.1, XP_001928324.2, XP_001928347.1, XP_001928243.3
OG0000277	XP_004708506.1, XP_004708503.1, XP_004708507.1, XP_004708508.1, XP_004708505.3, XP_045147049.1	XP_020938718.1, XP_003122835.2, XP_003122840.2, XP_020936962.1, XP_020938717.1, XP_005654735.1
OG0000278	XP_004696714.1	XP_020940531.1
OG0000279	XP_004705599.1	XP_020941651.1
OG0000280	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1	XP_005661684.1, XP_005661683.1, XP_013850546.1, XP_005661681.1, XP_005661682.1
OG0000281	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1	XP_020952549.1
OG0000282	XP_045152787.1, XP_004706475.1	NP_001182043.1
OG0000284	XP_004717454.1, XP_004717455.1, XP_004717456.1	XP_020937966.1, XP_020937663.1, XP_020937117.1, XP_020937577.1, XP_020938176.1, XP_020937967.1, XP_020937964.1, XP_020937432.1
OG0000286	XP_004717108.1, XP_004717107.1, XP_004717106.1	XP_003129483.2, XP_020958316.1, XP_003129484.1, XP_020958315.1, XP_003129485.1, XP_020958314.1
OG0000287	XP_004698901.1	XP_020955720.1
OG0000287	XP_012859205.1	XP_013853110.2
OG0000288	XP_004708529.1	XP_003124154.2
OG0000289	XP_012862752.1	XP_020919609.1
OG0000290	XP_045143807.1, XP_045143808.1	NP_001103891.1, XP_005666321.1
OG0000291	XP_045155422.1	XP_020923748.1
OG0000291	XP_045155421.1	XP_020923739.1
OG0000293	XP_004717226.1, XP_045146368.1, XP_045146369.1	XP_005652838.1, XP_005652835.1, XP_005652837.1, XP_003122446.2, XP_005652836.1
OG0000294	XP_030743531.2	XP_020924293.1
OG0000294	XP_004701525.1	XP_020931691.1
OG0000295	XP_045151430.1	XP_020933179.1
OG0000295	XP_045141048.1	XP_020944847.1, XP_020944848.1
OG0000296	XP_045153427.1	XP_020930924.1, XP_020930925.1, XP_020930918.1, XP_020930917.1, XP_020930921.1, XP_020930919.1, XP_020930915.1, XP_020930916.1, XP_020930920.1, XP_020930922.1, XP_020930923.1
OG0000297	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1	XP_020948016.1
OG0000298	XP_045144106.1, XP_004697962.1	NP_999450.1, XP_020932951.1
OG0000299	XP_045146948.1, XP_045146945.1, XP_004711589.1, XP_045146946.1, XP_045146947.1, XP_004711588.1	XP_005661185.1, XP_020938981.1, XP_003353996.1, XP_020938980.1, XP_020938982.1, XP_003123052.2, XP_020938979.1
OG0000300	XP_004708442.1, XP_004708443.1, XP_004708547.1	XP_020937103.1, XP_020940392.1
OG0000301	XP_012864009.1, XP_012864010.1	XP_020918049.1, XP_020918047.1
OG0000303	XP_045150440.1, XP_045150438.1	XP_013847945.1, XP_020942512.1, XP_020942505.1
OG0000304	XP_045145760.1	XP_020920528.1
OG0000306	XP_004699612.1	XP_020936678.1, XP_005663685.2, XP_020945782.1, XP_003125929.2, XP_005663682.2, XP_020945783.1, NP_999360.1, XP_005663678.2, XP_020945781.1
OG0000307	XP_045154607.1, XP_045149778.1, XP_030743176.2	NP_001231487.1
OG0000308	XP_004706369.1	XP_020956827.1, XP_020956826.1
OG0000308	XP_004717692.1	XP_003135249.1
OG0000309	XP_012859090.1	XP_005661205.1, NP_001231893.1, NP_001231894.1
OG0000311	XP_030740322.2	XP_013835311.1
OG0000311	XP_004708212.1	XP_005673299.1
OG0000312	XP_045153123.1	NP_001231443.1, XP_005660822.2
OG0000314	XP_045150916.1, XP_004708649.1	XP_003132590.3
OG0000314	XP_045146715.1, XP_004717828.1	XP_020935926.1
OG0000315	XP_012861971.2, XP_012864082.2	XP_003135397.2, XP_005673841.2, XP_013841769.1
OG0000316	XP_045141501.1	XP_020935709.1, XP_020935707.1
OG0000316	XP_045141413.1, XP_045141412.1, XP_004717644.2	XP_003484216.2
OG0000316	XP_004717647.2	XP_003360562.2
OG0000319	XP_045139989.1, XP_045147583.1, XP_045151657.1, XP_045151841.1, XP_004698673.1	XP_020958330.1, XP_020958325.1
OG0000320	XP_045150579.1, XP_004702113.2	XP_020944157.1
OG0000321	XP_045148562.1	XP_020950428.1
OG0000321	XP_045154514.1	XP_013839187.1
OG0000322	XP_045148732.1, XP_004698816.3	XP_003125211.1
OG0000322	XP_004712675.1	NP_001231138.1
OG0000323	XP_004705077.1	NP_001231270.1, XP_020949048.1
OG0000323	XP_004696385.1	XP_005659297.1, XP_003121294.1
OG0000324	XP_004705385.1	XP_020951318.1, XP_020951317.1, XP_020951319.1
OG0000324	XP_045144063.1, XP_045144062.1	XP_020955313.1
OG0000325	XP_004716238.1, XP_045149401.1	XP_020923386.1, XP_020923385.1, XP_020923384.1
OG0000326	XP_004705625.1, XP_045141816.1	XP_005662058.1, NP_001230150.1
OG0000327	XP_004707505.1	NP_001231241.1, XP_005653963.1
OG0000328	XP_004713324.1, XP_045144518.1	XP_005660556.1, XP_013849367.1, XP_001928885.1, XP_005660555.1
OG0000329	XP_045142641.1	XP_013853164.1, XP_005664026.1
OG0000329	XP_004699239.1	XP_001928684.1
OG0000330	XP_045150572.1	XP_013848130.1, XP_013848126.1, XP_013848127.1, XP_020945573.1, XP_005659345.1, XP_013848129.1
OG0000331	XP_004704985.1, XP_045143332.1	XP_005656256.1, XP_020952627.1, XP_013844381.1, XP_003128153.1
OG0000331	XP_012861945.2	XP_020936365.1
OG0000332	XP_045144623.1	XP_020919242.1, XP_020919245.1, XP_020919243.1, XP_020919241.1, XP_020919244.1, XP_020919247.1, XP_020919246.1
OG0000333	XP_045153367.1	XP_020926308.1, XP_020926305.1, XP_020926309.1, XP_020926306.1, XP_020926307.1, XP_005669589.1
OG0000334	XP_004716840.1	XP_013842830.1, XP_013842831.1, XP_013842829.1
OG0000334	XP_045146284.1	XP_013842832.1, XP_013842833.1, XP_003123238.2, XP_005654841.1
OG0000335	XP_004701257.1	XP_020928444.1
OG0000336	XP_045150973.1, XP_004708679.1	XP_005670075.1, NP_999492.1
OG0000337	XP_004700030.1, XP_045153994.1	XP_003482167.1
OG0000339	XP_004699228.1	XP_020946420.1
OG0000339	XP_045153339.1, XP_004715213.1	XP_020924180.1
OG0000340	XP_004698883.1	NP_001153248.1, XP_020937158.1
OG0000340	XP_045148372.1, XP_045148371.1, XP_004710383.1, XP_045148373.1	XP_020948864.1, NP_001243708.1
OG0000341	XP_045143010.1	XP_020920945.1
OG0000343	XP_045155630.1	XP_020922370.1, XP_005674131.2, XP_020922372.1, XP_005674132.2, XP_020922371.1
OG0000344	XP_004712667.1	XP_020937905.1, XP_020937923.1
OG0000344	XP_004712655.3	XP_005654592.2, XP_003122194.2, XP_003353694.2
OG0000345	XP_045141257.1, XP_045141731.1	XP_013844450.1
OG0000347	XP_045154096.1, XP_045154095.1, XP_004699846.1	XP_020920165.1
OG0000348	XP_045152137.1	XP_020951787.1, XP_020951788.1
OG0000349	XP_004707315.1	XP_003131354.1
OG0000349	XP_004704213.2	NP_001265702.1
OG0000351	XP_004697732.1	XP_020944668.1
OG0000353	XP_004712308.1	XP_003357274.1, XP_003358821.1, XP_005670197.1
OG0000354	XP_045139633.1, XP_004716313.1	XP_013838904.2
OG0000355	XP_045140562.1	XP_013837989.2, XP_020926479.1, XP_020926477.1, XP_020926478.1
OG0000356	XP_045146509.1, XP_045146511.1, XP_045146510.1, XP_004711235.1	XP_003135300.1, XP_003135301.1, XP_005657914.1, XP_003135299.1
OG0000357	XP_045146532.1	XP_005657938.1, XP_020935594.1, XP_020935592.1, XP_013846424.1, XP_013846425.1, XP_003135309.1, XP_005657937.1, XP_005657936.1, XP_013846423.1, XP_020935593.1
OG0000359	XP_045148754.1, XP_045148755.1, XP_004711769.1	NP_001116600.1, XP_020953619.1
OG0000359	XP_004711771.1	NP_998931.1
OG0000360	XP_004706067.1	XP_020942039.1
OG0000360	XP_012860898.1	XP_020942046.1, XP_020942045.1
OG0000361	XP_045147035.1, XP_004708571.1, XP_004708569.1, XP_004708576.2, XP_004708573.2, XP_004708575.1, XP_004708572.1, XP_004708449.1, XP_004708450.1	XP_001926113.1
OG0000362	XP_004698461.1, XP_045141295.1, XP_045141296.1	XP_020940282.1
OG0000363	XP_004699690.1, XP_004699691.1, XP_004699689.3	XP_003128009.5, XP_020952225.1, NP_001231562.1, XP_020952224.1, XP_020952223.1
OG0000364	XP_045149720.1, XP_045149721.1, XP_004704908.1	XP_020949670.1, XP_020949671.1, XP_020949672.1, XP_020949674.1, XP_020949675.1, XP_020949677.1, XP_020949673.1
OG0000365	XP_004699626.1	XP_020945817.1
OG0000366	XP_004698982.1, XP_004698983.1	NP_001137165.1, NP_001137182.1
OG0000367	XP_045155928.1, XP_004709270.1	XP_020922024.1, XP_013845288.2, XP_020922026.1, XP_020922021.1, XP_020922025.1, XP_020922022.1, XP_020922020.1, XP_020922027.1, XP_020922023.1
OG0000368	XP_045152505.1, XP_045152503.1, XP_004712607.1, XP_045152504.1	XP_005660436.1
OG0000369	XP_004697283.1	XP_020940734.1, XP_003123639.2
OG0000370	XP_045152628.1	NP_001038007.1
OG0000371	XP_004703983.2	XP_020932121.1, XP_020932122.1
OG0000371	XP_045142300.1	XP_020934449.1, XP_020934447.1
OG0000372	XP_045145855.1	XP_020926444.1
OG0000373	XP_004708719.2	XP_005669482.1, XP_020927372.1, XP_003132188.1
OG0000374	XP_004698026.1	XP_020933558.1, XP_020933556.1, XP_020933557.1, XP_020933559.1
OG0000375	XP_004714888.1, XP_045149970.1, XP_045149971.1	XP_020921091.1, XP_020921092.1
OG0000376	XP_004696957.1	NP_001137172.1, XP_020923983.1
OG0000379	XP_012863887.1	XP_020918018.1, XP_013834564.1, XP_013834565.1, XP_005667136.1
OG0000381	XP_004711643.1	XP_020933337.1, NP_001182704.1
OG0000381	XP_012863347.1, XP_012862278.1	XP_013849955.2, NP_001165834.1
OG0000382	XP_012861252.1	NP_999488.1
OG0000383	XP_004697285.1, XP_004696923.1, XP_004697284.1	XP_003123633.1, XP_013847483.2, XP_003123631.3, XP_003123638.2, XP_020941148.1, XP_003123637.1, XP_003123634.1, XP_020941150.1, XP_020941149.1, XP_003354203.1, XP_020941140.1, XP_020941151.1
OG0000384	XP_012864001.1	XP_020937066.1, XP_003129559.2, XP_020918030.1
OG0000384	XP_004717561.1, XP_004717523.1	XP_020918031.1, XP_020937064.1, XP_003129577.3
OG0000385	XP_045148245.1	XP_020953235.1, XP_020953236.1, XP_005664957.1
OG0000386	XP_045141075.1	NP_999232.1, XP_020936589.1
OG0000387	XP_045141992.1, XP_045150101.1, XP_045155307.1, XP_045152601.1, XP_045146927.1, XP_045146925.1, XP_012859590.2, XP_045155896.1, XP_045147829.1, XP_045147929.1, XP_012860248.1	XP_013853539.2, XP_005664323.3
OG0000388	XP_004712835.1, XP_045139530.1	XP_003129962.1
