Orthogroup	Echinops_telfairi	Ictidomys_tridecemlineatus
OG0000190	XP_004700763.1	XP_040134271.1, XP_040134273.1, XP_040134286.1, XP_040134279.1
OG0000191	XP_004702068.1	XP_021590313.1, XP_021590312.1, XP_005337482.1
OG0000192	XP_045146436.1	XP_040137795.1, XP_040136928.1, XP_005342362.1
OG0000193	XP_045146734.1, XP_045146733.1, XP_045146735.1, XP_045146736.1	XP_021576154.1
OG0000195	XP_012863924.2	XP_005318853.1
OG0000196	XP_004715008.1	XP_005331659.1
OG0000196	XP_004714956.2	XP_005331744.1, XP_013216745.1
OG0000197	XP_004711661.1	XP_005340595.1
OG0000198	XP_045148239.1	XP_021576775.1, XP_021576763.1
OG0000199	XP_004715690.1	XP_005342313.1, XP_005342312.1
OG0000200	XP_004699331.1	XP_005339172.2
OG0000201	XP_045155407.1	XP_040124601.1
OG0000203	XP_004703894.1	XP_005315882.1
OG0000205	XP_012863033.1	XP_040137841.1
OG0000206	XP_004704090.1	XP_021587352.1, XP_040145804.1, XP_021587365.2, XP_021587336.1, XP_040145810.1, XP_021587348.1, XP_040145805.1, XP_040145807.1, XP_040145809.1, XP_040145806.1, XP_021587359.1, XP_005317336.1, XP_040145808.1, XP_021587354.1, XP_040145803.1
OG0000207	XP_004701621.1	XP_040150725.1, XP_021588798.1, XP_040150724.1, XP_021588797.1, XP_040150723.1
OG0000208	XP_004710162.1	XP_021580925.1
OG0000209	XP_012863468.1, XP_012863470.1	XP_021589781.1, XP_021589780.2, XP_005336676.1, XP_021589768.1, XP_005336673.1, XP_005336657.1, XP_005336659.1, XP_005336669.1, XP_005336662.1, XP_005336668.1, XP_005336664.1, XP_005336654.1, XP_013218979.1, XP_005336652.1, XP_005336649.1, XP_005336648.1
OG0000210	XP_004711639.1, XP_004711637.2, XP_004711638.1	XP_013214768.1
OG0000211	XP_004702940.1	XP_005337173.1, XP_005337172.1
OG0000211	XP_004706483.1, XP_004699325.1, XP_004698023.1	XP_040131103.1, XP_005329926.1
OG0000212	XP_012860591.1, XP_004697268.1	XP_005334199.1
OG0000212	XP_004697252.1	XP_005339417.2
OG0000212	XP_004697251.1, XP_004697250.2, XP_012860526.1	XP_005334200.1
OG0000213	XP_004715363.2	XP_040149859.1
OG0000213	XP_045152929.1	XP_005319306.1
OG0000214	XP_045155180.1	XP_013217241.1
OG0000214	XP_045147834.1	XP_013214412.1
OG0000214	XP_045141138.1	XP_021580443.1
OG0000215	XP_045155743.1	XP_021586868.1
OG0000217	XP_045146586.1, XP_045146584.1, XP_045146585.1, XP_045146583.1, XP_004714188.1	XP_005323463.1, XP_005323459.1, XP_005323460.1, XP_005323461.1
OG0000221	XP_030741677.1, XP_012861565.1, XP_004708437.1, XP_004708438.2, XP_004708440.1	XP_005341588.1, XP_005330005.1, XP_013216048.1
OG0000222	XP_045148545.1, XP_004710388.1	XP_040134803.1, XP_040134800.1, XP_005336489.1, XP_040134802.1, XP_005336488.1, XP_040134801.1, XP_005336487.1, XP_040134799.1
OG0000223	XP_045153127.1	XP_005341508.1, XP_040142772.1, XP_005341505.1, XP_005341506.2
OG0000224	XP_004699881.1	XP_021585519.1
OG0000226	XP_045146536.1, XP_004711258.1, XP_004711259.1	XP_013220831.1, XP_005340753.1
OG0000227	XP_045151206.1, XP_045151207.1, XP_045151208.1	XP_040132100.1, XP_040132101.1, XP_005327161.1, XP_021583275.1, XP_021583276.1, XP_040132098.1, XP_040132102.1, XP_040132099.1, XP_005327163.1
OG0000228	XP_045150280.1	XP_040123974.1
OG0000230	XP_004696084.1	XP_005327412.1, XP_021583451.1, XP_040127207.1
OG0000230	XP_004705056.1	XP_040144261.1
OG0000231	XP_004717469.3	XP_013220575.1
OG0000231	XP_004697263.2	XP_013217348.2, XP_005339411.1, XP_040128658.1, XP_040128655.1, XP_040128656.1, XP_040128657.1, XP_040128654.1
OG0000232	XP_045153763.1	XP_013218277.1
OG0000233	XP_004709482.1	XP_005316614.1
OG0000234	XP_004717186.3, XP_004717187.3	XP_040140773.1, XP_005341177.1, XP_005341184.1, XP_005342880.2, XP_040139682.1, XP_013221762.1
OG0000235	XP_045152978.1	XP_021586311.1
OG0000236	XP_004703056.1	XP_013213031.1
OG0000238	XP_004700648.1	XP_005342569.1
OG0000238	XP_004700900.1, XP_004700898.1, XP_004700901.1	XP_005335647.1, XP_005342295.1, XP_013218498.2
OG0000239	XP_004708542.1	XP_005341602.1, XP_005341587.1
OG0000239	XP_004708538.1, XP_045147038.1, XP_004708537.1	XP_005341593.1
OG0000241	XP_004708533.1, XP_030741665.1	XP_013216074.1, XP_005330000.1, XP_013216047.1, XP_005341585.1
OG0000242	XP_030742153.2	XP_021577069.2
OG0000244	XP_004714344.1	XP_040146639.1, XP_040146640.1, XP_040146642.1, XP_040146643.1
OG0000244	XP_045141878.1, XP_045141871.1	XP_021575817.1, XP_021575818.1
OG0000245	XP_004718110.1	XP_005342385.1
OG0000245	XP_004710517.1	XP_040135784.1, XP_005342378.1
OG0000246	XP_004702333.2, XP_045145799.1	XP_005330864.1
OG0000247	XP_045140115.1	XP_040136789.1
OG0000248	XP_004713142.1, XP_004712142.1	XP_013218356.1
OG0000249	XP_004714011.1	XP_005326657.1
OG0000249	XP_004714013.1, XP_004714014.1	XP_040147273.1, XP_005342214.1
OG0000251	XP_004704148.1	XP_040126007.1, XP_021586835.1, XP_040126008.1, XP_040126005.1, XP_040126006.1
OG0000252	XP_004701760.1	XP_040150428.1, XP_040150429.1, XP_005324671.1, XP_040150431.1, XP_040150430.1
OG0000254	XP_012860652.1	XP_005318249.1, XP_013220796.1, XP_040135265.1
OG0000255	XP_045142012.1	XP_005320953.1, XP_005328464.1
OG0000256	XP_004710512.1	XP_021576721.1, XP_040134937.1, XP_021577001.2
OG0000257	XP_045146872.1, XP_004716465.1	XP_005342522.1
OG0000257	XP_030741696.1	XP_013221725.1
OG0000258	XP_012863806.1	XP_005334455.1
OG0000259	XP_004717914.1	XP_005331756.1, XP_005331754.1, XP_005331674.1
OG0000260	XP_004708441.1	XP_005342235.1, XP_005342253.1
OG0000261	XP_004708430.1, XP_004708432.1	XP_005330013.2
OG0000262	XP_004717557.1, XP_004717564.1, XP_004717562.1, XP_004717552.3	XP_005342162.1, XP_005342163.1
OG0000263	XP_045153990.1, XP_004706756.1, XP_045153989.1	XP_005319809.1
OG0000264	XP_004698837.1	XP_040131956.1
OG0000265	XP_004710841.1	XP_021577547.1
OG0000266	XP_012861602.1	XP_040125934.1, XP_040125932.1, XP_040125933.1, XP_040125931.1, XP_021575546.1
OG0000267	XP_045145499.1	XP_040148001.1, XP_040126851.1, XP_005342052.1, XP_040146849.1, XP_040146852.1
OG0000268	XP_004713175.1, XP_004711378.1, XP_004713162.1	XP_040143122.1, XP_040143120.1, XP_005323603.1, XP_005323602.1, XP_021581030.1, XP_021581029.1, XP_021580938.1
OG0000270	XP_004713418.1	XP_040142404.1, XP_005325200.1, XP_021581941.1, XP_021581939.1, XP_021581942.1, XP_040142384.1
OG0000272	XP_030743938.1, XP_030743939.1	XP_013215224.1, XP_021583850.1
OG0000272	XP_004707017.1, XP_004707401.1	XP_005327994.1
OG0000273	XP_045140312.1, XP_012860906.1	XP_040133681.1, XP_005341260.1, XP_013221085.1, XP_005342179.1, XP_005341259.1, XP_005342343.1, XP_005341255.1, XP_040134533.1, XP_005342178.1
OG0000274	XP_004707033.1	XP_005321560.2
OG0000274	XP_004707034.1	XP_005321561.1
OG0000275	XP_012863543.2	XP_013220486.1
OG0000276	XP_004696922.1	XP_005342421.1
OG0000276	XP_004696921.2	XP_005342422.1
OG0000277	XP_045147049.1	XP_005330137.1, XP_005330018.1, XP_005330132.1, XP_005342856.1, XP_005330133.2, XP_013216076.1
OG0000278	XP_004696714.1	XP_005327334.1, XP_040127977.1
OG0000279	XP_004705599.1	XP_040133037.1, XP_005340890.1, XP_021576252.1, XP_013220923.1
OG0000280	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1	XP_005335857.1
OG0000281	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1	XP_040144427.1, XP_005317960.1
OG0000282	XP_045152787.1, XP_004706475.1	XP_005336865.1
OG0000283	XP_004712585.1	XP_005341422.1, XP_021590106.1, XP_005337137.1, XP_013219105.1, XP_040139581.1, XP_005341423.1, XP_005337135.2, XP_005337127.2, XP_013219086.2, XP_013219108.2, XP_013219123.1, XP_013219087.1, XP_021590103.1, XP_021590105.1
OG0000284	XP_004717454.1, XP_004717455.1, XP_004717456.1	XP_005342651.1, XP_005342649.1, XP_013221093.1, XP_005342650.1, XP_013221091.1, XP_013221775.1, XP_005341274.1, XP_005338910.1, XP_040139613.1
OG0000286	XP_004717108.1, XP_004717107.1, XP_004717106.1	XP_005341144.1, XP_013221667.1
OG0000287	XP_004698901.1	XP_013221719.1, XP_005342506.1, XP_005342532.1
OG0000287	XP_012859205.1	XP_005341451.1
OG0000288	XP_004708544.2	XP_005341607.1, XP_005341608.1
OG0000288	XP_004708543.2	XP_005330111.1, XP_013216049.1
OG0000288	XP_004708541.1	XP_005341603.1
OG0000288	XP_004708529.1	XP_005341595.1
OG0000289	XP_045139512.1	XP_005342366.1, XP_040139706.1
OG0000289	XP_012862752.1	XP_040141179.1, XP_005334255.2, XP_040139703.1, XP_005328335.2, XP_040139704.1, XP_005328468.1
OG0000290	XP_045143807.1, XP_045143808.1	XP_040132255.1, XP_040132256.1, XP_040132254.1, XP_040132252.1, XP_040132257.1, XP_021591270.1, XP_040132251.1
OG0000291	XP_045155422.1	XP_021584110.1
OG0000291	XP_045155421.1	XP_040124460.1
OG0000291	XP_030743984.2	XP_005328334.2
OG0000292	XP_045139939.1	XP_040148432.1
OG0000293	XP_004717226.1, XP_045146368.1, XP_045146369.1	XP_005341685.1, XP_013221305.1, XP_040139842.1, XP_005341684.1
OG0000294	XP_030743531.2	XP_005317319.1
OG0000295	XP_012864186.1, XP_045151430.1	XP_005327261.1
OG0000295	XP_045141048.1	XP_040124031.1
OG0000296	XP_045153427.1	XP_005339687.1
OG0000297	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1	XP_005341859.1
OG0000298	XP_045144106.1, XP_004697962.1	XP_021578918.1, XP_005320634.1, XP_005320633.1, XP_013211947.1, XP_021578917.1
OG0000299	XP_045146948.1, XP_045146945.1, XP_004711589.1, XP_045146946.1, XP_045146947.1, XP_004711588.1	XP_040140681.1, XP_005326854.1, XP_021583036.1, XP_040140680.1
OG0000300	XP_004708442.1, XP_004708443.1, XP_004708547.1	XP_005342251.1, XP_005342252.1, XP_005342234.1, XP_005342233.1
OG0000301	XP_012864009.1, XP_012864010.1	XP_005323158.1
OG0000301	XP_004717526.1	XP_005342142.1
OG0000301	XP_004717546.2, XP_012864013.2	XP_005323157.1, XP_005342853.1, XP_005323357.1
OG0000302	XP_004708560.2	XP_005342238.1, XP_005342236.1, XP_005342245.2, XP_013221575.1, XP_005342246.2, XP_005342248.1, XP_005342247.1
OG0000303	XP_045150440.1, XP_045150438.1	XP_040139381.1, XP_040138002.1
OG0000304	XP_045145760.1	XP_021588206.1
OG0000305	XP_045142484.1	XP_040143129.1
OG0000306	XP_004699612.1	XP_040144977.1, XP_040144976.1, XP_021591481.1, XP_005339153.1, XP_005339156.1
OG0000307	XP_045154607.1, XP_045149778.1, XP_030743176.2	XP_021580694.1, XP_013213065.1
OG0000308	XP_004706369.1	XP_005320022.1, XP_040148409.1, XP_040148410.1, XP_040148411.1, XP_040148412.1, XP_040146103.1
OG0000308	XP_004717692.1	XP_040125403.1, XP_040139489.1, XP_005337554.1
OG0000309	XP_012859090.1	XP_021576505.1, XP_021576504.1
OG0000310	XP_004702866.1	XP_005340592.1, XP_040147441.1
OG0000311	XP_030740322.2	XP_005319342.2
OG0000311	XP_004708212.1	XP_040147089.1
OG0000312	XP_045153123.1	XP_021587490.1
OG0000313	XP_004711516.1	XP_021581920.2
OG0000314	XP_045150916.1, XP_004708649.1	XP_005330344.1
OG0000314	XP_045146715.1, XP_004717828.1	XP_040142843.1
OG0000315	XP_012861971.2, XP_012864082.2	XP_040139715.1, XP_021578065.1, XP_040140667.1
OG0000316	XP_045141413.1, XP_045141412.1, XP_004717644.2	XP_040145042.1
OG0000316	XP_004717647.2	XP_005340720.1
OG0000319	XP_045139989.1, XP_045147583.1, XP_045151657.1, XP_045151841.1, XP_004698673.1	XP_013212966.1, XP_040137025.1, XP_013212967.1
OG0000320	XP_045150579.1, XP_004702113.2	XP_040139197.1, XP_005335427.1, XP_005335428.1
OG0000321	XP_045148562.1	XP_005336769.1, XP_040136117.1, XP_013218958.1, XP_040136118.1
OG0000321	XP_045154514.1	XP_005323437.2
OG0000322	XP_045148732.1, XP_004698816.3	XP_005336620.1
OG0000322	XP_004712675.1	XP_005320369.1
OG0000323	XP_004705077.1	XP_005317790.1
OG0000323	XP_004696385.1	XP_040141010.1
OG0000324	XP_045144063.1, XP_045144062.1	XP_005339222.1
OG0000325	XP_004716238.1, XP_045149401.1	XP_005337391.1, XP_040125440.1, XP_040125442.1, XP_040125441.1
OG0000326	XP_004705625.1, XP_045141816.1	XP_005328614.1
OG0000327	XP_004707505.1	XP_021579876.1, XP_005321871.1, XP_021579875.1
OG0000328	XP_004713324.1, XP_045144518.1	XP_040142396.1, XP_013212185.1, XP_040142399.1, XP_040142392.1, XP_040142397.1, XP_040142394.1, XP_040142395.1, XP_013212187.1, XP_040142398.1, XP_040142393.1, XP_005321111.1, XP_021579284.1
OG0000329	XP_045142641.1	XP_005341346.1
OG0000329	XP_004699239.1	XP_013219405.1
OG0000330	XP_045150572.1	XP_021581691.1, XP_040139014.1, XP_005324777.1, XP_021581690.1
OG0000331	XP_045143332.1	XP_040145103.1
OG0000331	XP_012861945.2	XP_040147084.1
OG0000332	XP_045144623.1	XP_021582916.1, XP_040147243.1, XP_040147244.1, XP_040147245.1
OG0000333	XP_045153367.1	XP_013214887.1, XP_040125613.1, XP_005326957.1, XP_005326956.1
OG0000334	XP_004716840.1	XP_005336238.1, XP_005336240.1
OG0000334	XP_045146284.1	XP_013218725.1, XP_005336239.1
OG0000335	XP_004701257.1	XP_005334605.1
OG0000336	XP_045150973.1, XP_004708679.1	XP_021585472.1, XP_040126078.1
OG0000337	XP_004700030.1, XP_045153994.1	XP_005335221.1, XP_013218254.1
OG0000339	XP_004699228.1	XP_005337691.1
OG0000339	XP_004715213.1	XP_005326975.1
OG0000340	XP_004698883.1	XP_013218034.3
OG0000340	XP_045148372.1, XP_045148371.1, XP_004710383.1, XP_045148373.1	XP_040135814.1
OG0000341	XP_045143010.1	XP_040137496.1
OG0000342	XP_004709838.1	XP_021590529.1
OG0000342	XP_045152180.1, XP_004703108.1	XP_005340600.1
OG0000342	XP_004717460.1	XP_005335270.1, XP_005328914.1
OG0000342	XP_004702257.1	XP_005330503.1
OG0000343	XP_045155630.1	XP_040124453.1, XP_005336047.1, XP_040124455.1
OG0000344	XP_004712667.1	XP_013212084.1
OG0000345	XP_045141257.1, XP_045141731.1	XP_005316939.1, XP_040130303.1, XP_040130300.1, XP_021584561.1, XP_021584555.1, XP_040130302.1, XP_021584571.1, XP_005316938.1, XP_021584582.1, XP_021584556.1, XP_040130304.1, XP_021584569.1, XP_021584568.1, XP_021584566.1
OG0000347	XP_004716445.2	XP_005326876.1
OG0000347	XP_045154096.1, XP_045154095.1, XP_004699846.1	XP_005330426.1, XP_013216273.1, XP_021585557.2
OG0000348	XP_045152137.1	XP_005340275.1
OG0000349	XP_004707315.1	XP_040124581.1, XP_005328227.1, XP_040124579.1, XP_013215354.1, XP_040124580.1
OG0000349	XP_004704213.2	XP_040146099.1, XP_005332980.1
OG0000350	XP_012861246.1	XP_013212458.1
OG0000351	XP_004697732.1	XP_040149678.1
OG0000352	XP_004709132.2	XP_005337254.1
OG0000353	XP_045143303.1	XP_040137473.1, XP_013220636.1
OG0000354	XP_045139633.1, XP_004716313.1	XP_005339125.1, XP_040129036.1
OG0000355	XP_045140562.1	XP_040142884.1, XP_040142888.1, XP_040142886.1, XP_040142882.1, XP_040142883.1, XP_040142887.1, XP_005324366.1
OG0000356	XP_045146509.1, XP_045146511.1, XP_045146510.1, XP_004711235.1	XP_021576157.1, XP_040139372.1, XP_005340754.1
OG0000357	XP_045146532.1	XP_040139138.1, XP_040139127.1, XP_040139142.1, XP_040139134.1, XP_040139147.1
OG0000359	XP_045148754.1, XP_045148755.1, XP_004711769.1	XP_005339035.1
OG0000359	XP_004711771.1	XP_005339034.1, XP_005339033.1
OG0000360	XP_004706067.1	XP_040134512.1
OG0000360	XP_012860898.1	XP_005328623.2
OG0000360	XP_045140728.1	XP_021584317.2
OG0000361	XP_045147035.1, XP_004708571.1, XP_004708569.1, XP_004708576.2, XP_004708573.2, XP_004708575.1, XP_004708572.1, XP_004708449.1, XP_004708450.1	XP_005342441.1, XP_005342620.1
OG0000362	XP_004698461.1, XP_045141295.1, XP_045141296.1	XP_005337484.1
OG0000363	XP_004699690.1, XP_004699691.1, XP_004699689.3	XP_040145116.1, XP_021582491.1
OG0000364	XP_045149720.1, XP_045149721.1, XP_004704908.1	XP_005318327.1, XP_013221773.1
OG0000365	XP_004699626.1	XP_005327753.1, XP_021583673.1, XP_040144953.1, XP_021583674.1, XP_040144954.1, XP_021583675.1, XP_021583672.1
OG0000366	XP_004698982.1, XP_004698983.1	XP_005322779.1, XP_005342865.1, XP_005342859.1, XP_021580342.1, XP_040131290.1, XP_005322776.1, XP_005322777.1
OG0000367	XP_045155928.1, XP_004709270.1	XP_021586982.1
OG0000368	XP_045152505.1, XP_045152503.1, XP_004712607.1, XP_045152504.1	XP_013212201.1, XP_021579145.1, XP_005320944.1, XP_005320943.1
OG0000369	XP_004697283.1	XP_005342420.1, XP_013221935.1, XP_013221680.1, XP_021577244.1, XP_005342417.1, XP_005342415.1, XP_005342418.1, XP_005342424.2, XP_005342419.1
OG0000370	XP_045152628.1	XP_040145360.1, XP_005336887.1, XP_040145361.1, XP_040145359.1, XP_040145362.1, XP_040145357.1, XP_040145356.1, XP_040145358.1
OG0000371	XP_004703983.2	XP_005315835.1
OG0000371	XP_045142300.1	XP_005319321.1
OG0000373	XP_004708719.2	XP_013219550.1, XP_013219549.1, XP_005337978.1, XP_005337977.1, XP_005337979.1
OG0000374	XP_004698026.1	XP_005329925.1
OG0000375	XP_004714888.1, XP_045149970.1, XP_045149971.1	XP_040137275.1, XP_040137274.1, XP_040137276.1, XP_005338676.1, XP_021591157.1, XP_040137273.1
OG0000376	XP_004696957.1	XP_005323500.1, XP_021580940.1
OG0000379	XP_012863887.1	XP_013211481.2
OG0000382	XP_012861252.1	XP_021579900.1, XP_005321910.1, XP_013212500.1, XP_040124719.1
OG0000383	XP_004697285.1, XP_004696923.1, XP_004697284.1	XP_005342416.1
OG0000384	XP_004717561.1, XP_004717523.1	XP_005342167.1, XP_005342153.1, XP_005342154.1
OG0000386	XP_045141075.1	XP_005326201.1
OG0000387	XP_045141992.1, XP_045150101.1, XP_045155307.1, XP_045152601.1, XP_045146927.1, XP_045146925.1, XP_012859590.2, XP_045155896.1, XP_045147829.1, XP_045147929.1, XP_012860248.1	XP_040135939.1
OG0000388	XP_004712835.1, XP_045139530.1	XP_005328396.1
OG0000390	XP_045147819.1, XP_045147817.1, XP_030741998.1, XP_045147818.1	XP_040144766.1, XP_005332418.1, XP_040144764.1, XP_040144765.1
OG0000391	XP_004699106.1, XP_045143691.1	XP_021579483.1, XP_040130577.1, XP_040130578.1, XP_005321323.1
OG0000392	XP_012861978.1, XP_004710853.1	XP_040138664.1, XP_005318678.1
OG0000392	XP_004698853.1	XP_005333421.1, XP_005341051.1, XP_040138466.1
OG0000393	XP_045155285.1	XP_005321748.1
OG0000394	XP_004700440.1	XP_040135780.1, XP_040135782.1, XP_040135778.1, XP_005324502.1, XP_040135786.1, XP_021581478.1
OG0000395	XP_045144881.1	XP_040146811.1
OG0000396	XP_045146974.1	XP_013215081.1
OG0000397	XP_004704363.2	XP_005317036.2
OG0000398	XP_045140475.1	XP_040131495.1
OG0000399	XP_004713829.1	XP_005331929.1
OG0000400	XP_004711455.1	XP_040136597.1, XP_040136600.1, XP_005324989.1, XP_040136596.1, XP_040136599.1, XP_040136598.1
OG0000401	XP_012860439.1	XP_005315825.1
OG0000402	XP_045153955.1	XP_005315767.1
OG0000402	XP_045154872.1	XP_005315773.1
OG0000402	XP_004703823.1	XP_005315758.1
OG0000405	XP_004716727.1, XP_045152935.1	XP_005340015.1, XP_040137920.1, XP_005340016.1
OG0000407	XP_004707097.1	XP_021579788.1
OG0000407	XP_012861238.1, XP_012861363.1, XP_012861089.1, XP_045145872.1, XP_004706641.1	XP_005321669.1
OG0000408	XP_004716989.2, XP_004716969.1, XP_004717890.1, XP_004716990.1, XP_004716965.1, XP_004716966.1, XP_004716967.1, XP_004716968.1	XP_021577143.2, XP_005342296.1, XP_021577251.1
OG0000409	XP_004717173.1	XP_005341180.1
OG0000410	XP_004706920.2	XP_013217174.1
OG0000410	XP_004706922.1, XP_004707346.1, XP_030744043.1, XP_004706921.1	XP_005332801.1
OG0000411	XP_004711112.1, XP_004711109.1, XP_004711110.2, XP_004711111.2	XP_005340447.1, XP_005329805.1
OG0000412	XP_004716026.1	XP_040141545.1
OG0000413	XP_004705701.1	XP_040134565.1, XP_021581198.1, XP_040134562.1, XP_013213290.1, XP_021581196.1, XP_040134563.1, XP_013213289.1, XP_040134561.1, XP_040134564.1
OG0000414	XP_045148031.1	XP_021576507.1
OG0000415	XP_045154662.1	XP_005331800.1
OG0000416	XP_012863146.1	XP_005336919.1
OG0000417	XP_045150667.1, XP_045154823.1, XP_045140303.1, XP_045152471.1, XP_045139554.1, XP_045146197.1, XP_045142474.1, XP_012864198.1, XP_004703049.1, XP_045144560.1, XP_045141194.1	XP_040129165.1, XP_005329779.1
OG0000418	XP_004711007.2, XP_045152532.1, XP_045152531.1	XP_013215943.2
OG0000419	XP_012861393.1, XP_030741143.2, XP_045144867.1	XP_040147551.1, XP_040147549.1, XP_040147548.1, XP_040147550.1
OG0000421	XP_045142871.1, XP_045142872.1, XP_004696106.1, XP_045142870.1	XP_005322676.1, XP_021580336.1, XP_040127270.1, XP_021580337.1
OG0000422	XP_004711934.1	XP_013211210.1, XP_040150066.1
OG0000423	XP_045151155.1	XP_021585209.1
OG0000424	XP_045147235.1	XP_040129432.1
OG0000425	XP_045147494.1	XP_040128130.1
OG0000427	XP_045146160.1, XP_045152921.1	XP_040147826.1, XP_040137868.1, XP_040137877.1, XP_040148259.1
OG0000428	XP_004707626.1	XP_005329337.1, XP_005329338.1, XP_040149337.1
OG0000431	XP_045141420.1	XP_013213341.1, XP_005323871.1, XP_005323870.1, XP_013213340.1, XP_040134511.1, XP_040133356.1, XP_021581164.1, XP_005323867.1, XP_021581163.1, XP_040133357.1, XP_040134510.1
OG0000432	XP_004709160.1	XP_021586959.1, XP_021586958.1
OG0000432	XP_004713822.1	XP_005331938.1
OG0000433	XP_045150825.1	XP_005338990.1
OG0000434	XP_045145631.1	XP_021589496.1
OG0000435	XP_004699507.1, XP_045147700.1, XP_004699508.2	XP_040144551.1, XP_040145108.1, XP_005318055.1, XP_005318057.1
OG0000437	XP_045148798.1	XP_021590866.1, XP_005338268.1, XP_040136068.1
OG0000438	XP_045140639.1	XP_021582157.1
OG0000438	XP_030744930.1	XP_040132405.1
OG0000439	XP_004709879.1, XP_045150196.1	XP_040133029.1, XP_005320402.1, XP_040133031.1, XP_040133034.1, XP_040133032.1, XP_040133030.1, XP_021578746.1, XP_040133033.1
OG0000440	XP_045143961.1, XP_004699053.1	XP_040130329.1, XP_021580456.1, XP_040130328.1, XP_040130327.1, XP_013212978.1, XP_040130330.1, XP_040130326.1
