Orthogroup	Echinops_telfairi	Mus_musculus
OG0000162	XP_012864056.1	NP_001103793.1, NP_057868.2, NP_001239506.1, XP_036021782.1, NP_032489.1, XP_017176906.1, NP_032490.1, NP_001276534.1, NP_034778.2, NP_001276533.1, NP_001095090.1, XP_011239535.1, NP_034781.2, NP_032485.2, XP_036021779.1, NP_001368891.1, XP_036008319.1, XP_017176905.1
OG0000163	XP_045153684.1	XP_036010474.1, NP_033938.3
OG0000163	XP_045153720.1	NP_031635.2
OG0000163	XP_045153718.1, XP_045153719.1	NP_033937.2
OG0000165	XP_045146037.1, XP_045146036.1	XP_011245218.1, NP_001347376.1, NP_848837.3
OG0000166	XP_045141312.1, XP_045141315.1, XP_045141314.1	XP_006529814.1, NP_001342001.1, NP_001342002.1, NP_598586.1, NP_001342000.1, NP_001342003.1
OG0000167	XP_045140340.1, XP_004705793.1	NP_775584.1, NP_001157175.1, XP_006507744.1
OG0000170	XP_045146994.1, XP_045146995.1, XP_004711621.2, XP_004711675.1	XP_006507275.1, NP_473425.2, NP_001029126.1, NP_001276373.1
OG0000171	XP_045142062.1, XP_045143960.1	XP_036018065.1, XP_036018064.1, XP_036018062.1, XP_036018068.1, XP_036018067.1, XP_036018063.1, XP_036018069.1, XP_036018066.1
OG0000171	XP_030742688.1	NP_035425.2, NP_001394371.1
OG0000172	XP_045142243.1	NP_001171266.1
OG0000172	XP_004701997.1	NP_001155294.1
OG0000172	XP_004716083.1	NP_001278136.1, NP_001278137.1, XP_030107754.1, NP_001278135.1, NP_001278138.1, NP_001278134.1, NP_080722.1, NP_001278139.1
OG0000173	XP_004702250.1	NP_001346369.1
OG0000174	XP_030743023.1	NP_149410.1, NP_001034683.1, NP_001018089.1, NP_001257355.1, NP_001241654.1, NP_079777.1
OG0000175	XP_045147084.1, XP_045147082.1, XP_045147085.1, XP_004708362.1, XP_045147083.1	NP_001276671.1, NP_848840.3, NP_001349977.1, NP_001276672.1, XP_036017803.1, NP_001349978.1, NP_001349976.1, NP_001276673.1
OG0000176	XP_004715052.3, XP_045152993.1, XP_045152994.1, XP_045141949.1	NP_001013784.2, NP_001161379.1
OG0000176	XP_045152988.1	NP_666047.1
OG0000177	XP_004701304.1	NP_084211.2, XP_006508395.1, NP_001347697.1
OG0000178	XP_045152345.1	NP_001139424.1
OG0000179	XP_004710567.1	NP_038837.1
OG0000179	XP_004710399.1, XP_004710401.1, XP_004710400.1	NP_034129.1, XP_006539571.1, XP_011248733.1, NP_034130.1, NP_031839.2, XP_036008976.1, NP_001074617.1, NP_031840.1
OG0000180	XP_045146325.1, XP_045146327.1	XP_006508948.1, NP_081619.3, NP_081232.2, XP_006508930.1
OG0000182	XP_045152535.1, XP_045152534.1	XP_006537898.1, NP_001009949.3
OG0000183	XP_004714362.1	NP_001342345.1
OG0000184	XP_004712167.1, XP_045143405.1	XP_036010907.1, NP_001346889.1, NP_780746.2, NP_001346888.1
OG0000188	XP_004717519.1	NP_032246.2, NP_001188320.1
OG0000188	XP_004717089.1	NP_032245.1
OG0000189	XP_004716487.1	NP_083936.1
OG0000189	XP_004713449.2, XP_012862326.2	NP_001345904.1, NP_033059.2, NP_001345903.1, NP_001239018.1
OG0000190	XP_004700763.1	NP_898964.2, XP_036015183.1, NP_001345621.1, NP_001403338.1
OG0000191	XP_004702068.1	XP_006512824.1, NP_001074677.1, NP_001240285.1, NP_001240284.1
OG0000192	XP_045146436.1	NP_705726.3, NP_444395.2, NP_444339.1, XP_006506868.1, NP_001276637.1, NP_001276635.1, NP_081838.1, NP_001264131.1, XP_006506425.1
OG0000193	XP_045146734.1, XP_045146733.1, XP_045146735.1, XP_045146736.1	NP_937804.1, NP_001091692.1, XP_006528671.1
OG0000195	XP_012863924.2	NP_001399659.1, NP_001160017.1, NP_001399658.1, NP_001160007.1, NP_001399660.1, NP_001399669.1, NP_001160008.1, NP_001034445.1, NP_057869.2, NP_001020598.1, NP_001159948.1, NP_001399662.1, NP_001399661.1, NP_001399700.1, NP_001399701.1, NP_001399699.1, NP_001399702.1, NP_001399695.1, NP_001160016.1, NP_001399696.1, NP_001399697.1, NP_001160015.1, NP_001399698.1, NP_001399873.1, NP_001399874.1, NP_001399872.1
OG0000196	XP_004714956.2	NP_001011758.2
OG0000197	XP_004711661.1	NP_001035966.1
OG0000199	XP_004715690.1	NP_001087235.1, NP_001087234.1, NP_058665.2, XP_006540234.1, NP_001087233.1
OG0000200	XP_004699644.1	NP_034390.1, NP_034389.2, XP_030108281.1
OG0000201	XP_045155407.1	NP_001028606.2, XP_011247678.1
OG0000203	XP_004703894.1	NP_001349915.1, NP_001349916.1, NP_766250.2, XP_011237393.1
OG0000204	XP_004708853.1	NP_001278277.1
OG0000205	XP_012863033.1	XP_036014730.1, NP_001347520.1, NP_001347521.1, NP_001347522.1, NP_081184.3
OG0000206	XP_004704090.1	NP_001412671.1, NP_666164.1, NP_001412670.1, XP_006518068.1
OG0000207	XP_004701621.1	XP_006496044.1, NP_001343974.1, NP_666362.1
OG0000208	XP_004710162.1	NP_001028967.2, XP_011246164.1
OG0000209	XP_012863468.1, XP_012863470.1	NP_001171910.2, NP_001074794.1, NP_001095004.1, NP_001095056.2, NP_001171909.1, NP_001104766.1, XP_006540489.1, NP_780459.1, NP_001186235.1
OG0000210	XP_004711639.1, XP_004711637.2, XP_004711638.1	NP_035445.1, NP_001390015.1, NP_001390014.1, NP_033143.1, NP_001344422.1, NP_035444.1, NP_001366198.1, NP_001366197.1, NP_001344420.1
OG0000211	XP_004702940.1	NP_075891.1
OG0000211	XP_004706483.1, XP_004699325.1	NP_001344749.1
OG0000211	XP_004698023.1	NP_742116.1, NP_001405859.1
OG0000212	XP_012860591.1, XP_004697268.1	NP_001011770.2
OG0000213	XP_004715363.2	NP_032933.1, XP_036009546.1
OG0000214	XP_045155180.1	XP_006509847.1
OG0000214	XP_045147834.1	NP_001342461.1
OG0000214	XP_045141138.1	XP_006517391.1
OG0000215	XP_045155743.1	NP_001257573.1, NP_001257571.1, NP_001257829.1, NP_001257827.1, NP_001257830.1, NP_001257828.1, NP_001171006.1, XP_017169235.1, NP_001160108.1, NP_001160109.1, NP_001160111.1, NP_001160113.1, NP_001160110.1, NP_001160106.1, NP_062357.3, NP_035698.1
OG0000217	XP_045146586.1, XP_045146584.1, XP_045146585.1, XP_045146583.1, XP_004714188.1	NP_001161698.1, NP_062742.4, NP_001161700.1, NP_001161697.1, NP_001161701.1, XP_006528647.1, NP_001161702.1, NP_001161699.1
OG0000219	XP_004701509.1	XP_011237575.1, NP_034119.1
OG0000221	XP_030741677.1, XP_012861565.1, XP_004708437.1, XP_004708438.2, XP_004708440.1	NP_667106.1, NP_667107.2, NP_001001810.2
OG0000222	XP_045148545.1, XP_004710388.1	NP_035246.1, NP_001304284.1, NP_001404025.1, NP_001404026.1
OG0000224	XP_004699881.1	NP_001263696.1, NP_001344157.1, NP_653113.4
OG0000226	XP_045146536.1, XP_004711258.1, XP_004711259.1	XP_011246047.1, NP_001007579.1
OG0000227	XP_045151206.1, XP_045151207.1, XP_045151208.1	NP_001034479.1
OG0000228	XP_045150280.1	NP_659545.2, NP_958812.3
OG0000230	XP_004696084.1	NP_001409925.1, NP_001409927.1, NP_001409924.1, NP_001409926.1, NP_001348574.1, NP_057886.1
OG0000232	XP_045153763.1	NP_001392830.1, NP_001392832.1, NP_001028501.1, NP_001392834.1, NP_001392835.1, NP_001392831.1, NP_001392833.1, NP_001277313.1, NP_001392838.1, NP_001277314.1, NP_001392837.1, NP_001392844.1, NP_001392839.1
OG0000233	XP_004709482.1	NP_001393126.1, NP_001258397.1, NP_001393129.1, NP_001342037.1, NP_001393134.1, NP_001393144.1, NP_001393132.1, NP_001393133.1, NP_001393147.1, NP_001393146.1, NP_001393143.1, NP_001393156.1, NP_001393155.1, XP_006498819.1, NP_001393136.1, NP_001393121.1, NP_001258396.1, NP_997552.1, NP_001393127.1, NP_001393128.1, NP_001393122.1, NP_001393123.1, NP_001393125.1, NP_034379.1, NP_001393124.1, NP_001393151.1, NP_001393152.1, NP_001393153.1, NP_001393154.1, NP_001393142.1, NP_001393141.1, NP_001393140.1, NP_001393137.1, NP_001393138.1, NP_001393139.1, NP_001393130.1, NP_001393131.1, NP_001258399.1
OG0000234	XP_004717186.3, XP_004717187.3	XP_054875530.1, XP_054875529.1, NP_001264109.1, NP_001264108.1, NP_001264112.1, NP_001264111.1, XP_011240141.1, NP_001264110.1, XP_054875531.1, NP_083276.2, XP_017167845.1, NP_001034249.2, NP_001229969.1, NP_001229968.1
OG0000235	XP_045139695.1, XP_030743238.1, XP_045143465.1	NP_034369.1
OG0000236	XP_004703056.1	NP_001348055.1, NP_001077436.1, NP_038713.1, NP_001348056.1, XP_006525809.1, NP_001348058.1, NP_001348057.1
OG0000237	XP_012860584.1	NP_001239148.1
OG0000237	XP_045139982.1	NP_001245387.1
OG0000238	XP_004700648.1	NP_001078946.1, NP_666430.2
OG0000239	XP_004708542.1	NP_667034.1, NP_001011816.1, NP_001011535.1
OG0000241	XP_004708533.1, XP_030741665.1	NP_666669.1, NP_001355141.1, NP_666964.1, NP_666672.2
OG0000243	XP_045144551.1	NP_001349437.1, NP_001349434.1, NP_001349426.1
OG0000244	XP_004714344.1	NP_660252.1, XP_006513501.1
OG0000244	XP_045141878.1, XP_045141871.1	NP_001019645.1, XP_006517013.1
OG0000245	XP_004718110.1	NP_038549.1
OG0000245	XP_004710517.1	NP_032068.2, NP_032065.1, NP_032067.2, NP_032066.2, XP_030106054.1, NP_796290.2
OG0000246	XP_004702333.2, XP_045145799.1	NP_035676.1
OG0000248	XP_004713142.1, XP_004712142.1	NP_001403529.1, NP_001403530.1, NP_001403526.1, NP_001289143.1, NP_001289142.1, NP_001289145.1, NP_001403523.1, XP_030104798.1, NP_001403520.1, NP_058035.1, NP_001403521.1, NP_001345428.1, NP_001403522.1, NP_001403527.1, NP_001403518.1, NP_001403524.1, NP_001345429.1, NP_001289144.1
OG0000249	XP_004714011.1	NP_444473.1, NP_001034086.1, NP_001398766.1, NP_001096623.1, NP_035775.1, NP_035776.1, NP_001003405.1, NP_001034085.1, NP_033456.1
OG0000249	XP_004714013.1, XP_004714014.1	NP_075822.3
OG0000251	XP_004704148.1	NP_001273924.1, NP_082241.1, XP_006535602.1, NP_001127857.1, NP_001273923.1, NP_001273925.1, NP_001344073.1, NP_001127858.1
OG0000252	XP_004701760.1	NP_001276652.1, NP_001276651.1, XP_006499187.1, NP_694778.1
OG0000253	XP_045142539.1, XP_045139880.1	XP_001480260.1, XP_036021538.1, XP_036013020.1, XP_036013019.1, XP_036021539.1, XP_017174448.3, XP_036013021.1, XP_036013023.1, XP_036013022.1, XP_036021537.1, XP_017176693.3, XP_036020509.1, XP_036020510.1, XP_036020512.1, XP_036020511.1, XP_036013017.1, XP_036020513.1, XP_036020514.1, XP_030102336.1, XP_036020515.1, XP_036010333.1, XP_036010339.1, XP_036010338.1, XP_036010336.1, XP_036010337.1, XP_036010335.1, XP_036014179.1, XP_036014180.1, XP_036014181.1, XP_036014178.1, XP_036014177.1, XP_036014176.1, NP_001359367.1, XP_030100637.1, XP_036009517.1, XP_036009514.1, XP_036009513.1, XP_036009511.1, XP_036009515.1, XP_036009512.1
OG0000254	XP_012860652.1	NP_001013786.2, XP_017168309.1, NP_067431.2, NP_598421.1, NP_001074841.1, NP_031980.2, NP_444430.2
OG0000255	XP_045142012.1	NP_058653.1, XP_036013671.1
OG0000256	XP_004710512.1	NP_032482.1, NP_001307260.1, NP_034769.4, NP_001307261.1, NP_035045.2, NP_032483.1, XP_017177488.1, NP_032480.1, NP_034774.1, XP_006540738.1, NP_034244.1, XP_011249110.1, NP_034772.1, NP_064664.1, NP_034773.1, XP_006540737.1, NP_034770.1, NP_034775.1, NP_034246.1, NP_032719.1
OG0000257	XP_045146872.1, XP_004716465.1	NP_001011542.1, NP_001005570.2
OG0000257	XP_004716491.1	NP_666815.1
OG0000257	XP_030741696.1	NP_666812.1
OG0000258	XP_012863806.1	NP_033076.2, NP_001074249.1
OG0000259	XP_004717914.1	NP_667228.2, NP_997446.1, NP_667289.2
OG0000260	XP_004708441.1	NP_473431.1, NP_667059.2, NP_473432.2
OG0000261	XP_004708430.1, XP_004708432.1	NP_667189.1, XP_017174104.1
OG0000262	XP_004717558.1, XP_004717557.1, XP_004717564.1, XP_004717562.1, XP_004717552.3	NP_667023.2, NP_001011865.2
OG0000263	XP_045153990.1, XP_004706756.1, XP_045153989.1	XP_017176771.1, NP_808506.1
OG0000264	XP_004698837.1	XP_011242304.1, NP_032484.1, NP_033279.2, NP_001396863.1, NP_035588.2, NP_001161177.1, NP_001094942.1, XP_006515920.1, NP_766612.1, XP_006515994.1, NP_033278.2, NP_001028507.2, NP_001161766.1, NP_001161767.1, NP_001340541.1, NP_001186869.1, XP_017170641.1
OG0000265	XP_004710841.1	XP_011244964.1, NP_083027.1, NP_001239402.1, NP_001239404.1, NP_001239403.1
OG0000266	XP_012861602.1	NP_001008497.1, NP_001274049.1, NP_001274050.1, NP_001274051.1, NP_573463.1, NP_001274048.1, NP_001274053.1, NP_001274052.1
OG0000268	XP_004713175.1, XP_004711378.1, XP_004713162.1	XP_011244472.1, NP_570946.2, NP_570940.1, NP_570927.1, NP_579937.1, NP_034806.2, NP_899119.1, XP_036015699.1, NP_570943.1
OG0000270	XP_004713418.1	NP_001154903.1, NP_942563.2, XP_006528077.1
OG0000272	XP_030743938.1, XP_030743939.1	NP_035460.1, NP_038682.1
OG0000272	XP_004707017.1, XP_004707401.1	NP_035461.2
OG0000273	XP_045140312.1, XP_012860906.1	NP_031845.1, XP_030109981.1
OG0000274	XP_004707033.1	NP_035467.1
OG0000274	XP_004707034.1	NP_038680.1
OG0000275	XP_012863543.2, XP_012859316.2, XP_012860780.1, XP_012861120.1	NP_001412922.1
OG0000276	XP_004696921.2	XP_017172473.1, NP_666677.1, NP_666662.1
OG0000277	XP_045147049.1	NP_667195.1, NP_667004.1, NP_667191.1, NP_667196.1
OG0000278	XP_004696714.1	NP_001344387.1, NP_598448.1, NP_001344388.1, XP_006526239.1
OG0000279	XP_004705599.1	NP_067503.3, NP_001412644.1
OG0000280	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1	NP_848741.1, XP_006534383.1
OG0000281	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1	NP_079848.1, NP_001406007.1
OG0000282	XP_012860079.2, XP_045152787.1, XP_004706475.1	NP_062656.3
OG0000283	XP_004712585.1	NP_598984.2, NP_665848.1, XP_017170892.1, NP_599002.1, NP_598977.1, NP_001013809.1, NP_001160181.1, NP_665843.1, NP_001161014.1, NP_598973.1, NP_598979.1, NP_598978.1, NP_598996.1, NP_598997.1, NP_598974.1, NP_598975.1, NP_598976.1, NP_598972.2, NP_599000.1, NP_598998.1, NP_598999.1, NP_599001.1, NP_665849.1, NP_001161013.1, NP_599004.1, NP_599005.1
OG0000284	XP_004717454.1, XP_004717455.1, XP_004717456.1	NP_667018.1, NP_570938.1, NP_667043.1, NP_667042.1, NP_666444.1
OG0000286	XP_004717108.1, XP_004717107.1, XP_004717106.1	NP_997440.2, NP_667255.1
OG0000287	XP_004698901.1	NP_666705.1
OG0000287	XP_012859205.1	NP_666874.2, NP_666876.1
OG0000288	XP_004708544.2	NP_001011868.1
OG0000288	XP_004708543.2	NP_667128.2
OG0000288	XP_004708529.1	NP_667129.2
OG0000289	XP_045139512.1	XP_036010876.1, NP_766509.2
OG0000289	XP_012862752.1	NP_084345.2, XP_017169184.1
OG0000290	XP_045143807.1, XP_045143808.1	XP_030103562.1, NP_001366426.1, NP_001240608.1, NP_001366427.1, NP_001240609.1, NP_035535.2, NP_001411520.1, NP_001366428.1
OG0000291	XP_045155422.1	NP_001412409.1
OG0000291	XP_045155421.1	NP_671751.2
OG0000292	XP_045139939.1	NP_001388345.1
OG0000293	XP_004717226.1, XP_045146368.1, XP_045146369.1	XP_030098808.1, NP_080922.1, NP_001171047.1, NP_001347652.1
OG0000294	XP_030743531.2	XP_017171445.1
OG0000294	XP_004701525.1	NP_001408111.1
OG0000295	XP_045151430.1	NP_001192005.1, NP_067541.1, XP_006500035.1
OG0000295	XP_045141048.1	XP_011236698.1, NP_065629.1
OG0000296	XP_045153427.1	NP_598569.1, NP_001288293.1, NP_001344485.1, XP_006529138.1
OG0000297	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1	NP_067353.1, XP_006506493.1, XP_017176908.1, NP_001129540.1
OG0000298	XP_045144106.1, XP_004697962.1	NP_001403827.1, NP_001341982.1, NP_001403828.1, NP_001403826.1, NP_001276646.1, NP_001276645.1, NP_001403825.1, NP_033873.3, NP_001276668.1
OG0000300	XP_004708442.1, XP_004708443.1, XP_004708547.1	XP_017174033.1, NP_667060.2, NP_667028.2
OG0000301	XP_012864009.1, XP_012864010.1	NP_667263.1
OG0000301	XP_004717526.1	NP_997026.1
OG0000302	XP_004708560.2	NP_001011836.2, NP_667049.2, NP_667048.2, NP_667240.1, NP_666460.2, NP_001011519.1, NP_666432.2
OG0000304	XP_045145760.1	NP_001074581.1, XP_006506085.1
OG0000306	XP_004699612.1	NP_031472.2, NP_001103975.1, NP_001153623.1, NP_001153622.1, NP_001153624.1, NP_001036176.1, NP_001398423.1, NP_001177332.1
OG0000307	XP_045154607.1, XP_045149778.1, XP_030743176.2	XP_036014170.1
OG0000308	XP_004706369.1	NP_084328.1
OG0000308	XP_004717692.1	NP_079655.1, XP_036019394.1
OG0000309	XP_012859090.1	NP_001289265.1, NP_001289263.1
OG0000310	XP_004702866.1	XP_006505089.1, NP_034286.2
OG0000311	XP_030740322.2	NP_783619.2, XP_006516755.1
OG0000311	XP_004708212.1	XP_006516766.1, NP_861419.3
OG0000312	XP_045153123.1	NP_001412813.1, NP_644675.2, NP_001349354.1
OG0000313	XP_004711516.1	NP_001188252.1, NP_001159629.1
OG0000313	XP_012862389.2	NP_001003668.2
OG0000314	XP_045150916.1, XP_004708649.1	XP_006535642.1, NP_109657.2
OG0000314	XP_045146715.1, XP_004717828.1	NP_001412942.1, NP_001412946.1, NP_065626.1, NP_001412944.1, NP_001412945.1, NP_001412943.1
OG0000315	XP_012861971.2, XP_012864082.2	XP_006541462.1, NP_001345407.1, NP_082601.1, NP_001345409.1, NP_001345405.1, NP_001345406.1, NP_001345408.1, NP_001345366.1, NP_080169.2, XP_030107344.1, NP_001345369.1, NP_001030586.1, NP_001030587.1, NP_001345368.1, NP_001345370.1
OG0000316	XP_004717647.2	NP_079686.1
OG0000319	XP_045139989.1, XP_045147583.1, XP_045151657.1, XP_045151841.1, XP_004698673.1	NP_038924.1, XP_011242424.1, NP_001020024.1, NP_001273132.1, NP_001020025.1
OG0000320	XP_045150579.1, XP_004702113.2	NP_001103668.1, NP_001271208.1, NP_001103666.1, NP_080794.2, NP_001103667.1
OG0000321	XP_045148562.1	NP_444304.1
OG0000321	XP_045154514.1	XP_006528624.2, NP_001075137.1
OG0000322	XP_004699810.1, XP_045148732.1, XP_004698816.3	NP_031616.1
OG0000322	XP_004712675.1	NP_081692.1
OG0000323	XP_004705077.1	NP_001158217.1
OG0000323	XP_004696385.1	NP_001407715.1
OG0000324	XP_004700256.1, XP_045144074.1	NP_084079.1, XP_036013550.1, XP_006515821.1, NP_663424.1
OG0000325	XP_004716238.1, XP_045149401.1	NP_080269.1, XP_006534031.1
OG0000326	XP_004705625.1, XP_045141816.1	XP_006504337.1, NP_598661.1
OG0000327	XP_004707505.1	NP_922922.1
OG0000328	XP_004713324.1, XP_045144518.1	NP_808393.1
OG0000329	XP_045142641.1	NP_077777.1
OG0000329	XP_004699239.1	NP_663516.1, XP_006500970.1
OG0000330	XP_045150572.1	XP_006537654.1, NP_001341950.1, NP_001352810.1, NP_001341949.1, NP_031752.1
OG0000331	XP_045143332.1	NP_058028.2, NP_001342420.1
OG0000331	XP_012861945.2	NP_001345327.1, NP_001162043.1, NP_061207.1, XP_006528975.1, NP_001162041.1, NP_001162040.1
OG0000332	XP_045144623.1	NP_001397530.1, NP_036172.1, NP_001342480.1, NP_001342479.1, NP_001397529.1, NP_001397531.1, NP_001397528.1
OG0000333	XP_045153367.1	NP_001107591.1, NP_780352.2, XP_006511871.1
OG0000334	XP_004716840.1	NP_001344239.1, NP_001344238.1, NP_001344242.1, NP_001344241.1, NP_001344243.1, NP_001344240.1
OG0000334	XP_045146284.1	NP_740747.1
OG0000335	XP_004701257.1	NP_001346037.1
OG0000336	XP_045150973.1, XP_004708679.1	NP_001152880.1, XP_006521769.1, NP_001152879.1, NP_473393.2
OG0000337	XP_004700030.1, XP_045153994.1	NP_766640.1, XP_006516747.1, XP_006516787.1, NP_079705.2
OG0000339	XP_004699228.1	NP_031510.2, NP_001278788.1
OG0000339	XP_045153338.1, XP_045153339.1, XP_004715213.1	NP_001300890.1, NP_001300891.1, NP_058082.2
OG0000340	XP_004698883.1	NP_001159366.1
OG0000340	XP_045148372.1, XP_045148371.1, XP_004710383.1, XP_045148373.1	XP_006539544.1, NP_001318037.1, NP_031460.1, NP_001318038.1, NP_001103678.1
OG0000341	XP_045143010.1	NP_001390638.1
OG0000343	XP_045155630.1	NP_001239137.1, NP_001239138.1, XP_036012243.1, NP_034734.3, NP_001239139.1, NP_001239136.1
OG0000344	XP_004712655.3	NP_666836.1
OG0000345	XP_045141257.1, XP_045141731.1	NP_001347509.1, NP_001347510.1, NP_001347508.1, XP_030098726.1, NP_001347507.1, NP_075361.2, NP_001347506.1, NP_001347511.1
OG0000347	XP_004716445.2	NP_064434.1
OG0000347	XP_045154096.1, XP_045154095.1, XP_004699846.1	NP_079715.1, NP_001153618.1, NP_001153617.1
OG0000348	XP_045152137.1	NP_033573.1, NP_001343211.1, NP_001343212.1
OG0000349	XP_004707315.1	XP_030101494.1, NP_034988.2, NP_001342683.1, NP_001342684.1
OG0000349	XP_004704213.2	NP_001351413.1, NP_034989.1
OG0000350	XP_030743956.1	NP_083627.2, NP_081433.2
OG0000351	XP_004697732.1	NP_848880.2, NP_001272769.1, NP_001403469.1, NP_001345511.1, NP_001403467.1, NP_001403468.1, NP_001403466.1, XP_017172151.1, NP_795972.2, NP_001403464.1, NP_001403465.1, NP_001027899.1, NP_001403470.1, NP_001272770.1, NP_001403472.1, NP_001272771.1, NP_001272773.1, NP_001272772.1, NP_001345512.1, NP_001403471.1, NP_001345513.1
OG0000353	XP_045139944.1, XP_045148072.1	XP_036015583.1
OG0000353	XP_045143303.1	XP_036020500.1, XP_036014159.1, NP_001123957.1, NP_067313.2, NP_001123956.1
OG0000354	XP_045139633.1, XP_004716313.1	NP_001406582.1, NP_001182026.1, NP_001406578.1, NP_001406581.1, NP_001406579.1, NP_001406583.1, XP_006518378.1, NP_001406580.1
OG0000355	XP_045140562.1	NP_775616.1, NP_001345167.1, XP_006523113.1
OG0000356	XP_045146509.1, XP_045146511.1, XP_045146510.1, XP_004711235.1	NP_001345450.1, XP_017174115.1, NP_001345449.1, NP_082146.2
OG0000357	XP_045146532.1	XP_030107202.1, NP_001156489.1, NP_001156488.1, NP_001346300.1, NP_001156487.1
OG0000359	XP_045148754.1, XP_045148755.1, XP_004711769.1	NP_038586.2
OG0000359	XP_004711771.1	NP_034608.2, NP_034609.2
OG0000360	XP_004706067.1	NP_001076429.1
OG0000360	XP_012860898.1	XP_036009093.1, NP_001025043.3
OG0000360	XP_045140728.1	NP_067309.1
OG0000361	XP_045147035.1, XP_004708571.1, XP_004708569.1, XP_004708576.2, XP_004708573.2, XP_004708575.1, XP_004708572.1, XP_004708449.1, XP_004708450.1	NP_667056.2, NP_667054.2, NP_666805.1, NP_001357689.1, NP_666979.1
OG0000362	XP_004698461.1, XP_045141295.1, XP_045141296.1	NP_001171254.1
OG0000363	XP_004699690.1, XP_004699691.1, XP_004699689.3	NP_663523.2, NP_083255.1, NP_034137.1, NP_034138.3, XP_006502678.1, NP_001004141.2, NP_001098397.1, NP_001411962.1, NP_001093652.1
OG0000364	XP_045149720.1, XP_045149721.1, XP_004704908.1	NP_001019777.1, XP_006531223.1
OG0000365	XP_004699626.1	XP_006502541.1, NP_001342607.2, NP_849267.2
OG0000366	XP_004698982.1, XP_004698983.1	NP_038570.1
OG0000367	XP_045155928.1, XP_004709270.1	NP_001033742.1, NP_001033743.1, NP_109621.1, XP_011247623.1
OG0000368	XP_045152505.1, XP_045152503.1, XP_004712607.1, XP_045152504.1	XP_006538298.1, NP_444314.2, NP_001155254.1
OG0000369	XP_004697283.1	NP_667279.1, NP_666469.1
OG0000370	XP_045152628.1	XP_036012022.1, NP_035420.2, NP_001408239.1
