Orthogroup	Echinops_telfairi	Homo_sapiens
OG0000139	XP_045140394.1, XP_004697266.1, XP_045140393.1, XP_045140391.1, XP_045140390.1	XP_005270393.1, NP_079112.1
OG0000140	XP_030741420.1	NP_001336438.1, NP_001336437.1, NP_001276027.1, NP_001336417.1, NP_001336419.1, NP_001336451.1, NP_001336453.1, NP_001276029.1, NP_001336446.1, NP_001336447.1, NP_001336444.1, NP_001336443.1, NP_001336439.1, NP_001336441.1, NP_001336445.1, NP_001336440.1, NP_001336433.1, NP_001336435.1, NP_001336436.1, NP_001336432.1, NP_001336456.1, NP_001336449.1, NP_001336448.1, NP_001336454.1, NP_001336442.1, NP_001276024.1, NP_001336422.1, NP_001336421.1
OG0000141	XP_004697229.2, XP_045140736.1, XP_004696895.1	NP_001001657.1
OG0000142	XP_045149687.1, XP_004704707.1, XP_045149686.1	NP_001341014.1, NP_001341028.1, NP_001341019.1, NP_001341013.1, NP_001341018.1, NP_001341011.1, NP_001341009.1, NP_001341015.1, NP_001341016.1, NP_001341017.1, NP_001341030.1, NP_001341031.1, NP_001341010.1, NP_001341020.1, NP_001341007.1, NP_001341021.1, NP_001341008.1, NP_001341025.1, NP_001341026.1, NP_001341023.1, NP_079222.1, NP_001341032.1, NP_001341024.1, NP_001341029.1, NP_001341012.1, XP_047290624.1, NP_001341027.1
OG0000143	XP_030742844.1	NP_003082.1, NP_937859.1, NP_001387693.1, NP_001387694.1
OG0000144	XP_045151259.1	NP_001269936.2, NP_001374249.1, NP_001339382.2, NP_001374250.1, NP_001269937.2, NP_001269935.2, NP_001339391.2, NP_001374248.1, NP_001339379.2, NP_001374244.1, NP_001374247.1, NP_001269932.2, NP_001374245.1, NP_001339390.2, NP_001339389.2, NP_001269933.2, NP_001374246.1, NP_001374241.1, NP_001269934.2, NP_001374243.1, NP_001374242.1, NP_001269924.2, NP_001269926.2, NP_001269928.2, NP_001269927.2, NP_001269930.2, NP_001269929.2, NP_001339384.2, NP_001339392.2, NP_001339393.2, NP_001374230.1, NP_001374228.1, NP_001374229.1, NP_001374227.1, NP_001374231.1, NP_001374234.1, NP_001269931.2, NP_001374233.1, NP_001374232.1, NP_001339383.2, NP_001339381.2, NP_001076799.2, NP_001339388.2, NP_001374238.1, NP_001374239.1, NP_001374240.1, NP_001374237.1, NP_001374235.1, NP_003425.3, NP_001374236.1, NP_001374226.1, NP_001339387.2, NP_001339386.2, NP_001339385.2, NP_001339380.2, NP_001374224.1, NP_001374225.1, NP_001269925.2
OG0000145	XP_045147525.1, XP_004701145.1, XP_045147526.1	NP_671512.1, XP_005269732.1
OG0000146	XP_045142054.1, XP_045142060.1, XP_004697533.1	NP_976324.2, NP_001364891.1, NP_001364893.1, NP_001364889.1, NP_001364890.1, NP_001364892.1, XP_011515331.1
OG0000147	XP_004713906.1, XP_004713922.1, XP_004713902.1	NP_002900.2, NP_006498.1
OG0000147	XP_004713907.1, XP_004713908.1	XP_005264192.1, NP_001008388.1, NP_620355.1, NP_620354.1, NP_002571.1
OG0000148	XP_004698922.1, XP_004698923.1	NP_001005503.2, NP_001372962.1
OG0000149	XP_045148631.1	NP_001243143.1
OG0000149	XP_004716558.1	NP_000693.1
OG0000149	XP_004714919.1	NP_001153706.1, NP_001153705.1, NP_000692.2
OG0000149	XP_045154307.1	NP_653300.2
OG0000150	XP_012860629.3	NP_001352334.1, NP_001352335.1
OG0000151	XP_004707023.1	XP_016880066.1, NP_001123292.1
OG0000151	XP_004707410.1	XP_005257979.1, NP_653283.3, NP_001374091.1, NP_001374088.1, NP_001098058.1, NP_001374090.1, NP_001374087.1, NP_001362937.1, NP_001098059.1, NP_689483.3, NP_001374092.1, NP_001098057.1, NP_001362939.1, NP_001362940.1, NP_001374089.1, XP_047292998.1, NP_001362936.1, NP_001362938.1, NP_001098060.1
OG0000153	XP_004717894.2	NP_001005518.1
OG0000153	XP_012864119.1	NP_001005183.1
OG0000156	XP_045148508.1	NP_001240727.1, NP_001304044.1, XP_011525378.1, NP_001304050.1, NP_061025.5, NP_001304047.1, NP_001304048.1, NP_001304049.1, NP_001304046.1, NP_001304045.1, NP_001304043.1, NP_001240729.1, NP_001073375.1, NP_001240728.1, NP_001240730.1, NP_001073376.1, NP_001304042.1
OG0000157	XP_004716095.1	NP_001949.1
OG0000157	XP_012861152.1, XP_045150192.1	NP_001393.1
OG0000158	XP_045150894.1	NP_057004.1
OG0000158	XP_012862011.1	NP_001021.1
OG0000160	XP_045142155.1, XP_045147901.1, XP_045144829.1, XP_045144830.1, XP_045140890.1, XP_045140887.1, XP_004711708.1	NP_000991.1
OG0000161	XP_045142585.1	NP_003951.3
OG0000163	XP_045153684.1	NP_001177945.2
OG0000163	XP_045153720.1	NP_001129582.1, NP_004338.3, NP_001129584.1, NP_001129581.1, XP_011541321.1, NP_150649.1, NP_001216.1
OG0000163	XP_045153718.1, XP_045153719.1	NP_150635.1, NP_150636.1, NP_001244047.1, NP_150634.1, XP_016873882.2, NP_001244048.1, NP_001214.1
OG0000164	XP_004706358.1, XP_045144983.1	NP_001191787.1
OG0000165	XP_045146037.1, XP_045146036.1	NP_001374341.1, NP_001137239.1, NP_001374334.1, NP_877432.1, NP_001374340.1, NP_001137241.1, NP_001137243.1, NP_001137242.1, NP_001137240.1, NP_001137238.1, XP_016871352.1
OG0000166	XP_045141312.1, XP_045141315.1, XP_045141314.1	NP_001364214.1, NP_149988.1, NP_001364215.1, NP_001364213.1, NP_001364212.1, NP_001303897.1, NP_001364216.1, NP_001364217.1, NP_001303898.1
OG0000167	XP_045140340.1, XP_004705793.1	NP_775746.1
OG0000168	XP_045140898.1, XP_045143942.1, XP_045149167.1, XP_045145032.1, XP_045141604.1, XP_045147501.1	NP_001030335.1
OG0000168	XP_045155494.1, XP_045144189.1	NP_000990.1
OG0000170	XP_045146994.1, XP_045146995.1, XP_004711621.2, XP_004711675.1	NP_000719.1, NP_001029125.1, NP_001365879.1
OG0000171	XP_030742688.1	NP_001007.2
OG0000172	XP_045142243.1	NP_001273602.1, NP_003693.2, NP_733466.1
OG0000172	XP_004701997.1	XP_047274590.1, NP_036551.3
OG0000172	XP_004716083.1	XP_011526786.1, NP_001034556.1, NP_005864.1
OG0000173	XP_004702250.1	XP_016866663.1, NP_001028736.1
OG0000174	XP_030743023.1	NP_848515.1, NP_055172.1, NP_848517.1, NP_848516.1, NP_848130.1, NP_848520.1, NP_848521.1, NP_848518.1, NP_848522.1, NP_115952.1
OG0000175	XP_045147084.1, XP_045147082.1, XP_045147085.1, XP_004708362.1, XP_045147083.1	XP_011518540.1, NP_065980.1, NP_001245348.1
OG0000176	XP_045152988.1	XP_016872576.1, NP_964011.2
OG0000177	XP_004701304.1	NP_001257693.1
OG0000178	XP_045152344.1	NP_001374604.1, NP_001374605.1
OG0000178	XP_045152345.1	XP_047304053.1, NP_001362392.1, NP_001374596.1, NP_001362386.1, NP_001362391.1, NP_001362389.1, NP_001374593.1, NP_001362385.1, NP_001374594.1, NP_001362384.1, NP_001374600.1, NP_001374601.1, NP_001374598.1, NP_001374602.1, NP_005569.1, NP_001374603.1, NP_001374599.1, NP_001362387.1, NP_001161143.1, NP_001362394.1, NP_001362388.1, NP_001362393.1, NP_001374592.1, NP_001362390.1, NP_001374595.1, NP_001374597.1, NP_001374608.1, NP_001374611.1, NP_001374609.1, NP_001374612.1, NP_001374607.1, NP_001374606.1, NP_001374610.1, NP_001161144.1
OG0000179	XP_004710399.1, XP_004710401.1, XP_004710400.1	NP_000758.1
OG0000180	XP_045146325.1, XP_045146327.1	NP_066978.1, NP_055072.3
OG0000182	XP_045152535.1, XP_045152534.1	NP_001029344.4, NP_219480.1
OG0000183	XP_004714362.1	NP_001333240.1, NP_001192048.1, NP_001333241.1, NP_001333243.1, NP_001333244.1, NP_001333247.1, NP_001333246.1, NP_001333245.1, NP_001333242.1
OG0000184	XP_004712167.1, XP_045143405.1	NP_001363071.1, NP_001337029.1, NP_001363072.1, NP_001363053.1, NP_001363050.1, NP_001363044.1, NP_001363079.1, NP_001363046.1, NP_001073881.2, NP_001363043.1, NP_001363056.1, NP_001363086.1, NP_001363047.1, NP_001363045.1, NP_001363049.1, NP_001363042.1, NP_001363055.1, NP_001363052.1, NP_001337028.1, NP_001363054.1, NP_001363051.1, NP_001363081.1, NP_001363041.1, NP_001363048.1, NP_001363057.1, XP_047303797.1
OG0000188	XP_004717519.1	NP_000509.1, NP_000510.1
OG0000188	XP_004717090.1	NP_005321.1
OG0000188	XP_004717089.1	NP_000550.2, NP_000175.1
OG0000189	XP_004716487.1	NP_055284.3
OG0000190	XP_004700763.1	NP_443138.2
OG0000191	XP_004702068.1	NP_001373968.1, NP_001373975.1, NP_001373971.1, NP_001373973.1, XP_011533890.1, NP_001373974.1, NP_001373969.1, NP_001373976.1, NP_705840.2, NP_001373970.1, NP_001373972.1
OG0000192	XP_045146436.1	NP_001004419.1
OG0000193	XP_045146734.1, XP_045146733.1, XP_045146735.1, XP_045146736.1	NP_001136000.1, NP_085142.1, NP_001136001.1, NP_001135997.1, NP_001337198.1, NP_001136002.1, NP_001135999.1, NP_001135998.1, NP_001135996.1, NP_001337197.1, NP_001337199.1
OG0000195	XP_012863924.2	NP_001306009.1, NP_665906.1, NP_001306011.1, NP_001306007.1, NP_001306008.1, NP_001306010.1, NP_665908.1
OG0000195	XP_045146874.1	NP_665910.1
OG0000196	XP_004714956.2	NP_001013376.2, NP_001005213.1
OG0000197	XP_004711661.1	NP_690002.2
OG0000198	XP_045148239.1	NP_003408.1, XP_047295680.1, NP_001018857.2
OG0000198	XP_045148276.1	NP_009067.2
OG0000199	XP_004715690.1	NP_001018657.1, NP_001277123.1, NP_001018654.1, NP_001018656.1, NP_612382.1, NP_001277119.1, NP_001277122.1, NP_001277118.1, NP_001277120.1, NP_001277117.1, NP_001018655.1, NP_001277121.1
OG0000200	XP_004699644.1	NP_004111.2
OG0000200	XP_004699331.1	NP_002044.2, NP_060754.2
OG0000201	XP_045155407.1	NP_001308279.1, NP_443120.2, NP_001006608.2, XP_011523143.1, NP_055649.4, XP_054184565.1, NP_955372.2, NP_001290184.1
OG0000203	XP_004703894.1	NP_001363254.1, NP_001363255.1, NP_001363256.1, NP_001341291.1, NP_001363257.1, NP_001341281.1, NP_001363260.1, NP_001363261.1, NP_001341282.1, NP_001363236.1, NP_001341283.1, NP_001363245.1, NP_001363243.1, NP_001006637.1, NP_001363238.1, NP_001363244.1, NP_001158101.1, NP_001363239.1, NP_001363241.1, NP_001341290.1, NP_001363240.1, NP_001363237.1, NP_001363235.1, XP_047301797.1, NP_001271167.1, NP_001341284.1, NP_001363258.1, NP_001341279.1, NP_001341280.1, NP_001271163.1, NP_001363242.1, NP_001363251.1, NP_078935.2, NP_001363250.1, NP_001363252.1, NP_001363253.1, NP_001363249.1, NP_001363248.1, NP_001271162.1, NP_001363247.1, NP_001363246.1, NP_001341289.1, NP_001271164.1, NP_001341285.1, NP_001363259.1, NP_001341287.1
OG0000204	XP_004708853.1	NP_001265423.1
OG0000204	XP_045148998.1	NP_001265418.1
OG0000204	XP_045145984.1, XP_004713022.1, XP_045139632.1	NP_001380380.1, NP_001380381.1, NP_001380385.1, NP_001380384.1, NP_001380386.1
OG0000204	XP_012860152.1	NP_001380387.1
OG0000205	XP_012863033.1	NP_001274268.1, NP_001073138.1, NP_001274267.1, NP_112187.2, XP_047286649.1, NP_001274266.1
OG0000206	XP_004704090.1	NP_001382576.1, NP_001382575.1, NP_443185.1, NP_001304738.1, XP_011531634.1, NP_001304740.1, NP_001304739.1, NP_001304737.1, NP_001382574.1
OG0000207	XP_004701621.1	NP_001091669.1, NP_001248381.1, NP_001376374.1, NP_001248384.1, NP_001248383.1, NP_005270.2, XP_047299924.1, NP_001248382.1
OG0000208	XP_004710162.1	NP_001004308.2, NP_001382291.1
OG0000209	XP_012863468.1, XP_012863470.1	NP_003158.2
OG0000210	XP_004711639.1, XP_004711637.2, XP_004711638.1	NP_001120852.1, NP_001372596.1, NP_001372601.1, NP_001372598.1, NP_001372599.1, NP_001372595.1, NP_110381.2, NP_001171477.2, NP_000322.3, NP_954630.2, NP_001372600.1
OG0000211	XP_004702940.1	NP_001289978.1, NP_291024.1, NP_001138416.1, NP_001138417.1
OG0000211	XP_004698023.1	NP_006088.2
OG0000213	XP_004715363.2	NP_066953.1
OG0000213	XP_045152929.1	XP_047295760.1, XP_047283958.1
OG0000214	XP_045155180.1	NP_001009998.1, NP_116016.1, XP_006722728.1
OG0000214	XP_045147834.1	NP_001381290.1, NP_001381294.1, NP_001381295.1, NP_001381296.1, NP_001381293.1, XP_016856386.1
OG0000214	XP_045141138.1	NP_001387270.1, NP_001381279.1
OG0000215	XP_045155743.1	NP_005773.3
OG0000217	XP_045146586.1, XP_045146584.1, XP_045146585.1, XP_045146583.1, XP_004714188.1	NP_001135898.1, NP_001135903.1, NP_001135901.1, NP_001135904.1, NP_001135896.1, NP_001135891.1, NP_036418.1, NP_001135900.1, NP_001135893.1, NP_001135895.1, NP_001135902.1, NP_001135894.1, NP_001135892.1, NP_001135897.1, NP_001135890.1, NP_001135899.1
OG0000219	XP_004701509.1	NP_061820.1
OG0000221	XP_030741677.1, XP_012861565.1, XP_004708437.1, XP_004708438.2, XP_004708440.1	NP_001004700.2
OG0000222	XP_045148545.1, XP_004710388.1	NP_001278240.1, NP_036400.2, NP_001026866.1
OG0000223	XP_045153282.1	NP_001034841.3, XP_047282876.1
OG0000223	XP_045153127.1	NP_001129978.2
OG0000223	XP_012862931.2, XP_045153237.1	NP_955384.3, XP_047282873.1, NP_001380987.1, NP_001380988.1, NP_543142.2, XP_016872648.1
OG0000224	XP_004699881.1	NP_001258604.1, XP_016866378.1, NP_001342386.1, NP_001306167.1
OG0000226	XP_045146536.1, XP_004711258.1, XP_004711259.1	NP_061880.2, NP_001171697.1, NP_001009584.1, XP_011529278.1
OG0000227	XP_045151206.1, XP_045151207.1, XP_045151208.1	NP_008997.1, XP_016883104.1, NP_861520.1, NP_001268373.1, NP_861521.1, NP_001268374.1
OG0000228	XP_045150280.1	NP_001063.2
OG0000230	XP_004696084.1	NP_001245288.1, NP_001245286.1, NP_001245287.1, NP_602293.1, NP_002140.2, XP_005246217.1
OG0000230	XP_004705056.1	NP_002134.2, XP_005270849.1
OG0000231	XP_004717469.3	NP_001171672.1, NP_001372988.1, NP_115896.1
OG0000231	XP_004697263.2	NP_733843.1, XP_011542461.1, NP_001017434.1
OG0000232	XP_045153763.1	NP_001340852.1
OG0000233	XP_004709482.1	NP_005245.2, NP_001307839.1, XP_047288292.1, NP_057738.1, NP_002032.2, NP_057739.1, NP_852092.1
OG0000236	XP_004703056.1	NP_001230155.2, NP_001335140.1, NP_001230161.1, NP_001335142.1, NP_001317534.1, NP_001230163.1, NP_001230165.1, NP_001230164.1, NP_001335143.1, NP_001335145.1, NP_001077431.1, NP_001230157.1, NP_001356499.1, NP_001356498.1, NP_001356507.1, NP_001356505.1, NP_001356510.1, NP_001356515.1, NP_001356504.1, NP_001335146.1, NP_001335147.1, NP_001230156.1, NP_001356496.1, NP_001356497.1, NP_001317533.1, NP_001356503.1, NP_001356502.1, NP_001356501.1, NP_001356500.1, NP_003190.1, NP_001293136.1, NP_001356511.1, NP_001335148.1, NP_001356512.1, NP_001230159.1, NP_001356513.1, NP_001356514.1, NP_001335149.1
OG0000238	XP_004700648.1	NP_001245214.1
OG0000238	XP_004700642.1, XP_004700902.1	NP_001372904.1, NP_001005494.1
OG0000241	XP_004708533.1, XP_030741665.1	NP_001004701.2
OG0000243	XP_045144551.1	NP_001353076.1, NP_001353078.1, NP_001007472.2, NP_001353074.1
OG0000244	XP_004714344.1	NP_660156.1, XP_047294230.1
OG0000244	XP_045141878.1, XP_045141871.1	NP_060064.2
OG0000245	XP_004718110.1	XP_011524989.1, NP_002021.3
OG0000245	XP_004710517.1	XP_006723183.1, NP_001453.1, NP_001005738.1
OG0000246	XP_004702333.2, XP_045145799.1	NP_001167567.1, NP_001310603.1, NP_001310607.1, NP_001310604.1, NP_001167564.1, NP_001167565.1, NP_001310606.1, NP_001121600.1, NP_001310605.1, NP_001167566.1, NP_110378.3
OG0000248	XP_004713142.1, XP_004712142.1	NP_001307195.1, NP_001003703.1, NP_001003697.1, NP_001676.2, NP_001307196.1, NP_001003701.1, NP_001003696.1
OG0000249	XP_004714011.1	XP_047279558.1, NP_001184026.3, NP_001290343.1, NP_002760.1
OG0000251	XP_004704148.1	XP_005247403.1, NP_055188.1
OG0000252	XP_004701760.1	NP_001362761.1, XP_047301705.1, NP_001362766.1, NP_001362765.1, NP_001362767.1, NP_001362764.1, NP_001362762.1, NP_001362763.1, NP_001070737.1, NP_003378.3, NP_001362768.1
OG0000254	XP_012860652.1	NP_001020366.1, NP_001020365.1, NP_001257.4, XP_005255831.1
OG0000256	XP_004710512.1	NP_002248.1, NP_001639.1, NP_001243009.1, NP_005542.1
OG0000257	XP_004716491.1	NP_001004684.1
OG0000258	XP_012863806.1	NP_066124.1, NP_001393672.1, NP_001393688.1, NP_001393689.1, NP_001393691.1, NP_001393690.1, NP_001393693.1, NP_001393699.1, NP_001342145.1, NP_001393696.1, NP_001393695.1, NP_001393694.1, NP_001393697.1, NP_001393692.1, NP_065681.1, NP_001393673.1, NP_001393702.1, NP_001393700.1, NP_001393707.1, NP_001393713.1, NP_001393705.1, NP_001393706.1, NP_001393704.1, NP_001393703.1, NP_001393701.1, NP_001393698.1, NP_001393722.1, NP_001393721.1, NP_001393723.1, NP_001393708.1, NP_001393709.1, NP_001393718.1, NP_001393717.1, NP_001393720.1, NP_001393719.1, NP_001393715.1, NP_001393712.1, NP_001393711.1, NP_001393716.1, NP_001393714.1, NP_001393710.1
OG0000259	XP_004717914.1	NP_001004064.1, NP_001005205.2
OG0000260	XP_004708441.1	NP_001001952.1
OG0000261	XP_004708430.1, XP_004708432.1	NP_001001955.2, NP_001004703.1
OG0000263	XP_045153990.1, XP_004706756.1, XP_045153989.1	NP_001380350.1, NP_001380349.1, NP_001316642.1, NP_001380351.1, NP_001316647.1, NP_001316645.1, NP_001316646.1, NP_001316641.1, NP_001316643.1, NP_001380352.1, NP_001380348.1, NP_001380346.1, NP_001316648.1, NP_001380344.1, NP_001380345.1, NP_775780.1, NP_001380347.1, NP_001316644.1
OG0000264	XP_004698837.1	NP_001371603.1, NP_001371601.1, NP_001076.2, NP_001371602.1
OG0000265	XP_004710841.1	NP_001139488.1, NP_001337491.1, NP_001337493.1, NP_001337492.1, NP_001337496.1, NP_001337497.1, XP_006715313.1, NP_001337490.1, NP_001139489.1, NP_001337495.1, NP_001337494.1, NP_001337499.1, NP_001139492.1, NP_001139491.1, NP_001139490.1, NP_542171.2, NP_001337498.1, NP_001381467.1, NP_001381468.1, NP_001381469.1, NP_001381470.1, NP_001381471.1, NP_001381472.1, NP_001381473.1, NP_001381474.1
OG0000266	XP_012861602.1	XP_005247979.1, NP_001074924.1, NP_055694.3
OG0000268	XP_004713175.1, XP_004711378.1, XP_004713162.1	NP_853643.1
OG0000270	XP_004713418.1	NP_001137475.1, NP_115928.1, NP_001137482.1, NP_001137476.1, NP_001137478.1, NP_001137477.1, XP_005262399.1, NP_001137481.1, NP_001137480.1
OG0000272	XP_030743938.1, XP_030743939.1	NP_002977.1
OG0000272	XP_004707017.1, XP_004707401.1	NP_002973.1
OG0000273	XP_045140312.1, XP_012860906.1	NP_073731.1, NP_001278759.1, NP_000768.1, NP_059488.2, NP_000756.3, NP_001243426.2
OG0000274	XP_004707033.1	NP_001001437.2, NP_066286.1, NP_002974.1
OG0000274	XP_004707034.1	XP_054184407.1, NP_996890.1, NP_001278400.1, NP_002975.1
OG0000276	XP_004696922.1	NP_059974.1
OG0000277	XP_045147049.1	NP_001005470.1
OG0000278	XP_004696714.1	NP_001304131.1, NP_001304136.1, XP_047273258.1, NP_001304130.1, NP_001304139.1, NP_001304140.1, NP_001304129.1, NP_001304135.1, NP_001304137.1, NP_001304134.1, NP_001304132.1, NP_001304133.1, NP_057547.5, NP_001304138.1, NP_001304128.1
OG0000279	XP_004705599.1	NP_001230724.1, NP_061111.1, NP_001230723.1, XP_047276527.1
OG0000280	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1	NP_001033791.1, NP_001362564.1, NP_001362563.1, NP_001362562.1, NP_064625.1, XP_047273348.1
OG0000281	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1	XP_011539104.1, NP_872323.1, NP_001158301.1
OG0000282	XP_045152787.1, XP_004706475.1	NP_001032584.1
OG0000286	XP_004717108.1, XP_004717107.1, XP_004717106.1	NP_001003443.2, XP_047282882.1
OG0000287	XP_004698901.1	NP_001004724.1
OG0000287	XP_012859205.1	NP_001005241.2, NP_001352318.2, XP_054185007.1, NP_001382400.1
OG0000288	XP_004708541.1	NP_001004124.1
OG0000289	XP_045139512.1	NP_001071107.1, XP_011541183.1
OG0000289	XP_012862752.1	XP_016872695.1, NP_872301.2, XP_011540898.1, NP_001354882.1
OG0000290	XP_045143807.1, XP_045143808.1	NP_001119578.1, XP_011535601.1, NP_003973.3, NP_001119577.1
OG0000291	XP_045155422.1	NP_001275914.1
OG0000291	XP_045155421.1	NP_525023.2
OG0000291	XP_030743984.2	NP_525021.3, NP_001364250.1
OG0000292	XP_045139939.1	NP_001317720.1, NP_001317716.1, NP_055803.2, NP_001317719.1, NP_001276051.1, NP_001317721.1, NP_001317713.1, NP_001317718.1, NP_001317717.1, NP_001106188.1, NP_001106189.1, NP_001317722.1, NP_001317912.1, NP_001317603.1, NP_001106191.1, NP_001276053.1, NP_001106190.1, NP_001317911.1, NP_001317715.1
OG0000293	XP_004717226.1, XP_045146368.1, XP_045146369.1	NP_078974.1, NP_001177989.1, XP_011518671.1, NP_001177990.1
OG0000294	XP_030743531.2	NP_001357154.1
OG0000294	XP_004701525.1	NP_006348.1
OG0000295	XP_045151430.1	NP_065166.2
OG0000295	XP_045141048.1	NP_065698.1, XP_047277952.1, NP_001304759.1, NP_001349980.1, NP_001349979.1
OG0000296	XP_045153427.1	XP_005247059.2, NP_001307896.1, NP_001307894.1, NP_005327.1, NP_001307895.1, NP_976221.1
OG0000297	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1	NP_002250.2, NP_998823.2, NP_001291377.1, NP_998822.2, NP_015567.2, NP_038459.1, NP_031359.2, NP_002251.2
OG0000298	XP_045144106.1, XP_004697962.1	NP_001411261.1, NP_001309171.1, NP_001304848.1, NP_001304850.1, NP_612815.1, NP_001304849.1, NP_001411260.1, NP_001309169.1, NP_001309168.1, NP_001182.1
OG0000299	XP_045146948.1, XP_045146945.1, XP_004711589.1, XP_045146946.1, XP_045146947.1, XP_004711588.1	NP_067034.2, NP_001137139.1
OG0000300	XP_004708442.1, XP_004708443.1, XP_004708547.1	NP_001004738.1, NP_001004739.1
OG0000301	XP_012864009.1, XP_012864010.1	NP_001005164.2
OG0000301	XP_004717546.2, XP_012864013.2	NP_001335150.1
OG0000303	XP_045150440.1, XP_045150438.1	NP_001380986.1
OG0000304	XP_045145760.1	XP_016871417.1
OG0000306	XP_004699612.1	NP_001008222.1, NP_001008220.1, NP_001008219.1, NP_004029.2, NP_001333709.1, NP_001373854.1, XP_047274041.1, NP_000690.1, NP_001373038.1, NP_066188.1, NP_001374366.1
OG0000307	XP_045154607.1, XP_045149778.1, XP_030743176.2	NP_001186269.1, NP_001186271.1, NP_001356485.1, NP_001186273.1, NP_001356486.1, NP_001030178.1, NP_000976.1, NP_001186272.1
OG0000308	XP_004706369.1	XP_005248113.1, NP_570972.2
OG0000308	XP_004717692.1	NP_001857.1
OG0000309	XP_012859090.1	NP_001308213.1, NP_852128.1, NP_852129.1, XP_005273116.1, NP_852106.1, NP_852127.2, NP_852119.1, NP_852121.1, NP_852130.1, NP_852120.1
OG0000310	XP_004702866.1	NP_001290429.1, NP_001337014.1, NP_001290427.1, NP_001337012.1, NP_001337011.1, NP_689916.2, NP_001337013.1, NP_001290426.1, NP_001290425.1
