Orthogroup	Echinops_telfairi	Canis_lupus_familiaris
OG0000193	XP_045146734.1, XP_045146733.1, XP_045146735.1, XP_045146736.1	XP_038443868.1, XP_038443869.1
OG0000195	XP_012863924.2	NP_001003387.1
OG0000196	XP_004715008.1	NP_001375813.1
OG0000196	XP_004714956.2	NP_001375535.1, XP_038418391.1
OG0000197	XP_004711661.1	XP_038382078.1, XP_038412748.1
OG0000199	XP_004715690.1	XP_038383776.1, XP_038383775.1
OG0000200	XP_004699331.1	XP_038397377.1
OG0000201	XP_045155407.1	XP_038445301.1, XP_038445306.1, XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1
OG0000203	XP_004703894.1	XP_038421044.1
OG0000205	XP_012863033.1	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1
OG0000206	XP_004704090.1	XP_038426109.1, XP_038426112.1, XP_038426110.1, XP_038426111.1
OG0000207	XP_004701621.1	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1
OG0000208	XP_004710162.1	XP_038442518.1
OG0000210	XP_004711639.1, XP_004711637.2, XP_004711638.1	NP_001003050.1, NP_001300801.1, XP_038425122.1, XP_038425123.1, XP_038425121.1
OG0000211	XP_004702940.1	XP_038399653.1, XP_038399656.1, XP_038399655.1
OG0000211	XP_004698023.1	NP_001239095.1
OG0000212	XP_004697252.1	NP_001376077.1
OG0000212	XP_004697255.3, XP_004697259.3	XP_038413458.1, XP_038413457.1
OG0000212	XP_004697256.1	XP_038413459.1
OG0000212	XP_045140889.1	NP_001375929.1
OG0000213	XP_004715363.2	XP_038387999.1
OG0000214	XP_045155180.1	XP_038422738.1
OG0000214	XP_045147834.1	XP_038393379.1
OG0000214	XP_045141138.1	XP_038388357.1
OG0000215	XP_045155743.1	XP_038402225.1
OG0000217	XP_045146586.1, XP_045146584.1, XP_045146585.1, XP_045146583.1, XP_004714188.1	XP_038443897.1, XP_038443898.1
OG0000221	XP_030741677.1, XP_012861565.1, XP_004708437.1, XP_004708438.2, XP_004708440.1	XP_038418398.1, NP_001375959.1
OG0000222	XP_045148545.1, XP_004710388.1	XP_038384796.1, XP_038384798.1, XP_038384795.1, XP_038384794.1, XP_038384797.1
OG0000223	XP_045153282.1	XP_038420130.1
OG0000223	XP_012862931.2, XP_045153237.1	XP_038420126.1
OG0000224	XP_004699881.1	XP_038441884.1
OG0000226	XP_045146536.1, XP_004711258.1, XP_004711259.1	XP_038443818.1, XP_038443816.1, XP_038443815.1, XP_038443817.1, XP_038444745.1
OG0000228	XP_045150280.1	NP_001003078.1
OG0000230	XP_004696084.1	XP_038416695.1
OG0000230	XP_004705056.1	XP_038387109.1
OG0000231	XP_004717469.3	XP_038439910.1
OG0000231	XP_004697263.2	XP_038415431.1
OG0000232	XP_045153763.1	XP_038443475.1
OG0000233	XP_004709482.1	XP_038436324.1
OG0000235	XP_045139695.1, XP_030743238.1, XP_045143465.1	XP_038426195.1
OG0000236	XP_004703056.1	NP_001003268.1
OG0000237	XP_045139982.1	XP_038391466.1
OG0000238	XP_004700642.1, XP_004700902.1	NP_001300815.1, NP_001375450.1
OG0000238	XP_004700900.1, XP_004700898.1, XP_004700901.1	NP_001375748.1
OG0000239	XP_004708538.1, XP_045147038.1, XP_004708537.1	NP_001375552.1
OG0000241	XP_004708533.1, XP_030741665.1	NP_001376053.1, NP_001375984.1, NP_001375978.1
OG0000243	XP_045144551.1	XP_038383021.1
OG0000244	XP_004714344.1	XP_038423813.1, XP_038423814.1
OG0000244	XP_045141878.1, XP_045141871.1	XP_038383237.1, XP_038383238.1, XP_038383236.1
OG0000245	XP_004710517.1	XP_038383908.1
OG0000246	XP_004702333.2, XP_045145799.1	XP_038385817.1
OG0000248	XP_004713142.1, XP_004712142.1	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1
OG0000249	XP_004714011.1	XP_038415282.1
OG0000249	XP_004714013.1, XP_004714014.1	XP_038415283.1
OG0000251	XP_004704148.1	XP_038439794.1
OG0000252	XP_004701760.1	XP_038440821.1, XP_038440819.1, XP_038440820.1, XP_038440817.1
OG0000254	XP_012860652.1	NP_001003085.1
OG0000255	XP_045142012.1	XP_038402104.1
OG0000256	XP_004710512.1	NP_001003262.1, XP_038383983.1, XP_038383984.1, NP_001003284.1
OG0000257	XP_045146872.1, XP_004716465.1	NP_001375666.1
OG0000257	XP_004716491.1	NP_001375673.1, NP_001375672.1, NP_001017517.1, XP_038424853.1, NP_001375674.1
OG0000257	XP_030741696.1	NP_001376029.1
OG0000258	XP_012863806.1	NP_001184028.1
OG0000259	XP_004717914.1	NP_001375915.1
OG0000259	XP_004708577.1	NP_001375818.1, NP_001375444.1, NP_001375447.1
OG0000260	XP_004708441.1	NP_001375547.1
OG0000261	XP_004708430.1, XP_004708432.1	NP_001375566.1, NP_001375568.1, NP_001375554.1, NP_001375553.1
OG0000262	XP_004717558.1	NP_001375625.1
OG0000262	XP_004717557.1, XP_004717564.1, XP_004717562.1, XP_004717552.3	NP_001375762.1
OG0000263	XP_045153990.1, XP_004706756.1, XP_045153989.1	XP_038398274.1, XP_038398271.1, XP_038398275.1, XP_038398269.1, XP_038398272.1, XP_038398276.1, XP_038398273.1, XP_038398270.1
OG0000264	XP_004698837.1	XP_038401566.1
OG0000265	XP_004710841.1	XP_038410084.1
OG0000266	XP_012861602.1	XP_038427154.1, XP_038427156.1, XP_038427150.1, XP_038427157.1, XP_038427152.1, XP_038427158.1, XP_038427155.1, XP_038427153.1, XP_038427151.1
OG0000267	XP_045145499.1	XP_038431699.1, XP_038431691.1, XP_038430435.1, XP_038430433.1, XP_038430436.1
OG0000268	XP_004713175.1, XP_004711378.1, XP_004713162.1	XP_038437056.1
OG0000270	XP_004713418.1	XP_038444399.1
OG0000272	XP_004707017.1, XP_004707401.1	NP_001003297.1
OG0000273	XP_045140312.1, XP_012860906.1	XP_038445670.1, XP_038445671.1, NP_001003340.1, NP_001003338.1, XP_038445168.1, XP_038395282.1, XP_038395273.1
OG0000274	XP_004707033.1	NP_001005251.2
OG0000274	XP_004707034.1	NP_001005250.1
OG0000277	XP_004708506.1, XP_004708503.1, XP_004708507.1, XP_004708508.1, XP_004708505.3	NP_001375571.1, NP_001375574.1
OG0000277	XP_045147049.1	NP_001375575.1
OG0000278	XP_004696714.1	XP_038386230.1, XP_038386229.1, XP_038386231.1, XP_038386232.1, XP_038386228.1
OG0000279	XP_004705599.1	XP_038395567.1, XP_038395565.1, XP_038395566.1, XP_038395569.1, XP_038395568.1, XP_038395556.1, XP_038395563.1, XP_038395558.1, XP_038395551.1, XP_038395560.1, XP_038395552.1, XP_038395562.1, XP_038395561.1, XP_038395553.1, XP_038395550.1, XP_038395555.1, XP_038395557.1, XP_038395559.1, XP_038395564.1
OG0000280	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1	XP_038408019.1, XP_038408024.1, XP_038408022.1, XP_038408021.1, XP_038408020.1, XP_038408023.1
OG0000281	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1	XP_038413512.1, XP_038413518.1, XP_038413514.1, XP_038413510.1, XP_038413520.1, XP_038413509.1, XP_038413516.1, XP_038413515.1, XP_038413513.1, XP_038413511.1, XP_038413517.1, XP_038413519.1
OG0000282	XP_045152787.1, XP_004706475.1	XP_038431256.1
OG0000283	XP_004712585.1	XP_038440330.1
OG0000286	XP_004717108.1, XP_004717107.1, XP_004717106.1	NP_001375652.1, NP_001375653.1
OG0000287	XP_004698901.1	NP_001375697.1
OG0000287	XP_012859205.1	NP_001375481.1
OG0000288	XP_004708544.2	NP_001376018.1
OG0000288	XP_004708543.2	NP_001376023.1
OG0000288	XP_004708541.1	XP_038418397.1
OG0000288	XP_004708529.1	XP_038420411.1
OG0000289	XP_045139512.1	XP_038392012.1
OG0000290	XP_045143807.1, XP_045143808.1	XP_038400080.1, XP_038400082.1, XP_038400079.1, XP_038400081.1
OG0000291	XP_045155422.1	XP_038402692.1
OG0000291	XP_045155421.1	XP_038402681.1
OG0000292	XP_045139939.1	XP_038411866.1
OG0000293	XP_004717226.1, XP_045146368.1, XP_045146369.1	XP_038418902.1
OG0000294	XP_030743531.2	XP_038426642.1
OG0000294	XP_004701525.1	XP_038440945.1
OG0000295	XP_012864186.1, XP_045151430.1	XP_038428298.1
OG0000295	XP_045141048.1	XP_038435485.1
OG0000296	XP_045153427.1	XP_038430362.1
OG0000297	XP_030742317.1, XP_045149211.1, XP_045149210.1, XP_045147091.1, XP_045149200.1	XP_038432710.1, XP_038432056.1, XP_038432057.1, XP_038432712.1
OG0000298	XP_045144106.1, XP_004697962.1	NP_001003072.1
OG0000299	XP_045146948.1, XP_045146945.1, XP_004711589.1, XP_045146946.1, XP_045146947.1, XP_004711588.1	NP_001091451.1
OG0000300	XP_004708442.1, XP_004708443.1, XP_004708547.1	XP_038420408.1, NP_001375546.1, NP_001243388.1
OG0000301	XP_012864009.1, XP_012864010.1	NP_001376050.1, NP_001375960.1
OG0000301	XP_004717546.2, XP_012864013.2	NP_001375772.1
OG0000302	XP_004708560.2	NP_001376056.1, XP_038419187.1, NP_001376055.1
OG0000303	XP_045150440.1, XP_045150438.1	XP_038381411.1
OG0000304	XP_045145760.1	XP_038385854.1
OG0000306	XP_004699612.1	XP_038397108.1
OG0000307	XP_045154607.1, XP_045149778.1, XP_030743176.2	XP_038399910.1, XP_038406429.1
OG0000308	XP_004706369.1	XP_038411935.1, XP_038411937.1, XP_038411938.1, XP_038411936.1
OG0000308	XP_004717692.1	XP_038415183.1, XP_038443693.1, XP_038417149.1, XP_038435192.1
OG0000309	XP_012859090.1	XP_038412373.1, XP_038412371.1, XP_038412372.1
OG0000310	XP_004702866.1	XP_038412756.1
OG0000311	XP_004708212.1	XP_038413283.1, XP_038413282.1, XP_038413281.1, XP_038413280.1
OG0000312	XP_045153123.1	XP_038418440.1, XP_038420114.1
OG0000313	XP_004711516.1	XP_038433659.1
OG0000313	XP_012862389.2, XP_004711422.1	XP_038432096.1
OG0000314	XP_045150916.1, XP_004708649.1	XP_038439867.1
OG0000314	XP_045146715.1, XP_004717828.1	XP_038442711.1, XP_038442713.1, XP_038442710.1
OG0000315	XP_012861971.2, XP_012864082.2	XP_038442524.1, XP_038444752.1
OG0000316	XP_045141413.1, XP_045141412.1, XP_004717644.2	XP_038442594.1
OG0000316	XP_004717647.2	XP_038445254.1, XP_038442592.1
OG0000318	XP_045151004.1	XP_038427291.1
OG0000318	XP_004706583.1, XP_004712992.1	NP_001376157.1
OG0000319	XP_045139989.1, XP_045147583.1, XP_045151657.1, XP_045151841.1, XP_004698673.1	XP_038400765.1, XP_038400767.1, XP_038400764.1, XP_038400768.1, XP_038400766.1, XP_038400763.1, XP_038381502.1
OG0000320	XP_045150579.1, XP_004702113.2	XP_038382664.1
OG0000321	XP_045148562.1	XP_038384091.1, XP_038384092.1, XP_038384093.1, XP_038384089.1
OG0000321	XP_045154514.1	XP_038443931.1
OG0000322	XP_004698816.3	XP_038401476.1
OG0000322	XP_004712675.1	XP_038407157.1
OG0000323	XP_004705077.1	XP_038387193.1, XP_038387195.1
OG0000323	XP_004696385.1	XP_038432898.1
OG0000324	XP_004705385.1	XP_038387325.1
OG0000324	XP_045144063.1, XP_045144062.1	XP_038401548.1
OG0000325	XP_004716238.1, XP_045149401.1	XP_038440793.1, XP_038392398.1, XP_038444788.1, XP_038393081.1, XP_038392397.1
OG0000326	XP_004705625.1, XP_045141816.1	XP_038394893.1, XP_038394892.1, XP_038394897.1, XP_038394896.1, XP_038394900.1, XP_038394894.1, XP_038394895.1, XP_038394899.1, XP_038394898.1
OG0000327	XP_004707505.1	XP_038403313.1, XP_038403316.1, XP_038403317.1, XP_038403319.1, XP_038403315.1, XP_038403318.1
OG0000328	XP_004713324.1, XP_045144518.1	XP_038405037.1, XP_038405036.1, XP_038405039.1, XP_038405038.1
OG0000329	XP_045142641.1	XP_038405893.1, XP_038405894.1
OG0000329	XP_004699239.1	XP_038418304.1
OG0000330	XP_045150572.1	XP_038410630.1
OG0000331	XP_004704985.1, XP_045143332.1	XP_038413651.1
OG0000331	XP_012861945.2	XP_038444696.1
OG0000332	XP_045144623.1	XP_038415197.1, XP_038415200.1, XP_038415199.1, XP_038415198.1
OG0000333	XP_045153367.1	XP_038422426.1, XP_038422425.1, XP_038422424.1
OG0000334	XP_045146284.1	XP_038423119.1
OG0000335	XP_004701257.1	XP_038431804.1, XP_038431806.1, XP_038431805.1
OG0000336	XP_045150973.1, XP_004708679.1	XP_038439428.1, XP_038439424.1, XP_038439422.1, XP_038439425.1, XP_038439423.1, XP_038439419.1, XP_038439429.1, XP_038439426.1, XP_038439427.1, XP_038439420.1, XP_038439421.1
OG0000337	XP_004700030.1, XP_045153994.1	XP_038439948.1, XP_038439947.1, XP_038439949.1
OG0000339	XP_004699228.1	XP_038418292.1
OG0000339	XP_045153338.1, XP_045153339.1, XP_004715213.1	NP_001003273.2
OG0000340	XP_004698883.1	XP_038401838.1, XP_038401839.1
OG0000340	XP_045148372.1, XP_045148371.1, XP_004710383.1, XP_045148373.1	NP_001012340.1
OG0000341	XP_045143010.1	NP_001020438.1
OG0000343	XP_045155630.1	NP_001300799.1
OG0000344	XP_004712655.3	XP_038402107.1, NP_001376011.1, XP_038401995.1
OG0000345	XP_045141257.1, XP_045141731.1	XP_038388935.1
OG0000347	XP_004716445.2	XP_038424930.1
OG0000347	XP_045154096.1, XP_045154095.1, XP_004699846.1	XP_038397846.1, XP_038397847.1, XP_038397845.1
OG0000348	XP_045152137.1	XP_038399722.1
OG0000349	XP_004707315.1	XP_038402949.1
OG0000349	XP_004704213.2	XP_038422569.1
OG0000350	XP_030743956.1	XP_038403291.1, XP_038403292.1, XP_038403293.1
OG0000351	XP_004697732.1	XP_038411279.1
OG0000353	XP_045139944.1, XP_045148072.1	XP_038427274.1
OG0000353	XP_004712308.1	XP_038439021.1
OG0000354	XP_045139633.1, XP_004716313.1	XP_038433976.1, XP_038433974.1, XP_038433977.1, XP_038433975.1
OG0000355	XP_045140562.1	XP_038437168.1
OG0000356	XP_045146509.1, XP_045146511.1, XP_045146510.1, XP_004711235.1	XP_038443813.1, XP_038443812.1, XP_038443811.1, XP_038443814.1
OG0000357	XP_045146532.1	XP_038443867.1
OG0000359	XP_045148754.1, XP_045148755.1, XP_004711769.1	XP_038409498.1
OG0000359	XP_004711771.1	NP_001003067.2
OG0000360	XP_004706067.1	XP_038395662.1
OG0000360	XP_012860898.1	XP_038395658.1, NP_001104272.1
OG0000360	XP_045140728.1	XP_038395661.1
OG0000361	XP_045147035.1, XP_004708571.1, XP_004708569.1, XP_004708576.2, XP_004708573.2, XP_004708575.1, XP_004708572.1, XP_004708449.1, XP_004708450.1	NP_001375928.1
OG0000362	XP_004698461.1, XP_045141295.1, XP_045141296.1	XP_038409292.1
OG0000363	XP_004699690.1, XP_004699691.1, XP_004699689.3	XP_038393297.1
OG0000364	XP_045149720.1, XP_045149721.1, XP_004704908.1	XP_038394672.1, XP_038394675.1, XP_038394674.1, XP_038394673.1
OG0000365	XP_004699626.1	XP_038397194.1, XP_038397186.1, XP_038397189.1, XP_038397187.1, XP_038397190.1, XP_038397185.1, XP_038397188.1, XP_038397191.1, XP_038397193.1, XP_038397192.1
OG0000366	XP_004698982.1, XP_004698983.1	XP_038400283.1, XP_038400285.1
OG0000367	XP_045155928.1, XP_004709270.1	XP_038402171.1, XP_038402166.1, XP_038402167.1, XP_038402165.1, XP_038402169.1, XP_038402170.1, XP_038402168.1
OG0000368	XP_045152505.1, XP_045152503.1, XP_004712607.1, XP_045152504.1	XP_038409162.1, XP_038409161.1, XP_038409158.1, XP_038409160.1, XP_038409159.1
OG0000369	XP_004697283.1	XP_038413460.1
OG0000370	XP_045152628.1	XP_038413467.1, XP_038424430.1, XP_038431071.1, XP_038437090.1
OG0000371	XP_045142300.1	XP_038418476.1
OG0000372	XP_045145855.1	XP_038421843.1
OG0000373	XP_004708719.2	XP_038426526.1, XP_038444836.1, XP_038426527.1, XP_038444833.1, XP_038426530.1, XP_038426529.1, XP_038444835.1, XP_038444832.1, XP_038426528.1, XP_038444834.1, XP_038424061.1
OG0000374	XP_004698026.1	XP_038428131.1, XP_038428137.1, XP_038428136.1, XP_038428135.1, XP_038428134.1, XP_038428130.1, XP_038428133.1, XP_038428132.1
OG0000375	XP_004714888.1, XP_045149970.1, XP_045149971.1	XP_038429444.1, XP_038429447.1, XP_038429445.1, XP_038429446.1
OG0000376	XP_004696957.1	XP_038437533.1
OG0000379	XP_012863887.1	NP_001192120.1
OG0000381	XP_004711643.1	NP_001258721.1
OG0000381	XP_012863347.1, XP_012862278.1	XP_038399962.1, XP_038425293.1, XP_038435783.1
OG0000382	XP_012861252.1	NP_001273872.1
OG0000383	XP_004697285.1, XP_004696923.1, XP_004697284.1	NP_001375463.1, NP_001375467.1, NP_001375466.1, NP_001375952.1, NP_001375877.1
OG0000384	XP_012864001.1	NP_001375760.1, NP_001375759.1, XP_038424088.1, NP_001375622.1, XP_038424090.1, NP_001375761.1
OG0000385	XP_045148245.1	XP_038383612.1
OG0000386	XP_045141075.1	XP_038388200.1
OG0000387	XP_045141992.1, XP_045150101.1, XP_045155307.1, XP_045152601.1, XP_045146927.1, XP_045146925.1, XP_012859590.2, XP_045155896.1, XP_045147829.1, XP_045147929.1, XP_012860248.1	XP_038414574.1
OG0000388	XP_004712835.1, XP_045139530.1	XP_038391900.1
OG0000390	XP_045147819.1, XP_045147817.1, XP_030741998.1, XP_045147818.1	XP_038397629.1, XP_038397627.1, XP_038397630.1, XP_038397628.1, XP_038397625.1
OG0000391	XP_004699106.1, XP_045143691.1	XP_038401314.1, XP_038401311.1, XP_038401310.1, XP_038401312.1, XP_038401313.1
OG0000392	XP_012861978.1, XP_004710853.1	XP_038410122.1, XP_038410124.1, XP_038410121.1, XP_038410120.1, XP_038410123.1, XP_038407577.1
OG0000392	XP_004698853.1	XP_038401687.1
OG0000393	XP_045155285.1	XP_038403548.1
OG0000394	XP_004700440.1	XP_038414607.1, XP_038414610.1, XP_038414608.1, XP_038414612.1, XP_038414611.1, XP_038414609.1, XP_038414604.1, XP_038414606.1, XP_038414605.1
OG0000395	XP_045144881.1	XP_038418675.1
OG0000396	XP_045146974.1	XP_038419051.1
OG0000397	XP_004704363.2	XP_038425989.1
OG0000398	XP_045146779.1, XP_045146992.1, XP_045154118.1, XP_045140475.1	XP_038432038.1
OG0000399	XP_004713829.1	XP_038432845.1, XP_038432846.1
OG0000400	XP_004711455.1	XP_038433541.1
OG0000401	XP_012860439.1	XP_038440546.1
OG0000402	XP_045153955.1	XP_038440626.1
OG0000402	XP_045154872.1	XP_038440619.1
OG0000402	XP_004703823.1	XP_038440635.1
OG0000405	XP_004716727.1, XP_045152935.1	XP_038443600.1, XP_038443598.1, XP_038443599.1, XP_038443596.1, XP_038443597.1, XP_038443595.1
OG0000407	XP_004707097.1	NP_001019808.1, XP_038424188.1, XP_038400846.1
OG0000407	XP_012861238.1, XP_012861363.1, XP_012861089.1, XP_045145872.1, XP_004706641.1	NP_001019809.1
OG0000408	XP_004716989.2, XP_004716969.1, XP_004717890.1, XP_004716990.1, XP_004716965.1, XP_004716966.1, XP_004716967.1, XP_004716968.1	XP_038445623.1, XP_038445622.1, NP_001376072.1, NP_001243379.1, XP_038445505.1, XP_038444867.1, XP_038444988.1
OG0000409	XP_004717173.1	NP_001375657.1, NP_001375836.1
OG0000410	XP_004706920.2	NP_001375741.1
OG0000410	XP_004706922.1, XP_004707346.1, XP_030744043.1, XP_004706921.1	NP_001375740.1
OG0000411	XP_004711112.1	NP_001375953.1, NP_001375949.1
OG0000411	XP_004711109.1, XP_004711110.2, XP_004711111.2	NP_001375824.1
OG0000412	XP_004716026.1	XP_038382876.1
OG0000413	XP_004705701.1	XP_038395677.1
OG0000414	XP_045148031.1	XP_038397404.1
OG0000415	XP_004699017.2	XP_038400581.1
OG0000416	XP_012863146.1	XP_038404526.1
OG0000417	XP_045150667.1, XP_045154823.1, XP_045140303.1, XP_045152471.1, XP_045139554.1, XP_045146197.1, XP_045142474.1, XP_012864198.1, XP_004703049.1, XP_045144560.1, XP_045141194.1	XP_038409008.1
OG0000418	XP_004711007.2, XP_045152532.1, XP_045152531.1	XP_038409015.1
OG0000419	XP_012861393.1, XP_030741143.2, XP_045144867.1	XP_038412567.1, XP_038412566.1
OG0000420	XP_004697289.1	XP_038413453.1
OG0000421	XP_045142871.1, XP_045142872.1, XP_004696106.1, XP_045142870.1	XP_038416765.1, XP_038416764.1, XP_038416761.1, XP_038416758.1, XP_038416763.1, XP_038416762.1, XP_038416760.1, XP_038416759.1
OG0000422	XP_004711934.1	XP_038420852.1, XP_038420854.1, XP_038420853.1
OG0000423	XP_045151155.1	XP_038428099.1
OG0000425	XP_045147494.1	XP_038435082.1
OG0000427	XP_045146160.1, XP_045152921.1	XP_038443625.1
OG0000431	XP_045141420.1	NP_001003223.1
OG0000432	XP_004709160.1	NP_001003235.1
OG0000432	XP_004713822.1	XP_038432821.1
OG0000433	XP_045150825.1	NP_001014768.1
OG0000434	XP_045145631.1	NP_001033755.1
OG0000434	XP_045145630.1	XP_038422958.1, XP_038421240.1, NP_001033756.1
OG0000435	XP_004699507.1, XP_045147700.1, XP_004699508.2	NP_001041499.1, NP_001041490.1, NP_001041482.1
OG0000436	XP_012859970.1	XP_038389683.1
OG0000436	XP_012860332.1	XP_038417781.1
OG0000437	XP_045148798.1	XP_038384536.1, XP_038384533.1, XP_038384534.1, XP_038384535.1
OG0000438	XP_045140639.1	XP_038390846.1
OG0000438	XP_030744930.1	XP_038388487.1
OG0000439	XP_004709879.1, XP_045150196.1	XP_038389722.1
OG0000440	XP_045143961.1, XP_004699053.1	XP_038400835.1, XP_038400831.1, XP_038400832.1, XP_038400833.1, XP_038400830.1, XP_038400834.1
OG0000441	XP_045155907.1	XP_038401945.1
OG0000442	XP_045148210.1	XP_038409246.1
OG0000442	XP_045148201.1, XP_045148200.1, XP_045148203.1	XP_038409574.1, XP_038409572.1
OG0000443	XP_045149159.1	XP_038414600.1
OG0000444	XP_012862996.1	XP_038415619.1
OG0000445	XP_004716048.1, XP_004716049.1	XP_038427161.1
OG0000446	XP_004717006.1	XP_038427343.1, XP_038427345.1, XP_038427344.1, XP_038427342.1
OG0000446	XP_045154525.1	XP_038443980.1
OG0000447	XP_045142548.1, XP_045142547.1, XP_004707684.1	XP_038429633.1, XP_038429634.1
OG0000448	XP_004715404.4	XP_038431488.1, XP_038431496.1, XP_038431492.1, XP_038431495.1, XP_038431491.1, XP_038431490.1, XP_038431493.1, XP_038431489.1, XP_038431487.1, XP_038431494.1
OG0000449	XP_012860330.1	XP_038437864.1
OG0000450	XP_045143433.1, XP_045143437.1, XP_045143436.1, XP_004712305.1, XP_045143434.1	XP_038438997.1, XP_038438998.1, XP_038438996.1
OG0000451	XP_045154623.1, XP_045154618.1, XP_045154617.1, XP_004703816.1, XP_045154628.1	XP_038440690.1
OG0000452	XP_004716583.1	XP_038442233.1
OG0000454	XP_045148050.1, XP_004699254.1	NP_001003329.1
OG0000455	XP_045139676.1, XP_004714931.1	NP_001010954.1
OG0000456	XP_045150610.1	NP_001181886.1
OG0000457	XP_004708236.2	XP_038415455.1
OG0000457	XP_004703234.1, XP_012859552.2	NP_001239187.1
