Orthogroup	Sarcophilus_harrisii	Microcebus_murinus
OG0000172	XP_012409550.1, XP_023350190.1	XP_012628491.1, XP_012628489.1, XP_012628490.1, XP_012628492.1
OG0000174	XP_012405557.1	XP_012623108.1
OG0000175	XP_003773749.1	XP_012646257.1, XP_012646264.1, XP_020142093.1, XP_012646284.1, XP_012646294.1, XP_012646275.1, XP_012646239.1, XP_020142094.1
OG0000176	XP_023362209.1, XP_031797709.1, XP_031797711.1, XP_023362208.1	XP_012605384.1, XP_012605383.1, XP_012605382.1
OG0000177	XP_031811873.1, XP_031811875.1, XP_031811871.1, XP_031811870.1, XP_031811872.1, XP_031811876.1, XP_031811868.1, XP_031811869.1, XP_031811867.1	XP_012636778.1, XP_012636776.1, XP_012636777.1, XP_012636779.1
OG0000178	XP_031813300.1, XP_031813299.1, XP_031813294.1, XP_031813298.1, XP_031813297.1, XP_031813296.1, XP_031813295.1	XP_020142269.1
OG0000179	XP_031817500.1	XP_012616212.1
OG0000179	XP_023355787.2, XP_012401166.1	XP_012616210.1, XP_020138867.1
OG0000180	XP_012397749.1	XP_012646220.2, XP_012646219.2, XP_012645814.1
OG0000182	XP_031792735.1	XP_012643385.1, XP_012624512.1, XP_012624513.1, XP_012624511.1, XP_012624516.1, XP_020144967.1, XP_012625170.1
OG0000183	XP_031798882.1	XP_012645131.1
OG0000184	XP_031813724.1, XP_031800734.1	XP_012617792.1, XP_020141642.1, XP_020141636.1, XP_012617791.1, XP_020141641.1, XP_012617788.1, XP_020141634.1, XP_012617790.1, XP_020141622.1, XP_012617789.1, XP_020141623.1, XP_020141644.1, XP_020141637.1, XP_020141630.1
OG0000188	XP_003764834.1	XP_012642085.1
OG0000188	XP_003766999.1	XP_012642084.1
OG0000189	XP_003774897.1, XP_031797813.1	XP_020142173.1, XP_012623680.2
OG0000190	XP_031796825.1, XP_031796827.1, XP_031796826.1	XP_012642612.1, XP_012642614.1, XP_012642619.1, XP_012642622.1, XP_012642618.1, XP_012642611.1, XP_012642610.1, XP_012642613.1, XP_012642617.1, XP_012642615.1, XP_012642616.1, XP_012642620.1
OG0000191	XP_003769420.1, XP_023358945.1	XP_012608665.1, XP_012608667.1, XP_012608664.1, XP_012608663.1
OG0000192	XP_031794046.1	XP_012595410.1, XP_012602522.1, XP_012595429.1
OG0000194	XP_031801027.1, XP_031801026.1, XP_031801025.1	XP_012632813.1, XP_012595522.1, XP_012595506.1, XP_012595495.1, XP_012595516.1, XP_012632812.1
OG0000195	XP_031820905.1, XP_031820904.1	XP_012602234.1
OG0000196	XP_003773915.1	XP_012602096.1
OG0000196	XP_003773960.1, XP_003773966.2, XP_031798606.1	XP_012602155.1
OG0000196	XP_003773971.1, XP_003773970.1, XP_031798784.1, XP_003773962.1	XP_012602138.2
OG0000197	XP_012406752.1	XP_012612248.1, XP_012612246.1, XP_012612247.1, XP_012612242.1, XP_012612249.1, XP_012612251.1, XP_012612241.1, XP_012612244.1, XP_012612245.1, XP_012612250.1, XP_012612243.1, XP_012635092.1
OG0000199	XP_031817627.1	XP_012626306.1, XP_012626304.1, XP_012626305.1, XP_012626303.1
OG0000200	XP_003767289.1, XP_023357403.1	XP_012604691.1, XP_012604686.1, XP_012604684.1, XP_012604688.1, XP_012604687.1, XP_012604685.1, XP_012604690.1
OG0000201	XP_031821831.1, XP_031821832.1	XP_012642289.2, XP_020136682.1, XP_020136690.1, XP_012642195.2
OG0000203	XP_031815893.1	XP_012600215.2
OG0000204	XP_003764754.2	XP_012600417.1
OG0000205	XP_031817807.1, XP_003764619.2	XP_012592757.1, XP_020145980.1, XP_012592755.1
OG0000206	XP_031796238.1	XP_012641784.1, XP_012641779.1, XP_012641773.1, XP_012641790.1, XP_012641800.1
OG0000207	XP_023356432.1	XP_012594347.1, XP_012594348.1, XP_012594346.1, XP_012594349.1, XP_012594345.1
OG0000209	XP_031817713.1, XP_003766638.1, XP_031820011.1, XP_031817715.1	XP_012617021.1
OG0000210	XP_031797477.1, XP_003773620.1	XP_012636099.1, XP_012636091.1, XP_020142143.1, XP_012636060.1
OG0000211	XP_031802452.1	XP_012601548.1
OG0000211	XP_031802454.1	XP_012601550.1, XP_012601552.1
OG0000211	XP_003757016.1, XP_031809824.1	XP_012610211.1
OG0000213	XP_031807358.1	XP_012610372.1, XP_012618844.1
OG0000214	XP_031804062.1	XP_020139364.1
OG0000214	XP_031822954.1	XP_012639821.1
OG0000215	XP_031821510.1	XP_012644878.1
OG0000216	XP_023352194.1	XP_012617508.1, XP_020144549.1
OG0000216	XP_023352195.1	XP_020144550.1, XP_020144551.1, XP_012617511.1
OG0000219	XP_031796426.1	XP_012641344.1, XP_012641345.1, XP_012641343.1, XP_012628786.1, XP_012629604.1
OG0000220	XP_003774257.2, XP_003774496.2, XP_003774038.2	XP_012615281.1, XP_012615283.1, XP_012615268.1
OG0000221	XP_003774682.2	XP_012643314.1
OG0000224	XP_031793038.1	XP_020139931.1
OG0000225	XP_031814870.1	XP_020140438.1, XP_012646815.1
OG0000227	XP_031807424.1, XP_023350330.1, XP_003757771.1, XP_012395227.1	XP_012636251.1, XP_012636256.1, XP_012636235.1, XP_012636266.1
OG0000228	XP_031824146.1, XP_031824138.1, XP_031824140.1	XP_020143704.1
OG0000228	XP_031824141.1	XP_020143703.1
OG0000229	XP_012396288.1, XP_031810838.1, XP_031805196.1, XP_003759164.2	XP_012599514.1, XP_020145193.1, XP_012599516.1
OG0000230	XP_003757917.1, XP_031807160.1	XP_012634431.1
OG0000230	XP_031818166.1, XP_003765484.1, XP_031818165.1	XP_012620823.1, XP_012620826.1
OG0000231	XP_003770432.1, XP_031824289.1, XP_023359666.1, XP_031824288.1	XP_012597534.1
OG0000231	XP_031824290.1, XP_003768735.1	XP_020140932.1, XP_020140933.1, XP_020140931.1
OG0000232	XP_031815699.1	XP_012607170.1
OG0000232	XP_031800528.1	XP_012594561.1
OG0000233	XP_031811050.1	XP_012618946.1
OG0000235	XP_031797437.1	XP_012592115.1, XP_012644008.1, XP_012633715.1
OG0000236	XP_012396942.1	XP_012600890.1
OG0000237	XP_003765707.1	XP_012595918.1
OG0000238	XP_003772216.1, XP_003772238.1	XP_012610428.1, XP_012610400.1, XP_012610438.1
OG0000240	XP_031817242.1, XP_003764421.1, XP_012400554.1, XP_003764420.1, XP_003764418.3	XP_012608009.1, XP_012607918.1, XP_012607919.1, XP_012607947.1, XP_012608003.1, XP_012608008.1
OG0000241	XP_003773837.1, XP_003773829.1	XP_012643313.1, XP_012643316.1, XP_012643297.1
OG0000242	XP_023354544.2, XP_031805026.1	XP_012635035.1, XP_020140971.1, XP_020140963.1
OG0000242	XP_031804881.1, XP_012396109.2, XP_031804878.1	XP_020140970.1, XP_012613899.2
OG0000243	XP_031799527.1	XP_020144894.1
OG0000244	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1	XP_012624841.1
OG0000244	XP_031824763.1, XP_003759540.1	XP_012629265.1, XP_012629263.1, XP_012629262.1, XP_012629266.1, XP_012629261.1
OG0000245	XP_012402288.3, XP_031819144.1, XP_012402718.2, XP_012408108.2	XP_012641009.1, XP_012641011.1, XP_012641014.1, XP_012641012.1, XP_012641013.1
OG0000246	XP_031795615.1	XP_012644463.1
OG0000248	XP_012399824.1, XP_012399823.1	XP_012619900.1, XP_012619899.1, XP_012619904.1, XP_012619901.1, XP_012619902.1
OG0000249	XP_031795097.1	XP_012623524.1
OG0000249	XP_003771728.1, XP_003771729.1, XP_003772482.1	XP_012623655.1
OG0000251	XP_031813504.1	XP_012634727.1, XP_012634725.1, XP_012634724.1, XP_012634723.1, XP_012634720.1, XP_012634721.1, XP_012634726.1
OG0000252	XP_012400297.1	XP_012608839.1, XP_012608841.1, XP_020143963.1, XP_012608844.1, XP_020143964.1, XP_012608842.1, XP_020143962.1, XP_012608837.1, XP_012608845.1, XP_012608838.1, XP_012608843.1, XP_012608840.1
OG0000253	XP_031793443.1	XP_012611352.1
OG0000254	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1	XP_012628082.1, XP_020138151.1, XP_012611401.1, XP_020138152.1
OG0000255	XP_031818382.1	XP_012638692.1, XP_012606045.1
OG0000258	XP_031812239.1	XP_012634397.1
OG0000259	XP_003773931.1, XP_003773901.1, XP_031798079.1, XP_003773902.1, XP_003773900.2, XP_003773929.1, XP_003773935.1, XP_003773903.1, XP_012408156.2	XP_012602105.1, XP_012602108.1, XP_012602104.1, XP_012602176.1, XP_012602166.1
OG0000260	XP_012408102.1, XP_003773866.1, XP_003773865.1	XP_012602136.1, XP_012602137.1, XP_012602134.1
OG0000261	XP_023362160.2, XP_003773824.2, XP_003773822.1	XP_012643293.1, XP_012643291.1
OG0000262	XP_012400905.2, XP_023355540.2	XP_012641869.1
OG0000262	XP_003764882.2, XP_003764833.2	XP_012641928.1, XP_012641930.1, XP_012641864.1
OG0000263	XP_003767520.1	XP_012628017.1, XP_012628022.1, XP_012628018.1, XP_012628020.1, XP_012628021.1, XP_012628019.1, XP_012628023.1, XP_012628024.1
OG0000264	XP_031809170.1	XP_020141699.1, XP_020141698.1
OG0000265	XP_031820648.1	XP_012628546.1
OG0000266	XP_031813628.1, XP_031813629.1, XP_023356514.1	XP_012638333.1, XP_012638330.1, XP_020141356.1, XP_012638331.1, XP_012638332.1
OG0000267	XP_031805016.1, XP_031805023.1	XP_020138750.1, XP_020138672.1, XP_020138751.1
OG0000270	XP_031800249.1, XP_031800246.1, XP_031800245.1, XP_031800248.1, XP_031800247.1	XP_012637871.1, XP_012637882.1, XP_012637877.1, XP_012637890.1
OG0000273	XP_031796917.1	XP_020137160.1, XP_012614512.1, XP_012614506.1, XP_012614508.1, XP_012614513.1
OG0000274	XP_031823436.1, XP_031823434.1, XP_003770484.3, XP_003770481.1, XP_003770482.1, XP_031823435.1, XP_003770707.1, XP_031825018.1	XP_012638783.1, XP_020136793.1, XP_020136795.1, XP_012639779.1, XP_020136791.1, XP_020136790.1, XP_020136789.1, XP_020136794.1, XP_020136792.1, XP_012639019.1
OG0000275	XP_003761435.1	XP_012644253.1
OG0000275	XP_031800361.1, XP_003766510.1, XP_012400322.1, XP_003764080.1	XP_012593983.1, XP_012635057.2, XP_020142937.1
OG0000277	XP_003774688.2, XP_031798295.1, XP_012408465.2, XP_003774675.1	XP_012594072.2
OG0000278	XP_012406328.2	XP_012604518.1, XP_012604519.1, XP_012604517.1, XP_012604516.2, XP_020137716.1
OG0000279	XP_012398280.1, XP_003761585.1, XP_031797074.1	XP_012614898.1, XP_012614896.1, XP_012614894.1, XP_012614900.1, XP_012614893.1, XP_012614901.1, XP_012614897.1, XP_012614899.1
OG0000280	XP_003763023.1, XP_012399541.1	XP_012617558.1, XP_012617559.1
OG0000281	XP_031825145.1, XP_031825148.1, XP_031825146.1, XP_031825147.1	XP_012631308.1, XP_020145560.1, XP_012631305.1, XP_012631311.1, XP_020145557.1, XP_020145558.1, XP_012631306.1, XP_012631310.1, XP_012631304.1
OG0000282	XP_031804587.1, XP_031804586.1	XP_020138645.1, XP_012628234.1
OG0000286	XP_003766926.1	XP_012641846.2, XP_012641849.1
OG0000286	XP_003764918.2, XP_003764919.2, XP_012402752.1	XP_012642041.1, XP_012641915.2
OG0000287	XP_003759293.1, XP_012396393.1	XP_012608042.2, XP_012608300.1
OG0000288	XP_003773853.1, XP_003773857.1	XP_012643275.1
OG0000289	XP_012400464.2	XP_012603474.1
OG0000289	XP_023355223.1	XP_012603480.1, XP_012603482.1, XP_012603477.1, XP_012603479.1, XP_012603478.1, XP_012603481.1
OG0000290	XP_031810882.1, XP_023354992.1, XP_003755877.1, XP_031810883.1, XP_023354985.1	XP_012608173.1
OG0000291	XP_031821563.1, XP_031821564.1, XP_012404003.2	XP_012602865.1, XP_012602864.1, XP_012602861.1, XP_012602856.1
OG0000292	XP_031799730.1	XP_020140949.1
OG0000293	XP_031798424.1	XP_012624965.1, XP_012624963.1, XP_012624964.1
OG0000294	XP_031796205.1	XP_012600777.1, XP_012600776.1
OG0000295	XP_012395237.1	XP_012636412.1
OG0000295	XP_031802104.1, XP_012396714.1, XP_003759747.1, XP_031802105.1, XP_012396713.1	XP_012590810.1, XP_012590807.1, XP_012590809.1, XP_012590811.1, XP_012590808.1
OG0000296	XP_031813330.1, XP_031813333.1, XP_031813332.1, XP_031813331.1	XP_012611066.1
OG0000298	XP_012409072.1	XP_012612383.2, XP_020137242.1, XP_012610453.1, XP_012610450.1, XP_012610451.1, XP_012610452.1
OG0000300	XP_003773867.1, XP_012408103.1	XP_012602163.1, XP_012602130.2, XP_012602148.1, XP_012602159.1, XP_012602161.1
OG0000301	XP_003766573.1, XP_012402369.1	XP_012641939.2, XP_012641936.1
OG0000301	XP_003766574.1, XP_012400896.1, XP_031813123.1, XP_003766575.1	XP_012641938.2, XP_012641935.1
OG0000304	XP_031794741.1, XP_031794738.1, XP_031794744.1	XP_020139677.1
OG0000304	XP_031794172.1	XP_020137479.1, XP_020137483.1, XP_012612227.1, XP_012612221.1, XP_020137482.1, XP_020137480.1, XP_012612226.1, XP_020137481.1, XP_012612228.1, XP_012612229.1
OG0000305	XP_003770077.1	XP_012596067.1
OG0000306	XP_031823035.1, XP_023359180.1, XP_012404995.1	XP_012606999.1
OG0000307	XP_012396612.1	XP_012625355.1, XP_012635871.1
OG0000308	XP_003774938.1	XP_012598511.1, XP_012598508.1, XP_012598510.1, XP_020137097.1
OG0000309	XP_003762271.1	XP_012634036.1, XP_012634038.1, XP_012634039.1, XP_012634037.1
OG0000310	XP_003771994.1, XP_031795879.1	XP_012635095.1
OG0000311	XP_031807590.1	XP_012633035.1, XP_012633036.1, XP_012633037.1, XP_012633034.1
OG0000312	XP_003774527.1	XP_012633806.1
OG0000312	XP_031797207.1	XP_020142004.1
OG0000314	XP_031813545.1	XP_012608488.1
OG0000314	XP_023356114.2	XP_020140641.1
OG0000316	XP_031810203.1, XP_012409193.1, XP_031810206.1, XP_031810205.1, XP_023349900.1	XP_020140773.1, XP_012603267.1, XP_012613613.1
OG0000319	XP_031808515.1	XP_012641090.1, XP_012641089.1, XP_012641091.1, XP_012641088.1, XP_012641092.1, XP_012608514.1, XP_012597729.1
OG0000320	XP_031820165.1, XP_031820166.1, XP_031820164.1, XP_023358962.1, XP_031820162.1, XP_031820163.1, XP_031820161.1	XP_012632927.1
OG0000321	XP_031816895.1, XP_023355279.1, XP_023355278.1, XP_023363022.2	XP_012609781.1, XP_012606327.1
OG0000322	XP_031792939.1	XP_012629406.2
OG0000322	XP_012406294.1	XP_012596666.1
OG0000323	XP_031818127.1, XP_031818128.1	XP_012620891.1
OG0000323	XP_031820544.1, XP_031820545.1, XP_031820542.1, XP_031820543.1	XP_012629319.1, XP_012629318.1, XP_020142720.1
OG0000324	XP_003765400.1	XP_012606319.1, XP_012594074.1, XP_012594075.1
OG0000325	XP_031813199.1	XP_012634801.1, XP_012634802.1, XP_012634800.1
OG0000326	XP_023359440.1, XP_012405279.1	XP_012619564.1, XP_012619560.1, XP_012619562.1, XP_012619563.1, XP_012619561.1, XP_012619565.1
OG0000327	XP_012403833.1, XP_012403832.1, XP_012403831.1, XP_012403829.1, XP_031822089.1, XP_031822088.1, XP_003768306.1, XP_012403828.1	XP_012621311.1, XP_012621309.1, XP_012621312.1, XP_012621308.1, XP_012621302.1, XP_012621304.1, XP_012621310.1, XP_012621306.1, XP_012621307.1, XP_012621305.1
OG0000328	XP_003757377.1, XP_031810623.1, XP_012409378.1, XP_012409379.1	XP_012627619.1, XP_012627618.1, XP_012627620.1
OG0000329	XP_031796604.1	XP_012637879.1, XP_012637878.1
OG0000329	XP_023359234.2	XP_012633968.1
OG0000330	XP_031820401.1, XP_031820400.1, XP_031820402.1, XP_003769323.1	XP_012606419.1, XP_012606421.1, XP_012606418.1, XP_012606420.1
OG0000331	XP_023356018.1, XP_031818176.1, XP_031818175.1	XP_012591284.1
OG0000331	XP_031814811.1	XP_012640183.1
OG0000332	XP_031795187.1, XP_031795184.1, XP_031795185.1, XP_031795186.1	XP_020145270.1, XP_020145268.1, XP_020145269.1, XP_012623598.1
OG0000333	XP_031815319.1, XP_031815325.1	XP_020135910.1, XP_020135912.1, XP_020135911.1, XP_020135913.1
OG0000334	XP_031803462.1	XP_012646015.1, XP_012646018.1
OG0000334	XP_031803464.1, XP_031803461.1	XP_012646014.1
OG0000335	XP_031804858.1	XP_012632007.1
OG0000336	XP_031813605.1, XP_031813604.1, XP_031813606.1	XP_020142057.1, XP_020142058.1, XP_012592410.1, XP_012592411.1
OG0000337	XP_003762759.1	XP_012623906.1
OG0000339	XP_003769836.1, XP_031823172.1	XP_012633954.1, XP_012633953.1
OG0000339	XP_031815087.1	XP_012626726.1, XP_012626727.1
OG0000340	XP_031808997.1, XP_031808998.1	XP_012601844.1, XP_012630040.1
OG0000342	XP_031824624.1	XP_020143636.1, XP_012637061.1, XP_012638645.1
OG0000343	XP_031821578.1, XP_031821576.1, XP_031821577.1	XP_012602903.1, XP_012602907.1, XP_012602904.1, XP_012602905.1, XP_012602906.1
OG0000345	XP_031811502.1, XP_031811504.1, XP_031811505.1, XP_031811503.1	XP_012607550.1
OG0000346	XP_003769788.1	XP_020139246.1, XP_012607054.1
OG0000347	XP_003773619.2	XP_012639451.1
OG0000347	XP_031792977.1	XP_012599904.1
OG0000348	XP_031802478.1, XP_031802477.1	XP_012601669.1, XP_012601670.1, XP_012601671.1
OG0000349	XP_012403901.1	XP_012606495.1
OG0000349	XP_031816401.1	XP_012626519.1, XP_012626518.1, XP_012626520.1
OG0000350	XP_031822110.1, XP_031822108.1, XP_031822109.1, XP_012403796.1	XP_012621517.1
OG0000351	XP_012397227.2	XP_012641752.1
OG0000354	XP_003755230.2, XP_031812138.1, XP_031812137.1	XP_012600037.1
OG0000355	XP_023356870.1, XP_023356871.1, XP_031815027.1	XP_012641474.1, XP_012641471.1, XP_012641470.1, XP_012641469.1, XP_012641475.1, XP_012641472.1
OG0000356	XP_023361320.1	XP_012622881.1, XP_012622883.1, XP_012622882.1, XP_012622884.1
OG0000359	XP_003768959.2, XP_031821016.1	XP_012596594.1, XP_012596593.1
OG0000359	XP_031792644.1	XP_012596592.2, XP_012624047.1
OG0000360	XP_031793208.1	XP_012619586.1
OG0000360	XP_003761386.1, XP_012399429.1	XP_012619582.1
OG0000362	XP_012398582.2, XP_012407158.1, XP_031805551.1, XP_003761964.2, XP_012406077.1, XP_012399694.2, XP_012398601.1	XP_012619503.1, XP_012619509.1, XP_012619507.1, XP_012605679.1, XP_020139181.1, XP_020138663.1, XP_020142979.1
OG0000363	XP_012403028.1, XP_023357453.1, XP_003767345.1, XP_031824877.1, XP_003767347.2, XP_003770699.2, XP_003767346.1, XP_031824879.1	XP_012640603.1, XP_012640601.2, XP_012640600.2
OG0000364	XP_031806180.1	XP_012598123.1, XP_020138300.1, XP_012598124.1, XP_012598125.1
OG0000365	XP_003769723.1	XP_012646444.2
OG0000366	XP_031805369.1, XP_031808141.1, XP_031808142.1	XP_012607759.1, XP_012607755.1, XP_012607761.2, XP_012607748.2, XP_012607757.1, XP_012608014.1, XP_012607756.1
OG0000368	XP_012409113.1, XP_031805285.1, XP_023363146.1	XP_012624245.1, XP_012624244.1, XP_012624243.1, XP_012624246.1, XP_012624248.1, XP_012624242.1, XP_012624247.1, XP_012624241.1
OG0000369	XP_031813168.1, XP_003766914.2	XP_012603729.1, XP_012613560.1
OG0000370	XP_031804477.1, XP_031815015.1	XP_020138759.1, XP_012603894.2, XP_020142256.1
OG0000371	XP_012400179.1	XP_012600743.1
OG0000371	XP_031813087.1, XP_031813088.1, XP_031809401.1	XP_012591432.1
OG0000372	XP_031818941.1	XP_020140238.1
OG0000373	XP_031815764.1, XP_031815787.1, XP_031815775.1, XP_031815798.1	XP_012625733.1, XP_012625732.1
OG0000374	XP_031809825.1	XP_012610204.1, XP_012610200.1, XP_012610206.1, XP_012610205.1, XP_012610209.1, XP_012610201.1, XP_012610202.1, XP_012610210.1, XP_012610203.1, XP_012610208.1
OG0000375	XP_031816687.1, XP_031816686.1, XP_031816688.1, XP_012400632.1	XP_012634103.1, XP_020146074.1, XP_012634102.1, XP_012634101.1
OG0000376	XP_031815071.1, XP_023354615.1, XP_012399780.1, XP_012399779.1, XP_031815070.1, XP_003763398.1	XP_012634532.1, XP_012634531.1, XP_012634530.1
OG0000380	XP_003755005.2, XP_003755006.4, XP_031812532.1	XP_012600042.1, XP_012600043.1, XP_012600085.2, XP_012606544.1, XP_012600044.1
OG0000381	XP_031797228.1	XP_012636079.1
OG0000381	XP_003773575.4	XP_020142138.1
OG0000382	XP_031822120.1, XP_031822121.1, XP_031822119.1, XP_031822122.1	XP_012621211.1, XP_012621214.1, XP_012621213.1, XP_012621210.1, XP_012621212.1
OG0000384	XP_031813132.1, XP_003764906.2	XP_012641871.2, XP_012641870.1
OG0000386	XP_031823802.1	XP_012629239.1
OG0000387	XP_031796005.1	XP_012645932.1, XP_012622981.1, XP_012626867.1, XP_020143518.1, XP_020143515.1, XP_020143517.1, XP_020143516.1
OG0000388	XP_031815958.1, XP_003764194.1, XP_031815956.1	XP_012629051.1
OG0000388	XP_031815957.1	XP_012629054.1, XP_012629052.1, XP_012629053.1, XP_012629055.1
OG0000390	XP_031824764.1	XP_020144416.1, XP_020144415.1
OG0000391	XP_012403238.1, XP_031808317.1, XP_031808319.1, XP_031808315.1, XP_023357699.1, XP_031808316.1	XP_012598253.1, XP_012598228.1, XP_012598259.1, XP_012598244.1, XP_012598266.1, XP_012598233.1, XP_012598221.1, XP_012598217.1
OG0000392	XP_012404527.1	XP_020142591.1
OG0000392	XP_031809086.1	XP_012601764.1
OG0000393	XP_023358214.1, XP_003768414.1, XP_023358215.1, XP_031821937.1	XP_012645165.1, XP_012645169.1, XP_012645168.1, XP_012645166.1
OG0000394	XP_031794466.1, XP_031794465.1, XP_031794467.1, XP_012406030.1	XP_012630759.1, XP_012630753.1, XP_012630760.1, XP_012630755.1, XP_012630758.1, XP_012630761.1, XP_012630756.1, XP_012630754.1, XP_012630757.1
OG0000395	XP_031794581.1	XP_012602242.1
OG0000396	XP_003773711.1	XP_012641473.1, XP_012641450.1, XP_012641412.1, XP_012641440.1, XP_012641463.1, XP_012641518.1, XP_012641437.1, XP_020142120.1, XP_012641404.1, XP_012641458.1, XP_012641499.1, XP_012641389.1, XP_012641431.1, XP_012641509.1, XP_012641395.1, XP_012641489.1, XP_012641482.1, XP_012641420.1, XP_012641483.1, XP_012641497.1, XP_012641496.1
OG0000397	XP_031814582.1	XP_012607369.1
OG0000399	XP_031794222.1	XP_012631282.1, XP_012631281.1
OG0000400	XP_023360045.1, XP_031793785.1, XP_031793784.1	XP_020143324.1
OG0000401	XP_012400210.1	XP_012600681.1
OG0000402	XP_003763960.2	XP_020144001.1
OG0000402	XP_031816414.1	XP_012616630.1
OG0000402	XP_031816398.1	XP_012612496.2
OG0000405	XP_012408830.2, XP_031800387.1, XP_031800386.1, XP_012408831.2, XP_012408832.2	XP_012591663.1, XP_012591662.1, XP_012591661.1, XP_012591660.1
OG0000406	XP_012396289.1, XP_023351408.1	XP_012608017.2, XP_012608018.1, XP_012608016.1
OG0000407	XP_031822276.1	XP_012645279.1
OG0000407	XP_031822275.1, XP_031822274.1	XP_012635303.2
OG0000409	XP_031813148.1	XP_012642042.1
OG0000409	XP_031813147.1, XP_003764850.2, XP_003766831.2	XP_012642043.2, XP_012642033.2
OG0000410	XP_031800380.1	XP_012634751.1, XP_012634753.2, XP_012634781.2, XP_012634068.1
