Orthogroup	Sarcophilus_harrisii	Echinops_telfairi
OG0000219	XP_031796426.1	XP_004701509.1
OG0000221	XP_003774682.2	XP_030741677.1, XP_012861565.1, XP_004708437.1, XP_004708438.2, XP_004708440.1
OG0000224	XP_031793038.1	XP_004699881.1
OG0000227	XP_031807424.1, XP_023350330.1, XP_003757771.1, XP_012395227.1	XP_045151206.1, XP_045151207.1, XP_045151208.1
OG0000228	XP_031824146.1, XP_031824138.1, XP_031824140.1	XP_045150280.1
OG0000230	XP_003757917.1, XP_031807160.1	XP_004696084.1
OG0000230	XP_031818166.1, XP_003765484.1, XP_031818165.1	XP_004705056.1
OG0000231	XP_003770432.1, XP_031824289.1, XP_023359666.1, XP_031824288.1	XP_004717469.3
OG0000231	XP_031824290.1, XP_003768735.1	XP_004697263.2
OG0000232	XP_031800528.1	XP_045153763.1
OG0000233	XP_031811050.1	XP_004709482.1
OG0000234	XP_031817357.1, XP_003765382.2	XP_004717186.3, XP_004717187.3
OG0000235	XP_031797437.1	XP_045152978.1, XP_045139695.1, XP_030743238.1, XP_045143465.1
OG0000236	XP_012396942.1	XP_004703056.1
OG0000237	XP_003765707.1	XP_012860584.1, XP_045139982.1, XP_045149448.1
OG0000238	XP_003772216.1, XP_003772238.1	XP_004700648.1, XP_004700642.1, XP_004700902.1, XP_004700899.1, XP_004700900.1, XP_004700898.1, XP_004700901.1
OG0000239	XP_031799561.1, XP_003774694.1, XP_003773832.2, XP_031799560.1, XP_003773847.2	XP_004708542.1, XP_004708538.1, XP_045147038.1, XP_004708537.1
OG0000241	XP_003773837.1, XP_003773829.1	XP_004708533.1, XP_030741665.1
OG0000242	XP_023354544.2, XP_031805026.1	XP_030742153.2
OG0000243	XP_031799527.1	XP_045144551.1
OG0000244	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1	XP_004714344.1
OG0000244	XP_031824763.1, XP_003759540.1	XP_045141878.1, XP_045141871.1
OG0000245	XP_012402288.3, XP_031819144.1, XP_012402718.2, XP_012408108.2	XP_004718110.1, XP_004710517.1
OG0000246	XP_031795615.1	XP_004702333.2, XP_045145799.1
OG0000248	XP_012399824.1, XP_012399823.1	XP_004713142.1, XP_004712142.1
OG0000249	XP_031795097.1	XP_004714011.1
OG0000249	XP_003771728.1, XP_003771729.1, XP_003772482.1	XP_004714013.1, XP_004714014.1
OG0000251	XP_031813504.1	XP_004704148.1
OG0000252	XP_012400297.1	XP_004701760.1
OG0000253	XP_031793443.1	XP_045142539.1, XP_045139880.1
OG0000254	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1	XP_012860652.1
OG0000255	XP_031818382.1	XP_045142012.1
OG0000258	XP_031812239.1	XP_012863806.1
OG0000259	XP_003773931.1, XP_003773901.1, XP_031798079.1, XP_003773902.1, XP_003773900.2, XP_003773929.1, XP_003773935.1, XP_003773903.1, XP_012408156.2	XP_004717914.1, XP_004708577.1
OG0000260	XP_012408102.1, XP_003773866.1, XP_003773865.1	XP_004708441.1
OG0000261	XP_023362160.2, XP_003773824.2, XP_003773822.1	XP_004708430.1, XP_004708432.1
OG0000262	XP_012400905.2, XP_023355540.2	XP_004717558.1
OG0000262	XP_003764882.2, XP_003764833.2	XP_004717557.1, XP_004717564.1, XP_004717562.1, XP_004717552.3
OG0000263	XP_003767520.1	XP_045153990.1, XP_004706756.1, XP_045153989.1
OG0000264	XP_031809170.1	XP_004698837.1
OG0000265	XP_031820648.1	XP_004710841.1
OG0000266	XP_031813628.1, XP_031813629.1, XP_023356514.1	XP_012861602.1
OG0000267	XP_031805016.1, XP_031805023.1	XP_045145499.1
OG0000270	XP_031800249.1, XP_031800246.1, XP_031800245.1, XP_031800248.1, XP_031800247.1	XP_004713418.1
OG0000273	XP_031796917.1	XP_045140312.1, XP_012860906.1
OG0000274	XP_031823436.1, XP_031823434.1, XP_003770484.3, XP_003770481.1, XP_003770482.1, XP_031823435.1, XP_003770707.1, XP_031825018.1	XP_004707033.1, XP_004707034.1
OG0000275	XP_031800361.1, XP_003766510.1, XP_012400322.1, XP_003764080.1	XP_012859316.2, XP_012860780.1, XP_012861120.1
OG0000277	XP_003774688.2, XP_031798295.1, XP_012408465.2, XP_003774675.1	XP_004708506.1, XP_004708503.1, XP_004708507.1, XP_004708508.1, XP_004708505.3, XP_045147049.1
OG0000278	XP_012406328.2	XP_004696714.1
OG0000279	XP_012398280.1, XP_003761585.1, XP_031797074.1	XP_004705599.1
OG0000280	XP_003763023.1, XP_012399541.1	XP_045141080.1, XP_045141078.1, XP_045141079.1, XP_004696650.1
OG0000281	XP_031825145.1, XP_031825148.1, XP_031825146.1, XP_031825147.1	XP_045147993.1, XP_004699564.1, XP_045147992.1, XP_045147994.1, XP_045147996.1, XP_045147995.1
OG0000282	XP_031804587.1, XP_031804586.1	XP_045152787.1, XP_004706475.1
OG0000286	XP_003764918.2, XP_003764919.2, XP_012402752.1	XP_004717169.1, XP_004717108.1, XP_004717107.1, XP_004717106.1
OG0000287	XP_003759293.1, XP_012396393.1	XP_004698901.1, XP_012859205.1
OG0000288	XP_003773853.1, XP_003773857.1	XP_004708544.2, XP_004708543.2, XP_004708541.1, XP_004708529.1
OG0000289	XP_012400464.2	XP_045139512.1
OG0000289	XP_023355223.1	XP_012862752.1
OG0000290	XP_031810882.1, XP_023354992.1, XP_003755877.1, XP_031810883.1, XP_023354985.1	XP_045143807.1, XP_045143808.1
OG0000291	XP_031821563.1, XP_031821564.1, XP_012404003.2	XP_045155422.1, XP_045155421.1, XP_030743984.2
OG0000292	XP_031799730.1	XP_045139939.1
OG0000293	XP_031798424.1	XP_004717226.1, XP_045146368.1, XP_045146369.1
OG0000294	XP_031796205.1	XP_030743531.2
OG0000295	XP_012395237.1	XP_012864186.1, XP_045151430.1
OG0000295	XP_031802104.1, XP_012396714.1, XP_003759747.1, XP_031802105.1, XP_012396713.1	XP_045141048.1
OG0000296	XP_031813330.1, XP_031813333.1, XP_031813332.1, XP_031813331.1	XP_045153427.1
OG0000298	XP_012409072.1	XP_045144106.1, XP_004697962.1
OG0000300	XP_003773867.1, XP_012408103.1	XP_004708442.1, XP_004708443.1, XP_004708547.1
OG0000301	XP_003766573.1, XP_012402369.1	XP_012864009.1, XP_012864010.1, XP_004717526.1
OG0000301	XP_003766574.1, XP_012400896.1, XP_031813123.1, XP_003766575.1	XP_004717546.2, XP_012864013.2
OG0000304	XP_031794741.1, XP_031794738.1, XP_031794744.1	XP_045145760.1
OG0000305	XP_003770077.1	XP_045142484.1, XP_012862965.1, XP_045154848.1, XP_045148943.1
OG0000306	XP_031823035.1, XP_023359180.1, XP_012404995.1	XP_004699612.1
OG0000307	XP_012396612.1	XP_045154607.1, XP_045149778.1, XP_030743176.2
OG0000308	XP_003774938.1	XP_004706369.1, XP_004717692.1
OG0000309	XP_003762271.1	XP_012859090.1
OG0000310	XP_003771993.1	XP_004702866.1
OG0000311	XP_031807590.1	XP_030740322.2, XP_004708212.1
OG0000312	XP_031797207.1	XP_045153123.1
OG0000313	XP_023361074.2, XP_003772269.2	XP_004711516.1
OG0000313	XP_003772268.1	XP_004711422.1
OG0000314	XP_031813545.1	XP_045150916.1, XP_004708649.1
OG0000314	XP_023356114.2	XP_045146715.1, XP_004717828.1
OG0000316	XP_031810203.1, XP_012409193.1, XP_031810206.1, XP_031810205.1, XP_023349900.1	XP_045141501.1, XP_045141413.1, XP_045141412.1, XP_004717644.2, XP_004717647.2
OG0000319	XP_031808515.1	XP_045139989.1, XP_045147583.1, XP_045151657.1, XP_045151841.1, XP_004698673.1
OG0000320	XP_031820165.1, XP_031820166.1, XP_031820164.1, XP_023358962.1, XP_031820162.1, XP_031820163.1, XP_031820161.1	XP_045150579.1, XP_004702113.2
OG0000321	XP_031816895.1, XP_023355279.1, XP_023355278.1, XP_023363022.2	XP_045148562.1, XP_045154514.1
OG0000322	XP_031792939.1	XP_045148732.1, XP_004698816.3
OG0000322	XP_012406294.1	XP_004712675.1
OG0000323	XP_031818127.1, XP_031818128.1	XP_004705077.1
OG0000323	XP_031820544.1, XP_031820545.1, XP_031820542.1, XP_031820543.1	XP_004696385.1
OG0000324	XP_003765400.1	XP_004705385.1, XP_045144063.1, XP_045144062.1, XP_004700256.1, XP_045144074.1
OG0000325	XP_031813199.1	XP_004716238.1, XP_045149401.1
OG0000326	XP_023359440.1, XP_012405279.1	XP_004705625.1, XP_045141816.1
OG0000327	XP_012403833.1, XP_012403832.1, XP_012403831.1, XP_012403829.1, XP_031822089.1, XP_031822088.1, XP_003768306.1, XP_012403828.1	XP_004707505.1
OG0000328	XP_003757377.1, XP_031810623.1, XP_012409378.1, XP_012409379.1	XP_004713324.1, XP_045144518.1
OG0000329	XP_031796604.1	XP_045142641.1
OG0000329	XP_023359234.2	XP_004699239.1
OG0000330	XP_031820401.1, XP_031820400.1, XP_031820402.1, XP_003769323.1	XP_045150572.1
OG0000331	XP_023356018.1, XP_031818176.1, XP_031818175.1	XP_045143332.1
OG0000331	XP_031814811.1	XP_012861945.2
OG0000332	XP_031795187.1, XP_031795184.1, XP_031795185.1, XP_031795186.1	XP_045144623.1
OG0000333	XP_031815319.1, XP_031815325.1	XP_045153367.1
OG0000334	XP_031803463.1, XP_031803462.1	XP_004716840.1
OG0000334	XP_031803464.1, XP_031803461.1	XP_045146284.1
OG0000335	XP_031804858.1	XP_004701257.1
OG0000336	XP_031813605.1, XP_031813604.1, XP_031813606.1	XP_045150973.1, XP_004708679.1
OG0000337	XP_003762759.1	XP_004700030.1, XP_045153994.1
OG0000339	XP_003769836.1, XP_031823172.1	XP_004699228.1
OG0000339	XP_031815087.1	XP_045153339.1, XP_004715213.1
OG0000340	XP_031808997.1, XP_031808998.1	XP_004698883.1, XP_045148372.1, XP_045148371.1, XP_004710383.1, XP_045148373.1
OG0000342	XP_031824624.1	XP_004709838.1, XP_045152180.1, XP_004703108.1, XP_004717460.1, XP_004702257.1
OG0000343	XP_031821578.1, XP_031821576.1, XP_031821577.1	XP_045155630.1
OG0000345	XP_031811502.1, XP_031811504.1, XP_031811505.1, XP_031811503.1	XP_045141257.1, XP_045141731.1
OG0000347	XP_003773619.2	XP_004716445.2
OG0000347	XP_031792977.1	XP_045154096.1, XP_045154095.1, XP_004699846.1
OG0000348	XP_031802478.1, XP_031802477.1	XP_045152137.1
OG0000349	XP_012403901.1	XP_004707315.1
OG0000349	XP_031816401.1	XP_004704213.2
OG0000350	XP_031822110.1, XP_031822108.1, XP_031822109.1, XP_012403796.1	XP_030743956.1, XP_012861246.1
OG0000351	XP_012397227.2	XP_004697732.1
OG0000354	XP_003755230.2, XP_031812138.1, XP_031812137.1	XP_045139633.1, XP_004716313.1
OG0000355	XP_023356870.1, XP_023356871.1, XP_031815027.1	XP_045140562.1
OG0000356	XP_023361320.1	XP_045146509.1, XP_045146511.1, XP_045146510.1, XP_004711235.1
OG0000359	XP_003768959.2, XP_031821016.1	XP_045148754.1, XP_045148755.1, XP_004711769.1
OG0000359	XP_031792644.1	XP_004711771.1
OG0000360	XP_031793208.1	XP_004706067.1
OG0000360	XP_003761386.1, XP_012399429.1	XP_012860898.1, XP_045140728.1
OG0000362	XP_012398582.2, XP_012407158.1, XP_031805551.1, XP_003761964.2, XP_012406077.1, XP_012399694.2, XP_012398601.1	XP_004698461.1, XP_045141295.1, XP_045141296.1
OG0000363	XP_012403028.1, XP_023357453.1, XP_003767345.1, XP_031824877.1, XP_003767347.2, XP_003770699.2, XP_003767346.1, XP_031824879.1	XP_004699690.1, XP_004699691.1, XP_004699689.3
OG0000364	XP_031806180.1	XP_045149720.1, XP_045149721.1, XP_004704908.1
OG0000365	XP_003769723.1	XP_004699626.1
OG0000366	XP_031805369.1, XP_031808141.1, XP_031808142.1	XP_004698982.1, XP_004698983.1
OG0000368	XP_012409113.1, XP_031805285.1, XP_023363146.1	XP_045152505.1, XP_045152503.1, XP_004712607.1, XP_045152504.1
OG0000369	XP_031813168.1, XP_003766914.2	XP_004697283.1
OG0000370	XP_031804477.1, XP_031815015.1	XP_045152628.1
OG0000371	XP_012400179.1	XP_004703983.2
OG0000371	XP_031813087.1, XP_031813088.1, XP_031809401.1	XP_045142300.1
OG0000372	XP_031818941.1	XP_045145855.1
OG0000373	XP_031815764.1, XP_031815787.1, XP_031815775.1, XP_031815798.1	XP_004708719.2
OG0000374	XP_031809825.1	XP_004698026.1
OG0000375	XP_031816687.1, XP_031816686.1, XP_031816688.1, XP_012400632.1	XP_004714888.1, XP_045149970.1, XP_045149971.1
OG0000376	XP_031815071.1, XP_023354615.1, XP_012399780.1, XP_012399779.1, XP_031815070.1, XP_003763398.1	XP_004696957.1
OG0000381	XP_031797228.1	XP_004711643.1
OG0000381	XP_003773575.4	XP_012863347.1, XP_012862278.1
OG0000382	XP_031822120.1, XP_031822121.1, XP_031822119.1, XP_031822122.1	XP_012861252.1
OG0000384	XP_031813132.1, XP_003764906.2	XP_012864001.1, XP_004717561.1, XP_004717523.1
OG0000386	XP_031823802.1	XP_045141075.1
OG0000387	XP_031796005.1	XP_045141992.1, XP_045150101.1, XP_045155307.1, XP_045152601.1, XP_045146927.1, XP_045146925.1, XP_012859590.2, XP_045155896.1, XP_045147829.1, XP_045147929.1, XP_012860248.1
OG0000388	XP_031815957.1	XP_004712835.1, XP_045139530.1
OG0000390	XP_031824764.1	XP_045147819.1, XP_045147817.1, XP_030741998.1, XP_045147818.1
OG0000391	XP_012403238.1, XP_031808317.1, XP_031808319.1, XP_031808315.1, XP_023357699.1, XP_031808316.1	XP_004699106.1, XP_045143691.1
OG0000392	XP_012404527.1	XP_012861978.1, XP_004710853.1
OG0000392	XP_031809086.1	XP_004698853.1
OG0000393	XP_023358214.1, XP_003768414.1, XP_023358215.1, XP_031821937.1	XP_004707129.1, XP_045155285.1
OG0000394	XP_031794466.1, XP_031794465.1, XP_031794467.1, XP_012406030.1	XP_004700440.1
OG0000395	XP_031794581.1	XP_045144881.1
OG0000396	XP_003773711.1	XP_045146974.1
OG0000397	XP_031814582.1	XP_004704363.2
OG0000399	XP_031794222.1	XP_004713829.1
OG0000400	XP_023360045.1, XP_031793785.1, XP_031793784.1	XP_004711455.1
OG0000401	XP_012400210.1	XP_012860439.1
OG0000402	XP_003763960.2	XP_045153955.1
OG0000402	XP_031816414.1	XP_045154872.1
OG0000402	XP_031816398.1	XP_004703823.1
OG0000405	XP_012408830.2, XP_031800387.1, XP_031800386.1, XP_012408831.2, XP_012408832.2	XP_004716727.1, XP_045152935.1
OG0000407	XP_031822276.1	XP_004707097.1
OG0000407	XP_031822275.1, XP_031822274.1	XP_012861238.1, XP_012861363.1, XP_012861089.1, XP_045145872.1, XP_004706641.1
OG0000408	XP_003772522.1, XP_031796039.1	XP_004716989.2, XP_004716969.1, XP_004717890.1, XP_004716990.1, XP_004716965.1, XP_004716966.1, XP_004716967.1, XP_004716968.1
OG0000409	XP_031813148.1	XP_004717173.1
OG0000410	XP_031800380.1	XP_012861315.1, XP_004706920.2, XP_004706922.1, XP_004707346.1, XP_030744043.1, XP_004706921.1
OG0000411	XP_031805385.1, XP_012399713.1, XP_003761877.1, XP_031805389.1, XP_023353473.2, XP_031801422.1, XP_003762820.1, XP_031801563.1, XP_003763190.1, XP_031805434.1, XP_003763155.2, XP_003762819.2, XP_012399375.2, XP_003761907.1, XP_003761909.1, XP_031801423.1, XP_012398571.1, XP_031805520.1, XP_031805513.1, XP_003762843.2	XP_004711112.1, XP_004711109.1, XP_004711110.2, XP_004711111.2
OG0000412	XP_031801316.1	XP_004716026.1
OG0000413	XP_023353308.2	XP_004705701.1
OG0000414	XP_031825251.1	XP_045148031.1
OG0000415	XP_003756431.1	XP_045154662.1, XP_004699017.2, XP_045149320.1, XP_045143060.1, XP_030740192.1, XP_045149901.1
OG0000416	XP_003757627.2	XP_012863146.1
OG0000417	XP_003761713.3	XP_045150667.1, XP_045154823.1, XP_045140303.1, XP_045152471.1, XP_045139554.1, XP_045146197.1, XP_045142474.1, XP_012864198.1, XP_004703049.1, XP_045144560.1, XP_045141194.1
OG0000418	XP_003761717.1	XP_004711007.2, XP_045152532.1, XP_045152531.1
OG0000419	XP_012406466.1	XP_012861393.1, XP_030741143.2, XP_045144867.1
OG0000421	XP_012396403.2	XP_045142871.1, XP_045142872.1, XP_004696106.1, XP_045142870.1
OG0000422	XP_031815803.1, XP_023354933.1, XP_012400129.1, XP_012400132.1, XP_023354932.1, XP_012400130.1, XP_012400128.1, XP_012400127.1, XP_003763840.1	XP_004711934.1
OG0000423	XP_031809794.1	XP_045151155.1
OG0000424	XP_031812826.1	XP_045147235.1
OG0000425	XP_031812909.1	XP_045147494.1
OG0000426	XP_031814113.1	XP_004701599.1
OG0000427	XP_031800385.1	XP_045146160.1, XP_045152921.1
OG0000428	XP_003757899.1	XP_004707626.1
OG0000431	XP_003762142.2	XP_045141420.1
OG0000432	XP_003768661.1	XP_004709160.1
OG0000432	XP_031794199.1	XP_004713822.1
OG0000433	XP_031820710.1, XP_031820714.1	XP_045150825.1
OG0000434	XP_031803649.1	XP_045145631.1, XP_045145630.1
OG0000435	XP_031824415.1, XP_031825031.1, XP_003770498.1	XP_004699507.1, XP_045147700.1, XP_004699508.2
OG0000436	XP_031815695.1, XP_012400083.1, XP_031815694.1	XP_004711262.1, XP_012859201.1, XP_012859970.1, XP_012860332.1
OG0000437	XP_031819090.1, XP_031819089.1	XP_045148798.1
OG0000438	XP_031809459.1	XP_045140639.1
OG0000438	XP_003765670.1, XP_031814945.1	XP_030744930.1
OG0000439	XP_031822809.1, XP_003767841.1	XP_004709879.1, XP_045150196.1
OG0000440	XP_003759022.1, XP_023351287.1, XP_031808559.1	XP_045143961.1, XP_004699053.1
OG0000441	XP_031821850.1	XP_045155907.1
OG0000443	XP_012406025.1	XP_045149159.1
OG0000444	XP_031795245.1, XP_031795244.1, XP_023360749.1	XP_012862996.1
OG0000445	XP_003766126.1, XP_012401931.1, XP_003766127.1	XP_004716048.1, XP_004716049.1
OG0000446	XP_012398652.1, XP_031801541.1, XP_031800283.1, XP_031800360.1	XP_004717006.1, XP_045154525.1
OG0000447	XP_003758124.1, XP_023350568.1, XP_031806788.1, XP_023350569.1	XP_045142548.1, XP_045142547.1, XP_004707684.1
OG0000448	XP_031804713.1	XP_004715404.4
OG0000449	XP_003774355.1, XP_003772960.1	XP_045152042.1, XP_045142630.1, XP_045149765.1, XP_045142595.1, XP_004702102.1, XP_045140113.1, XP_012860330.1, XP_045144803.1
OG0000451	XP_003763978.1, XP_023355044.1, XP_012400254.1	XP_045154623.1, XP_045154618.1, XP_045154617.1, XP_004703816.1, XP_045154628.1
OG0000452	XP_031793282.1, XP_031793280.1, XP_031793286.1, XP_031793285.1, XP_031793281.1, XP_031793283.1	XP_004716583.1
OG0000454	XP_031823119.1	XP_045148050.1, XP_004699254.1
OG0000455	XP_031823243.1	XP_045139676.1, XP_004714931.1
OG0000456	XP_031820425.1	XP_045150610.1
OG0000457	XP_031813247.1	XP_004708236.2
OG0000457	XP_031797006.1	XP_012859552.2
OG0000458	XP_031815618.1	XP_045153751.1
OG0000458	XP_031815616.1	XP_045153737.1, XP_030743526.1
OG0000459	XP_031807864.1, XP_023351122.1, XP_031807863.1, XP_023351120.1, XP_023351121.1	XP_045143677.1
OG0000460	XP_031796090.1, XP_023361379.1	XP_045144843.1, XP_004714077.1, XP_004714076.1, XP_004714060.2
OG0000461	XP_003774543.1, XP_012408177.1, XP_012408532.1	XP_004715033.2
OG0000462	XP_031805359.1, XP_031805358.1, XP_003759081.1, XP_003758983.1	XP_004698896.2, XP_004698895.2, XP_004698898.1, XP_004698899.1
OG0000464	XP_023357046.2, XP_031819421.1	XP_045148268.1, XP_004715809.1
OG0000465	XP_031810228.1	XP_030743145.1, XP_045149614.1
OG0000467	XP_003764399.1	XP_004714211.1
OG0000468	XP_031800678.1, XP_012398427.1, XP_031800707.1, XP_031800691.1, XP_031800684.1, XP_031800672.1, XP_031800668.1, XP_031800717.1, XP_003761765.1, XP_012398428.1, XP_031800702.1	XP_004705907.1
OG0000470	XP_031822421.1, XP_031822422.1	XP_004707037.1
OG0000471	XP_031817151.1, XP_031817148.1, XP_023353739.1, XP_003762223.1	XP_045152529.1
OG0000472	XP_031802921.1	XP_045154508.1, XP_045143329.1, XP_004697514.1
OG0000472	XP_031807416.1	XP_045151429.1
OG0000473	XP_003760442.1, XP_031803089.1, XP_012397293.1, XP_012397294.1, XP_012397295.1	XP_004697439.1
OG0000475	XP_031818100.1, XP_003765456.1	XP_030743808.1
OG0000476	XP_023362145.1	XP_004708404.1
OG0000477	XP_031797530.1	XP_004713621.1
OG0000477	XP_031797547.1, XP_031797548.1	XP_004713626.1
OG0000478	XP_003756123.1	XP_045142392.1
OG0000482	XP_003769805.1	XP_045147945.1, XP_012863268.3
OG0000483	XP_031821861.1, XP_031821858.1, XP_031821860.1, XP_031821857.1, XP_031821859.1	XP_004707284.1, XP_045155675.1
OG0000484	XP_003759965.1	XP_045149635.1, XP_045141092.1
OG0000485	XP_031794949.1	XP_004707878.1, XP_045154435.1, XP_004707880.1, XP_045144135.1, XP_004707879.1
OG0000487	XP_012403520.1, XP_003768004.2, XP_003768002.2	XP_004707441.1, XP_004707442.1
OG0000488	XP_023351706.1, XP_031802021.1, XP_031802023.1, XP_031802022.1, XP_031802020.1, XP_031802019.1	XP_045152114.1, XP_004703081.1
OG0000489	XP_012407168.1	XP_045144870.1
OG0000490	XP_012402712.1, XP_012402713.1, XP_031818340.1, XP_031818342.1, XP_023357136.1	XP_045154852.1
OG0000491	XP_031820616.1	XP_004710858.1
OG0000492	XP_031808097.1	XP_004709575.1
OG0000492	XP_031811549.1, XP_023352266.1, XP_023352263.1	XP_045142233.1
OG0000493	XP_031821272.1, XP_031821275.1, XP_031821271.1, XP_031821276.1, XP_031821278.1, XP_031821274.1, XP_031821277.1, XP_003768823.1	XP_004712942.1
OG0000494	XP_003757905.1, XP_023350400.1, XP_031807145.1, XP_031807147.1, XP_031807146.1, XP_023350399.1	XP_004704584.1
OG0000495	XP_031821123.1, XP_031821122.1, XP_012404259.1, XP_031821124.1, XP_023358597.1	XP_004705642.1
OG0000496	XP_003758957.1	XP_004705961.2
OG0000497	XP_031793212.1	XP_004699940.1
OG0000498	XP_003768085.1, XP_031822456.1, XP_012403575.1, XP_023357993.1	XP_045154372.1, XP_045154373.1, XP_045154374.1, XP_004714791.1
OG0000499	XP_031808483.1	XP_045143852.1, XP_045143854.1, XP_004699036.1, XP_045143853.1
OG0000500	XP_012402791.1, XP_031808208.1	XP_004698817.1
OG0000501	XP_023358251.1, XP_012403897.1, XP_023358250.1, XP_031821852.1, XP_003768458.1	XP_004707571.1
OG0000502	XP_003772201.1	XP_004700618.1
OG0000503	XP_031802936.1	XP_045143675.1
OG0000504	XP_031796584.1	XP_004702747.1, XP_045144742.1
OG0000505	XP_003771566.1, XP_031794698.1, XP_031794697.1, XP_031794699.1	XP_045144730.1, XP_045144728.1, XP_045144731.1
OG0000506	XP_003774060.1	XP_045152970.1
OG0000507	XP_023354946.1, XP_023354950.1, XP_023354947.1, XP_012400144.1, XP_023354949.1	XP_045143353.1
OG0000508	XP_003757397.1	XP_004698247.1
OG0000510	XP_031815057.1, XP_031815056.1, XP_031815059.1	XP_004696978.1
OG0000511	XP_031815055.1	XP_004697382.1, XP_004697381.1, XP_004697383.1
OG0000512	XP_003763925.1	XP_045154069.1
OG0000514	XP_012409139.2	XP_012862682.2
OG0000517	XP_031794525.1	XP_004700350.1, XP_045146952.1
