Orthogroup	Sarcophilus_harrisii	Mesocricetus_auratus
OG0000147	XP_031805537.1, XP_031805539.1, XP_031805536.1, XP_012396338.3, XP_031805534.1, XP_031805059.1, XP_012396336.1	XP_040592908.1, NP_001268492.1, NP_001268484.1, XP_040592907.1, XP_021087628.1, NP_001268508.1
OG0000148	XP_012399621.1, XP_003755833.1	XP_040591721.1, XP_040597273.1, XP_040597140.1, XP_005087543.2
OG0000149	XP_031817538.1	XP_040590635.1
OG0000149	XP_003767906.1	XP_040594233.1
OG0000149	XP_031823223.1	XP_005076578.1
OG0000149	XP_031822713.1, XP_031822717.1, XP_031822714.1	XP_040594544.1
OG0000150	XP_003758442.1, XP_023350800.1, XP_031805099.1, XP_003758443.1	XP_005076240.1, XP_005078720.2, XP_012973285.2, XP_040592500.1, XP_040592499.1, XP_040592504.1, XP_040592552.1, XP_040592498.1, NP_001297488.1, XP_040596812.1, XP_040596798.1, XP_040592497.1, XP_005076235.1, XP_012981989.3, XP_040592495.1
OG0000151	XP_012405227.2	XP_005077129.1
OG0000151	XP_031823447.1, XP_031823446.1, XP_003770041.1	XP_005077002.1, XP_040605238.1
OG0000153	XP_012406423.1, XP_023360058.1, XP_012405907.1, XP_003770946.1	XP_040610221.1, XP_005079733.2, XP_040610211.1, XP_040610584.1
OG0000157	XP_031807643.1, XP_031807644.1	XP_005074597.1, XP_012972156.1, XP_012972155.1, XP_012972153.1
OG0000157	XP_031820484.1, XP_003769255.1	XP_005073762.1
OG0000158	XP_003768068.1	XP_040588033.1
OG0000159	XP_003766412.1, XP_003766858.1	XP_005076801.1, XP_005076802.1, XP_005076805.1, XP_012973642.1, XP_005076803.1, XP_005076804.2, XP_040606230.1, XP_005076807.3, XP_005076806.2, XP_040606233.1, XP_040606232.1
OG0000160	XP_023358024.1	XP_040586725.1, XP_040600489.1, XP_012969172.1, XP_021091282.1
OG0000161	XP_003759113.1	XP_040593271.1, XP_021088617.2, XP_040607160.1, XP_005080069.2, XP_040593260.1, XP_040593267.1, XP_040593265.1, XP_040593266.1, XP_040593262.1, XP_040593264.1, XP_040593263.1, XP_040593268.1, XP_012969603.1, XP_005071276.1, XP_012969602.1
OG0000163	XP_012402413.1, XP_012402416.1	XP_040590656.1
OG0000163	XP_003766617.1	XP_040590680.1
OG0000164	XP_003759749.1	XP_040597344.1
OG0000165	XP_031795620.1, XP_031795619.1, XP_031795621.1, XP_031795617.1	XP_012979986.1
OG0000166	XP_012396468.1, XP_023351503.1, XP_031824634.1, XP_031824649.1, XP_023351504.1	XP_040608882.1, XP_012973882.1, XP_012973883.1, XP_005077235.1, XP_012973884.1, XP_012973881.1
OG0000167	XP_031798267.1, XP_031798272.1, XP_031798263.1, XP_031798266.1	XP_040611438.1, XP_040611432.1, XP_005064540.1, XP_021085005.1, XP_040611444.1
OG0000168	XP_012403993.1	XP_012968615.1
OG0000168	XP_031821604.1	XP_005070019.1, XP_005068761.1, XP_040585639.1, XP_040610240.1, XP_040593032.1, XP_040599309.1
OG0000170	XP_003773616.1	XP_021086104.1, XP_040612001.1, XP_021086107.1
OG0000171	XP_003769499.1	XP_040599906.1, XP_040611039.1, XP_040596701.1, XP_005065871.1, XP_040612555.1, XP_040608139.1
OG0000172	XP_031802261.1	XP_021078569.1
OG0000172	XP_031793454.1	XP_040614120.1, XP_040614119.1
OG0000172	XP_012409550.1, XP_023350190.1	XP_005074616.1
OG0000174	XP_012405557.1	XP_040607444.1, XP_005080318.2, XP_005080319.2, XP_040607443.1
OG0000175	XP_003773749.1	XP_040601846.1, XP_040601848.1, XP_040601849.1, XP_040601847.1, XP_012977898.1, XP_005064938.1
OG0000176	XP_023362209.1, XP_031797709.1, XP_031797711.1, XP_023362208.1	XP_012971132.1, XP_040602874.1, XP_005063858.1
OG0000177	XP_031811873.1, XP_031811875.1, XP_031811871.1, XP_031811870.1, XP_031811872.1, XP_031811876.1, XP_031811868.1, XP_031811869.1, XP_031811867.1	XP_012972115.1, XP_005064346.1, XP_040608718.1
OG0000178	XP_031813300.1, XP_031813299.1, XP_031813294.1, XP_031813298.1, XP_031813297.1, XP_031813296.1, XP_031813295.1	XP_040606959.1
OG0000179	XP_031817500.1	XP_005086645.1
OG0000179	XP_023355787.2, XP_012401166.1	XP_040590287.1, XP_040590419.1, XP_040590495.1, XP_040590494.1, NP_001268260.1, XP_005081891.1, XP_012977280.2, XP_040590511.1
OG0000180	XP_012397749.1	XP_040587400.1, XP_040587401.1, XP_005085336.1, XP_040587472.1, XP_012980083.1, XP_040587523.1, XP_021091754.1, XP_021091755.1, XP_040587402.1, XP_012980084.1
OG0000182	XP_031792735.1	XP_040594868.1, XP_040594863.1, XP_040594876.1
OG0000183	XP_031798882.1	XP_005064973.1
OG0000184	XP_031813724.1, XP_031800734.1	XP_040596285.1
OG0000188	XP_003764834.1	XP_040613281.1, XP_040613295.1, XP_040613284.1, XP_040613328.1
OG0000188	XP_003766999.1	XP_005087317.1, NP_001268632.1
OG0000189	XP_003774897.1, XP_031797813.1	XP_040589293.1, XP_005084581.1, XP_021091239.2, XP_005084582.1, XP_005077794.1, XP_012974315.1, XP_005077795.1
OG0000190	XP_031796825.1, XP_031796827.1, XP_031796826.1	XP_040610117.1, XP_040610123.1, XP_040610120.1, XP_012966734.1, XP_040610121.1, XP_040610122.1, XP_040610119.1, XP_040610118.1, XP_012966733.1, XP_040610124.1
OG0000191	XP_003769420.1, XP_023358945.1	XP_005073322.1, XP_040584182.1, XP_040584181.1, XP_040584180.1
OG0000192	XP_031794046.1	XP_040593035.1, XP_040599656.1, XP_040599657.1, XP_005087196.2, XP_040599652.1, XP_040593330.1, XP_040593332.1, XP_040593334.1, XP_040594296.1, XP_012981476.1
OG0000194	XP_031801027.1, XP_031801026.1, XP_031801025.1	XP_040600637.1, XP_040600636.1, XP_005086336.2, XP_012980854.1
OG0000196	XP_003773915.1	XP_005065122.1
OG0000196	XP_003773960.1, XP_003773966.2, XP_031798606.1	XP_005065121.1
OG0000196	XP_003773971.1, XP_003773970.1, XP_031798784.1, XP_003773962.1	XP_012976136.1, XP_012976151.1, XP_005065119.1
OG0000197	XP_012406752.1	XP_040600296.1, XP_040600293.1, XP_040600295.1, XP_040600292.1, XP_040600294.1, XP_021084316.1, XP_040600291.1, XP_040584410.1
OG0000199	XP_031817627.1	XP_012972615.1, XP_040589745.1, XP_005084208.1, XP_012979099.1
OG0000200	XP_003767289.1, XP_023357403.1	XP_005081978.1, XP_040607618.1, XP_040607622.1, XP_040607624.1, XP_040607620.1, XP_040607623.1, XP_040607619.1, XP_040607621.1, XP_012977307.1, XP_040607456.1, XP_040607451.1, XP_040607610.1, XP_040607611.1
OG0000201	XP_031821831.1, XP_031821832.1	XP_040605792.1, XP_040603999.1, XP_040605708.1
OG0000203	XP_031815893.1	XP_040601237.1
OG0000204	XP_003764754.2	XP_005074094.1
OG0000205	XP_031817807.1, XP_003764619.2	XP_040596473.1, XP_040596475.1, XP_040596478.1, XP_040596472.1, XP_040596474.1, XP_040596477.1
OG0000206	XP_031796238.1	XP_040603565.1, XP_012973395.1, XP_005076469.1, XP_021086519.1, XP_040603566.1, XP_012973396.1
OG0000207	XP_023356432.1	XP_005070704.1
OG0000209	XP_031817713.1, XP_003766638.1, XP_031820011.1, XP_031817715.1	XP_005086807.1, XP_040590168.1, XP_040590169.1
OG0000210	XP_031797477.1, XP_003773620.1	XP_040589271.1, XP_040597270.1, XP_040591923.1, NP_001297487.1, XP_040589240.1, XP_040589304.1, XP_040589305.1, XP_005085211.2
OG0000211	XP_031802452.1	XP_040587833.1, XP_005082621.2
OG0000211	XP_031802454.1	XP_040608770.1
OG0000211	XP_003757016.1, XP_031809824.1	XP_021091337.1, XP_005084664.1
OG0000213	XP_031807358.1	XP_005066388.1, XP_012968153.1, XP_040591240.1, XP_040587290.1, XP_005072033.2, XP_040584846.1, XP_040611827.1, XP_005086832.3, XP_040595840.1
OG0000214	XP_031804062.1	XP_040598014.1
OG0000214	XP_031822954.1	XP_005065724.1
OG0000215	XP_031802910.1	XP_040596764.1, XP_040597051.1, XP_040597064.1, XP_040597065.1, XP_040597052.1, XP_040597018.1, XP_040597024.1, XP_040597063.1, XP_040596973.1, XP_040596972.1, XP_040596763.1, XP_040597028.1, XP_040589729.1, XP_040597267.1, XP_040591743.1, XP_040589728.1, XP_040592735.1, XP_040597151.1, XP_040592766.1, XP_040592762.1, XP_040592760.1, XP_040596976.1, XP_040592761.1, XP_040589730.1, XP_040592763.1, XP_040592764.1, XP_040592737.1, XP_040596842.1
OG0000215	XP_031821510.1	XP_040590600.1, XP_040606117.1
OG0000216	XP_023352194.1	XP_012970771.1
OG0000216	XP_023352195.1	XP_040586537.1, XP_040586536.1, XP_005072700.1, XP_040586534.1
OG0000219	XP_031796426.1	XP_040601564.1, XP_021088134.1, XP_040601565.1, XP_040601566.1, XP_005068584.1, XP_040600822.1, XP_040599773.1, XP_012970327.2, XP_040594025.1
OG0000220	XP_003774257.2, XP_003774496.2, XP_003774038.2	XP_005063867.1, XP_040588595.1, XP_040588604.1, XP_040588585.1, XP_005063312.1, XP_005063314.1, XP_005063865.1
OG0000221	XP_003774682.2	XP_005065051.1
OG0000224	XP_031793038.1	XP_012971325.1
OG0000225	XP_031814870.1	XP_040600103.1, XP_005078028.1, XP_040600102.1, XP_040599753.1, XP_040599751.1, XP_005078081.1, XP_005078082.1, XP_005078083.1, XP_040599738.1, XP_040599740.1, XP_040599741.1, XP_040599739.1, XP_040599877.1
OG0000227	XP_031807424.1, XP_023350330.1, XP_003757771.1, XP_012395227.1	XP_040589039.1, XP_040589037.1, XP_040589042.1, XP_040589041.1, XP_040589040.1, XP_040589038.1
OG0000228	XP_031824146.1, XP_031824138.1, XP_031824140.1	XP_005082288.1
OG0000228	XP_031824141.1	XP_012977578.1, XP_005082286.1, XP_005082289.1, XP_040608999.1
OG0000229	XP_012396288.1, XP_031810838.1, XP_031805196.1, XP_003759164.2	XP_005083820.1, XP_040601126.1, XP_040601125.1, XP_040601129.1, XP_040601127.1, XP_012978715.1, XP_012978723.1, XP_012978724.1, XP_012978711.2, XP_040600800.1
OG0000230	XP_003757917.1, XP_031807160.1	XP_040586600.1, XP_005084993.1
OG0000230	XP_031818166.1, XP_003765484.1, XP_031818165.1	XP_012975718.1, XP_005079537.1, XP_012975719.1
OG0000231	XP_031824290.1, XP_003768735.1	XP_012966964.2
OG0000232	XP_031815699.1	XP_040585290.1
OG0000232	XP_031800528.1	XP_012976797.1
OG0000233	XP_031811050.1	XP_040602155.1
OG0000235	XP_031797437.1	XP_005063914.1, XP_005069181.1
OG0000236	XP_012396942.1	XP_040597569.1
OG0000237	XP_003765707.1	XP_040613113.1, XP_040609262.1, XP_040590498.1, XP_040585169.1, XP_040603919.1, XP_040608731.1, XP_012973051.1, XP_040607450.1, XP_040604694.1
OG0000238	XP_003772216.1, XP_003772238.1	XP_005079745.2, XP_040611147.1, XP_040610230.1, XP_040610231.1, XP_040610229.1
OG0000239	XP_031799561.1, XP_003774694.1, XP_003773832.2, XP_031799560.1, XP_003773847.2	XP_005065056.1, XP_005065057.1
OG0000240	XP_031817242.1, XP_003764421.1, XP_012400554.1, XP_003764420.1, XP_003764418.3	XP_005069411.1, XP_005069415.1, XP_005069412.2, XP_005069418.1
OG0000241	XP_003773837.1, XP_003773829.1	XP_012976126.1, XP_012976048.1, XP_005065049.1, XP_012975717.1
OG0000242	XP_023354544.2, XP_031805026.1	XP_040590072.1
OG0000242	XP_012396109.2, XP_031804878.1	XP_040589760.1
OG0000243	XP_031799527.1	XP_012969716.1
OG0000244	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1	XP_040594290.1, XP_012978374.1, XP_005083335.1, XP_021090517.1, XP_040594289.1
OG0000244	XP_031824763.1, XP_003759540.1	XP_012966131.1, XP_012966130.1, XP_012966128.1, XP_040611911.1
OG0000245	XP_012402288.3, XP_031819144.1, XP_012402718.2, XP_012408108.2	XP_012981112.1, XP_040589848.1, XP_005086704.3, XP_021079014.2, XP_040589849.1, XP_012982623.2, XP_040589850.1, XP_040589851.1, XP_021079084.1
OG0000246	XP_031795615.1	NP_001268549.1
OG0000248	XP_012399824.1, XP_012399823.1	XP_005073918.1
OG0000249	XP_031795097.1	XP_021090361.2, XP_040596392.1, XP_005083144.1
OG0000249	XP_003771728.1, XP_003771729.1, XP_003772482.1	XP_005083145.1
OG0000251	XP_031813504.1	XP_012968535.2, XP_040610509.1, XP_040610507.1, XP_040610508.1, XP_040610506.1, XP_040610510.1, XP_040610505.1, XP_040610512.1, XP_040610511.1
OG0000252	XP_012400297.1	XP_040601531.1, XP_040601533.1, XP_040601532.1, XP_040601530.1
OG0000253	XP_031793443.1	XP_040592982.1, XP_040591665.1, XP_040592742.1, XP_040592592.1, XP_040584029.1, XP_040594994.1, XP_040610490.1
OG0000254	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1	XP_005079257.2, XP_040591232.1, XP_005079196.3, XP_040591285.1, XP_040591280.1, XP_040591237.1, XP_040591263.1, XP_040591239.1, XP_012975350.1, NP_001268598.1
OG0000255	XP_031818382.1	XP_040610922.1, XP_005079627.1, XP_040584217.1, XP_040590108.1, XP_040589857.1
OG0000258	XP_031812239.1	XP_005066133.1
OG0000259	XP_003773931.1, XP_003773901.1, XP_031798079.1, XP_003773902.1, XP_003773900.2, XP_003773929.1, XP_003773935.1, XP_003773903.1, XP_012408156.2	XP_012975999.1, XP_005065099.1
OG0000260	XP_012408102.1, XP_003773866.1, XP_003773865.1	XP_005065070.1, XP_005065066.1, XP_005065067.1, XP_005065068.3
OG0000261	XP_023362160.2, XP_003773824.2, XP_003773822.1	XP_012975331.1, XP_005065053.2, XP_012976143.2, XP_005065052.1, XP_005065054.3, XP_012975232.1
OG0000262	XP_012400905.2, XP_023355540.2, XP_003764882.2, XP_003764833.2	XP_005074208.1, XP_005074157.1
OG0000263	XP_003767520.1	XP_040594255.1, XP_040594256.1, XP_005071363.1, XP_040594257.1
OG0000264	XP_031809170.1	XP_040598497.1, XP_040598498.1, XP_040598499.1, NP_001268557.1, XP_012967613.2, XP_040598496.1, XP_040599339.1
OG0000265	XP_031820648.1	XP_005072399.1
OG0000266	XP_031813628.1, XP_031813629.1, XP_023356514.1	XP_021087371.1, XP_040610324.1, XP_021087372.1, XP_012974448.2
OG0000267	XP_031805016.1, XP_031805023.1	XP_040607062.1, XP_040607045.1, XP_005077660.2, XP_040607050.1, XP_040607052.1, XP_005077630.1
OG0000270	XP_031800249.1, XP_031800246.1, XP_031800245.1, XP_031800248.1, XP_031800247.1	XP_012981069.1, XP_040600613.1, XP_040600616.1, XP_040600614.1, XP_040600615.1
OG0000273	XP_031796917.1	XP_005080498.2, XP_040587146.1
OG0000274	XP_031823436.1, XP_031823434.1, XP_003770484.3, XP_003770481.1, XP_003770482.1, XP_031823435.1, XP_003770707.1, XP_031825018.1	NP_001268267.1, XP_005076991.1
OG0000275	XP_003761435.1	XP_040598976.1
OG0000275	XP_031800361.1, XP_003766510.1, XP_012400322.1, XP_003764080.1	XP_005073001.1
OG0000277	XP_003774688.2, XP_031798295.1, XP_012408465.2, XP_003774675.1	XP_005065023.1, XP_005065022.1, XP_040600858.1, XP_005065021.2, XP_040600909.1
OG0000278	XP_012406328.2	XP_021089994.1, XP_040614038.1, XP_012979814.1, XP_005065323.1, XP_005065326.1, XP_005065324.1
OG0000279	XP_012398280.1, XP_003761585.1, XP_031797074.1	XP_012975872.1, XP_005080032.1
OG0000280	XP_003763023.1, XP_012399541.1	XP_040604600.1, XP_040604602.1, XP_040604601.1
OG0000281	XP_031825145.1, XP_031825148.1, XP_031825146.1, XP_031825147.1	XP_005083992.1
OG0000282	XP_031822329.1, XP_031822328.1	XP_040605382.1, XP_005076060.2
OG0000282	XP_031804587.1, XP_031804586.1	XP_040598932.1
OG0000286	XP_003764918.2, XP_003764919.2, XP_012402752.1	XP_040589341.1, XP_005087519.1
OG0000287	XP_003759293.1, XP_012396393.1	XP_040596957.1, XP_040591719.1, XP_040591718.1, XP_040591695.1
OG0000288	XP_003773853.1, XP_003773857.1	XP_005065058.1, XP_005064640.1, XP_012974525.1, XP_040601662.1
OG0000289	XP_012400464.2	XP_021082445.1, XP_040586144.1
OG0000289	XP_023355223.1	XP_005069340.2, XP_040586138.1
OG0000290	XP_031810882.1, XP_023354992.1, XP_003755877.1, XP_031810883.1, XP_023354985.1	XP_040596414.1
OG0000291	XP_031821563.1, XP_031821564.1, XP_012404003.2	XP_005070031.1, XP_012968853.1
OG0000292	XP_031799730.1	XP_040603080.1
OG0000293	XP_031798424.1	XP_040607392.1, XP_040607393.1, XP_040607390.1, XP_040607394.1, XP_040607389.1
OG0000294	XP_031796205.1	XP_040603583.1
OG0000294	XP_031816235.1, XP_031816237.1	XP_005065177.1
OG0000295	XP_012395237.1	XP_040588842.1
OG0000295	XP_031802104.1, XP_012396714.1, XP_003759747.1, XP_031802105.1, XP_012396713.1	XP_005066828.1
OG0000296	XP_031813330.1, XP_031813333.1, XP_031813332.1, XP_031813331.1	XP_005077255.1, XP_005077254.1
OG0000298	XP_012409072.1	XP_012980698.1, XP_005086116.1, XP_012980699.1, XP_012980701.1, XP_005086115.1
OG0000300	XP_003773867.1, XP_012408103.1	XP_012976328.1, XP_040600905.1, XP_005065069.1
OG0000301	XP_003766573.1, XP_012402369.1	XP_005074143.1, XP_021085137.1
OG0000301	XP_003766574.1, XP_012400896.1, XP_031813123.1, XP_003766575.1	XP_005074201.1
OG0000304	XP_031794741.1, XP_031794738.1, XP_031794744.1	XP_012965882.2
OG0000305	XP_003770077.1	XP_040602135.1, XP_005077085.2, XP_040588138.1
OG0000306	XP_031823035.1, XP_023359180.1, XP_012404995.1	XP_012980516.2, XP_040607944.1, XP_005085880.1, XP_040607432.1
OG0000307	XP_012396612.1	XP_040600288.1, XP_040586040.1, XP_005076508.1
OG0000308	XP_003774938.1	XP_021089063.1, XP_040603097.1, XP_040600250.1
OG0000309	XP_003762271.1	XP_012982536.1, XP_012982540.1, XP_012982538.1, XP_012982539.1, XP_012982537.1, XP_005088601.1
OG0000310	XP_003771994.1, XP_031795879.1	XP_040584508.1
OG0000310	XP_003771993.1	XP_040597026.1, XP_040597137.1, XP_040584489.1
OG0000311	XP_031807590.1	XP_021083875.1, XP_021083874.1, XP_021083880.1
OG0000312	XP_031797207.1	XP_040604259.1, XP_040604256.1, XP_012970606.1
OG0000313	XP_023361074.2, XP_003772269.2	XP_005067326.2, XP_040608724.1
OG0000314	XP_031813545.1	XP_040610560.1, XP_005086015.1, XP_040610559.1, XP_021078599.1
OG0000314	XP_023356114.2	XP_012974503.1
OG0000316	XP_031810203.1, XP_012409193.1, XP_031810206.1, XP_031810205.1, XP_023349900.1	XP_005086676.1, XP_040599726.1, XP_040599859.1, XP_005088578.2, XP_005086961.2
OG0000318	XP_003756877.1	XP_040601963.1
OG0000319	XP_031808515.1	XP_040598899.1
OG0000320	XP_031820165.1, XP_031820166.1, XP_031820164.1, XP_023358962.1, XP_031820162.1, XP_031820163.1, XP_031820161.1	XP_040584032.1, XP_040584031.1, XP_040584033.1
OG0000321	XP_031816895.1, XP_023355279.1, XP_023355278.1, XP_023363022.2	XP_012979642.1, XP_005084819.1, XP_040600390.1
OG0000322	XP_031792939.1	XP_005086480.1
OG0000322	XP_012406294.1	XP_005071796.1
OG0000323	XP_031818127.1, XP_031818128.1	XP_005079554.1
OG0000323	XP_031820544.1, XP_031820545.1, XP_031820542.1, XP_031820543.1	XP_040585130.1, XP_040585127.1, XP_040585132.1, XP_040585129.1, XP_040585131.1, XP_040585133.1, XP_040589415.1
OG0000324	XP_003765400.1	XP_021081837.1, XP_012967620.1, XP_021081834.1, XP_040599340.1, XP_012967621.1, XP_040598506.1, XP_040598505.1, XP_040598512.1
OG0000325	XP_031813199.1	XP_005067507.1, XP_012967170.1
OG0000326	XP_023359440.1, XP_012405279.1	XP_040587435.1, XP_040587434.1
OG0000327	XP_012403833.1, XP_012403832.1, XP_012403831.1, XP_012403829.1, XP_031822089.1, XP_031822088.1, XP_003768306.1, XP_012403828.1	XP_040605588.1, XP_040605587.1, XP_012973145.1, XP_012973146.1
OG0000328	XP_003757377.1, XP_031810623.1, XP_012409378.1, XP_012409379.1	XP_005085541.1
OG0000329	XP_031796604.1	XP_005081556.1, XP_005081557.1
OG0000329	XP_023359234.2	XP_021086614.1
OG0000330	XP_031820401.1, XP_031820400.1, XP_031820402.1, XP_003769323.1	XP_012976524.1, XP_012976522.1, XP_040596347.1, XP_005080890.1, XP_012976525.1
OG0000331	XP_023356018.1, XP_031818176.1, XP_031818175.1	XP_012978889.1
OG0000331	XP_031814811.1	XP_040600017.1
OG0000332	XP_031795187.1, XP_031795184.1, XP_031795185.1, XP_031795186.1	XP_012981734.1, XP_005087558.1
OG0000333	XP_031815319.1, XP_031815325.1	XP_040596239.1, XP_040596238.1, XP_040596237.1, XP_040596236.1
OG0000334	XP_031803462.1	XP_040585657.1
OG0000334	XP_031803464.1, XP_031803461.1	XP_040585659.1
OG0000335	XP_031804858.1	XP_005077575.1
OG0000336	XP_031813605.1, XP_031813604.1, XP_031813606.1	XP_005077635.2
OG0000337	XP_003762759.1	XP_005066467.1
OG0000339	XP_003769836.1, XP_031823172.1	XP_005076620.1
OG0000339	XP_031815082.1, XP_031815087.1, XP_031815089.1	XP_040595445.1
OG0000340	XP_031808997.1, XP_031808998.1	XP_012967645.1, XP_040598301.1, XP_005086612.1
OG0000342	XP_031824624.1	XP_005082309.1, XP_005075729.2, XP_040589766.1
OG0000343	XP_031821578.1, XP_031821576.1, XP_031821577.1	XP_040605945.1, XP_012968926.1, XP_012968927.1
OG0000345	XP_031811502.1, XP_031811504.1, XP_031811505.1, XP_031811503.1	XP_012974402.1
OG0000346	XP_003769788.1	XP_005076681.1, XP_005076672.1, NP_001268559.1, XP_005076679.1, XP_021086634.2, XP_005076670.1
OG0000347	XP_003773619.2	XP_005075748.1
OG0000347	XP_031792977.1	XP_012971345.1
OG0000348	XP_031802478.1, XP_031802477.1	XP_040608796.1, XP_040608793.1, XP_040608794.1, XP_005082615.1, XP_040608797.1
OG0000349	XP_012403901.1	XP_040605828.1, XP_040605827.1
OG0000349	XP_031816401.1	XP_040596107.1
OG0000350	XP_031822110.1, XP_031822108.1, XP_031822109.1, XP_012403796.1	XP_040603956.1, XP_040603988.1, XP_040603987.1, XP_040603955.1
OG0000351	XP_012397227.2	XP_040586391.1
OG0000354	XP_003755230.2, XP_031812138.1, XP_031812137.1	XP_021087227.1
OG0000355	XP_023356870.1, XP_023356871.1, XP_031815027.1	XP_012967487.1, XP_021081743.1, XP_040606505.1, XP_012967489.1, XP_040606504.1, XP_012967488.1
OG0000356	XP_023361320.1	XP_012970700.1, XP_021084297.1, XP_021084296.1, XP_012970697.1
OG0000359	XP_003768959.2, XP_031821016.1	XP_040588022.1
OG0000359	XP_031792644.1	XP_040588023.1, XP_040588021.1
OG0000360	XP_031793208.1	XP_005064379.1
OG0000360	XP_003761386.1, XP_012399429.1	XP_040609452.1, XP_040609472.1
OG0000362	XP_012398582.2, XP_012407158.1, XP_031805551.1, XP_003761964.2, XP_012406077.1, XP_012399694.2, XP_012398601.1	XP_040590107.1, XP_040584293.1
OG0000363	XP_012403028.1, XP_023357453.1, XP_003767345.1, XP_031824877.1, XP_003767347.2, XP_003770699.2, XP_003767346.1, XP_031824879.1	XP_005074368.2, XP_040613075.1, XP_005074367.1
