Orthogroup	Sarcophilus_harrisii	Mus_musculus
OG0000123	XP_003758421.3, XP_031805104.1, XP_003758419.2	NP_666459.1, NP_666458.1, XP_030101874.1, NP_667132.1, NP_667134.2, NP_001166157.1, NP_001153247.1, NP_667218.1, NP_667219.1
OG0000124	XP_023356116.1	NP_033319.1
OG0000125	XP_012403745.2	NP_001152846.2
OG0000125	XP_012403748.1, XP_003768285.1, XP_003768278.1, XP_012403749.2	NP_081839.1
OG0000127	XP_031798637.1, XP_012407463.1, XP_031798639.1, XP_031798638.1	NP_001366512.1, NP_083219.2, XP_011238551.1, NP_001366516.1, NP_001366514.1, NP_001366511.1, NP_001366515.1, NP_001366513.1
OG0000128	XP_031818477.1	NP_598830.2, XP_006516679.1, NP_001164109.1, NP_033224.3, XP_006516709.1, NP_795990.2, XP_006516756.1
OG0000130	XP_003764886.1, XP_012402225.2	NP_038646.2, NP_038645.2
OG0000130	XP_003766416.1, XP_012400883.1	NP_667333.2, NP_038644.2
OG0000131	XP_003757913.1, XP_023350403.1, XP_003757914.1, XP_003759019.1, XP_003759243.2, XP_031805123.1	NP_666465.1, XP_017167724.1, NP_083186.2, NP_001347676.1, NP_667243.2, NP_001011862.1, NP_666664.1, NP_666811.1, NP_666807.1, NP_666813.2, NP_666809.1, NP_001011749.1, NP_666663.2
OG0000132	XP_003769562.3	NP_001345712.1, NP_001345711.1, XP_006512619.1, NP_034567.2
OG0000133	XP_031825207.1, XP_031825209.1, XP_031825208.1, XP_031825210.1, XP_031825206.1	NP_001116240.1, NP_848816.3, XP_006534956.1
OG0000134	XP_012406199.1	NP_001359349.1
OG0000135	XP_031802264.1	NP_001231621.1, NP_776293.1, NP_001231622.1, XP_030109815.1
OG0000136	XP_031802238.1, XP_023351771.1, XP_023351772.1, XP_023351769.1, XP_023351770.1	XP_006537959.1, NP_001342645.1, NP_775602.1
OG0000137	XP_003772721.1, XP_031795158.1, XP_003771745.1	NP_666385.1, NP_666407.1, NP_666865.1, NP_666866.1, NP_666867.1, NP_666408.1
OG0000138	XP_003764817.2	NP_001001805.2
OG0000138	XP_003764805.1	NP_667325.1, NP_667321.1
OG0000138	XP_012400865.1, XP_003764819.1, XP_003764815.1	NP_667322.1
OG0000139	XP_031824297.1, XP_031824298.1, XP_031824296.1	NP_001243445.1, NP_001243447.1, NP_848876.2, NP_001243448.1, NP_001243449.1, XP_006533583.1, NP_001243446.1
OG0000140	XP_031809161.1	NP_001347243.1, NP_840063.1, XP_006518038.1, NP_663433.2
OG0000141	XP_003768910.2	NP_666680.2, NP_997110.1, NP_997136.1, NP_997456.1, NP_001011790.1, NP_997457.1, NP_001011805.1, NP_001011741.1, NP_666681.1, NP_996558.1, NP_666682.1, XP_006533423.1, NP_666678.1, NP_666684.1, NP_667277.1, NP_666679.1, NP_667276.1
OG0000142	XP_012409297.1, XP_012409299.1, XP_031810413.1, XP_012409296.1, XP_031810414.1, XP_031810416.1, XP_031810415.1, XP_023349993.1	NP_082497.2, XP_006530603.1, NP_001350385.1
OG0000145	XP_031812834.1, XP_031812833.1, XP_031812832.1, XP_031812831.1, XP_031812829.1, XP_031812830.1	NP_001349352.1, NP_001161998.1, XP_006526881.1, NP_001161997.1, NP_659041.3
OG0000146	XP_023352157.1, XP_031802841.1, XP_031802843.1, XP_003760295.1, XP_031802842.1, XP_031802845.1, XP_031802844.1	XP_006538334.1, NP_082502.2, NP_001343492.1, NP_945195.1, XP_017175942.1, NP_001343491.1
OG0000147	XP_031805537.1, XP_031805539.1, XP_031805536.1, XP_012396338.3, XP_031805534.1, XP_031805059.1, XP_012396336.1	NP_033069.1, NP_033068.1, NP_038921.2, NP_035166.1, NP_035389.1, NP_035390.1
OG0000148	XP_012399621.1, XP_003755833.1	NP_666532.2, NP_666879.2, NP_997016.2, NP_666641.2, NP_001170979.1, NP_666878.2, XP_017171513.1, NP_001011738.1
OG0000149	XP_003767906.1	NP_848492.1
OG0000149	XP_031823223.1	NP_659149.1
OG0000149	XP_031822713.1, XP_031822717.1, XP_031822714.1	NP_038762.1
OG0000150	XP_003758442.1, XP_023350800.1, XP_031805099.1, XP_003758443.1	NP_001258974.1, NP_766347.1, NP_001157228.1, NP_598721.1, XP_006530948.1, NP_937814.1, NP_663578.1, NP_932116.2, XP_006531445.1, NP_001073334.2
OG0000151	XP_012405227.2	NP_001159500.1, XP_006533299.1
OG0000151	XP_031823447.1, XP_031823446.1, XP_003770041.1	NP_899024.3, XP_006533637.1, NP_766384.2, XP_006533298.1, NP_853523.2
OG0000152	XP_031824533.1	NP_035607.2
OG0000152	XP_031822441.1	NP_001158259.1, NP_035598.2, NP_001296311.1
OG0000153	XP_012406423.1, XP_023360058.1, XP_012405907.1, XP_003770946.1	NP_666767.2, NP_001011849.1, NP_667139.1, NP_666436.1, NP_997030.1
OG0000157	XP_031807643.1, XP_031807644.1	NP_031932.1
OG0000157	XP_031820484.1, XP_003769255.1	NP_034236.2
OG0000159	XP_003766412.1, XP_003766858.1	NP_001011808.1, NP_667205.2, NP_997433.2, NP_667206.1, NP_667202.1, NP_667203.2, NP_001011736.1, NP_997434.2, NP_001005524.2, NP_666697.2
OG0000160	XP_023358024.1	XP_036018061.1, XP_006522569.1, NP_080870.1, NP_080331.1
OG0000161	XP_003759113.1	NP_001032931.1, XP_017177330.1, NP_001240839.2, NP_001398767.1, NP_001188318.1, NP_075649.3, XP_006506533.1, NP_001348989.1, XP_006506599.1, NP_075944.1, NP_075982.2, NP_444326.2, NP_083607.3
OG0000163	XP_012402413.1, XP_012402416.1	XP_036010474.1, NP_033938.3
OG0000163	XP_012402414.1	NP_031635.2
OG0000163	XP_003766617.1	NP_033937.2
OG0000164	XP_003759749.1	XP_036011335.1, NP_001297399.1
OG0000165	XP_031795620.1, XP_031795619.1, XP_031795621.1, XP_031795617.1	XP_011245218.1, NP_001347376.1, NP_848837.3
OG0000166	XP_012396468.1, XP_023351503.1, XP_031824634.1, XP_031824649.1, XP_023351504.1	XP_006529814.1, NP_001342001.1, NP_001342002.1, NP_598586.1, NP_001342000.1, NP_001342003.1
OG0000167	XP_031798267.1, XP_031798272.1, XP_031798263.1, XP_031798266.1	NP_775584.1, NP_001157175.1, XP_006507744.1
OG0000168	XP_031821604.1	XP_036018075.1, NP_001041523.1, NP_001349847.1, XP_017170209.1, NP_001041522.1, NP_075861.1
OG0000170	XP_003773616.1	XP_006507275.1, NP_473425.2, NP_001029126.1, NP_001276373.1, NP_001292545.1, XP_030097891.1, NP_031613.2
OG0000171	XP_003769499.1	XP_036010305.1, NP_001394370.1, XP_036018065.1, XP_036018064.1, XP_036018062.1, XP_036018068.1, XP_036018067.1, XP_036018063.1, XP_036018069.1, XP_036018066.1, NP_001032243.1, NP_001394372.1, NP_035425.2, NP_001394371.1, XP_036018677.1, NP_001394373.1
OG0000172	XP_031802261.1	NP_001171266.1
OG0000172	XP_031793454.1	NP_001155294.1
OG0000172	XP_012409550.1, XP_023350190.1	NP_001278136.1, NP_001278137.1, XP_030107754.1, NP_001278135.1, NP_001278138.1, NP_001278134.1, NP_080722.1, NP_001278139.1
OG0000174	XP_012405557.1	NP_149410.1, NP_001034683.1, NP_001018089.1, NP_001257355.1, NP_001241654.1, NP_079777.1
OG0000175	XP_003773749.1	NP_001276671.1, NP_848840.3, NP_001349977.1, NP_001276672.1, XP_036017803.1, NP_001349978.1, NP_001349976.1, NP_001276673.1
OG0000176	XP_023362209.1, XP_031797709.1, XP_031797711.1, XP_023362208.1	NP_083826.1, NP_001013784.2, NP_001161379.1, NP_666047.1
OG0000177	XP_031811873.1, XP_031811875.1, XP_031811871.1, XP_031811870.1, XP_031811872.1, XP_031811876.1, XP_031811868.1, XP_031811869.1, XP_031811867.1	NP_084211.2, XP_006508395.1, NP_001347697.1
OG0000178	XP_031813300.1, XP_031813299.1, XP_031813294.1, XP_031813298.1, XP_031813297.1, XP_031813296.1, XP_031813295.1	NP_001139424.1
OG0000179	XP_031817500.1	NP_038837.1
OG0000179	XP_023355787.2, XP_012401166.1	NP_034129.1, XP_006539571.1, XP_011248733.1, NP_034130.1, NP_031839.2, XP_036008976.1, NP_001074617.1, NP_031840.1
OG0000180	XP_012397749.1	XP_006508948.1, NP_081619.3, NP_081232.2, XP_006508930.1, NP_573501.1, XP_017168078.1, NP_570973.1, XP_011240341.1, NP_570974.1, NP_081248.4, XP_006508933.1, NP_001032889.3, NP_001274140.1, NP_570975.1
OG0000182	XP_031792735.1	XP_006537898.1, NP_001009949.3
OG0000183	XP_031798882.1	NP_001342345.1
OG0000184	XP_031813724.1, XP_031800734.1	XP_036010907.1, NP_001346889.1, NP_780746.2, NP_001346888.1
OG0000188	XP_003764834.1	NP_032246.2, NP_001188320.1
OG0000188	XP_003766999.1	NP_032245.1
OG0000189	XP_003774897.1, XP_031797813.1	NP_083936.1, NP_035382.1, XP_036017757.1, NP_001160095.1, NP_001412882.1, NP_001412883.1, NP_001345904.1, NP_033059.2, NP_001345903.1, NP_001239018.1
OG0000190	XP_031796825.1, XP_031796827.1, XP_031796826.1	NP_898964.2, XP_036015183.1, NP_001345621.1, NP_001403338.1
OG0000191	XP_003769420.1, XP_023358945.1	XP_006512824.1, NP_001074677.1, NP_001240285.1, NP_001240284.1
OG0000192	XP_031794046.1	NP_705726.3, NP_444395.2, NP_444339.1, XP_006506868.1, NP_001276637.1, NP_001276635.1, NP_081838.1, NP_001264131.1, XP_006506425.1
OG0000194	XP_031801027.1, XP_031801026.1, XP_031801025.1	NP_081063.1
OG0000195	XP_031820905.1, XP_031820904.1	NP_001399659.1, NP_001160017.1, NP_001399658.1, NP_001160007.1, NP_001399660.1, NP_001399669.1, NP_001160008.1, NP_001034445.1, NP_057869.2, NP_001020598.1, NP_001159948.1, NP_001399662.1, NP_001399661.1, NP_001399700.1, NP_001399701.1, NP_001399699.1, NP_001399702.1, NP_001399695.1, NP_001160016.1, NP_001399696.1, NP_001399697.1, NP_001160015.1, NP_001399698.1, NP_001399873.1, NP_001399874.1, NP_001399872.1, NP_001160011.1, NP_001160012.1, NP_001399878.1, NP_001399712.1, NP_001160014.1, NP_001399647.1, NP_001399879.1, NP_001160013.1, NP_001160009.1
OG0000196	XP_003773960.1, XP_003773966.2, XP_031798606.1	NP_666779.1
OG0000196	XP_003773971.1, XP_003773970.1, XP_031798784.1, XP_003773962.1	NP_666780.2, NP_666973.2, NP_001011758.2
OG0000197	XP_012406752.1	NP_001035966.1
OG0000199	XP_031817627.1	NP_001171005.1, NP_001087235.1, NP_001087234.1, NP_058665.2, XP_006540234.1, NP_001087233.1
OG0000200	XP_003767289.1, XP_023357403.1	NP_034390.1, NP_034389.2, XP_030108281.1, NP_705792.2
OG0000201	XP_031821831.1, XP_031821832.1	NP_001028606.2, XP_011247678.1
OG0000203	XP_031815893.1	NP_001349915.1, NP_001349916.1, NP_766250.2, XP_011237393.1
OG0000204	XP_003764754.2	NP_001278277.1, NP_001278282.1, NP_081808.2, NP_001278281.1, XP_006508342.1, NP_001278278.1
OG0000205	XP_031817807.1, XP_003764619.2	XP_036014730.1, NP_001347520.1, NP_001347521.1, NP_001347522.1, NP_081184.3
OG0000206	XP_031796238.1	NP_001412671.1, NP_666164.1, NP_001412670.1, XP_006518068.1
OG0000207	XP_023356432.1	XP_006496044.1, NP_001343974.1, NP_666362.1
OG0000209	XP_031817713.1, XP_003766638.1, XP_031820011.1, XP_031817715.1	NP_001171910.2, NP_001074794.1, NP_001095004.1, NP_001095056.2, NP_001171909.1, NP_001104766.1, XP_006540489.1, NP_780459.1, NP_001186235.1, NP_033312.2, XP_006540226.1, XP_006540331.1
OG0000210	XP_031797477.1, XP_003773620.1	NP_035445.1, NP_001390015.1, NP_001390014.1, NP_033143.1, NP_001344422.1, NP_035444.1, NP_001366198.1, NP_001366197.1, NP_001344420.1
OG0000211	XP_031802454.1	NP_075891.1
OG0000211	XP_003757016.1, XP_031809824.1	NP_001344749.1, NP_742116.1, NP_001405859.1
OG0000213	XP_031807358.1	NP_032933.1, XP_036009546.1
OG0000214	XP_031804062.1	XP_006509847.1
OG0000214	XP_031822954.1	XP_006517391.1
OG0000215	XP_031802910.1	NP_001257573.1, NP_001257571.1, NP_001257829.1, NP_001257827.1, NP_001257830.1, NP_001257828.1, NP_001171006.1, XP_017169235.1, NP_001160108.1, NP_001160109.1, NP_001160111.1, NP_001160113.1, NP_001160110.1, NP_001160106.1, NP_062357.3
OG0000215	XP_031821510.1	NP_035698.1
OG0000216	XP_023352194.1	NP_001346769.1
OG0000216	XP_023352195.1	NP_001164337.1, NP_598855.2, NP_001346773.1, NP_001164338.1, NP_001346774.1, NP_001346771.1, XP_006520174.1, NP_001346772.1, NP_001346768.1, NP_001164339.1, NP_001346770.1
OG0000219	XP_031796426.1	XP_011237575.1, NP_034119.1, NP_031834.1
OG0000220	XP_003774257.2, XP_003774496.2, XP_003774038.2	NP_666891.1, NP_001011853.1, NP_667020.1, NP_666890.1
OG0000221	XP_003774682.2	NP_667106.1, NP_667107.2, NP_001001810.2
OG0000224	XP_031793038.1	NP_001263696.1, NP_001344157.1, NP_653113.4
OG0000225	XP_031814870.1	XP_006528292.1, NP_001095055.1, NP_001075140.1, XP_011246174.1, NP_082787.1, XP_006528725.1, NP_001091449.1, NP_001013782.1, NP_001028971.1, NP_001343325.1, XP_006528276.1, NP_001188324.1, NP_001268466.1, XP_006529023.1, NP_001186240.1
OG0000227	XP_031807424.1, XP_023350330.1, XP_003757771.1, XP_012395227.1	NP_001034479.1
OG0000228	XP_031824146.1, XP_031824138.1, XP_031824140.1	NP_659545.2, NP_958812.3
OG0000228	XP_031824141.1	NP_964005.2, NP_038729.1, NP_964007.2, NP_001365304.1, NP_964006.2, NP_964003.2, NP_964004.1
OG0000229	XP_012396288.1, XP_031810838.1, XP_031805196.1, XP_003759164.2	NP_034824.2, NP_001365209.1, XP_006497931.1, NP_705786.1, NP_034825.1
OG0000230	XP_003757917.1, XP_031807160.1	NP_001409925.1, NP_001409927.1, NP_001409924.1, NP_001409926.1, NP_001348574.1, NP_057886.1
OG0000232	XP_031815699.1	NP_001355702.1
OG0000232	XP_031800528.1	NP_001392830.1, NP_001392832.1, NP_001028501.1, NP_001392834.1, NP_001392835.1, NP_001392831.1, NP_001392833.1, NP_001277313.1, NP_001392838.1, NP_001277314.1, NP_001392837.1, NP_001392844.1, NP_001392839.1
OG0000233	XP_031811050.1	NP_001393126.1, NP_001258397.1, NP_001393129.1, NP_001342037.1, NP_001393134.1, NP_001393144.1, NP_001393132.1, NP_001393133.1, NP_001393147.1, NP_001393146.1, NP_001393143.1, NP_001393156.1, NP_001393155.1, XP_006498819.1, NP_001393136.1, NP_001393121.1, NP_001258396.1, NP_997552.1, NP_001393127.1, NP_001393128.1, NP_001393122.1, NP_001393123.1, NP_001393125.1, NP_034379.1, NP_001393124.1, NP_001393151.1, NP_001393152.1, NP_001393153.1, NP_001393154.1, NP_001393142.1, NP_001393141.1, NP_001393140.1, NP_001393137.1, NP_001393138.1, NP_001393139.1, NP_001393130.1, NP_001393131.1, NP_001258399.1
OG0000235	XP_031797437.1	NP_034369.1, NP_080562.2
OG0000236	XP_012396942.1	NP_001348055.1, NP_001077436.1, NP_038713.1, NP_001348056.1, XP_006525809.1, NP_001348058.1, NP_001348057.1
OG0000237	XP_003765707.1	NP_001239148.1, NP_444487.1, NP_001239147.1, NP_001245387.1
OG0000238	XP_003772216.1, XP_003772238.1	NP_001078946.1, NP_666430.2
OG0000239	XP_031799561.1, XP_003774694.1, XP_003773832.2, XP_031799560.1, XP_003773847.2	NP_667034.1, NP_001011816.1, NP_001011535.1
OG0000240	XP_031817242.1, XP_003764421.1, XP_012400554.1, XP_003764420.1, XP_003764418.3	XP_017168881.1, NP_667012.2, NP_667014.2, NP_667015.2
OG0000241	XP_003773837.1, XP_003773829.1	NP_666669.1, NP_001355141.1, NP_666964.1, NP_666672.2
OG0000242	XP_031805397.1, XP_031805030.1, XP_031817673.1, XP_023357258.2, XP_031819398.1	XP_036018664.1
OG0000242	XP_012396109.2, XP_031804878.1	XP_036018662.1
OG0000243	XP_031799527.1	NP_001030321.1, NP_796315.2, NP_001349416.1, NP_001349428.1, NP_001349417.1, NP_001349418.1, NP_001349430.1, NP_001349432.1, NP_001349429.1, NP_001349420.1, NP_001349436.1, NP_001349427.1, NP_001349435.1, NP_001349433.1, NP_001349419.1, NP_001349431.1, NP_001349437.1, NP_001349434.1, NP_001349426.1, NP_001349425.1, XP_006527017.1, NP_001030320.1, NP_001030318.1, NP_001030317.1, NP_001030319.1, NP_001030316.1
OG0000244	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1	NP_660252.1, XP_006513501.1
OG0000244	XP_031824763.1, XP_003759540.1	NP_001019645.1, XP_006517013.1
OG0000245	XP_012402288.3, XP_031819144.1, XP_012402718.2, XP_012408108.2	NP_038549.1, NP_032068.2, NP_032065.1, NP_032067.2, NP_032066.2, XP_030106054.1, NP_796290.2
OG0000246	XP_031795615.1	NP_035676.1
OG0000248	XP_012399824.1, XP_012399823.1	NP_001403529.1, NP_001403530.1, NP_001403526.1, NP_001289143.1, NP_001289142.1, NP_001289145.1, NP_001403523.1, XP_030104798.1, NP_001403520.1, NP_058035.1, NP_001403521.1, NP_001345428.1, NP_001403522.1, NP_001403527.1, NP_001403518.1, NP_001403524.1, NP_001345429.1, NP_001289144.1
OG0000249	XP_031795097.1	NP_444473.1, NP_001034086.1, NP_001398766.1, NP_001096623.1, NP_035775.1, NP_035776.1, NP_001003405.1, NP_001034085.1, NP_033456.1
OG0000249	XP_003771728.1, XP_003771729.1, XP_003772482.1	NP_075822.3
OG0000251	XP_031813504.1	NP_001273924.1, NP_082241.1, XP_006535602.1, NP_001127857.1, NP_001273923.1, NP_001273925.1, NP_001344073.1, NP_001127858.1
OG0000252	XP_012400297.1	NP_001276652.1, NP_001276651.1, XP_006499187.1, NP_694778.1
OG0000253	XP_031793443.1	XP_001480260.1, XP_036021538.1, XP_036013020.1, XP_036013019.1, XP_036021539.1, XP_017174448.3, XP_036013021.1, XP_036013023.1, XP_036013022.1, XP_036021537.1, XP_017176693.3, XP_036020509.1, XP_036020510.1, XP_036020512.1, XP_036020511.1, XP_036013017.1, XP_036020513.1, XP_036020514.1, XP_030102336.1, XP_036020515.1, XP_036010333.1, XP_036010339.1, XP_036010338.1, XP_036010336.1, XP_036010337.1, XP_036010335.1, XP_036014179.1, XP_036014180.1, XP_036014181.1, XP_036014178.1, XP_036014177.1, XP_036014176.1, NP_001359367.1, XP_030100637.1, XP_036009517.1, XP_036009514.1, XP_036009513.1, XP_036009511.1, XP_036009515.1, XP_036009512.1
OG0000254	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1	NP_001013786.2, XP_017168309.1, NP_067431.2, NP_598421.1, NP_001074841.1, NP_031980.2, NP_444430.2
OG0000255	XP_031818382.1	NP_058653.1, XP_036013671.1
OG0000258	XP_031812239.1	NP_033076.2, NP_001074249.1
OG0000259	XP_003773931.1, XP_003773901.1, XP_031798079.1, XP_003773902.1, XP_003773900.2, XP_003773929.1, XP_003773935.1, XP_003773903.1, XP_012408156.2	NP_667228.2, NP_997446.1, NP_667289.2
OG0000260	XP_012408102.1, XP_003773866.1, XP_003773865.1	NP_666854.1, NP_473431.1, NP_667059.2, NP_473432.2
OG0000261	XP_023362160.2, XP_003773824.2, XP_003773822.1	XP_036018116.1, NP_667193.1, XP_017173918.1, NP_666673.1, NP_666674.2, NP_667189.1, XP_017174104.1
OG0000262	XP_012400905.2, XP_023355540.2, XP_003764882.2, XP_003764833.2	NP_667023.2, NP_001011865.2
OG0000263	XP_003767520.1	XP_017176771.1, NP_808506.1
OG0000264	XP_031809170.1	XP_011242304.1, NP_032484.1, NP_033279.2, NP_001396863.1, NP_035588.2, NP_001161177.1, NP_001094942.1, XP_006515920.1, NP_766612.1, XP_006515994.1, NP_033278.2, NP_001028507.2, NP_001161766.1, NP_001161767.1, NP_001340541.1, NP_001186869.1, XP_017170641.1
OG0000265	XP_031820648.1	XP_011244964.1, NP_083027.1, NP_001239402.1, NP_001239404.1, NP_001239403.1
OG0000266	XP_031813628.1, XP_031813629.1, XP_023356514.1	NP_001008497.1, NP_001274049.1, NP_001274050.1, NP_001274051.1, NP_573463.1, NP_001274048.1, NP_001274053.1, NP_001274052.1
OG0000267	XP_031805016.1, XP_031805023.1	NP_001177254.1
OG0000270	XP_031800249.1, XP_031800246.1, XP_031800245.1, XP_031800248.1, XP_031800247.1	NP_001154903.1, NP_942563.2, XP_006528077.1
OG0000273	XP_031796917.1	NP_031845.1, XP_030109981.1
OG0000274	XP_031823436.1, XP_031823434.1, XP_003770484.3, XP_003770481.1, XP_003770482.1, XP_031823435.1, XP_003770707.1, XP_031825018.1	NP_035467.1, NP_038680.1
OG0000275	XP_003761435.1, XP_031800361.1, XP_003766510.1, XP_012400322.1, XP_003764080.1	NP_001412922.1
OG0000277	XP_003774688.2, XP_031798295.1, XP_012408465.2, XP_003774675.1	XP_011237652.1, NP_035110.1, NP_667195.1, NP_667004.1, NP_667191.1, NP_667196.1
OG0000278	XP_012406328.2	NP_001344387.1, NP_598448.1, NP_001344388.1, XP_006526239.1
OG0000279	XP_012398280.1, XP_003761585.1, XP_031797074.1	NP_067503.3, NP_001412644.1
OG0000280	XP_003763023.1, XP_012399541.1	NP_848741.1, XP_006534383.1
OG0000281	XP_031825145.1, XP_031825148.1, XP_031825146.1, XP_031825147.1	NP_079848.1, NP_001406007.1
OG0000282	XP_031822329.1	NP_001161944.1, NP_001161943.1, XP_030102117.1
OG0000282	XP_003764591.1, XP_031804587.1, XP_031804586.1	NP_062656.3
OG0000286	XP_003764918.2, XP_003764919.2, XP_012402752.1	NP_997440.2, NP_667255.1
OG0000287	XP_003759293.1, XP_012396393.1	NP_666705.1, NP_666874.2, NP_666876.1
OG0000288	XP_003773853.1, XP_003773857.1	NP_001011868.1, NP_667128.2, NP_667129.2
OG0000289	XP_012400464.2	XP_036010876.1, NP_766509.2
OG0000289	XP_023355223.1	NP_084345.2, XP_017169184.1
OG0000290	XP_031810882.1, XP_023354992.1, XP_003755877.1, XP_031810883.1, XP_023354985.1	XP_030103562.1, NP_001366426.1, NP_001240608.1, NP_001366427.1, NP_001240609.1, NP_035535.2, NP_001411520.1, NP_001366428.1
OG0000291	XP_031821563.1, XP_031821564.1, XP_012404003.2	NP_001412409.1, NP_671753.2, XP_017169975.1, NP_671751.2
OG0000292	XP_031799730.1	NP_001388345.1
OG0000293	XP_031798424.1	NP_001347653.1, XP_030098808.1, NP_080922.1, NP_001171047.1, NP_001347652.1
OG0000294	XP_031796205.1	XP_017171445.1
OG0000294	XP_031816235.1, XP_031816237.1	NP_001408110.1
OG0000294	XP_031816236.1	NP_001408107.1
OG0000295	XP_012395237.1	NP_001192005.1, NP_067541.1, XP_006500035.1
OG0000295	XP_031802104.1, XP_012396714.1, XP_003759747.1, XP_031802105.1, XP_012396713.1	XP_011236698.1, NP_065629.1
OG0000296	XP_031813330.1, XP_031813333.1, XP_031813332.1, XP_031813331.1	NP_598569.1, NP_001288293.1, NP_001344485.1, XP_006529138.1
OG0000298	XP_012409072.1	NP_001403827.1, NP_001341982.1, NP_001403828.1, NP_001403826.1, NP_001276646.1, NP_001276645.1, NP_001403825.1, NP_033873.3, NP_001276668.1
OG0000300	XP_003773867.1, XP_012408103.1	XP_017174033.1, NP_667060.2, NP_667028.2
OG0000301	XP_003766573.1, XP_012402369.1	NP_667263.1, NP_997026.1
OG0000304	XP_031794741.1, XP_031794738.1, XP_031794744.1	NP_001074581.1, XP_006506085.1
OG0000305	XP_003770077.1	NP_997406.1, XP_036012032.1, XP_036012031.1, XP_036012028.1, XP_036012030.1, XP_036012029.1, XP_036014835.1
OG0000306	XP_031823035.1, XP_023359180.1, XP_012404995.1	NP_031472.2, NP_001103975.1, NP_001153623.1, NP_001153622.1, NP_001153624.1, NP_001036176.1, NP_001398423.1, NP_001177332.1
OG0000307	XP_012396612.1	XP_036014170.1, XP_036017233.1, XP_036018025.1, NP_001392893.1, XP_006526059.1, NP_001002239.2
OG0000308	XP_003774938.1	NP_084328.1, NP_079655.1, XP_036019394.1
OG0000309	XP_003762271.1	NP_001289265.1, NP_001289263.1
