Orthogroup	Sarcophilus_harrisii	Urocitellus_parryii
OG0000191	XP_003769420.1, XP_023358945.1	XP_026250850.1, XP_026250848.1, XP_026250851.1, XP_026250849.1, XP_026250846.1, XP_026250852.1
OG0000192	XP_031794046.1	XP_026266668.1
OG0000194	XP_031801027.1, XP_031801026.1, XP_031801025.1	XP_026236657.1, XP_026236659.1, XP_026236656.1, XP_026236660.1, XP_026236658.1
OG0000195	XP_031820905.1, XP_031820904.1	XP_026239254.1
OG0000196	XP_003773915.1	XP_026262375.1
OG0000196	XP_003773960.1, XP_003773966.2, XP_031798606.1	XP_026262376.1
OG0000196	XP_003773971.1, XP_003773970.1, XP_031798784.1, XP_003773962.1	XP_026236211.1, XP_026236238.1
OG0000197	XP_012406752.1	XP_026268139.1, XP_026247348.1
OG0000199	XP_031817627.1	XP_026236945.1, XP_026236944.1, XP_026236943.1, XP_026236942.1
OG0000200	XP_003767289.1, XP_023357403.1	XP_026237293.1, XP_026259116.1
OG0000201	XP_031821831.1, XP_031821832.1	XP_026264052.1
OG0000203	XP_031815893.1	XP_026244830.1
OG0000204	XP_003764754.2	XP_026256807.1
OG0000205	XP_031817807.1, XP_003764619.2	XP_026249445.1, XP_026249446.1, XP_026249447.1, XP_026249444.1, XP_026249443.1
OG0000206	XP_031796238.1	XP_026262288.1, XP_026262268.1, XP_026262279.1
OG0000207	XP_023356432.1	XP_026250373.1, XP_026250374.1, XP_026250372.1
OG0000209	XP_031817713.1, XP_003766638.1, XP_031820011.1, XP_031817715.1	XP_026237644.1, XP_026238172.1, XP_026238245.1, XP_026238270.1, XP_026266257.1
OG0000210	XP_031797477.1, XP_003773620.1	XP_026254782.1
OG0000211	XP_031802452.1	XP_026250304.1
OG0000211	XP_031802454.1	XP_026250307.1
OG0000211	XP_003757016.1, XP_031809824.1	XP_026239111.1, XP_026239110.1
OG0000213	XP_031807358.1	XP_026255250.1
OG0000214	XP_031804062.1	XP_026245568.1
OG0000214	XP_031822954.1	XP_026250337.1
OG0000215	XP_031821510.1	XP_026266594.1
OG0000216	XP_023352195.1	XP_026240715.1
OG0000219	XP_031796426.1	XP_026247803.1, XP_026256016.1
OG0000220	XP_003774257.2, XP_003774496.2, XP_003774038.2	XP_026267412.1, XP_026267413.1, XP_026267411.1
OG0000221	XP_003774682.2	XP_026235035.1, XP_026235400.1, XP_026235034.1
OG0000224	XP_031793038.1	XP_026253016.1, XP_026253021.1, XP_026253020.1, XP_026253019.1, XP_026253022.1, XP_026253017.1, XP_026253014.1, XP_026253018.1, XP_026253015.1
OG0000225	XP_031814870.1	XP_026270364.1
OG0000227	XP_031807424.1, XP_023350330.1, XP_003757771.1, XP_012395227.1	XP_026239017.1, XP_026239015.1, XP_026239019.1, XP_026239021.1, XP_026239018.1, XP_026239014.1, XP_026239016.1
OG0000228	XP_031824146.1, XP_031824138.1, XP_031824140.1	XP_026251805.1
OG0000228	XP_031824141.1	XP_026251807.1, XP_026251806.1
OG0000229	XP_012396288.1, XP_031810838.1, XP_031805196.1, XP_003759164.2	XP_026251381.1
OG0000230	XP_003757917.1, XP_031807160.1	XP_026251067.1, XP_026250921.1, XP_026250988.1, XP_026250847.1
OG0000230	XP_031818166.1, XP_003765484.1, XP_031818165.1	XP_026262630.1
OG0000231	XP_003770432.1, XP_031824289.1, XP_023359666.1, XP_031824288.1	XP_026270331.1
OG0000231	XP_031824290.1, XP_003768735.1	XP_026254007.1, XP_026254006.1
OG0000232	XP_031815699.1	XP_026244843.1
OG0000232	XP_031800528.1	XP_026268124.1
OG0000233	XP_031811050.1	XP_026246449.1
OG0000234	XP_031817357.1	XP_026270137.1
OG0000235	XP_031797437.1	XP_026267878.1, XP_026257720.1, XP_026263430.1, XP_026251992.1
OG0000236	XP_012396942.1	XP_026265741.1
OG0000237	XP_003765707.1	XP_026235321.1
OG0000238	XP_003772216.1, XP_003772238.1	XP_026254256.1, XP_026254268.1, XP_026254239.1, XP_026254241.1, XP_026236690.1, XP_026254269.1, XP_026254270.1
OG0000239	XP_031799561.1, XP_003774694.1, XP_003773832.2, XP_031799560.1, XP_003773847.2	XP_026235401.1, XP_026237105.1, XP_026237114.1
OG0000240	XP_031817242.1, XP_003764421.1, XP_012400554.1, XP_003764420.1, XP_003764418.3	XP_026258466.1, XP_026236672.1, XP_026236670.1
OG0000241	XP_003773837.1, XP_003773829.1	XP_026235032.1, XP_026237433.1, XP_026237432.1, XP_026237112.1
OG0000242	XP_023354544.2, XP_031805026.1	XP_026238591.1, XP_026238497.1
OG0000242	XP_012396109.2, XP_031804878.1	XP_026238643.1
OG0000243	XP_031799527.1	XP_026245000.1
OG0000244	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1	XP_026270469.1
OG0000244	XP_031824763.1, XP_003759540.1	XP_026238521.1
OG0000245	XP_012402288.3, XP_031819144.1, XP_012402718.2, XP_012408108.2	XP_026237822.1, XP_026238690.1
OG0000246	XP_031795615.1	XP_026258095.1
OG0000248	XP_012399824.1, XP_012399823.1	XP_026267515.1
OG0000249	XP_031795097.1	XP_026268498.1
OG0000249	XP_003771728.1, XP_003771729.1, XP_003772482.1	XP_026268502.1, XP_026268501.1, XP_026268499.1
OG0000251	XP_031813504.1	XP_026250757.1
OG0000252	XP_012400297.1	XP_026261410.1
OG0000254	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1	XP_026248072.1, XP_026248078.1
OG0000255	XP_031818382.1	XP_026247812.1, XP_026247535.1, XP_026263850.1
OG0000258	XP_031812239.1	XP_026255332.1
OG0000259	XP_003773931.1, XP_003773901.1, XP_031798079.1, XP_003773902.1, XP_003773900.2, XP_003773929.1, XP_003773935.1, XP_003773903.1, XP_012408156.2	XP_026236218.1, XP_026236232.1, XP_026236217.1, XP_026237387.1
OG0000260	XP_012408102.1, XP_003773866.1, XP_003773865.1	XP_026235376.1, XP_026235374.1, XP_026235371.1
OG0000261	XP_023362160.2, XP_003773824.2, XP_003773822.1	XP_026235036.1, XP_026235017.1, XP_026235013.1
OG0000262	XP_003764882.2, XP_003764833.2	XP_026256878.1, XP_026256879.1, XP_026256877.1
OG0000263	XP_003767520.1	XP_026244311.1
OG0000264	XP_031809170.1	XP_026267563.1
OG0000265	XP_031820648.1	XP_026239453.1
OG0000266	XP_031813628.1, XP_031813629.1, XP_023356514.1	XP_026263966.1
OG0000267	XP_031805016.1, XP_031805023.1	XP_026237595.1, XP_026257464.1
OG0000270	XP_031800249.1, XP_031800246.1, XP_031800245.1, XP_031800248.1, XP_031800247.1	XP_026267755.1, XP_026267757.1, XP_026267758.1, XP_026267756.1, XP_026267760.1
OG0000273	XP_031796917.1	XP_026238202.1, XP_026259915.1
OG0000274	XP_031823436.1, XP_031823434.1, XP_003770484.3, XP_003770481.1, XP_003770482.1, XP_031823435.1, XP_003770707.1, XP_031825018.1	XP_026236048.1, XP_026236047.1, XP_026236050.1
OG0000275	XP_031800361.1, XP_003766510.1, XP_012400322.1, XP_003764080.1	XP_026267118.1
OG0000277	XP_003774688.2, XP_031798295.1, XP_012408465.2, XP_003774675.1	XP_026235020.1, XP_026235028.1, XP_026235027.1, XP_026237997.1, XP_026235021.1, XP_026235007.1
OG0000278	XP_012406328.2	XP_026257008.1, XP_026257009.1, XP_026257011.1, XP_026257010.1
OG0000279	XP_012398280.1, XP_003761585.1, XP_031797074.1	XP_026261464.1, XP_026261463.1
OG0000280	XP_003763023.1, XP_012399541.1	XP_026255947.1, XP_026255945.1
OG0000281	XP_031825145.1, XP_031825148.1, XP_031825146.1, XP_031825147.1	XP_026253602.1
OG0000282	XP_031822329.1	XP_026263126.1
OG0000282	XP_031822328.1	XP_026263127.1
OG0000282	XP_031804587.1, XP_031804586.1	XP_026259186.1
OG0000286	XP_003764918.2, XP_003764919.2, XP_012402752.1	XP_026238043.1, XP_026238039.1
OG0000287	XP_003759293.1, XP_012396393.1	XP_026236414.1, XP_026267816.1, XP_026267817.1
OG0000288	XP_003773853.1, XP_003773857.1	XP_026235367.1, XP_026238558.1, XP_026237106.1
OG0000289	XP_012400464.2	XP_026238044.1, XP_026248356.1
OG0000289	XP_023355223.1	XP_026248355.1, XP_026248346.1, XP_026248354.1, XP_026248379.1, XP_026252121.1, XP_026252179.1
OG0000290	XP_031810882.1, XP_023354992.1, XP_003755877.1, XP_031810883.1, XP_023354985.1	XP_026261807.1, XP_026261809.1, XP_026261808.1
OG0000291	XP_031821563.1, XP_031821564.1, XP_012404003.2	XP_026237268.1, XP_026237266.1, XP_026237265.1, XP_026237264.1
OG0000292	XP_031799730.1	XP_026242936.1
OG0000293	XP_031798424.1	XP_026235166.1, XP_026235167.1, XP_026235177.1, XP_026235170.1, XP_026235176.1, XP_026235174.1, XP_026235169.1, XP_026235173.1, XP_026235171.1, XP_026235175.1, XP_026235172.1, XP_026235165.1
OG0000294	XP_031796205.1	XP_026261937.1
OG0000294	XP_031816234.1, XP_031816238.1, XP_031816235.1, XP_031816237.1, XP_031816236.1	XP_026247788.1, XP_026247786.1, XP_026247785.1, XP_026247787.1
OG0000295	XP_012395237.1	XP_026239036.1
OG0000295	XP_031802104.1, XP_012396714.1, XP_003759747.1, XP_031802105.1, XP_012396713.1	XP_026238639.1
OG0000296	XP_031813330.1, XP_031813333.1, XP_031813332.1, XP_031813331.1	XP_026270551.1, XP_026270549.1, XP_026270550.1
OG0000298	XP_012409072.1	XP_026257913.1, XP_026257912.1, XP_026257914.1, XP_026257911.1
OG0000300	XP_003773867.1, XP_012408103.1	XP_026235358.1, XP_026235359.1, XP_026235372.1, XP_026235377.1
OG0000301	XP_003766573.1, XP_012402369.1	XP_026256795.1, XP_026256789.1
OG0000301	XP_003766574.1, XP_012400896.1, XP_031813123.1, XP_003766575.1	XP_026256798.1
OG0000304	XP_031794741.1, XP_031794738.1, XP_031794744.1	XP_026255330.1
OG0000305	XP_003770077.1	XP_026244728.1, XP_026261393.1, XP_026255180.1
OG0000307	XP_012396612.1	XP_026235476.1, XP_026249575.1
OG0000308	XP_003774938.1	XP_026240944.1, XP_026245638.1, XP_026261379.1
OG0000309	XP_003762271.1	XP_026235736.1, XP_026235737.1
OG0000310	XP_003771994.1, XP_031795879.1	XP_026247365.1
OG0000310	XP_003771993.1	XP_026247361.1, XP_026247362.1
OG0000311	XP_031807590.1	XP_026243427.1, XP_026243383.1
OG0000312	XP_003774527.1	XP_026270255.1, XP_026237851.1, XP_026238563.1
OG0000312	XP_031797207.1	XP_026270207.1, XP_026270208.1, XP_026270211.1, XP_026270210.1
OG0000313	XP_023361074.2, XP_003772269.2	XP_026254547.1
OG0000314	XP_031813545.1	XP_026238541.1
OG0000314	XP_023356114.2	XP_026270361.1, XP_026270359.1, XP_026270360.1
OG0000316	XP_031810203.1, XP_012409193.1, XP_031810206.1, XP_031810205.1, XP_023349900.1	XP_026236867.1
OG0000318	XP_003756877.1	XP_026246456.1
OG0000318	XP_003768770.1	XP_026246457.1
OG0000319	XP_031808515.1	XP_026239885.1, XP_026239887.1, XP_026239886.1
OG0000320	XP_031820165.1, XP_031820166.1, XP_031820164.1, XP_023358962.1, XP_031820162.1, XP_031820163.1, XP_031820161.1	XP_026236330.1, XP_026236337.1, XP_026236344.1
OG0000321	XP_031816895.1, XP_023355279.1, XP_023355278.1, XP_023363022.2	XP_026262034.1, XP_026262033.1, XP_026258443.1
OG0000322	XP_031792939.1	XP_026241507.1
OG0000322	XP_012406294.1	XP_026247594.1
OG0000323	XP_031818127.1, XP_031818128.1	XP_026247500.1
OG0000323	XP_031820544.1, XP_031820545.1, XP_031820542.1, XP_031820543.1	XP_026257312.1, XP_026252603.1, XP_026252605.1, XP_026252604.1
OG0000324	XP_003765400.1	XP_026250022.1, XP_026250057.1
OG0000325	XP_031813199.1	XP_026249739.1, XP_026249735.1, XP_026249737.1, XP_026249738.1, XP_026249736.1
OG0000326	XP_023359440.1, XP_012405279.1	XP_026256176.1
OG0000327	XP_012403833.1, XP_012403832.1, XP_012403831.1, XP_012403829.1, XP_031822089.1, XP_031822088.1, XP_003768306.1, XP_012403828.1	XP_026242837.1, XP_026242835.1, XP_026242836.1
OG0000328	XP_003757377.1, XP_031810623.1, XP_012409378.1, XP_012409379.1	XP_026242020.1, XP_026242022.1, XP_026242021.1, XP_026242018.1, XP_026242019.1
OG0000329	XP_031796604.1	XP_026242453.1, XP_026242450.1, XP_026242451.1
OG0000329	XP_023359234.2	XP_026249914.1, XP_026249913.1
OG0000330	XP_031820401.1, XP_031820400.1, XP_031820402.1, XP_003769323.1	XP_026266999.1
OG0000331	XP_023356018.1, XP_031818176.1, XP_031818175.1	XP_026268680.1
OG0000331	XP_031814811.1	XP_026252503.1
OG0000332	XP_031795187.1, XP_031795184.1, XP_031795185.1, XP_031795186.1	XP_026266952.1, XP_026266949.1, XP_026266951.1, XP_026266950.1
OG0000333	XP_031815319.1, XP_031815325.1	XP_026239640.1, XP_026239641.1, XP_026239642.1
OG0000334	XP_031803462.1	XP_026255512.1
OG0000334	XP_031803461.1	XP_026255511.1
OG0000335	XP_031804858.1	XP_026257521.1, XP_026257522.1, XP_026257523.1
OG0000336	XP_031813605.1, XP_031813604.1, XP_031813606.1	XP_026238734.1
OG0000337	XP_003762759.1	XP_026254711.1, XP_026254710.1
OG0000339	XP_003769836.1, XP_031823172.1	XP_026249919.1, XP_026249918.1
OG0000339	XP_031815087.1	XP_026239576.1, XP_026239577.1
OG0000340	XP_031808997.1, XP_031808998.1	XP_026261305.1, XP_026267316.1, XP_026267312.1, XP_026267315.1, XP_026267313.1, XP_026267314.1
OG0000342	XP_031824624.1	XP_026252032.1, XP_026237529.1, XP_026236599.1
OG0000343	XP_031821578.1, XP_031821576.1, XP_031821577.1	XP_026257140.1
OG0000345	XP_031811502.1, XP_031811504.1, XP_031811505.1, XP_031811503.1	XP_026256311.1
OG0000346	XP_003769788.1	XP_026258536.1, XP_026258541.1, XP_026258543.1
OG0000347	XP_003773619.2	XP_026265346.1
OG0000347	XP_031792977.1	XP_026252963.1
OG0000348	XP_031802478.1, XP_031802477.1	XP_026250326.1
OG0000349	XP_012403901.1	XP_026264042.1, XP_026264041.1, XP_026264038.1, XP_026264039.1, XP_026264037.1, XP_026264040.1
OG0000349	XP_031816401.1	XP_026245726.1
OG0000350	XP_031822110.1, XP_031822108.1, XP_031822109.1, XP_012403796.1	XP_026242856.1, XP_026242857.1, XP_026242855.1, XP_026242854.1, XP_026242908.1
OG0000351	XP_012397227.2	XP_026240312.1
OG0000354	XP_003755230.2, XP_031812138.1, XP_031812137.1	XP_026266623.1, XP_026266619.1, XP_026266608.1, XP_026266614.1, XP_026266609.1, XP_026266616.1, XP_026266612.1, XP_026266624.1, XP_026266621.1, XP_026266611.1, XP_026266622.1, XP_026266618.1, XP_026266617.1, XP_026266615.1, XP_026266620.1, XP_026266610.1
OG0000355	XP_023356870.1, XP_023356871.1, XP_031815027.1	XP_026267543.1, XP_026267555.1, XP_026267551.1, XP_026267535.1
OG0000356	XP_023361320.1	XP_026235765.1
OG0000359	XP_003768959.2, XP_031821016.1	XP_026271117.1, XP_026271116.1
OG0000359	XP_031792644.1	XP_026237234.1
OG0000360	XP_031793208.1	XP_026256168.1
OG0000360	XP_003761386.1, XP_012399429.1	XP_026256161.1, XP_026256167.1
OG0000362	XP_012398582.2, XP_012407158.1, XP_031805551.1, XP_003761964.2, XP_012406077.1, XP_012399694.2, XP_012398601.1	XP_026236975.1, XP_026250833.1
OG0000363	XP_012403028.1, XP_023357453.1, XP_003767345.1, XP_031824877.1, XP_003767347.2, XP_003770699.2, XP_003767346.1, XP_031824879.1	XP_026238491.1, XP_026263010.1
OG0000364	XP_031806180.1	XP_026248427.1, XP_026248428.1
OG0000365	XP_003769723.1	XP_026265410.1, XP_026265409.1
OG0000366	XP_031805369.1, XP_031808141.1, XP_031808142.1	XP_026269902.1, XP_026269892.1
OG0000368	XP_012409113.1, XP_031805285.1, XP_023363146.1	XP_026249119.1, XP_026249115.1, XP_026249116.1, XP_026249118.1
OG0000369	XP_031813168.1, XP_003766914.2	XP_026236933.1, XP_026236924.1, XP_026236927.1, XP_026236934.1, XP_026236931.1, XP_026236935.1, XP_026236926.1, XP_026236936.1, XP_026236937.1
OG0000370	XP_031804477.1, XP_031815015.1	XP_026267855.1, XP_026267854.1, XP_026267853.1, XP_026267852.1
OG0000371	XP_012400179.1	XP_026257257.1
OG0000371	XP_031813087.1, XP_031813088.1, XP_031809401.1	XP_026267399.1, XP_026267398.1, XP_026267400.1
OG0000372	XP_031818941.1	XP_026253620.1
OG0000373	XP_031815764.1, XP_031815787.1, XP_031815775.1, XP_031815798.1	XP_026263874.1, XP_026263873.1, XP_026263871.1, XP_026263872.1
OG0000374	XP_031809825.1	XP_026261173.1, XP_026239122.1
OG0000375	XP_031816687.1, XP_031816686.1, XP_031816688.1, XP_012400632.1	XP_026250732.1
OG0000376	XP_031815071.1, XP_023354615.1, XP_012399780.1, XP_012399779.1, XP_031815070.1, XP_003763398.1	XP_026265897.1, XP_026265895.1, XP_026265898.1
OG0000380	XP_003755005.2, XP_003755006.4, XP_031812532.1	XP_026255335.1, XP_026255334.1
OG0000381	XP_031797228.1	XP_026270272.1
OG0000381	XP_003773575.4	XP_026270271.1
OG0000382	XP_031822120.1, XP_031822121.1, XP_031822119.1, XP_031822122.1	XP_026242552.1, XP_026242551.1, XP_026242550.1, XP_026242554.1, XP_026242553.1
OG0000384	XP_031813132.1, XP_003764906.2	XP_026256709.1, XP_026256718.1, XP_026256716.1
OG0000386	XP_031823802.1	XP_026241651.1
OG0000387	XP_031796005.1	XP_026253219.1, XP_026253228.1
OG0000388	XP_031815958.1, XP_003764194.1, XP_031815956.1	XP_026252106.1, XP_026252107.1, XP_026252108.1
OG0000390	XP_031824764.1	XP_026265569.1
OG0000391	XP_012403238.1, XP_031808317.1, XP_031808319.1, XP_031808315.1, XP_023357699.1, XP_031808316.1	XP_026256576.1, XP_026256591.1, XP_026256582.1, XP_026256601.1
OG0000392	XP_012404527.1	XP_026250264.1
OG0000393	XP_023358214.1, XP_003768414.1, XP_023358215.1, XP_031821937.1	XP_026242776.1
OG0000394	XP_031794466.1, XP_031794465.1, XP_031794467.1, XP_012406030.1	XP_026253461.1, XP_026253471.1
OG0000395	XP_031794581.1	XP_026251534.1
OG0000396	XP_003773711.1	XP_026259897.1
OG0000397	XP_031814582.1	XP_026237509.1
OG0000399	XP_031794222.1	XP_026247720.1
OG0000400	XP_023360045.1, XP_031793785.1, XP_031793784.1	XP_026262845.1, XP_026262843.1, XP_026262844.1
OG0000401	XP_012400210.1	XP_026248877.1, XP_026248878.1
OG0000402	XP_003763960.2	XP_026266884.1
OG0000402	XP_031816414.1	XP_026266896.1
OG0000402	XP_031816398.1	XP_026266875.1
OG0000405	XP_012408830.2, XP_031800387.1, XP_031800386.1, XP_012408831.2, XP_012408832.2	XP_026268406.1, XP_026268407.1, XP_026268408.1
OG0000406	XP_012396289.1, XP_023351408.1	XP_026236410.1, XP_026236401.1, XP_026236404.1, XP_026237372.1, XP_026238322.1, XP_026236408.1, XP_026237371.1
OG0000407	XP_031822276.1	XP_026242540.1
OG0000407	XP_031822275.1, XP_031822274.1	XP_026242542.1
OG0000408	XP_003772522.1, XP_031796039.1	XP_026236691.1, XP_026254164.1, XP_026236694.1
OG0000409	XP_031813148.1	XP_026270166.1
OG0000409	XP_031813147.1, XP_003764850.2, XP_003766831.2	XP_026270167.1
OG0000411	XP_031805385.1, XP_012399713.1, XP_003761877.1, XP_031805389.1, XP_023353473.2, XP_031801422.1, XP_003762820.1, XP_031801563.1, XP_003763190.1, XP_031805434.1, XP_003763155.2, XP_003762819.2, XP_012399375.2, XP_003761907.1, XP_003761909.1, XP_031801423.1, XP_012398571.1, XP_031805520.1, XP_031805513.1, XP_003762843.2	XP_026235477.1, XP_026235523.1, XP_026235563.1, XP_026235537.1
OG0000412	XP_031801316.1	XP_026266402.1
OG0000413	XP_023353308.2	XP_026256249.1, XP_026256247.1, XP_026256251.1, XP_026256250.1, XP_026256248.1
OG0000414	XP_031825251.1	XP_026261938.1
OG0000415	XP_003756431.1	XP_026246860.1, XP_026262688.1
OG0000416	XP_003757627.2	XP_026270981.1
OG0000417	XP_031799941.1	XP_026246937.1
OG0000417	XP_003761713.3	XP_026246887.1
OG0000418	XP_003761717.1	XP_026246923.1, XP_026246922.1, XP_026246921.1
OG0000419	XP_012406466.1	XP_026244486.1
OG0000421	XP_012396403.2	XP_026269399.1
OG0000422	XP_031815803.1, XP_023354933.1, XP_012400129.1, XP_012400132.1, XP_023354932.1, XP_012400130.1, XP_012400128.1, XP_012400127.1, XP_003763840.1	XP_026264663.1
OG0000423	XP_031809794.1	XP_026239028.1
OG0000425	XP_031812909.1	XP_026266069.1
OG0000426	XP_031814113.1	XP_026250378.1
OG0000427	XP_031800385.1	XP_026236105.1, XP_026237760.1, XP_026268373.1
OG0000428	XP_003757899.1	XP_026251625.1, XP_026251616.1
OG0000431	XP_003762142.2	XP_026236717.1, XP_026236715.1, XP_026236716.1, XP_026247938.1, XP_026247937.1, XP_026247871.1
OG0000432	XP_003768661.1	XP_026266600.1
OG0000432	XP_031794199.1	XP_026269961.1
OG0000433	XP_031820710.1, XP_031820714.1	XP_026237360.1
OG0000434	XP_031803649.1	XP_026255638.1, XP_026238226.1, XP_026238228.1, XP_026238240.1
OG0000435	XP_031824415.1, XP_031825031.1, XP_003770498.1	XP_026253453.1, XP_026253455.1
OG0000436	XP_031815695.1, XP_012400083.1, XP_031815694.1	XP_026266300.1, XP_026235486.1, XP_026246828.1
OG0000437	XP_031819090.1, XP_031819089.1	XP_026259566.1, XP_026259568.1, XP_026259567.1, XP_026259569.1, XP_026259570.1
OG0000438	XP_031809459.1	XP_026244106.1
OG0000438	XP_003765670.1, XP_031814945.1	XP_026256264.1
OG0000439	XP_031822809.1, XP_003767841.1	XP_026268794.1, XP_026268788.1
OG0000440	XP_003759022.1, XP_023351287.1, XP_031808559.1	XP_026240927.1, XP_026240928.1
OG0000441	XP_031821850.1	XP_026263991.1, XP_026263992.1, XP_026263993.1
OG0000443	XP_012406025.1	XP_026254126.1
OG0000444	XP_031795245.1, XP_031795244.1, XP_023360749.1	XP_026266981.1, XP_026266980.1
OG0000445	XP_031813393.1	XP_026263974.1
OG0000445	XP_003766126.1, XP_012401931.1, XP_003766127.1	XP_026263973.1
OG0000446	XP_012398652.1, XP_031801541.1, XP_031800283.1, XP_031800360.1	XP_026248832.1, XP_026252571.1
OG0000447	XP_003758124.1, XP_023350568.1, XP_031806788.1, XP_023350569.1	XP_026254625.1, XP_026254628.1, XP_026254624.1, XP_026254627.1, XP_026254623.1, XP_026254629.1
OG0000448	XP_031804713.1	XP_026269140.1
OG0000449	XP_003774355.1, XP_003772960.1	XP_026258985.1
OG0000451	XP_003763978.1, XP_023355044.1, XP_012400254.1	XP_026245304.1, XP_026245305.1, XP_026245303.1
OG0000452	XP_031793282.1, XP_031793280.1, XP_031793286.1, XP_031793285.1, XP_031793281.1, XP_031793283.1	XP_026236357.1, XP_026236354.1, XP_026236356.1, XP_026236358.1
OG0000454	XP_031823119.1	XP_026258600.1
OG0000455	XP_031823243.1	XP_026269496.1, XP_026269488.1, XP_026269495.1
OG0000456	XP_031820425.1	XP_026266304.1
OG0000457	XP_031813247.1	XP_026255273.1
OG0000458	XP_031815618.1	XP_026239678.1
OG0000458	XP_031815616.1	XP_026239709.1, XP_026245817.1
OG0000459	XP_031807864.1, XP_023351122.1, XP_031807863.1, XP_023351120.1, XP_023351121.1	XP_026269979.1, XP_026269978.1, XP_026269981.1, XP_026269980.1
