Orthogroup	Sarcophilus_harrisii	Ictidomys_tridecemlineatus
OG0000147	XP_031805537.1, XP_031805539.1, XP_031805536.1, XP_012396338.3, XP_031805534.1, XP_031805059.1, XP_012396336.1	XP_040127260.1, XP_005329464.1, XP_040127259.1, XP_040127126.1
OG0000148	XP_012399621.1, XP_003755833.1	XP_005341481.1, XP_005341482.1, XP_013221192.1
OG0000149	XP_031817538.1	XP_021590883.2
OG0000149	XP_003767906.1	XP_005339432.1
OG0000149	XP_031823223.1	XP_005334975.1
OG0000149	XP_031822713.1, XP_031822717.1, XP_031822714.1	XP_013220247.1
OG0000150	XP_003758442.1, XP_023350800.1, XP_031805099.1, XP_003758443.1	XP_005318334.1, XP_005318333.1, XP_040135320.1, XP_021576708.1, XP_005318341.1, XP_005318337.1, XP_040134958.1, XP_021576703.2, XP_005318332.3
OG0000151	XP_031823447.1, XP_031823446.1, XP_003770041.1	XP_005342911.2
OG0000153	XP_012406423.1, XP_023360058.1, XP_012405907.1, XP_003770946.1	XP_005342499.1, XP_005342300.1, XP_005342302.2, XP_005342292.1, XP_005342500.1, XP_013221872.3, XP_005342301.1, XP_013221603.1
OG0000157	XP_031807643.1, XP_031807644.1	XP_021582078.1, XP_005325458.1
OG0000157	XP_031820484.1, XP_003769255.1	XP_040136953.1, XP_005341320.1
OG0000159	XP_003766412.1, XP_003766858.1	XP_013218996.1, XP_005336827.1, XP_005336828.1, XP_013218998.1
OG0000160	XP_023358024.1	XP_005316364.1, XP_040148147.1, XP_040133880.1
OG0000161	XP_003759113.1	XP_040127058.1, XP_040127059.1, XP_013212610.2, XP_021580039.1, XP_021580040.1, XP_005322247.1, XP_021580041.1, XP_005322223.1, XP_005322222.3, XP_021580033.1, XP_005322246.2
OG0000163	XP_012402414.1	XP_013215684.1
OG0000163	XP_003766617.1	XP_021584638.2, XP_005329174.2
OG0000164	XP_012396712.1, XP_031802108.1	XP_005335890.1
OG0000164	XP_003759749.1	XP_040146081.1
OG0000165	XP_031795620.1, XP_031795619.1, XP_031795621.1, XP_031795617.1	XP_005334350.1
OG0000166	XP_012396468.1, XP_023351503.1, XP_031824634.1, XP_031824649.1, XP_023351504.1	XP_013214438.1, XP_021582555.1, XP_005326179.1, XP_021582554.1
OG0000167	XP_031798267.1, XP_031798272.1, XP_031798263.1, XP_031798266.1	XP_040132570.1, XP_040132572.1, XP_040132568.1, XP_040132566.1, XP_040132571.1, XP_005323781.1, XP_040132565.1, XP_021581113.1, XP_040132569.1, XP_040132574.1, XP_040132567.1, XP_040132573.1
OG0000168	XP_012403993.1	XP_005336034.1
OG0000168	XP_031821604.1	XP_005336035.1
OG0000170	XP_003773616.1	XP_005326831.1, XP_040140643.1, XP_040140644.1
OG0000171	XP_003769499.1	XP_040137995.1
OG0000172	XP_031802261.1	XP_021580544.1
OG0000172	XP_031793454.1	XP_021579599.1
OG0000172	XP_012409550.1, XP_023350190.1	XP_021582117.1
OG0000174	XP_012405557.1	XP_040143514.1, XP_005331299.1, XP_005331298.1
OG0000175	XP_003773749.1	XP_040140415.1, XP_040140414.1, XP_040140417.1, XP_040140416.1, XP_005340208.1
OG0000176	XP_023362209.1, XP_031797709.1, XP_031797711.1, XP_023362208.1	XP_005331618.1, XP_005331614.2, XP_021586296.1
OG0000177	XP_031811873.1, XP_031811875.1, XP_031811871.1, XP_031811870.1, XP_031811872.1, XP_031811876.1, XP_031811868.1, XP_031811869.1, XP_031811867.1	XP_005320807.1, XP_040128037.1
OG0000178	XP_031813300.1, XP_031813299.1, XP_031813294.1, XP_031813298.1, XP_031813297.1, XP_031813296.1, XP_031813295.1	XP_005331038.1
OG0000179	XP_031817500.1	XP_040135815.1
OG0000179	XP_023355787.2, XP_012401166.1	XP_013218874.2, XP_021589705.1, XP_005336557.1
OG0000180	XP_012397749.1	XP_005332179.1, XP_013216865.1, XP_040146475.1, XP_005332181.1, XP_040146477.1, XP_040146476.1
OG0000182	XP_031792735.1	XP_040131343.1, XP_040142003.1
OG0000183	XP_031798882.1	XP_005330057.1
OG0000184	XP_031813724.1, XP_031800734.1	XP_021583955.1
OG0000188	XP_003764834.1	XP_005342915.1
OG0000188	XP_003766999.1	XP_005342579.1
OG0000189	XP_003774897.1, XP_031797813.1	XP_021581958.1, XP_021581959.1
OG0000190	XP_031796825.1, XP_031796827.1, XP_031796826.1	XP_040134271.1, XP_040134273.1, XP_040134286.1, XP_040134279.1
OG0000191	XP_003769420.1, XP_023358945.1	XP_021590313.1, XP_021590312.1, XP_005337482.1
OG0000192	XP_031794046.1	XP_040137795.1, XP_040136928.1, XP_005342362.1
OG0000194	XP_031801027.1, XP_031801026.1, XP_031801025.1	XP_013219821.1
OG0000195	XP_031820905.1, XP_031820904.1	XP_005318853.1
OG0000196	XP_003773915.1	XP_005331659.1
OG0000196	XP_003773960.1, XP_003773966.2, XP_031798606.1	XP_005331660.1
OG0000196	XP_003773971.1, XP_003773970.1, XP_031798784.1, XP_003773962.1	XP_005331744.1, XP_013216745.1
OG0000197	XP_012406752.1	XP_021589327.1, XP_040139633.1, XP_040139635.1, XP_040139636.1, XP_040139637.1, XP_040139638.1, XP_040139632.1, XP_005340595.1
OG0000199	XP_031817627.1	XP_005342313.1, XP_005342312.1
OG0000200	XP_003767289.1, XP_023357403.1	XP_040145130.1, XP_040144903.1, XP_005339172.2
OG0000201	XP_031821831.1, XP_031821832.1	XP_040124601.1
OG0000203	XP_031815893.1	XP_005315882.1
OG0000204	XP_003764754.2	XP_005323205.1
OG0000205	XP_031817807.1, XP_003764619.2	XP_040137841.1
OG0000206	XP_031796238.1	XP_021587352.1, XP_040145804.1, XP_021587365.2, XP_021587336.1, XP_040145810.1, XP_021587348.1, XP_040145805.1, XP_040145807.1, XP_040145809.1, XP_040145806.1, XP_021587359.1, XP_005317336.1, XP_040145808.1, XP_021587354.1, XP_040145803.1
OG0000207	XP_023356432.1	XP_040150725.1, XP_021588798.1, XP_040150724.1, XP_021588797.1, XP_040150723.1
OG0000209	XP_031817713.1, XP_003766638.1, XP_031820011.1, XP_031817715.1	XP_021589781.1, XP_021589780.2, XP_005336676.1, XP_021589768.1, XP_005336673.1, XP_005336657.1, XP_005336659.1, XP_005336669.1, XP_005336662.1, XP_005336668.1, XP_005336664.1, XP_005336654.1, XP_013218979.1, XP_005336652.1, XP_005336649.1, XP_005336648.1, XP_040135613.1
OG0000210	XP_031797477.1, XP_003773620.1	XP_013214768.1
OG0000211	XP_031802452.1	XP_005337173.1
OG0000211	XP_031802454.1	XP_005337172.1
OG0000211	XP_003757016.1, XP_031809824.1	XP_040131103.1, XP_005329926.1
OG0000213	XP_031807358.1	XP_040149859.1, XP_005319306.1
OG0000214	XP_031804062.1	XP_013217241.1
OG0000214	XP_031822954.1	XP_021580443.1
OG0000215	XP_031802910.1, XP_031821510.1	XP_021586868.1
OG0000216	XP_023352194.1	XP_040149736.1, XP_013212983.1
OG0000216	XP_023352195.1	XP_021580664.1
OG0000219	XP_031796426.1	XP_040131217.1, XP_040135739.1, XP_040124266.1, XP_013214477.1, XP_040126409.1, XP_040124298.1
OG0000220	XP_003774257.2, XP_003774496.2, XP_003774038.2	XP_005331607.1, XP_013216736.2, XP_005331608.1
OG0000221	XP_003774682.2	XP_005341588.1, XP_005330005.1, XP_013216048.1
OG0000224	XP_031793038.1	XP_021585519.1
OG0000225	XP_031814870.1	XP_005335582.1
OG0000227	XP_031807424.1, XP_023350330.1, XP_003757771.1, XP_012395227.1	XP_040132100.1, XP_040132101.1, XP_005327161.1, XP_021583275.1, XP_021583276.1, XP_040132098.1, XP_040132102.1, XP_040132099.1, XP_005327163.1
OG0000228	XP_031824146.1, XP_031824138.1, XP_031824140.1	XP_040123974.1
OG0000228	XP_031824141.1	XP_005326463.1, XP_040123976.1, XP_040123975.1
OG0000230	XP_003757917.1, XP_031807160.1	XP_005327412.1, XP_021583451.1, XP_040127207.1
OG0000230	XP_031818166.1, XP_003765484.1, XP_031818165.1	XP_021590926.1, XP_005317825.1, XP_040144261.1
OG0000231	XP_003770432.1, XP_031824289.1, XP_023359666.1, XP_031824288.1	XP_013220575.1
OG0000231	XP_031824290.1, XP_003768735.1	XP_013217348.2, XP_005339411.1, XP_040128658.1, XP_040128655.1, XP_040128656.1, XP_040128657.1, XP_040128654.1
OG0000232	XP_031815699.1	XP_021577325.2
OG0000232	XP_031800528.1	XP_013218277.1
OG0000233	XP_031811050.1	XP_005316614.1
OG0000234	XP_031817357.1	XP_040140773.1
OG0000234	XP_003765382.2	XP_005341177.1
OG0000235	XP_031797437.1	XP_005338343.2, XP_021586311.1, XP_005342747.1, XP_005330929.1
OG0000236	XP_012396942.1	XP_013213031.1
OG0000237	XP_003765707.1	XP_005336436.1, XP_040146151.1
OG0000238	XP_003772216.1, XP_003772238.1	XP_005342569.1, XP_005335647.1, XP_005342295.1, XP_013218498.2
OG0000239	XP_031799561.1, XP_003774694.1, XP_003773832.2, XP_031799560.1, XP_003773847.2	XP_005341602.1, XP_005341587.1, XP_013221251.1, XP_013221258.1, XP_005341594.1, XP_005341593.1
OG0000240	XP_031817242.1, XP_003764421.1, XP_012400554.1, XP_003764420.1, XP_003764418.3	XP_005328466.1, XP_005339567.1, XP_005339614.1
OG0000241	XP_003773837.1, XP_003773829.1	XP_013216074.1, XP_005330000.1, XP_013216047.1, XP_005341585.1
OG0000242	XP_031805397.1, XP_031805030.1, XP_031817673.1, XP_023357258.2, XP_031819398.1	XP_040142851.1
OG0000242	XP_023354544.2, XP_031805026.1	XP_021577069.2, XP_013221744.2, XP_040145012.1, XP_040147635.1
OG0000242	XP_031804881.1	XP_021587104.1
OG0000242	XP_012396109.2, XP_031804878.1	XP_040147628.1
OG0000243	XP_031799527.1	XP_040139732.1
OG0000244	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1	XP_040146639.1, XP_040146640.1, XP_040146642.1, XP_040146643.1
OG0000244	XP_031824763.1, XP_003759540.1	XP_021575817.1, XP_021575818.1
OG0000245	XP_012402288.3, XP_031819144.1, XP_012402718.2, XP_012408108.2	XP_005342385.1, XP_040135784.1, XP_005342378.1
OG0000246	XP_031795615.1	XP_005330864.1
OG0000248	XP_012399824.1, XP_012399823.1	XP_013218356.1
OG0000249	XP_031795097.1	XP_005326657.1
OG0000249	XP_003771728.1, XP_003771729.1, XP_003772482.1	XP_040147273.1, XP_005342214.1
OG0000251	XP_031813504.1	XP_040126007.1, XP_021586835.1, XP_040126008.1, XP_040126005.1, XP_040126006.1
OG0000252	XP_012400297.1	XP_040150428.1, XP_040150429.1, XP_005324671.1, XP_040150431.1, XP_040150430.1
OG0000254	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1	XP_005318249.1, XP_013220796.1, XP_040135265.1
OG0000255	XP_031818382.1	XP_040128252.1, XP_040126647.1, XP_005320953.1, XP_005328464.1
OG0000258	XP_031812239.1	XP_005334455.1
OG0000259	XP_003773931.1, XP_003773901.1, XP_031798079.1, XP_003773902.1, XP_003773900.2, XP_003773929.1, XP_003773935.1, XP_003773903.1, XP_012408156.2	XP_005331756.1, XP_005331754.1, XP_005331674.1
OG0000260	XP_012408102.1, XP_003773866.1, XP_003773865.1	XP_005342232.1, XP_005342235.1, XP_005342253.1
OG0000261	XP_023362160.2, XP_003773824.2, XP_003773822.1	XP_005330004.1, XP_005330116.2, XP_005330014.2, XP_005330013.2
OG0000262	XP_003764882.2, XP_003764833.2	XP_005342162.1, XP_005342163.1
OG0000263	XP_003767520.1	XP_005319809.1
OG0000264	XP_031809170.1	XP_040131956.1
OG0000265	XP_031820648.1	XP_021577547.1
OG0000266	XP_031813628.1, XP_031813629.1, XP_023356514.1	XP_040125934.1, XP_040125932.1, XP_040125933.1, XP_040125931.1, XP_021575546.1
OG0000267	XP_031805016.1, XP_031805023.1	XP_040148001.1, XP_040126851.1, XP_005342052.1, XP_040146849.1, XP_040146852.1, XP_040145212.1
OG0000270	XP_031800249.1, XP_031800246.1, XP_031800245.1, XP_031800248.1, XP_031800247.1	XP_040142404.1, XP_005325200.1, XP_021581941.1, XP_021581939.1, XP_021581942.1, XP_040142384.1
OG0000273	XP_031796917.1	XP_040133681.1, XP_005341260.1, XP_013221085.1, XP_005342179.1, XP_005341259.1, XP_005342343.1, XP_005341255.1, XP_040134533.1, XP_005342178.1
OG0000274	XP_031823436.1, XP_031823434.1, XP_003770484.3, XP_003770481.1, XP_003770482.1, XP_031823435.1, XP_003770707.1, XP_031825018.1	XP_005321560.2, XP_013212440.1, XP_005321561.1
OG0000277	XP_003774688.2, XP_031798295.1, XP_012408465.2, XP_003774675.1	XP_005330017.1, XP_005330137.1, XP_005330018.1, XP_005330132.1, XP_005342856.1, XP_005330133.2, XP_013216076.1
OG0000278	XP_012406328.2	XP_005327334.1, XP_040127977.1
OG0000279	XP_012398280.1, XP_003761585.1, XP_031797074.1	XP_040133037.1, XP_005340890.1, XP_021576252.1, XP_013220923.1
OG0000280	XP_003763023.1, XP_012399541.1	XP_005335857.1
OG0000281	XP_031825145.1, XP_031825148.1, XP_031825146.1, XP_031825147.1	XP_040144427.1, XP_005317960.1
OG0000282	XP_031822329.1	XP_005321649.1, XP_040124960.1, XP_040124962.1
OG0000282	XP_031804587.1, XP_031804586.1	XP_005336865.1
OG0000286	XP_003764918.2, XP_003764919.2, XP_012402752.1	XP_005341144.1, XP_013221667.1
OG0000287	XP_003759293.1, XP_012396393.1	XP_013221719.1, XP_005342506.1, XP_005342532.1, XP_005341450.1, XP_005341451.1
OG0000288	XP_003773853.1, XP_003773857.1	XP_005341607.1, XP_005341608.1, XP_005330111.1, XP_013216049.1, XP_005341603.1, XP_005341595.1
OG0000289	XP_012400464.2	XP_005342366.1, XP_040139706.1
OG0000289	XP_023355223.1	XP_040141179.1, XP_005334255.2, XP_040139703.1, XP_005328335.2, XP_040139704.1, XP_005328468.1
OG0000290	XP_031810882.1, XP_023354992.1, XP_003755877.1, XP_031810883.1, XP_023354985.1	XP_040132255.1, XP_040132256.1, XP_040132254.1, XP_040132252.1, XP_040132257.1, XP_021591270.1, XP_040132251.1
OG0000291	XP_031821563.1, XP_031821564.1, XP_012404003.2	XP_021584110.1, XP_005328307.1, XP_040124460.1, XP_005328334.2
OG0000292	XP_031799730.1	XP_040148432.1
OG0000293	XP_031798424.1	XP_005341685.1, XP_013221305.1, XP_040139842.1, XP_005341684.1
OG0000294	XP_031796205.1	XP_005317319.1
OG0000294	XP_031816237.1	XP_040150482.1
OG0000295	XP_012395237.1	XP_005327261.1
OG0000295	XP_031802104.1, XP_012396714.1, XP_003759747.1, XP_031802105.1, XP_012396713.1	XP_040124031.1
OG0000296	XP_031813330.1, XP_031813333.1, XP_031813332.1, XP_031813331.1	XP_005339687.1
OG0000298	XP_012409072.1	XP_021578918.1, XP_005320634.1, XP_005320633.1, XP_013211947.1, XP_021578917.1
OG0000300	XP_003773867.1, XP_012408103.1	XP_005342251.1, XP_005342252.1, XP_005342234.1, XP_005342233.1
OG0000301	XP_003766573.1, XP_012402369.1	XP_005323158.1, XP_005342142.1
OG0000301	XP_003766574.1, XP_012400896.1, XP_031813123.1, XP_003766575.1	XP_005323157.1, XP_005342853.1, XP_005323357.1
OG0000304	XP_031794741.1, XP_031794738.1, XP_031794744.1	XP_021588206.1
OG0000304	XP_031794172.1	XP_040129264.1, XP_040137823.1
OG0000305	XP_003770077.1	XP_005327890.1, XP_040143129.1
OG0000306	XP_031823035.1, XP_023359180.1, XP_012404995.1	XP_040144977.1, XP_040144976.1, XP_021591481.1, XP_005339153.1, XP_005339156.1
OG0000307	XP_012396612.1	XP_040141537.1, XP_021580694.1, XP_013213065.1
OG0000308	XP_003774938.1	XP_005320022.1, XP_040148409.1, XP_040148410.1, XP_040148411.1, XP_040148412.1, XP_040146103.1, XP_040125403.1, XP_040139489.1, XP_005337554.1
OG0000309	XP_003762271.1	XP_021576505.1, XP_021576504.1
OG0000310	XP_003771994.1, XP_031795879.1	XP_005340593.1, XP_040147440.1
OG0000310	XP_003771993.1	XP_005340592.1, XP_040147441.1
OG0000311	XP_031807590.1	XP_005319342.2, XP_040147089.1
OG0000312	XP_003774527.1	XP_013221210.1, XP_040142771.1
OG0000312	XP_031797207.1	XP_021587490.1
OG0000313	XP_023361074.2, XP_003772269.2	XP_021581920.2
OG0000314	XP_031813545.1	XP_005330344.1
OG0000314	XP_023356114.2	XP_040142843.1
OG0000316	XP_031810203.1, XP_012409193.1, XP_031810206.1, XP_031810205.1, XP_023349900.1	XP_040145043.1, XP_040145038.1, XP_040145042.1, XP_005340720.1
OG0000319	XP_031808515.1	XP_013212966.1, XP_040137025.1, XP_013212967.1
OG0000320	XP_031820165.1, XP_031820166.1, XP_031820164.1, XP_023358962.1, XP_031820162.1, XP_031820163.1, XP_031820161.1	XP_040139197.1, XP_005335427.1, XP_005335428.1
OG0000321	XP_031816895.1, XP_023355279.1, XP_023355278.1, XP_023363022.2	XP_005336769.1, XP_040136117.1, XP_013218958.1, XP_040136118.1, XP_005323437.2
OG0000322	XP_031792939.1	XP_005336620.1
OG0000322	XP_012406294.1	XP_005320369.1
OG0000323	XP_031818127.1, XP_031818128.1	XP_005317790.1
OG0000323	XP_031820544.1, XP_031820545.1, XP_031820542.1, XP_031820543.1	XP_040141010.1, XP_040138819.1
OG0000324	XP_003765400.1	XP_005339222.1, XP_005339221.1
OG0000325	XP_031813199.1	XP_005337391.1, XP_040125440.1, XP_040125442.1, XP_040125441.1
OG0000326	XP_023359440.1, XP_012405279.1	XP_005328614.1
OG0000327	XP_012403833.1, XP_012403832.1, XP_012403831.1, XP_012403829.1, XP_031822089.1, XP_031822088.1, XP_003768306.1, XP_012403828.1	XP_021579876.1, XP_005321871.1, XP_021579875.1
OG0000328	XP_003757377.1, XP_031810623.1, XP_012409378.1, XP_012409379.1	XP_040142396.1, XP_013212185.1, XP_040142399.1, XP_040142392.1, XP_040142397.1, XP_040142394.1, XP_040142395.1, XP_013212187.1, XP_040142398.1, XP_040142393.1, XP_005321111.1, XP_021579284.1
OG0000329	XP_031796604.1	XP_005341346.1
OG0000329	XP_023359234.2	XP_013219405.1
OG0000330	XP_031820401.1, XP_031820400.1, XP_031820402.1, XP_003769323.1	XP_021581691.1, XP_040139014.1, XP_005324777.1, XP_021581690.1
OG0000331	XP_023356018.1, XP_031818176.1, XP_031818175.1	XP_040145103.1
OG0000331	XP_031814811.1	XP_040147084.1
OG0000332	XP_031795187.1, XP_031795184.1, XP_031795185.1, XP_031795186.1	XP_021582916.1, XP_040147243.1, XP_040147244.1, XP_040147245.1
OG0000333	XP_031815319.1, XP_031815325.1	XP_013214887.1, XP_040125613.1, XP_005326957.1, XP_005326956.1
OG0000334	XP_031803462.1	XP_005336240.1
OG0000334	XP_031803464.1, XP_031803461.1	XP_013218725.1, XP_005336239.1
OG0000335	XP_031804858.1	XP_005334605.1
OG0000336	XP_031813605.1, XP_031813604.1, XP_031813606.1	XP_021585472.1, XP_040126078.1
OG0000337	XP_003762759.1	XP_005335221.1, XP_013218254.1
OG0000339	XP_003769836.1, XP_031823172.1	XP_005337691.1
OG0000339	XP_031815087.1	XP_005326975.1, XP_040125639.1
OG0000340	XP_031808997.1, XP_031808998.1	XP_013218034.3, XP_040135814.1
OG0000342	XP_031824624.1	XP_005326496.1, XP_021588323.1, XP_021590529.1, XP_040144274.1, XP_005340600.1, XP_005335270.1, XP_005328914.1, XP_005338503.1, XP_005330503.1, XP_040139375.1, XP_005316322.1
OG0000343	XP_031821578.1, XP_031821576.1, XP_031821577.1	XP_040124453.1, XP_005336047.1, XP_040124455.1
OG0000345	XP_031811502.1, XP_031811504.1, XP_031811505.1, XP_031811503.1	XP_005316939.1, XP_040130303.1, XP_040130300.1, XP_021584561.1, XP_021584555.1, XP_040130302.1, XP_021584571.1, XP_005316938.1, XP_021584582.1, XP_021584556.1, XP_040130304.1, XP_021584569.1, XP_021584568.1, XP_021584566.1
OG0000346	XP_003769788.1	XP_005338152.1, XP_005342961.1, XP_005338157.1, XP_005338154.1
OG0000347	XP_003773619.2	XP_005326876.1
OG0000347	XP_031792977.1	XP_005330426.1, XP_013216273.1, XP_021585557.2
OG0000348	XP_031802478.1, XP_031802477.1	XP_005340275.1
OG0000349	XP_012403901.1	XP_040124581.1, XP_005328227.1, XP_040124579.1, XP_013215354.1, XP_040124580.1
OG0000349	XP_031816401.1	XP_040146099.1, XP_005332980.1
OG0000350	XP_031822110.1, XP_031822108.1, XP_031822109.1, XP_012403796.1	XP_021579674.1, XP_013212458.1
OG0000351	XP_012397227.2	XP_040149678.1
OG0000354	XP_003755230.2, XP_031812138.1, XP_031812137.1	XP_005339125.1, XP_040129036.1
OG0000355	XP_023356870.1, XP_023356871.1, XP_031815027.1	XP_040142884.1, XP_040142888.1, XP_040142886.1, XP_040142882.1, XP_040142883.1, XP_040142887.1, XP_005324366.1
OG0000356	XP_023361320.1	XP_021576157.1, XP_040139372.1, XP_005340754.1
OG0000359	XP_003768959.2, XP_031821016.1	XP_005339035.1
OG0000359	XP_031792644.1	XP_005339034.1, XP_005339033.1, XP_005342597.1
OG0000360	XP_031793208.1	XP_040134512.1
OG0000360	XP_003761386.1, XP_012399429.1	XP_005328623.2, XP_021584317.2
OG0000362	XP_012398582.2, XP_012407158.1, XP_031805551.1, XP_003761964.2, XP_012406077.1, XP_012399694.2, XP_012398601.1	XP_040135751.1, XP_005337484.1
OG0000363	XP_012403028.1, XP_023357453.1, XP_003767345.1, XP_031824877.1, XP_003767347.2, XP_003770699.2, XP_003767346.1, XP_031824879.1	XP_040145116.1, XP_021582491.1
OG0000364	XP_031806180.1	XP_005318327.1, XP_013221773.1
OG0000365	XP_003769723.1	XP_005327753.1, XP_021583673.1, XP_040144953.1, XP_021583674.1, XP_040144954.1, XP_021583675.1, XP_021583672.1
OG0000366	XP_031805369.1, XP_031808141.1, XP_031808142.1	XP_005322779.1, XP_005342865.1, XP_005342859.1, XP_021580342.1, XP_040131290.1, XP_005322776.1, XP_005322777.1
OG0000368	XP_012409113.1, XP_031805285.1, XP_023363146.1	XP_013212201.1, XP_021579145.1, XP_005320944.1, XP_005320943.1
OG0000369	XP_031813168.1, XP_003766914.2	XP_005342420.1, XP_013221935.1, XP_013221680.1, XP_021577244.1, XP_005342417.1, XP_005342415.1, XP_005342418.1, XP_005342424.2, XP_005342419.1
OG0000370	XP_031804477.1, XP_031815015.1	XP_040145360.1, XP_005336887.1, XP_040145361.1, XP_040145359.1, XP_040145362.1, XP_040145357.1, XP_040145356.1, XP_040145358.1
OG0000371	XP_012400179.1	XP_005315835.1
OG0000371	XP_031813087.1, XP_031813088.1, XP_031809401.1	XP_005319321.1
OG0000372	XP_031818941.1	XP_040146895.1
OG0000373	XP_031815764.1, XP_031815787.1, XP_031815775.1, XP_031815798.1	XP_013219550.1, XP_013219549.1, XP_005337978.1, XP_005337977.1, XP_005337979.1
OG0000374	XP_031809825.1	XP_005329925.1
OG0000375	XP_031816687.1, XP_031816686.1, XP_031816688.1, XP_012400632.1	XP_040137275.1, XP_040137274.1, XP_040137276.1, XP_005338676.1, XP_021591157.1, XP_040137273.1
OG0000376	XP_031815071.1, XP_023354615.1, XP_012399780.1, XP_012399779.1, XP_031815070.1, XP_003763398.1	XP_005323500.1, XP_021580940.1
OG0000380	XP_003755005.2, XP_003755006.4, XP_031812532.1	XP_005329319.1, XP_005329316.1, XP_005329318.1, XP_005329317.1
OG0000381	XP_003773575.4	XP_040140569.1
