Orthogroup	Sarcophilus_harrisii	Canis_lupus_familiaris
OG0000172	XP_012409550.1, XP_023350190.1	XP_038428877.1
OG0000174	XP_012405557.1	XP_038416549.1, XP_038416551.1
OG0000175	XP_003773749.1	XP_038418917.1, XP_038418921.1, XP_038418922.1, XP_038418919.1, XP_038418920.1, XP_038418923.1, XP_038418918.1
OG0000176	XP_023362209.1, XP_031797709.1, XP_031797711.1, XP_023362208.1	XP_038419102.1, XP_038419112.1, XP_038419111.1, XP_038419113.1, XP_038419107.1, XP_038419110.1, XP_038419108.1, XP_038419109.1
OG0000177	XP_031811873.1, XP_031811875.1, XP_031811871.1, XP_031811870.1, XP_031811872.1, XP_031811876.1, XP_031811868.1, XP_031811869.1, XP_031811867.1	XP_038434959.1, XP_038434956.1, XP_038434955.1, XP_038434958.1, XP_038434957.1, XP_038434953.1, XP_038434954.1, XP_038434951.1, XP_038434952.1
OG0000178	XP_031813300.1, XP_031813299.1, XP_031813294.1, XP_031813298.1, XP_031813297.1, XP_031813296.1, XP_031813295.1	XP_038439600.1
OG0000179	XP_031817500.1	XP_038381597.1
OG0000179	XP_023355787.2, XP_012401166.1	NP_001006653.1
OG0000180	XP_012397749.1	NP_001124304.1
OG0000182	XP_031792735.1	XP_038408809.1, XP_038408811.1, XP_038408810.1, XP_038408808.1, XP_038408807.1
OG0000183	XP_031798882.1	XP_038419339.1
OG0000184	XP_031813724.1, XP_031800734.1	XP_038427004.1
OG0000188	XP_003764834.1	XP_038424774.1, NP_001257813.1, NP_001257812.1
OG0000188	XP_003766999.1	XP_038424775.1
OG0000189	XP_003774897.1, XP_031797813.1	XP_038424858.1, XP_038444357.1, XP_038401086.1
OG0000190	XP_031796825.1, XP_031796827.1, XP_031796826.1	XP_038406581.1, XP_038406585.1, XP_038406583.1, XP_038406584.1
OG0000191	XP_003769420.1, XP_023358945.1	XP_038410934.1, XP_038410936.1, XP_038410937.1, XP_038410935.1, XP_038410932.1, XP_038410933.1, XP_038410931.1, XP_038410930.1
OG0000192	XP_031794046.1	XP_038432684.1, XP_038432680.1
OG0000194	XP_031801027.1, XP_031801026.1, XP_031801025.1	XP_038444455.1
OG0000195	XP_031820905.1, XP_031820904.1	NP_001003387.1
OG0000196	XP_003773915.1	NP_001375813.1
OG0000196	XP_003773960.1, XP_003773966.2, XP_031798606.1	NP_001375534.1
OG0000196	XP_003773971.1, XP_003773970.1, XP_031798784.1, XP_003773962.1	NP_001375535.1, XP_038418391.1
OG0000197	XP_012406752.1	XP_038443760.1, XP_038443759.1, XP_038382078.1, XP_038412748.1
OG0000199	XP_031817627.1	XP_038383776.1, XP_038383775.1
OG0000200	XP_003767289.1, XP_023357403.1	XP_038397378.1, XP_038397377.1
OG0000201	XP_031821831.1, XP_031821832.1	XP_038445301.1, XP_038445306.1, XP_038445305.1, XP_038445513.1, XP_038445407.1, XP_038402950.1, XP_038402962.1, XP_038445299.1, XP_038445303.1, XP_038402956.1, XP_038445291.1
OG0000203	XP_031815893.1	XP_038421044.1
OG0000204	XP_003764754.2	XP_038424728.1
OG0000205	XP_031817807.1, XP_003764619.2	XP_038425390.1, XP_038425391.1, XP_038425397.1, XP_038425395.1, XP_038425392.1, XP_038425394.1, XP_038425396.1
OG0000206	XP_031796238.1	XP_038426109.1, XP_038426112.1, XP_038426110.1, XP_038426111.1
OG0000207	XP_023356432.1	XP_038441442.1, XP_038441454.1, XP_038441441.1, XP_038441452.1, XP_038441453.1, XP_038441455.1, XP_038441460.1, XP_038441439.1, XP_038441444.1, XP_038441443.1, XP_038441459.1, XP_038441447.1, XP_038441457.1, XP_038441440.1, XP_038441458.1, XP_038441450.1, XP_038441449.1, XP_038441451.1, XP_038441446.1, XP_038441448.1
OG0000210	XP_031797477.1, XP_003773620.1	NP_001003050.1, NP_001300801.1, XP_038425122.1, XP_038425123.1, XP_038425121.1
OG0000211	XP_031802452.1	XP_038399653.1
OG0000211	XP_031802454.1	XP_038399656.1, XP_038399655.1
OG0000211	XP_003757016.1, XP_031809824.1	NP_001239095.1
OG0000213	XP_031807358.1	XP_038387999.1, XP_038415468.1
OG0000214	XP_031804062.1	XP_038422738.1
OG0000214	XP_031822954.1	XP_038388357.1
OG0000215	XP_031821510.1	XP_038402225.1
OG0000216	XP_023352195.1	XP_038411153.1
OG0000219	XP_031796426.1	NP_001183974.1
OG0000220	XP_003774257.2, XP_003774496.2, XP_003774038.2	NP_001375506.1, NP_001375505.1, NP_001375507.1, NP_001375802.1, XP_038419095.1
OG0000221	XP_003774682.2	NP_001375970.1, XP_038418398.1, NP_001375959.1, XP_038418399.1, NP_001375848.1, XP_038445205.1, XP_038445206.1, NP_001376045.1, XP_038418400.1, XP_038445475.1, NP_001376066.1, XP_038445562.1, NP_001375967.1
OG0000224	XP_031793038.1	XP_038441884.1
OG0000225	XP_031814870.1	XP_038442724.1, XP_038442723.1, XP_038442725.1, XP_038442722.1
OG0000228	XP_031824146.1, XP_031824138.1, XP_031824140.1	NP_001003078.1
OG0000229	XP_012396288.1, XP_031810838.1, XP_031805196.1, XP_003759164.2	NP_001003190.1
OG0000230	XP_003757917.1, XP_031807160.1	XP_038416695.1
OG0000230	XP_031818166.1, XP_003765484.1, XP_031818165.1	XP_038387109.1
OG0000231	XP_003770432.1, XP_031824289.1, XP_023359666.1, XP_031824288.1	XP_038439910.1
OG0000231	XP_031824290.1, XP_003768735.1	XP_038415431.1
OG0000232	XP_031815699.1	XP_038420725.1
OG0000232	XP_031800528.1	XP_038443475.1
OG0000233	XP_031811050.1	XP_038436324.1
OG0000235	XP_031797437.1	XP_038426195.1, NP_001003080.1, NP_001180585.1, XP_038444818.1, XP_038445385.1, XP_038407532.1, XP_038445188.1, XP_038407863.1
OG0000236	XP_012396942.1	NP_001003268.1
OG0000237	XP_003765707.1	XP_038420950.1, NP_001239132.1, XP_038442463.1, XP_038391466.1, XP_038397714.1, XP_038392208.1, XP_038409046.1, XP_038386505.1
OG0000238	XP_003772216.1, XP_003772238.1	NP_001300815.1, NP_001375450.1, NP_001375748.1
OG0000239	XP_031799561.1, XP_003774694.1, XP_003773832.2, XP_031799560.1, XP_003773847.2	NP_001375555.1, NP_001376065.1, NP_001376039.1, NP_001375552.1
OG0000240	XP_031817242.1, XP_003764421.1, XP_012400554.1, XP_003764420.1, XP_003764418.3	NP_001376008.1, NP_001375979.1, NP_001375716.1, NP_001375717.1, NP_001375968.1, NP_001376013.1
OG0000241	XP_003773837.1, XP_003773829.1	NP_001376053.1, NP_001375984.1, NP_001375978.1
OG0000242	XP_012396109.2, XP_031804878.1	XP_038434079.1
OG0000243	XP_031799527.1	XP_038383021.1
OG0000244	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1	XP_038423813.1, XP_038423814.1
OG0000244	XP_031824763.1, XP_003759540.1	XP_038383237.1, XP_038383238.1, XP_038383236.1
OG0000245	XP_012402288.3, XP_031819144.1, XP_012402718.2, XP_012408108.2	XP_038383908.1
OG0000246	XP_031795615.1	XP_038385817.1
OG0000248	XP_012399824.1, XP_012399823.1	XP_038425299.1, XP_038437210.1, XP_038437209.1, XP_038389682.1
OG0000249	XP_031795097.1	XP_038415282.1
OG0000249	XP_003771728.1, XP_003771729.1, XP_003772482.1	XP_038415283.1
OG0000251	XP_031813504.1	XP_038439794.1
OG0000252	XP_012400297.1	XP_038440821.1, XP_038440819.1, XP_038440820.1, XP_038440817.1
OG0000254	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1	NP_001003085.1
OG0000255	XP_031818382.1	NP_001003101.1, XP_038397690.1, XP_038441028.1, XP_038395584.1, XP_038402104.1
OG0000258	XP_031812239.1	NP_001184028.1
OG0000259	XP_003773931.1, XP_003773901.1, XP_031798079.1, XP_003773902.1, XP_003773900.2, XP_003773929.1, XP_003773935.1, XP_003773903.1, XP_012408156.2	NP_001375915.1, NP_001375818.1, NP_001375444.1, NP_001375447.1
OG0000260	XP_012408102.1, XP_003773866.1, XP_003773865.1	NP_001375547.1
OG0000261	XP_023362160.2, XP_003773824.2, XP_003773822.1	NP_001375566.1, NP_001375568.1, NP_001375554.1, NP_001375553.1
OG0000262	XP_012400905.2, XP_023355540.2	XP_038425286.1, XP_038425287.1, NP_001375625.1, NP_001375765.1
OG0000262	XP_003764882.2, XP_003764833.2	NP_001375762.1, NP_001376052.1
OG0000263	XP_003767520.1	XP_038398274.1, XP_038398271.1, XP_038398275.1, XP_038398269.1, XP_038398272.1, XP_038398276.1, XP_038398273.1, XP_038398270.1
OG0000264	XP_031809170.1	XP_038401566.1
OG0000265	XP_031820648.1	XP_038410084.1
OG0000266	XP_031813628.1, XP_031813629.1, XP_023356514.1	XP_038427154.1, XP_038427156.1, XP_038427150.1, XP_038427157.1, XP_038427152.1, XP_038427158.1, XP_038427155.1, XP_038427153.1, XP_038427151.1
OG0000267	XP_031805016.1, XP_031805023.1	XP_038431699.1, XP_038431691.1, XP_038430435.1, XP_038430433.1, XP_038430436.1, XP_038431764.1
OG0000270	XP_031800249.1, XP_031800246.1, XP_031800245.1, XP_031800248.1, XP_031800247.1	XP_038444399.1
OG0000273	XP_031796917.1	XP_038445670.1, XP_038445671.1, NP_001003340.1, NP_001003338.1, XP_038445168.1, XP_038395282.1, XP_038395273.1
OG0000274	XP_031823436.1, XP_031823434.1, XP_003770484.3, XP_003770481.1, XP_003770482.1, XP_031823435.1, XP_003770707.1, XP_031825018.1	NP_001005251.2, NP_001240664.1, NP_001005250.1
OG0000277	XP_003774688.2, XP_031798295.1, XP_012408465.2, XP_003774675.1	NP_001375571.1, NP_001375574.1, NP_001375575.1
OG0000278	XP_012406328.2	XP_038386230.1, XP_038386229.1, XP_038386231.1, XP_038386232.1, XP_038386228.1
OG0000279	XP_012398280.1, XP_003761585.1, XP_031797074.1	XP_038395567.1, XP_038395565.1, XP_038395566.1, XP_038395569.1, XP_038395568.1, XP_038395556.1, XP_038395563.1, XP_038395558.1, XP_038395551.1, XP_038395560.1, XP_038395552.1, XP_038395562.1, XP_038395561.1, XP_038395553.1, XP_038395550.1, XP_038395555.1, XP_038395557.1, XP_038395559.1, XP_038395564.1
OG0000280	XP_003763023.1, XP_012399541.1	XP_038408019.1, XP_038408024.1, XP_038408022.1, XP_038408021.1, XP_038408020.1, XP_038408023.1
OG0000281	XP_031825145.1, XP_031825148.1, XP_031825146.1, XP_031825147.1	XP_038413512.1, XP_038413518.1, XP_038413514.1, XP_038413510.1, XP_038413520.1, XP_038413509.1, XP_038413516.1, XP_038413515.1, XP_038413513.1, XP_038413511.1, XP_038413517.1, XP_038413519.1
OG0000282	XP_031804587.1, XP_031804586.1	XP_038431256.1
OG0000286	XP_003766926.1	XP_038424104.1, NP_001375651.1
OG0000286	XP_003764918.2, XP_003764919.2, XP_012402752.1	XP_038424106.1, XP_038424105.1, NP_001243429.1, NP_001375654.1, NP_001375652.1, NP_001375653.1
OG0000287	XP_003759293.1, XP_012396393.1	NP_001375697.1, NP_001375480.1, XP_038445523.1, NP_001375481.1
OG0000288	XP_003773853.1, XP_003773857.1	NP_001376018.1, XP_038420410.1, NP_001376023.1, XP_038418397.1, XP_038420411.1
OG0000289	XP_012400464.2	XP_038392012.1
OG0000290	XP_031810882.1, XP_023354992.1, XP_003755877.1, XP_031810883.1, XP_023354985.1	XP_038400080.1, XP_038400082.1, XP_038400079.1, XP_038400081.1
OG0000291	XP_031821563.1, XP_031821564.1, XP_012404003.2	XP_038402692.1, XP_038402679.1, XP_038402681.1
OG0000292	XP_031799730.1	XP_038411866.1
OG0000293	XP_031798424.1	XP_038418902.1
OG0000294	XP_031796205.1	XP_038426642.1
OG0000295	XP_012395237.1	XP_038428298.1
OG0000295	XP_031802104.1, XP_012396714.1, XP_003759747.1, XP_031802105.1, XP_012396713.1	XP_038435485.1, XP_038435175.1
OG0000296	XP_031813330.1, XP_031813333.1, XP_031813332.1, XP_031813331.1	XP_038430362.1
OG0000298	XP_012409072.1	NP_001003072.1
OG0000300	XP_003773867.1, XP_012408103.1	XP_038420408.1, NP_001375546.1, NP_001243388.1
OG0000301	XP_003766573.1, XP_012402369.1	NP_001376050.1, NP_001375960.1, XP_038424085.1
OG0000301	XP_003766574.1, XP_012400896.1, XP_031813123.1, XP_003766575.1	NP_001375772.1
OG0000304	XP_031794741.1, XP_031794738.1, XP_031794744.1	XP_038385854.1
OG0000304	XP_031794172.1	XP_038445081.1
OG0000305	XP_003770077.1	XP_038427525.1, XP_038391194.1
OG0000306	XP_031823035.1, XP_023359180.1, XP_012404995.1	XP_038397108.1
OG0000307	XP_012396612.1	XP_038426948.1, XP_038414993.1, XP_038411021.1, XP_038399910.1, XP_038406429.1
OG0000308	XP_003774938.1	XP_038411935.1, XP_038411937.1, XP_038411938.1, XP_038411936.1, XP_038415183.1, XP_038443693.1, XP_038417149.1, XP_038435192.1
OG0000309	XP_003762271.1	XP_038412373.1, XP_038412371.1, XP_038412372.1
OG0000310	XP_003771993.1	XP_038412756.1
OG0000311	XP_031807590.1	XP_038413283.1, XP_038413282.1, XP_038413281.1, XP_038413280.1
OG0000312	XP_003774527.1	XP_038420123.1
OG0000312	XP_031797207.1	XP_038418440.1, XP_038420114.1
OG0000313	XP_023361074.2, XP_003772269.2	XP_038433659.1
OG0000313	XP_003772268.1	XP_038432096.1
OG0000314	XP_031813545.1	XP_038439867.1
OG0000314	XP_023356114.2	XP_038442711.1, XP_038442713.1, XP_038442710.1
OG0000316	XP_031810203.1, XP_012409193.1, XP_031810206.1, XP_031810205.1, XP_023349900.1	XP_038442595.1, XP_038445285.1, XP_038442594.1, XP_038445254.1, XP_038442592.1
OG0000319	XP_031808515.1	XP_038400765.1, XP_038400767.1, XP_038400764.1, XP_038400768.1, XP_038400766.1, XP_038400763.1, XP_038381502.1
OG0000320	XP_031820165.1, XP_031820166.1, XP_031820164.1, XP_023358962.1, XP_031820162.1, XP_031820163.1, XP_031820161.1	XP_038382664.1
OG0000321	XP_031816895.1, XP_023355279.1, XP_023355278.1, XP_023363022.2	XP_038384091.1, XP_038384092.1, XP_038384093.1, XP_038384089.1, XP_038443931.1
OG0000322	XP_031792939.1	XP_038401476.1
OG0000322	XP_031819760.1, XP_012406294.1	XP_038407157.1
OG0000323	XP_031818127.1, XP_031818128.1	XP_038387193.1, XP_038387195.1
OG0000323	XP_031820544.1, XP_031820545.1, XP_031820542.1, XP_031820543.1	XP_038432898.1
OG0000324	XP_003765400.1	XP_038387325.1, XP_038401548.1
OG0000325	XP_031813199.1	XP_038440793.1, XP_038392398.1, XP_038444788.1, XP_038393081.1, XP_038392397.1
OG0000326	XP_023359440.1, XP_012405279.1	XP_038394893.1, XP_038394892.1, XP_038394897.1, XP_038394896.1, XP_038394900.1, XP_038394894.1, XP_038394895.1, XP_038394899.1, XP_038394898.1
OG0000327	XP_012403833.1, XP_012403832.1, XP_012403831.1, XP_012403829.1, XP_031822089.1, XP_031822088.1, XP_003768306.1, XP_012403828.1	XP_038403313.1, XP_038403316.1, XP_038403317.1, XP_038403319.1, XP_038403315.1, XP_038403318.1
OG0000328	XP_003757377.1, XP_031810623.1, XP_012409378.1, XP_012409379.1	XP_038405037.1, XP_038405036.1, XP_038405039.1, XP_038405038.1
OG0000329	XP_031796604.1	XP_038405893.1, XP_038405894.1
OG0000329	XP_023359234.2	XP_038418304.1
OG0000330	XP_031820401.1, XP_031820400.1, XP_031820402.1, XP_003769323.1	XP_038410630.1
OG0000331	XP_023356018.1, XP_031818176.1, XP_031818175.1	XP_038413651.1
OG0000331	XP_031814811.1	XP_038444696.1
OG0000332	XP_031795187.1, XP_031795184.1, XP_031795185.1, XP_031795186.1	XP_038415197.1, XP_038415200.1, XP_038415199.1, XP_038415198.1
OG0000333	XP_031815319.1, XP_031815325.1	XP_038422426.1, XP_038422425.1, XP_038422424.1
OG0000334	XP_031803464.1, XP_031803461.1	XP_038423119.1
OG0000335	XP_031804858.1	XP_038431804.1, XP_038431806.1, XP_038431805.1
OG0000336	XP_031813605.1, XP_031813604.1, XP_031813606.1	XP_038439428.1, XP_038439424.1, XP_038439422.1, XP_038439425.1, XP_038439423.1, XP_038439419.1, XP_038439429.1, XP_038439426.1, XP_038439427.1, XP_038439420.1, XP_038439421.1
OG0000337	XP_003762759.1	XP_038439948.1, XP_038439947.1, XP_038439949.1
OG0000339	XP_003769836.1, XP_031823172.1	XP_038418292.1
OG0000339	XP_031815082.1, XP_031815087.1, XP_031815089.1	NP_001003273.2
OG0000340	XP_031808997.1, XP_031808998.1	XP_038401838.1, XP_038401839.1, NP_001012340.1
OG0000342	XP_031824624.1	NP_001239127.1, XP_038397697.1, XP_038444764.1
OG0000343	XP_031821578.1, XP_031821576.1, XP_031821577.1	NP_001300799.1
OG0000345	XP_031811502.1, XP_031811504.1, XP_031811505.1, XP_031811503.1	XP_038388935.1
OG0000346	XP_003769788.1	XP_038396989.1, XP_038421197.1
OG0000347	XP_003773619.2	XP_038424930.1
OG0000347	XP_031792977.1	XP_038397846.1, XP_038397847.1, XP_038397845.1
OG0000348	XP_031802478.1, XP_031802477.1	XP_038399725.1, XP_038399716.1, XP_038399724.1, XP_038399722.1, XP_038399719.1, XP_038399717.1, XP_038399723.1, XP_038399721.1, XP_038399720.1, XP_038399718.1
OG0000349	XP_012403901.1	XP_038402949.1
OG0000349	XP_031816401.1	XP_038422569.1
OG0000350	XP_031822110.1, XP_031822108.1, XP_031822109.1, XP_012403796.1	XP_038403291.1, XP_038403292.1, XP_038403293.1
OG0000351	XP_012397227.2	XP_038411279.1
OG0000354	XP_003755230.2, XP_031812138.1, XP_031812137.1	XP_038433976.1, XP_038433974.1, XP_038433977.1, XP_038433975.1
OG0000355	XP_023356870.1, XP_023356871.1, XP_031815027.1	XP_038437168.1
OG0000356	XP_023361320.1	XP_038443813.1, XP_038443812.1, XP_038443811.1, XP_038443814.1
OG0000359	XP_003768959.2, XP_031821016.1	XP_038409498.1
OG0000359	XP_031792644.1	NP_001003067.2
OG0000360	XP_031793208.1	XP_038395662.1
OG0000360	XP_003761386.1, XP_012399429.1	XP_038395658.1, NP_001104272.1, XP_038395661.1
OG0000362	XP_012398582.2, XP_012407158.1, XP_031805551.1, XP_003761964.2, XP_012406077.1, XP_012399694.2, XP_012398601.1	XP_038381557.1, XP_038381558.1, XP_038409292.1
OG0000363	XP_012403028.1, XP_023357453.1, XP_003767345.1, XP_031824877.1, XP_003767347.2, XP_003770699.2, XP_003767346.1, XP_031824879.1	XP_038393297.1
OG0000364	XP_031806180.1	XP_038394672.1, XP_038394675.1, XP_038394674.1, XP_038394673.1
OG0000365	XP_003769723.1	XP_038397194.1, XP_038397186.1, XP_038397189.1, XP_038397187.1, XP_038397190.1, XP_038397185.1, XP_038397188.1, XP_038397191.1, XP_038397193.1, XP_038397192.1
OG0000366	XP_031805369.1, XP_031808141.1, XP_031808142.1	XP_038400283.1, XP_038400285.1
OG0000368	XP_012409113.1, XP_031805285.1, XP_023363146.1	XP_038409162.1, XP_038409161.1, XP_038409158.1, XP_038409160.1, XP_038409159.1
OG0000369	XP_031813168.1, XP_003766914.2	XP_038413460.1
OG0000370	XP_031804477.1, XP_031815015.1	XP_038442447.1, XP_038413467.1, XP_038424430.1, XP_038431071.1, XP_038437090.1
OG0000371	XP_031813087.1, XP_031813088.1, XP_031809401.1	XP_038418476.1
OG0000372	XP_031818941.1	XP_038421843.1
OG0000373	XP_031815764.1, XP_031815787.1, XP_031815775.1, XP_031815798.1	XP_038426526.1, XP_038444836.1, XP_038426527.1, XP_038444833.1, XP_038426530.1, XP_038426529.1, XP_038444835.1, XP_038444832.1, XP_038426528.1, XP_038444834.1, XP_038424061.1
OG0000374	XP_031809825.1	XP_038428131.1, XP_038428137.1, XP_038428136.1, XP_038428135.1, XP_038428134.1, XP_038428130.1, XP_038428133.1, XP_038428132.1
OG0000375	XP_031816687.1, XP_031816686.1, XP_031816688.1, XP_012400632.1	XP_038429444.1, XP_038429447.1, XP_038429445.1, XP_038429446.1
OG0000376	XP_031815071.1, XP_023354615.1, XP_012399780.1, XP_012399779.1, XP_031815070.1, XP_003763398.1	XP_038437533.1
OG0000380	XP_003755005.2, XP_003755006.4, XP_031812532.1	XP_038445281.1, XP_038435154.1, NP_001243374.1, XP_038445282.1, XP_038435153.1
OG0000381	XP_031797228.1	NP_001258721.1
OG0000381	XP_003773575.4	XP_038425131.1, XP_038399962.1, XP_038425293.1, XP_038435783.1
OG0000382	XP_031822120.1, XP_031822121.1, XP_031822119.1, XP_031822122.1	NP_001273872.1
OG0000384	XP_031813132.1, XP_003764906.2	NP_001375760.1, NP_001375759.1, XP_038424088.1, NP_001375622.1, XP_038424090.1, NP_001375761.1
OG0000386	XP_031823802.1	XP_038388200.1
OG0000387	XP_031796005.1	XP_038414574.1, XP_038388444.1
OG0000388	XP_031815958.1	XP_038389092.1
OG0000388	XP_031815956.1	XP_038391902.1, XP_038391901.1
OG0000388	XP_031815957.1	XP_038391900.1, XP_038391903.1
OG0000390	XP_031824764.1	XP_038397629.1, XP_038397627.1, XP_038397630.1, XP_038397628.1, XP_038397625.1
OG0000391	XP_012403238.1, XP_031808317.1, XP_031808319.1, XP_031808315.1, XP_023357699.1, XP_031808316.1	XP_038401314.1, XP_038401311.1, XP_038401310.1, XP_038401312.1, XP_038401313.1
OG0000392	XP_012404527.1	XP_038410122.1, XP_038410124.1, XP_038410121.1, XP_038410120.1, XP_038410123.1, XP_038407577.1
OG0000392	XP_031809086.1	XP_038401687.1
OG0000393	XP_023358214.1, XP_003768414.1, XP_023358215.1, XP_031821937.1	XP_038403552.1, XP_038403551.1, XP_038403548.1, XP_038403550.1, XP_038403549.1
OG0000394	XP_031794466.1, XP_031794465.1, XP_031794467.1, XP_012406030.1	XP_038414607.1, XP_038414610.1, XP_038414608.1, XP_038414612.1, XP_038414611.1, XP_038414609.1, XP_038414604.1, XP_038414606.1, XP_038414605.1
OG0000395	XP_031794581.1	XP_038418675.1
OG0000396	XP_003773711.1	XP_038419051.1
OG0000397	XP_031814582.1	XP_038425989.1
OG0000399	XP_031794222.1	XP_038432845.1, XP_038432846.1
OG0000400	XP_023360045.1, XP_031793785.1, XP_031793784.1	XP_038433541.1
OG0000401	XP_012400210.1	XP_038440546.1
OG0000402	XP_003763960.2	XP_038440626.1
OG0000402	XP_031816414.1	XP_038440619.1
OG0000402	XP_031816398.1	XP_038440635.1
OG0000405	XP_012408830.2, XP_031800387.1, XP_031800386.1, XP_012408831.2, XP_012408832.2	XP_038443600.1, XP_038443598.1, XP_038443599.1, XP_038443596.1, XP_038443597.1, XP_038443595.1
OG0000407	XP_031822276.1	NP_001019808.1, XP_038424188.1, XP_038400846.1
OG0000407	XP_031822275.1, XP_031822274.1	NP_001019809.1
OG0000408	XP_003772522.1, XP_031796039.1	XP_038445623.1, XP_038445622.1, NP_001376072.1, NP_001243379.1, XP_038445505.1, XP_038444867.1, XP_038444988.1
OG0000409	XP_031813148.1	NP_001375657.1, NP_001375836.1
OG0000409	XP_031813147.1, XP_003764850.2, XP_003766831.2	NP_001375947.1, XP_038424107.1, NP_001375655.1
OG0000410	XP_031800380.1	NP_001375742.1, NP_001375741.1, NP_001375740.1
OG0000411	XP_031805385.1, XP_012399713.1, XP_003761877.1, XP_031805389.1, XP_023353473.2, XP_031801422.1, XP_003762820.1, XP_031801563.1, XP_003763190.1, XP_031805434.1, XP_003763155.2, XP_003762819.2, XP_012399375.2, XP_003761907.1, XP_003761909.1, XP_031801423.1, XP_012398571.1, XP_031805520.1, XP_031805513.1, XP_003762843.2	NP_001375953.1, NP_001375949.1, NP_001375824.1
