Orthogroup	Sarcophilus_harrisii	Loxodonta_africana
OG0000122	XP_031794144.1, XP_023357601.2, XP_031804926.1, XP_031793147.1	XP_010588032.1, XP_010596574.1
OG0000122	XP_012398126.2	XP_010589125.1
OG0000123	XP_003758421.3, XP_031805104.1, XP_003758419.2	XP_003423694.1, XP_003423536.1, XP_023411882.1, XP_023412059.1, XP_003417047.3, XP_003423537.1, XP_003417050.1
OG0000124	XP_023356116.1	XP_010598490.2
OG0000124	XP_012401572.1, XP_031814902.1, XP_031814901.1	XP_023397788.1, XP_023397791.1
OG0000124	XP_003765650.2	XP_023397803.1
OG0000124	XP_012401570.1	XP_010600403.1
OG0000124	XP_003765651.2	XP_023397802.1
OG0000125	XP_012403745.2	XP_023409170.1
OG0000125	XP_012403748.1, XP_003768285.1, XP_003768278.1, XP_012403749.2	XP_003414509.1
OG0000127	XP_031798637.1, XP_012407463.1, XP_031798639.1, XP_031798638.1	XP_023404329.1, XP_010588794.1, XP_023404330.1
OG0000128	XP_031818477.1	XP_023411501.1, XP_023411461.1, XP_023411499.1, XP_003416479.1, XP_003416519.3
OG0000130	XP_003764886.1, XP_012402225.2	XP_003421545.1, XP_003421542.1, XP_003421540.1, XP_003421607.1, XP_010599266.1, XP_003421605.1, XP_003421541.1
OG0000130	XP_003766416.1, XP_012400883.1	XP_003421543.1, XP_010599267.1
OG0000131	XP_003757913.1, XP_023350403.1, XP_003757914.1, XP_003759019.1, XP_003759243.2, XP_031805123.1	XP_003412093.2, XP_003412256.2, XP_010590563.1, XP_003412097.1, XP_003412096.1
OG0000132	XP_003769562.3	XP_023408589.1, XP_023408552.1, XP_023408464.1, XP_023408408.1, XP_023408505.1, XP_010586923.1, XP_023408622.1
OG0000133	XP_031825207.1, XP_031825209.1, XP_031825208.1, XP_031825210.1, XP_031825206.1	XP_003418485.1, XP_023414200.1, XP_023414199.1, XP_023414201.1
OG0000134	XP_012406199.1	XP_010589131.1
OG0000135	XP_031802264.1	XP_023394637.1
OG0000136	XP_031802238.1, XP_023351771.1, XP_023351772.1, XP_023351769.1, XP_023351770.1	XP_023394645.1
OG0000137	XP_003772721.1, XP_031795158.1, XP_003771745.1	XP_003420629.2, XP_010598421.1, XP_003420614.1, XP_003420615.1, XP_003420616.1, XP_023395285.1, XP_003420626.1
OG0000138	XP_003764817.2	XP_003421480.2
OG0000138	XP_003764805.1	XP_023396340.1, XP_003421476.1
OG0000138	XP_012400865.1, XP_003764819.1, XP_003764815.1	XP_003421587.1, XP_003421588.1, XP_003421586.1
OG0000139	XP_031824297.1, XP_031824298.1, XP_031824296.1	XP_023408283.1
OG0000140	XP_031809161.1	XP_010588009.2
OG0000141	XP_003768910.2	XP_003404987.1, XP_003404985.1
OG0000142	XP_012409297.1, XP_012409299.1, XP_031810413.1, XP_012409296.1, XP_031810414.1, XP_031810416.1, XP_031810415.1, XP_023349993.1	XP_010594371.1, XP_010594370.1, XP_010594374.1, XP_010594373.1, XP_010594372.1
OG0000143	XP_031810460.1, XP_031810461.1	XP_010589879.2
OG0000145	XP_031812834.1, XP_031812833.1, XP_031812832.1, XP_031812831.1, XP_031812829.1, XP_031812830.1	XP_023402721.1
OG0000146	XP_023352157.1, XP_031802841.1, XP_031802843.1, XP_003760295.1, XP_031802842.1, XP_031802845.1, XP_031802844.1	XP_003408437.1, XP_010586701.1, XP_023401633.1
OG0000147	XP_031805537.1, XP_031805539.1, XP_031805536.1, XP_012396338.3, XP_031805534.1, XP_031805059.1, XP_012396336.1	XP_023408306.1, XP_023408301.1, XP_003413753.1, XP_003413755.1
OG0000148	XP_012399621.1, XP_003755833.1	XP_010600376.2, XP_003422875.1, XP_010599317.1, XP_010600716.1, XP_010599305.1, XP_010599316.1, XP_010599319.1, XP_010599325.1, XP_010599323.1, XP_010599315.1, XP_010599326.1, XP_010600717.1
OG0000149	XP_031817538.1	XP_023399780.1
OG0000149	XP_003767906.1	XP_003415228.1
OG0000149	XP_031823223.1	XP_010587900.1
OG0000149	XP_031822713.1, XP_031822717.1, XP_031822714.1	XP_010593170.2
OG0000150	XP_003758442.1, XP_023350800.1, XP_031805099.1, XP_003758443.1	XP_010595014.2
OG0000151	XP_012405227.2	XP_023409145.1
OG0000151	XP_031823447.1, XP_031823446.1, XP_003770041.1	XP_010592885.2
OG0000152	XP_031822441.1	XP_023409696.1, XP_023409748.1, XP_023409745.1, XP_023409747.1, XP_023409749.1, XP_023409733.1, XP_023409697.1, XP_003415119.1
OG0000153	XP_012406423.1, XP_023360058.1, XP_012405907.1, XP_003770946.1	XP_003405563.1, XP_003405574.1, XP_003405556.1, XP_003405562.1, XP_010599206.2, XP_003405557.1, XP_010595818.2
OG0000157	XP_031807643.1, XP_031807644.1	XP_023396631.1
OG0000157	XP_031820484.1, XP_003769255.1	XP_010588753.1, XP_010585007.1
OG0000158	XP_023353662.1	XP_003418390.1
OG0000159	XP_003766412.1, XP_003766858.1	XP_003410393.1, XP_003410395.1, XP_003410392.1, XP_010588696.1, XP_010588746.2, XP_003410396.1, XP_003410391.1, XP_003410394.1
OG0000160	XP_023358024.1	XP_003414826.1, XP_003409567.1
OG0000161	XP_003759113.1	XP_003413617.1, XP_003413619.1, XP_003413618.2
OG0000163	XP_012402413.1, XP_012402416.1	XP_023410511.1, XP_023410516.1
OG0000163	XP_003766617.1	XP_023410474.1
OG0000164	XP_012396712.1, XP_031802108.1	XP_003408273.1
OG0000164	XP_003759749.1	XP_023401577.1
OG0000164	XP_031802107.1	XP_010586657.1
OG0000165	XP_031795620.1, XP_031795619.1, XP_031795621.1, XP_031795617.1	XP_023404541.1, XP_023404535.1, XP_023404553.1, XP_010588932.1, XP_023404542.1, XP_023404550.1, XP_023404549.1, XP_023404547.1, XP_023404534.1, XP_023404536.1, XP_023404539.1, XP_023404538.1, XP_023404545.1, XP_023404540.1, XP_023404551.1, XP_023404544.1, XP_023404548.1, XP_023404546.1, XP_023404552.1, XP_023404537.1, XP_023404543.1
OG0000166	XP_012396468.1, XP_023351503.1, XP_031824634.1, XP_031824649.1, XP_023351504.1	XP_010587992.1
OG0000167	XP_031798267.1, XP_031798272.1, XP_031798263.1, XP_031798266.1	XP_010596731.1, XP_003418854.1, XP_010596734.1, XP_023414585.1, XP_023414586.1, XP_023414584.1, XP_023414587.1
OG0000168	XP_012403993.1	XP_010595285.1
OG0000168	XP_031821604.1	XP_003417326.1
OG0000170	XP_003773616.1	XP_023406587.1, XP_003412042.1, XP_023406381.1, XP_010590513.1
OG0000171	XP_003769499.1	XP_010589537.1
OG0000172	XP_031802261.1	XP_003408365.1
OG0000172	XP_031793454.1	XP_003404078.2
OG0000172	XP_012409550.1, XP_023350190.1	XP_023396624.1
OG0000174	XP_012405557.1	XP_023403300.1, XP_023403299.1, XP_023403298.1, XP_023403316.1, XP_003409493.1, XP_003409494.1, XP_023403302.1, XP_003409495.2
OG0000175	XP_003773749.1	XP_023406470.1
OG0000176	XP_023362209.1, XP_031797709.1, XP_031797711.1, XP_023362208.1	XP_023396329.1, XP_023396328.1, XP_010600949.2, XP_010599209.1, XP_003421399.1
OG0000177	XP_031811873.1, XP_031811875.1, XP_031811871.1, XP_031811870.1, XP_031811872.1, XP_031811876.1, XP_031811868.1, XP_031811869.1, XP_031811867.1	XP_003419716.1, XP_023415572.1, XP_023415573.1, XP_023415571.1
OG0000178	XP_031813300.1, XP_031813299.1, XP_031813294.1, XP_031813298.1, XP_031813297.1, XP_031813296.1, XP_031813295.1	XP_023407366.1
OG0000179	XP_031817500.1	XP_023395618.1
OG0000179	XP_023355787.2, XP_012401166.1	XP_023395697.1, XP_003420838.1, XP_023395617.1, XP_010598712.1
OG0000180	XP_012397749.1	XP_023396262.1, XP_023396298.1
OG0000182	XP_031792735.1	XP_023400882.1, XP_023400886.1, XP_023400881.1, XP_023400884.1, XP_023400883.1, XP_023400885.1
OG0000183	XP_031798882.1	XP_023406429.1
OG0000184	XP_031813724.1, XP_031800734.1	XP_010594281.1
OG0000188	XP_003764834.1	NP_001267811.1
OG0000188	XP_003766999.1	XP_003421603.1
OG0000189	XP_003774897.1, XP_031797813.1	XP_003412091.1, XP_023395230.1, XP_010585159.2
OG0000190	XP_031796825.1, XP_031796827.1, XP_031796826.1	XP_023394432.1
OG0000191	XP_003769420.1, XP_023358945.1	XP_003404326.1
OG0000192	XP_031794046.1	XP_023404872.1, XP_003410862.1
OG0000194	XP_031801027.1, XP_031801026.1, XP_031801025.1	XP_010599067.1, XP_023396147.1, XP_010599069.1, XP_023396146.1, XP_003421278.1, XP_023396145.1, XP_010599068.1, XP_010599066.1, XP_023396144.1
OG0000195	XP_031820905.1, XP_031820904.1	XP_003421080.1
OG0000196	XP_003773915.1	XP_003421409.1, XP_003421405.1
OG0000196	XP_003773971.1, XP_003773970.1, XP_031798784.1, XP_003773962.1	XP_023396337.1, XP_023398499.1, XP_003421402.1, XP_023396319.1
OG0000197	XP_012406752.1	XP_010590992.1, XP_010585568.1
OG0000199	XP_031817627.1	XP_003406899.1, XP_010584905.1
OG0000200	XP_003767289.1, XP_023357403.1	XP_003411152.1, XP_023405160.1, XP_023405164.1, XP_023405171.1, XP_010589432.1, XP_003411246.1
OG0000201	XP_031821831.1, XP_031821832.1	XP_023409539.1, XP_023411889.1, XP_023411940.1, XP_023411884.1, XP_023411888.1, XP_023395358.1, XP_023411938.1, XP_023395361.1, XP_023411885.1, XP_023395359.1, XP_023409142.1, XP_023398472.1, XP_023411941.1
OG0000203	XP_031815893.1	XP_003405899.2
OG0000204	XP_003764754.2	XP_010597911.2
OG0000205	XP_031817807.1, XP_003764619.2	XP_010590932.1
OG0000206	XP_031796238.1	XP_003415771.1, XP_023410667.1
OG0000207	XP_023356432.1	XP_023397844.1
OG0000209	XP_031817713.1, XP_003766638.1, XP_031820011.1, XP_031817715.1	XP_003406683.1, XP_010585347.1, XP_023399393.1, XP_010585348.2
OG0000210	XP_031797477.1, XP_003773620.1	XP_003412031.2, XP_023406571.1
OG0000211	XP_031802452.1	XP_003406420.1
OG0000211	XP_031802454.1	XP_003406418.1
OG0000211	XP_003757016.1, XP_031809824.1	XP_010589962.1, XP_003411740.1
OG0000213	XP_031807358.1	XP_023410336.1, XP_003418659.1
OG0000214	XP_031804062.1	XP_010591756.1
OG0000214	XP_031822954.1	XP_023401426.1
OG0000215	XP_031802910.1, XP_031821510.1	XP_023412475.1
OG0000216	XP_023352195.1	XP_003408469.1, XP_023401690.1, XP_023401688.1, XP_023401692.1, XP_023401691.1, XP_023401693.1
OG0000219	XP_031796426.1	XP_003406247.1, XP_003407118.1
OG0000220	XP_003774257.2, XP_003774496.2, XP_003774038.2	XP_010597514.1, XP_003419571.1, XP_003419569.1, XP_003419567.1, XP_003419568.1, XP_003419566.1, XP_003419565.1
OG0000221	XP_003774682.2	XP_003422757.1, XP_003423652.1, XP_003423728.1, XP_003422758.1, XP_003423653.1, XP_003423651.1
OG0000224	XP_031793038.1	XP_023404045.1
OG0000227	XP_031807424.1, XP_023350330.1, XP_003757771.1, XP_012395227.1	XP_023406037.1
OG0000228	XP_031824146.1, XP_031824138.1, XP_031824140.1	XP_023413502.1
OG0000229	XP_012396288.1, XP_031810838.1, XP_031805196.1, XP_003759164.2	XP_023398512.1, XP_023409000.1, XP_023408989.1
OG0000230	XP_003757917.1, XP_031807160.1	XP_023406192.1, XP_003411932.1
OG0000231	XP_003770432.1, XP_031824289.1, XP_023359666.1, XP_031824288.1	XP_003421181.1
OG0000231	XP_031824290.1, XP_003768735.1	XP_023408237.1, XP_023408224.1, XP_023408219.1, XP_023408194.1, XP_023408232.1, XP_023408242.1, XP_023408257.1, XP_023408267.1, XP_023408213.1, XP_023408248.1, XP_023408204.1, XP_023408200.1, XP_023408207.1, XP_010591630.1, XP_023408253.1, XP_023408263.1
OG0000232	XP_031815699.1	XP_023411868.1
OG0000232	XP_031800528.1	XP_023407228.1
OG0000233	XP_031811050.1	XP_003420206.1
OG0000234	XP_031817357.1, XP_003765382.2	XP_023406671.1, XP_023406670.1, XP_003412261.3, XP_010590565.1, XP_003412260.1
OG0000235	XP_031797437.1	XP_023414857.1, XP_023415537.1, XP_023397062.1, XP_003422220.1, XP_003404527.1
OG0000236	XP_012396942.1	XP_010585019.1
OG0000237	XP_003765707.1	XP_010591857.1, XP_003413652.1
OG0000238	XP_003772216.1, XP_003772238.1	XP_010595997.1, XP_003405591.1, XP_010599445.1, XP_003405147.1, XP_023395279.1, XP_003405146.1, XP_010596075.1, XP_003405594.1, XP_023395287.1
OG0000239	XP_031799561.1, XP_003774694.1, XP_003773832.2, XP_031799560.1, XP_003773847.2	XP_023398071.1, XP_003422764.1, XP_003423395.1, XP_003422763.1, XP_023398070.1, XP_003422765.1, XP_003423475.2
OG0000240	XP_031817242.1, XP_003764421.1, XP_012400554.1, XP_003764420.1, XP_003764418.3	XP_003422115.1, XP_023396973.1, XP_003422124.1, XP_003422147.1, XP_003422645.1, XP_003422145.1
OG0000241	XP_003773837.1, XP_003773829.1	XP_003422397.1, XP_003422968.1, XP_003423540.1, XP_023397307.1, XP_003423596.1, XP_003422395.1, XP_003422964.1, XP_003422965.1, XP_010600895.1, XP_010600299.1, XP_003423749.1, XP_010600448.1, XP_003422966.1, XP_003412275.1, XP_003422399.1, XP_003422398.2
OG0000242	XP_023354544.2, XP_031805026.1	XP_023398551.1, XP_023403899.1, XP_023407635.1
OG0000242	XP_012396109.2, XP_031804878.1	XP_023395470.1
OG0000243	XP_031799527.1	XP_023400519.1
OG0000244	XP_031803938.1, XP_031803936.1, XP_031803935.1, XP_031803937.1	XP_003422150.1
OG0000244	XP_031824763.1, XP_003759540.1	XP_023395166.1
OG0000245	XP_012402288.3, XP_031819144.1, XP_012402718.2, XP_012408108.2	XP_003406611.1
OG0000246	XP_031795615.1	XP_010588928.1, XP_023404533.1
OG0000248	XP_012399824.1, XP_012399823.1	XP_010588646.1, XP_010588647.1, XP_003410374.1
OG0000249	XP_031795097.1	XP_023394926.1
OG0000249	XP_003771728.1, XP_003771729.1, XP_003772482.1	XP_003420296.2, XP_010598060.1, XP_003420253.1
OG0000251	XP_031813504.1	XP_023411285.1, XP_023411286.1, XP_023411282.1, XP_003416293.1, XP_023411284.1, XP_023411283.1, XP_023411287.1, XP_023411281.1
OG0000252	XP_012400297.1	XP_003406262.1
OG0000254	XP_031805191.1, XP_003759095.2, XP_031810388.1, XP_003758832.1	XP_023411353.1, XP_010594382.1, XP_023411352.1, XP_023411354.1, XP_023411313.1
OG0000255	XP_031818382.1	XP_023411469.1, XP_010594467.1, XP_010594466.1, XP_023411472.1, XP_023411470.1, XP_023411471.1, XP_023396691.1
OG0000258	XP_031812239.1	XP_023414319.1
OG0000259	XP_003773931.1, XP_003773901.1, XP_031798079.1, XP_003773902.1, XP_003773900.2, XP_003773929.1, XP_003773935.1, XP_003773903.1, XP_012408156.2	XP_003422929.1, XP_023397813.1, XP_023397995.1, XP_003423163.1, XP_023397811.1, XP_003422713.1, XP_023398297.1, XP_003423032.1, XP_003422669.1, XP_003422716.1, XP_023397906.1, XP_003422715.1, XP_003422714.1
OG0000260	XP_003773863.1	XP_023397615.1
OG0000260	XP_012408102.1, XP_003773866.1, XP_003773865.1	XP_003423534.1, XP_003423554.1, XP_003422697.1, XP_003422387.1, XP_003423503.1, XP_023398423.1, XP_003422759.1, XP_003423303.1, XP_003422402.1, XP_003423177.1, XP_003423293.1, XP_023398348.1, XP_003423713.1, XP_003422385.1, XP_003423532.1, XP_003423394.1, XP_003422673.1, XP_003423553.1, XP_023398129.1, XP_003422386.2, XP_003422776.1, XP_003423391.1, XP_003423504.1, XP_010600975.1
OG0000261	XP_023362160.2, XP_003773824.2, XP_003773822.1	XP_003412123.1, XP_003412278.1
OG0000262	XP_012400905.2, XP_023355540.2	XP_003421529.1, XP_003421530.1, XP_023396353.1, XP_003412272.1
OG0000262	XP_003764882.2, XP_003764833.2	XP_003421524.1, XP_003421537.1
OG0000263	XP_003767520.1	XP_023404897.1
OG0000264	XP_031809170.1	XP_023402304.1
OG0000265	XP_031820648.1	XP_023401252.1
OG0000266	XP_031813628.1, XP_031813629.1, XP_023356514.1	XP_023411177.1
OG0000267	XP_031805016.1, XP_031805023.1	XP_023414952.1, XP_023398488.1, XP_023415087.1, XP_023415088.1
OG0000270	XP_031800249.1, XP_031800246.1, XP_031800245.1, XP_031800248.1, XP_031800247.1	XP_023394876.1, XP_010598008.1
OG0000273	XP_031796917.1	XP_023411700.1, XP_003416552.1, XP_023411703.1
OG0000274	XP_031823436.1, XP_031823434.1, XP_003770484.3, XP_003770481.1, XP_003770482.1, XP_031823435.1, XP_003770707.1, XP_031825018.1	XP_003414406.1, XP_003414405.1, XP_003414608.1, XP_003414607.1, XP_003414606.1
OG0000277	XP_003774688.2, XP_031798295.1, XP_012408465.2, XP_003774675.1	XP_003412137.2, XP_003412139.2, XP_003412140.3, XP_023406379.1, XP_003412141.1
OG0000278	XP_012406328.2	XP_003404582.1
OG0000279	XP_012398280.1, XP_003761585.1, XP_031797074.1	XP_010594563.1, XP_003416545.1
OG0000280	XP_003763023.1, XP_012399541.1	XP_003404509.1, XP_023404272.1, XP_010588476.1, XP_010588485.1, XP_023404273.1, XP_010588480.1
OG0000282	XP_031822329.1	XP_003414646.1
OG0000286	XP_003766926.1	XP_003422943.1
OG0000286	XP_003764918.2, XP_003764919.2, XP_012402752.1	XP_023397823.1, XP_010600431.1, XP_003422941.1, XP_003422940.1
OG0000287	XP_003759293.1, XP_012396393.1	XP_023414549.1, XP_003423380.1, XP_003423790.1, XP_023398220.1, XP_010599308.1, XP_023396391.1
OG0000288	XP_003773853.1, XP_003773857.1	XP_003422769.1, XP_010599940.1, XP_003423390.1, XP_003423219.3, XP_003423220.3, XP_003422766.1, XP_003422371.1, XP_003422767.2, XP_003423221.3, XP_003422768.1, XP_010600756.1, XP_003423474.1, XP_003423473.1, XP_010600622.1, XP_023397305.1, XP_003422762.1
OG0000289	XP_012400464.2	XP_023414000.1
OG0000289	XP_023355223.1	XP_023413926.1
OG0000290	XP_031810882.1, XP_023354992.1, XP_003755877.1, XP_031810883.1, XP_023354985.1	XP_023395836.1, XP_023395834.1, XP_023395830.1, XP_023395831.1, XP_023395833.1, XP_023395835.1, XP_003420980.1, XP_023395832.1
OG0000291	XP_031821563.1, XP_031821564.1, XP_012404003.2	XP_010595298.1, XP_003417336.1, XP_023412717.1
OG0000292	XP_031799730.1	XP_010589732.2
OG0000293	XP_031798424.1	XP_003423275.1
OG0000294	XP_031796205.1	XP_010593858.1
OG0000294	XP_031816237.1	XP_010601095.1
OG0000295	XP_012395237.1	XP_023406033.1
OG0000295	XP_031802104.1, XP_012396714.1, XP_003759747.1, XP_031802105.1, XP_012396713.1	XP_023401816.1
OG0000296	XP_031813330.1, XP_031813333.1, XP_031813332.1, XP_031813331.1	XP_010599007.1, XP_003421213.1, XP_010599006.1, XP_023396047.1, XP_023396048.1
OG0000298	XP_012409072.1	XP_003411683.1
OG0000300	XP_003773867.1, XP_012408103.1	XP_003422693.1, XP_003423668.1, XP_023398225.1, XP_003422388.1, XP_003423298.1, XP_003422695.2, XP_010600681.1, XP_010600889.1, XP_003422696.1
OG0000301	XP_003766573.1, XP_012402369.1	XP_003421591.2, XP_003421592.1, XP_003421590.1
OG0000301	XP_003766574.1, XP_012400896.1, XP_031813123.1, XP_003766575.1	XP_003421507.1, XP_003421597.2, XP_003421501.2
OG0000304	XP_031794741.1, XP_031794738.1, XP_031794744.1	XP_023404599.1
OG0000305	XP_003770077.1	XP_003417000.2
OG0000306	XP_031823035.1, XP_023359180.1, XP_012404995.1	XP_003409577.1, XP_003409576.2
OG0000307	XP_012396612.1	XP_003406349.1
OG0000308	XP_003774938.1	XP_003415967.2, XP_003412760.1
OG0000309	XP_003762271.1	XP_003421243.2
OG0000310	XP_003771993.1	XP_023400184.1
OG0000311	XP_031807590.1	XP_023400032.1, XP_023400053.1, XP_023400047.1, XP_023400049.1, XP_023400043.1, XP_023400044.1, XP_023400052.1, XP_023400034.1, XP_023400037.1, XP_023400048.1, XP_023400042.1, XP_023400036.1, XP_023400038.1, XP_023400039.1, XP_023400046.1, XP_023400035.1, XP_023400045.1, XP_023400041.1, XP_023400050.1
OG0000312	XP_003774527.1	XP_010597482.2
OG0000312	XP_031797207.1	XP_003419505.2
OG0000313	XP_023361074.2, XP_003772269.2	XP_003405503.1
OG0000314	XP_031813545.1	XP_010594320.1, XP_023411261.1
OG0000314	XP_023356114.2	XP_010598493.1, XP_023395450.1
OG0000316	XP_031810203.1, XP_012409193.1, XP_031810206.1, XP_031810205.1, XP_023349900.1	XP_003421759.2
OG0000319	XP_031808515.1	XP_010586962.1, XP_010586963.1, XP_010586965.1, XP_003408725.1
OG0000320	XP_031820165.1, XP_031820166.1, XP_031820164.1, XP_023358962.1, XP_031820162.1, XP_031820163.1, XP_031820161.1	XP_010592477.1, XP_010592509.1, XP_003404280.1
OG0000321	XP_031816895.1, XP_023355279.1, XP_023355278.1, XP_023363022.2	XP_003406825.1, XP_010593037.1
OG0000322	XP_031792939.1	XP_010595577.1
OG0000322	XP_012406294.1	XP_023404726.1
OG0000323	XP_031818127.1, XP_031818128.1	XP_003415503.1, XP_023410240.1
OG0000323	XP_031820544.1, XP_031820545.1, XP_031820542.1, XP_031820543.1	XP_023400398.1, XP_010585150.1, XP_003404456.1
OG0000324	XP_003765400.1	XP_003415313.1, XP_010593424.2, XP_003415314.2, XP_010587224.1, XP_023402298.1
OG0000325	XP_031813199.1	XP_010594826.1
OG0000326	XP_023359440.1, XP_012405279.1	XP_023411745.1
OG0000327	XP_012403833.1, XP_012403832.1, XP_012403831.1, XP_012403829.1, XP_031822089.1, XP_031822088.1, XP_003768306.1, XP_012403828.1	XP_023409438.1, XP_010592724.1, XP_010592725.1, XP_023409439.1
OG0000328	XP_003757377.1, XP_031810623.1, XP_012409378.1, XP_012409379.1	XP_023400621.1, XP_003407710.1, XP_023400622.1
OG0000329	XP_031796604.1	XP_003405241.1
OG0000329	XP_023359234.2	XP_010587874.1
OG0000330	XP_031820401.1, XP_031820400.1, XP_031820402.1, XP_003769323.1	XP_010584612.1
OG0000331	XP_023356018.1, XP_031818176.1, XP_031818175.1	XP_023410355.1
OG0000331	XP_031814811.1	XP_010594066.1, XP_023410957.1
OG0000332	XP_031795187.1, XP_031795184.1, XP_031795185.1, XP_031795186.1	XP_023395331.1, XP_003420624.1, XP_023395330.1, XP_023395328.1
OG0000333	XP_031815319.1, XP_031815325.1	XP_003409717.1, XP_010588121.1
OG0000334	XP_031803462.1	XP_010591624.1
OG0000334	XP_031803464.1, XP_031803461.1	XP_023408162.1, XP_003413127.1
OG0000335	XP_031804858.1	XP_023415076.1
OG0000336	XP_031813605.1, XP_031813604.1, XP_031813606.1	XP_023407280.1, XP_023407278.1, XP_010591108.1, XP_023407276.1, XP_023407279.1, XP_010591107.1
OG0000337	XP_003762759.1	XP_010595839.1, XP_010595840.1, XP_003417886.1
OG0000339	XP_031815082.1, XP_031815087.1, XP_031815089.1	XP_003409708.1
OG0000340	XP_031808997.1, XP_031808998.1	XP_003420826.1
OG0000342	XP_031824624.1	XP_023413475.1
OG0000343	XP_031821578.1, XP_031821576.1, XP_031821577.1	XP_003417333.1
OG0000345	XP_031811502.1, XP_031811504.1, XP_031811505.1, XP_031811503.1	XP_023408745.1
